question_number,option_label,option_id,question_id,option_text
51,d,aa197c5e-94d8-4239-b2df-7f57f8dbe837,1da61e0a-8889-4b7f-bb2a-9b046a7fbfc3,"1, 2, 3 and 4"
52,a,077303d1-5510-48c8-91e0-c28766f8ea9d,b1ce30b2-5dde-4c57-afe9-f3ca408208ac,1 and 2 only
52,b,41eef9d6-e3a4-4c96-b6b5-4615a2aed17c,b1ce30b2-5dde-4c57-afe9-f3ca408208ac,2 and 3 only
52,c,39de0247-6862-4e0c-9dbc-b72deb8d4e1b,b1ce30b2-5dde-4c57-afe9-f3ca408208ac,1 and 3 only
52,d,29867155-cdd0-46da-9d92-a3619eae19e7,b1ce30b2-5dde-4c57-afe9-f3ca408208ac,"1, 2 and 3"
53,a,fbc30857-51f1-43c3-a505-d7f9cd63af40,1ba0a212-a09f-4e24-a274-3360e01d9454,Voyager-2
53,b,f66cefa8-26b3-4cee-8ed1-ed7b3e401b06,1ba0a212-a09f-4e24-a274-3360e01d9454,New Horizons
53,c,16502de7-9270-46db-ab3a-c6e6dc85e484,1ba0a212-a09f-4e24-a274-3360e01d9454,LISA Pathfinder
53,d,0b37ddf6-899a-4688-a3f6-4846573c89d5,1ba0a212-a09f-4e24-a274-3360e01d9454,Evolved LISA
54,a,70872f65-4ff2-42ce-8e5b-c7e44fe2afc8,899a3e91-0514-4792-b7ee-0f8b66bc31f1,1 only
54,b,526d3b24-0d2a-4d55-ab09-0395df0e8afc,899a3e91-0514-4792-b7ee-0f8b66bc31f1,2 and 3 only
54,c,79148604-254d-4852-a8c3-7b69825bc5e3,899a3e91-0514-4792-b7ee-0f8b66bc31f1,2 only
54,d,37eb8449-fba6-4c41-bffc-053ec0b91428,899a3e91-0514-4792-b7ee-0f8b66bc31f1,"1, 2 and 3"
55,a,24a99b4a-30ca-4274-a393-b04a7809dfbb,785eb850-8fa9-4783-9306-a63ace6ae9d7,Car 1 only
55,b,e8f9cf22-edb8-423c-8620-e366d9ab6877,785eb850-8fa9-4783-9306-a63ace6ae9d7,1 and 2 only
55,c,ede072c2-e0f2-4dbf-94e2-d2267fe0a8e9,785eb850-8fa9-4783-9306-a63ace6ae9d7,3 only
55,d,b5d65955-9c77-4575-ba4b-7bd9d0f2f769,785eb850-8fa9-4783-9306-a63ace6ae9d7,1.2 and 3
56,a,9f035f40-a51d-46ac-b983-bc7cec09c07b,bdac99c9-67b1-47ea-b212-9080c395fa94,Digital security infrastructure
56,b,20c8244e-299c-4d63-baee-1c8319030f6d,bdac99c9-67b1-47ea-b212-9080c395fa94,Food security infrastructure
56,c,9fb5dc03-d88e-4b37-9c03-26ced59a5043,bdac99c9-67b1-47ea-b212-9080c395fa94,Health care and education infrastructure
56,d,c6c1660c-cd9a-457c-a69f-816f8828ee61,bdac99c9-67b1-47ea-b212-9080c395fa94,Telecommunication and transportation infrastructure
57,a,eff9d166-1b10-4470-a912-a491a5a917db,02226499-918b-48ef-8705-25d2289d22ea,1 and 2 only
57,b,9adcf215-d7f8-4e4a-bbb7-2521fa0a0c41,02226499-918b-48ef-8705-25d2289d22ea,2 and 3 only
57,c,b0dca320-76b5-4cde-ad03-88d962760244,02226499-918b-48ef-8705-25d2289d22ea,1 and 3 only
57,d,169c8ac9-31e5-41da-a481-bbd2a0b711c4,02226499-918b-48ef-8705-25d2289d22ea,"1, 2 and 3"
58,a,87aeac9e-90b2-4940-a150-86c48e5586e0,4a14d545-314f-4ae6-b873-b7da18caa76b,"1, 2 and 3 only"
58,b,35880693-f23e-4a27-bd69-1082755b87c9,4a14d545-314f-4ae6-b873-b7da18caa76b,2 and 4 only
58,c,bcced8f7-fcc1-48fa-b7c3-d23d2aa6c1e3,4a14d545-314f-4ae6-b873-b7da18caa76b,"1, 3 and 4 only"
58,d,2f465acf-7224-4336-959f-89657fe819a9,4a14d545-314f-4ae6-b873-b7da18caa76b,"1, 2, 3, 4 and 5"
59,a,0216d519-b5fa-4042-afda-6ab53f0939ba,cd53c932-0d21-4ba0-b579-d681a7d1c85a,1 only
59,b,9e79fca7-558e-4efb-b867-7eb7e60744f4,cd53c932-0d21-4ba0-b579-d681a7d1c85a,1 and 2 only
59,c,30f97aa1-a857-43b7-9cb1-d8d9e3198e9e,cd53c932-0d21-4ba0-b579-d681a7d1c85a,3 only
59,d,cf7a426a-5c12-4210-bd20-afaaad0577c1,cd53c932-0d21-4ba0-b579-d681a7d1c85a,"1, 2 and 3"
60,a,733cd250-6432-4e69-baef-682be7b3d8db,98137db9-4d8c-4b35-bee2-97fb534817f3,"to reduce it by 1,00,000"
60,b,c91d998c-a916-4ea0-859a-320e118d4312,98137db9-4d8c-4b35-bee2-97fb534817f3,"to increase it by 1,00,000"
60,c,180668e2-18fb-49ca-9c82-ff295c9a6ec2,98137db9-4d8c-4b35-bee2-97fb534817f3,"to increase it by more than 1,00,000"
60,d,77c78608-69f5-499e-a631-91ff21c1a984,98137db9-4d8c-4b35-bee2-97fb534817f3,to leave it unchanged
61,a,9b29975e-64f2-48d3-808a-21b038e7e774,fa88904b-434c-406e-954f-1534723204b4,The earliest Dharmashastra texts written in aphoristic (sutra) style
61,b,eff6d429-bb31-429b-9e23-abc0d8a254e4,fa88904b-434c-406e-954f-1534723204b4,Philosophical schools that did not accept the authority of Vedas
61,c,c2689297-a0af-4e4c-9c04-227e80b70cda,fa88904b-434c-406e-954f-1534723204b4,Förfections whose attainment led to the Bodhisattva path
61,d,43f2cbfe-5b59-4778-b18d-d1e3194dcced,fa88904b-434c-406e-954f-1534723204b4,Powerful merchant guilds of early medieval South India
62,a,b7efda92-6e79-4cbe-be6b-63613bce6408,92af1ea0-e912-4fe0-9a72-bd028e0117e1,1 and 2 only
62,b,72cc2a9e-a98a-47b5-ac56-31c50c9b4997,92af1ea0-e912-4fe0-9a72-bd028e0117e1,2 and 3 only
62,c,eef8bb34-b9ef-4336-ba87-ab342a50d328,92af1ea0-e912-4fe0-9a72-bd028e0117e1,1 and 3 only
62,d,5ea82f4c-3073-4529-a09a-d6d6d629b1e1,92af1ea0-e912-4fe0-9a72-bd028e0117e1,"1, 2 and 3"
63,a,4e8016f1-ed7f-4367-8f51-d62bd97348f7,84b16f58-5d94-454e-a0cd-6a71e73aec34,peasant resistance to the oppressive conduct of planters
63,b,3567a079-2222-49c1-8c09-87588ece2f32,84b16f58-5d94-454e-a0cd-6a71e73aec34,its unprofitability in the world market because of new inventions
63,c,318c50fa-0992-4e3b-85ac-7032caa838ec,84b16f58-5d94-454e-a0cd-6a71e73aec34,national leaders’ opposition to the cultivation of indigo
63,d,0fd8d5a6-e35f-4bd4-a6ae-ceff22a221c2,84b16f58-5d94-454e-a0cd-6a71e73aec34,Government control over the planters
64,a,3cdc223c-2c19-4850-982b-bdcaa42dc58a,0521b6b7-433b-4da7-bb53-a1b1cc30ccef,he was asked by the Board of Directors at London to do so
64,b,38463c6c-984c-48a2-88cd-df92299cb851,0521b6b7-433b-4da7-bb53-a1b1cc30ccef,he wanted to revive interest in oriental learning in India
64,c,d20e7404-adea-4e80-ace9-9b6e4e5f4df4,0521b6b7-433b-4da7-bb53-a1b1cc30ccef,he wanted to provide William Carey and his associates with employment
64,d,cebd6599-0581-4264-9bd4-d88586af2533,0521b6b7-433b-4da7-bb53-a1b1cc30ccef,he wanted to train British civilians for administrative purpose in India
65,a,4e6a87aa-d0e7-4dd9-bfc9-9faaa665d241,7ea81d0f-4148-4fb7-829f-f121f032477e,The Revolt of 1857
65,b,22c9f419-5bc1-402a-b613-6e3db4083a99,7ea81d0f-4148-4fb7-829f-f121f032477e,The Mappila Rebellion of 1921
65,c,ae775e77-a185-4e8b-99eb-fb1e2b5bc0f9,7ea81d0f-4148-4fb7-829f-f121f032477e,The Indigo Revolt of 1859 – 60
65,d,55786c87-9bf5-4806-8ea6-a723346f7db4,7ea81d0f-4148-4fb7-829f-f121f032477e,Birsa Munda’s Revolt of 1899-1900
66,a,09856bbc-9c03-4259-97dd-cdbe6416e30e,538b55a8-7847-44ed-aeb4-79ac397840b3,1 and 2 only
66,b,8a32aaf3-f6b6-4a7b-8a05-eaac5bee0c27,538b55a8-7847-44ed-aeb4-79ac397840b3,2 and 3 only
66,c,d74d6e4e-0a49-419b-b4ca-47f5f76f91a0,538b55a8-7847-44ed-aeb4-79ac397840b3,3 only
66,d,946d46e7-483e-4d55-8874-aeda3784b38b,538b55a8-7847-44ed-aeb4-79ac397840b3,"1, 2 and 3"
67,a,bf28c9f7-c82c-4651-bad9-16262f265760,a57d77dc-e64a-4db0-89c1-5a66599a53ef,fertilization of egg in vitro by the donor sperm
67,b,561ce35c-fa21-4959-bc73-c5c98aa137cf,a57d77dc-e64a-4db0-89c1-5a66599a53ef,genetic modification of sperm producing cells
67,c,4546d5d2-d247-4a36-a764-3cc64fc04734,a57d77dc-e64a-4db0-89c1-5a66599a53ef,development of stem cells into functional embryos
67,d,ec87dd57-3b53-4a25-99cb-63b783bbab58,a57d77dc-e64a-4db0-89c1-5a66599a53ef,prevention of mitochondrial diseases in offspring
68,a,06881eea-f1d5-47e5-9375-fe9ddee1a233,b026b038-56ac-4c5e-a5ef-cfcc30a11699,"1,2,3 and 5 only"
68,b,d8661621-a251-4378-8071-47153580b795,b026b038-56ac-4c5e-a5ef-cfcc30a11699,"1, 3 and 4 only"
68,c,9f6cb333-4ad7-499e-a460-1064cfd90198,b026b038-56ac-4c5e-a5ef-cfcc30a11699,"2, 4 and 5 only"
68,d,4c96d8e1-f2b5-43a2-9cf5-a793b8d30694,b026b038-56ac-4c5e-a5ef-cfcc30a11699,"1, 2, 3, 4 and 5"
69,a,fdc48608-28c1-4a50-96af-be35c7ccd5e3,ff3f2cb7-276d-4705-95ec-700fd3e20ecc,"1, 2 and 3 only"
69,b,30acfee9-7d72-44d9-8c27-67f349052e9e,ff3f2cb7-276d-4705-95ec-700fd3e20ecc,"1, 2 and 4 only"
69,c,41471396-5e7c-4b6a-9804-8b98a6974f56,ff3f2cb7-276d-4705-95ec-700fd3e20ecc,"1, 3 and 4 only"
69,d,a2375776-62b7-425e-9992-e71a576ce36d,ff3f2cb7-276d-4705-95ec-700fd3e20ecc,"2, 3 and 4 only"
70,a,42f04fb5-9dbf-4d11-9892-889cb4eeae92,3c7f59ef-a535-4c6a-bc0c-92b73d702ed7,1 only
70,b,bf634bfb-e3f8-4397-aa94-cf85312b3225,3c7f59ef-a535-4c6a-bc0c-92b73d702ed7,1 and 2 only
70,c,c50fedb7-b06f-4fdb-b358-85e337ae4bd8,3c7f59ef-a535-4c6a-bc0c-92b73d702ed7,2 only
70,d,a8c861fb-875e-439c-b024-94df44d20679,3c7f59ef-a535-4c6a-bc0c-92b73d702ed7,1 and 3 only
71,a,53d04f37-1480-4abb-b312-dd1831890ff6,2e1f5091-3061-4097-9fd1-744b2dc9e736,1 and 2 only
71,b,ad8c6152-d6f9-47d9-92f8-e6ac1ddea38b,2e1f5091-3061-4097-9fd1-744b2dc9e736,2 and 3 only
71,c,a8ec0255-2437-4c6b-8fd9-496bad82c9e7,2e1f5091-3061-4097-9fd1-744b2dc9e736,3 only
71,d,85555b43-b00d-45cb-aeca-3a179405eaa5,2e1f5091-3061-4097-9fd1-744b2dc9e736,"1, 2 and 3"
72,a,d58ec4bf-3b51-42bd-9f9a-2b2346144f03,2202f9de-cbff-41cc-9a54-cdb5ccac2bbb,1 and 2 only
72,b,63ec1c86-2e49-46a2-9be4-5674de400939,2202f9de-cbff-41cc-9a54-cdb5ccac2bbb,2 and 3 only
72,c,8821fc9f-7072-4ec5-9e3c-07b12e622242,2202f9de-cbff-41cc-9a54-cdb5ccac2bbb,3 only
72,d,15ac5299-e3a5-40f3-9ece-938cf3627241,2202f9de-cbff-41cc-9a54-cdb5ccac2bbb,"1, 2 and 3"
73,a,bbebfc36-4864-432c-9c13-2c7a0329f363,62c192da-5df7-4f79-aacb-b55819c788b0,Indian handicrafts were ruined.
73,b,b46c127c-dcce-402a-921d-0d0e59f20d4b,62c192da-5df7-4f79-aacb-b55819c788b0,Machines were introduced in the Indian textile industry in large numbers.
73,c,5c436275-42a6-4d52-86cd-8e0d2a8742a7,62c192da-5df7-4f79-aacb-b55819c788b0,Railway lines were laid in many parts of the country.
73,d,90087621-4cbe-46ef-9b0e-d866f2b06d4f,62c192da-5df7-4f79-aacb-b55819c788b0,Heavy duties were imposed on the imports of British manufactures.
74,a,477b185e-aee7-4741-ae6d-40371f131fea,5db566ba-f959-4aa0-97c9-cbba7c1c5d97,2-1-4-3
74,b,fcf691c0-21c9-49c0-aecf-6a22c5a1a78c,5db566ba-f959-4aa0-97c9-cbba7c1c5d97,3-1-4-2
74,c,57dcc0e7-9531-4377-bf81-6829b37f41ab,5db566ba-f959-4aa0-97c9-cbba7c1c5d97,2-4-1-3
74,d,b66e68f2-1cfe-4ae3-b617-20134452b992,5db566ba-f959-4aa0-97c9-cbba7c1c5d97,3-4-1-2
75,a,085efd30-458e-46c4-8d67-223c460e10ac,06ac4820-0c31-4979-b5de-7bc55fdf84c8,An advisory issued by the king to his subordinates
75,b,fe6eeaa4-e2b5-4780-ba5e-5eefa8e185b8,06ac4820-0c31-4979-b5de-7bc55fdf84c8,A bill of exchange
75,c,ae766cd5-5a7c-4e5b-a26e-8506419892f3,06ac4820-0c31-4979-b5de-7bc55fdf84c8,A diary to be maintained for daily accounts
75,d,f18c60f5-d8dc-4d9c-b567-1579caeb890c,06ac4820-0c31-4979-b5de-7bc55fdf84c8,An order from the feudal lord to his subordinates
76,a,58456d16-ea4f-4db9-8622-7bec367b1cd1,6509b366-42a6-42ba-9881-084bff3d7489,1 and 2 only
76,b,bbc0471e-7c8d-4ac5-bde8-e342f27796d0,6509b366-42a6-42ba-9881-084bff3d7489,2 and 3 only
76,c,d143466d-1819-4170-8919-d49895588e16,6509b366-42a6-42ba-9881-084bff3d7489,1 and 3 only
76,d,b69b8ac6-aaf9-43e1-9645-97d426898e9c,6509b366-42a6-42ba-9881-084bff3d7489,"1, 2 and 3"
77,a,54dfcde8-ade0-4449-b4a6-b38538b7b73a,b2ab3c54-1152-4fcd-b270-9b98f7f757bf,1 only
77,b,9aaa6265-bddb-4f9a-a52c-5b1e0fa957cb,b2ab3c54-1152-4fcd-b270-9b98f7f757bf,"1, 2 and 4 only"
77,c,7bf311bb-c73c-4309-be54-19cc06343de6,b2ab3c54-1152-4fcd-b270-9b98f7f757bf,3 only
77,d,ed990409-c532-4dd3-a79f-7f740040c589,b2ab3c54-1152-4fcd-b270-9b98f7f757bf,"2, 3 and 4 only"
78,a,907ce1e3-130b-4c74-a445-516a24cdd0c0,9423c52f-5b55-48a6-a07a-ec866f7d35e3,Gopal Baba Walangkar
78,b,3bc8de16-a0db-4725-baac-e0a3edb3b3cd,9423c52f-5b55-48a6-a07a-ec866f7d35e3,Jyotiba Phule
78,c,15d5a5d5-38ac-475d-8076-02222fe5aec2,9423c52f-5b55-48a6-a07a-ec866f7d35e3,Mohandas Karamchand Gandhi
78,d,20190169-a673-470c-9484-a2771928ef62,9423c52f-5b55-48a6-a07a-ec866f7d35e3,Bhimrao Ramji Ambedkar
79,a,29431168-0ffa-458d-aa5a-1c98913876f3,858f8fdc-7583-4ee6-b339-fd7c9351a840,measurement of land
79,b,15ec41c3-00bf-40b3-b9f1-129a59db81f8,858f8fdc-7583-4ee6-b339-fd7c9351a840,coins of different monetary value
79,c,1bbbbb6b-9409-4073-8169-1ef7811b939b,858f8fdc-7583-4ee6-b339-fd7c9351a840,classification of urban land
79,d,32999753-3e6b-4803-9a00-dec647474d2a,858f8fdc-7583-4ee6-b339-fd7c9351a840,religious rituals
80,a,a5fcda73-e407-4015-bbed-6b7f2f290bd4,a4826f58-4081-4ff1-9295-ee16461d77ac,Ashoka
80,b,c47ba06e-4f31-492c-8a27-8736b7b5cd5c,a4826f58-4081-4ff1-9295-ee16461d77ac,Samudragupta
80,c,70908961-0166-4f4f-aa29-51a67e2044c4,a4826f58-4081-4ff1-9295-ee16461d77ac,Harshavardhana
80,d,ca69d2d5-425d-4b29-8afc-3e3feb06357b,a4826f58-4081-4ff1-9295-ee16461d77ac,Krishnadeva Raya
81,a,76abfe1b-b1f7-4bd5-9bac-8881c13c41bf,6b02c9a7-7cfc-474c-bc10-f5ff0d7d5be3,all political parties in the Parliament are represented in the Government
81,b,276d2757-255b-4b87-a70b-f2f64d230c97,6b02c9a7-7cfc-474c-bc10-f5ff0d7d5be3,the Government is responsible to the Parliament and can be removed by it
81,c,ea73579c-4f36-49e8-9db9-cb8aa603e8e4,6b02c9a7-7cfc-474c-bc10-f5ff0d7d5be3,the Government is elected by the people and can be removed by them
81,d,e365a43a-f749-4d35-997c-191e88a0d7e6,6b02c9a7-7cfc-474c-bc10-f5ff0d7d5be3,the Government is chosen by the Parliament but cannot be removed by it before completion of a fixed term
82,a,45fa1dc5-afbb-4dd4-9002-c5182fd1dab3,7678c9d9-369c-420d-8c34-20f375bb4113,Directive Principles of State Policy
82,b,d0f799e5-b81f-496e-a62a-072dda995672,7678c9d9-369c-420d-8c34-20f375bb4113,Fundamental Rights
82,c,ba5852fb-3f25-4c97-97eb-d5fc83319ae4,7678c9d9-369c-420d-8c34-20f375bb4113,Preamble
82,d,3b3714ac-2cbc-4b06-8d8b-3e2933ca413a,7678c9d9-369c-420d-8c34-20f375bb4113,Seventh Schedule
83,a,290b20b2-4d77-45c0-8436-92f75e8cf21c,1115f9c5-f253-4501-a891-f352cfc4030b,1 only
83,b,3cd6df23-ef7a-44b2-a231-1b7a21fc54e0,1115f9c5-f253-4501-a891-f352cfc4030b,2 only
83,c,09ca99b7-44ce-4545-a6c4-42e31ac64eb7,1115f9c5-f253-4501-a891-f352cfc4030b,Both 1 and 2
83,d,a5a04656-9c17-4672-9e62-f0dd117aea3c,1115f9c5-f253-4501-a891-f352cfc4030b,Neither 1 nor 2
84,a,06d62c04-dd53-44e6-a083-dfebb5194283,0caaffdf-9450-4b45-affb-2181717f6a7f,the final goal of a stateless society
84,b,f3ee2050-c087-4d1f-88b6-1fc0c54f65d5,0caaffdf-9450-4b45-affb-2181717f6a7f,class struggle
84,c,dea6c793-87a6-4946-84ec-ebc331e1b26a,0caaffdf-9450-4b45-affb-2181717f6a7f,abolition of private property –
84,d,12304e86-207c-4cbd-8248-94fbc1823197,0caaffdf-9450-4b45-affb-2181717f6a7f,economic determinism
85,a,366cd1c5-9bcb-47c0-b0d2-fd3eb827a994,bde1c129-8ef0-480a-b90c-8ad92376f5fd,An agency for widening the scope of parliamentary democracy
85,b,80d72387-c0d7-4b1f-bb41-b3bf58b3c81d,bde1c129-8ef0-480a-b90c-8ad92376f5fd,an agency for strengthening structure of federalism
85,c,ebb71c05-3dc9-4351-b3e1-c4d9c26b651b,bde1c129-8ef0-480a-b90c-8ad92376f5fd,political an agency for facilitating stability and economic growth
85,d,74410ea1-d38a-4e3a-9eef-4fce21c04ac5,bde1c129-8ef0-480a-b90c-8ad92376f5fd,An agency for the implementation of public policy
86,a,ceaec0bf-5736-4757-addf-e09597d91b10,0f868ff0-00f0-44c2-a552-fb0b22bfd574,a part of the Constitution but has no legal effect
86,b,c66a5d84-df4d-4776-b146-04801dca4d55,0f868ff0-00f0-44c2-a552-fb0b22bfd574,not a part of the Constitution and has no legal effect either
86,c,58f08d9e-b900-422c-a344-2b3b0f192cbd,0f868ff0-00f0-44c2-a552-fb0b22bfd574,a part of the Constitution and has the same legal effect as any other part
86,d,df6724e7-2730-4d0d-b86b-541cb7096ee9,0f868ff0-00f0-44c2-a552-fb0b22bfd574,a part of the Constitution but has no legal effect independently of other parts
87,a,f40fb2d8-87db-4a92-a118-8dc2dbadb02d,3fc1f385-fc13-457c-bdf2-fb722ad8a403,a loan system of the World Bank
87,b,f5e9a5ec-fab2-4095-be8c-7b1c6363a235,3fc1f385-fc13-457c-bdf2-fb722ad8a403,one of the operations of a Central Bank
87,c,2e4f3ae0-04a0-4acc-8434-3afdb5626980,3fc1f385-fc13-457c-bdf2-fb722ad8a403,a credit system granted by WTO to its members
87,d,df7f2f85-1315-48d5-acfd-d33035a8e50a,3fc1f385-fc13-457c-bdf2-fb722ad8a403,a credit system granted by IMF to its members
88,a,6794b973-1c83-436d-904a-c6a267e7189a,ca9d82e1-3c83-4b55-bf3c-59823981ba35,1 only
88,b,f1ea9088-cc93-43ed-a50e-75c2998c8975,ca9d82e1-3c83-4b55-bf3c-59823981ba35,2 only
88,c,56c140fc-ed64-42bf-a3b9-20b99f78e428,ca9d82e1-3c83-4b55-bf3c-59823981ba35,1 and 3 only
88,d,5230652c-100b-4d92-a721-1f8a5f2968dd,ca9d82e1-3c83-4b55-bf3c-59823981ba35,2 and 3 only
89,a,1b4e0770-d877-4f55-a6a0-d00101871ac7,eb91c74c-7467-4ce2-9880-159cd59d3da9,1 only
89,b,d02f7384-fcd5-458e-a055-2119967e1fef,eb91c74c-7467-4ce2-9880-159cd59d3da9,2 only
89,c,f65cbfb8-f401-4c7e-83ff-376fe9e0d1c1,eb91c74c-7467-4ce2-9880-159cd59d3da9,Both 1 and 2
89,d,33837b5a-64ff-4384-a066-cd5e516d2cf0,eb91c74c-7467-4ce2-9880-159cd59d3da9,Neither 1 nor 2
90,a,8e232c8c-2f15-4913-b40a-7782b72fbd87,c9b2ce8e-1f63-4dcd-b7eb-d077fad24031,1 only
90,b,d2ab377f-6943-4153-8ab8-00107c71a40c,c9b2ce8e-1f63-4dcd-b7eb-d077fad24031,2 only
90,c,16429ccc-eacf-417c-bbcc-7dea9f7530a7,c9b2ce8e-1f63-4dcd-b7eb-d077fad24031,1 and 3 only
90,d,c3b86fe0-ded7-4a7c-a6a0-c269a7773a8c,c9b2ce8e-1f63-4dcd-b7eb-d077fad24031,2 and 3 only
91,a,9932f266-6299-49d3-9b41-8afcfa5a63da,86fd0e13-5e22-41ba-9e9c-5565bd8cc713,1 and 4 only
91,b,31d0e4cb-2f48-41a8-8101-454d82959c3f,86fd0e13-5e22-41ba-9e9c-5565bd8cc713,2 and 4 only
91,c,50120d9d-251a-49ba-a9ba-5da7b66a3b39,86fd0e13-5e22-41ba-9e9c-5565bd8cc713,3 only
91,d,2f7f22af-5f92-485a-99e0-7edb98bbd025,86fd0e13-5e22-41ba-9e9c-5565bd8cc713,"1, 2 and 3 only"
92,a,c6d5c785-5613-49d4-9e1d-6124e4f181e8,05250453-3c59-42e4-8d17-a6a1d65885ac,the matter of creating new All India Services
92,b,16412bad-77b4-4c62-aa89-ea64563b61f7,05250453-3c59-42e4-8d17-a6a1d65885ac,amending the Constitution
92,c,a51f15f4-1ea8-4b26-aed1-5ff9d69d27c1,05250453-3c59-42e4-8d17-a6a1d65885ac,the removal of the government
92,d,ea781ada-4bb3-418c-8032-7c02e0f19356,05250453-3c59-42e4-8d17-a6a1d65885ac,making cut motions
93,a,535966e0-f760-49f7-8fb0-e68f003286c7,fb79ba0d-ccb1-41bf-a803-e5cb3a5ff8b8,1 and 2 only
93,b,680d1556-8ac2-448b-bbe4-5930a4093972,fb79ba0d-ccb1-41bf-a803-e5cb3a5ff8b8,3 and 4 only
93,c,f4866814-fd61-42de-973c-8686ddc0c96e,fb79ba0d-ccb1-41bf-a803-e5cb3a5ff8b8,"1, 2 and 3 only"
93,d,19a474fe-f935-4c42-a4da-87153ce8b742,fb79ba0d-ccb1-41bf-a803-e5cb3a5ff8b8,"1, 2 and 4 only"
94,a,cf08e46a-af55-4d81-ab23-4dd732112def,4ce02dce-e75a-4904-98f0-9f21ae0df47d,Right against Exploitation
94,b,f4ca6b56-5b31-4b46-9f77-bf6775765ee8,4ce02dce-e75a-4904-98f0-9f21ae0df47d,Right to Freedom
94,c,20fb38c3-099e-4fe3-b54b-34d54e0d77d6,4ce02dce-e75a-4904-98f0-9f21ae0df47d,Right to Constitutional Remedies
94,d,52d8915c-ba30-4b99-a56b-f0afacca9d11,4ce02dce-e75a-4904-98f0-9f21ae0df47d,Right to Equality
95,a,d46c36cd-730a-420d-8c4b-8a440cf33b17,63971d23-068e-4c96-87fb-1e607b2951d4,the Preamble of the Constitution
95,b,e8eb485c-9a5d-41ba-b8b9-7bb10822d3f5,63971d23-068e-4c96-87fb-1e607b2951d4,a Directive Principle of State Policy
95,c,66c07454-ba8d-4862-844c-d902bef8494f,63971d23-068e-4c96-87fb-1e607b2951d4,the Seventh Schedule
95,d,d7eff11b-0c78-4257-a487-bf9e743e3434,63971d23-068e-4c96-87fb-1e607b2951d4,the conventional practice
96,a,475c9579-1648-4b29-9ecf-e23f431b12ae,0349bbbc-e3d9-440b-9e77-ea880238b630,Long standing parliamentary convention
96,b,d06e5972-a4bc-48b6-843e-e150f7ec595e,0349bbbc-e3d9-440b-9e77-ea880238b630,Article 112 and Article 110 (1) of the Constitution of India
96,c,2c8fc100-6a02-406f-b125-c124c805b8c6,0349bbbc-e3d9-440b-9e77-ea880238b630,Article 113 of the Constitution of India
96,d,3de669d0-a2e4-4e49-a3d9-ee0b5384cd18,0349bbbc-e3d9-440b-9e77-ea880238b630,"Provisions of the Fiscal Responsibility and Budget Management Act, 2003"
97,a,3256ae9c-f2ad-437a-8d7e-8fb0f8ef2dc3,b5a471ff-359e-4276-8a5d-23a81e9cb2a4,government by legislature
97,b,5208b0ee-6063-418b-a982-530393ffa027,b5a471ff-359e-4276-8a5d-23a81e9cb2a4,popular government
97,c,323be294-30ed-4baf-9d9b-8fc6dee58635,b5a471ff-359e-4276-8a5d-23a81e9cb2a4,multi-party government
97,d,d9239d45-725d-47f6-880f-ed8507229580,b5a471ff-359e-4276-8a5d-23a81e9cb2a4,limited government
98,a,e72ba95a-92be-4ca9-bfaf-24776761c92a,e51a8516-2470-4f82-959d-eb7986276a44,1 and 2 only
98,b,2850379b-7a40-4412-af61-cc94629f97f4,e51a8516-2470-4f82-959d-eb7986276a44,2 only
98,c,d8409803-a405-454c-85d5-cc274972ad10,e51a8516-2470-4f82-959d-eb7986276a44,1 and 3 only
98,d,5038ae39-d914-45c0-b458-d2052ec7c858,e51a8516-2470-4f82-959d-eb7986276a44,"1, 2 and 3"
99,a,82dbb61b-cc3c-4ee5-b43c-ace34c952776,4ec32727-dc5c-445c-a744-4c99ad403fc2,1 and 2 only
99,b,e4371b53-98e1-4248-92e0-75f220c9fb4f,4ec32727-dc5c-445c-a744-4c99ad403fc2,3 and 4 only
99,c,3198ae10-90ff-4aff-85dd-39a2a76a2254,4ec32727-dc5c-445c-a744-4c99ad403fc2,2 and 3 only
99,d,3fb261a0-1094-4326-a65c-e9a5c8450aca,4ec32727-dc5c-445c-a744-4c99ad403fc2,1 and 4 only
100,a,76add30f-351b-45c0-9702-7a3ca13b1268,0f6ee510-c8f8-4f71-9411-73a52cd46b93,1 and 2 only
100,b,5f447e8e-e10f-46ea-a0ed-e19c35fbb381,0f6ee510-c8f8-4f71-9411-73a52cd46b93,4 only
100,c,a7e9eccf-db58-4242-9a11-b8e55608eb69,0f6ee510-c8f8-4f71-9411-73a52cd46b93,1 and 3 only
100,d,889e2cde-6f8a-4a27-a598-d80a6693063b,0f6ee510-c8f8-4f71-9411-73a52cd46b93,"2, 3 and 4 only"
