id,subject,level,name
8e336c8b-f53d-40ad-9534-1b04929a3d69,General Studies I,microtopic,"Climate of India: factors influencing climate, monsoon mechanism (classical/modern/air-mass/jet-stream theories), El Nino-La Nina impact, rhythm of seasons, and climatic regions"
35fbd86b-e1cf-4c28-b0d9-ac22e4a5a7dc,General Studies I,microtopic,"Climatology: atmospheric composition and structure (exosphere to troposphere), insolation and heat balance, temperature distribution and inversion, atmospheric pressure and wind systems (pressure gradient/frictional/Coriolis forces), general/global circulation (Hadley/Ferrel/Polar cells), air masses"
611e82d1-f407-4a3b-8ba1-5f5d40fb7c31,General Studies I,microtopic,Coinage of India and inscriptions/coins as sources of history; Devadasi tradition; Aadi Mahotsav and tribal cultural empowerment; Dwarka and India's ancient maritime heritage; bronze art tradition from Indus Valley to medieval times; seals of the Indus Valley
fae3f389-6662-42b0-a741-2baf350149fa,General Studies I,microtopic,"Cold War: reasons, development (1945-1953), the extent of post-1953 thaw, and the Nuclear Arms Race/Cuban Missile Crisis (1962)"
e48e4da6-8be0-41dc-a6c2-66ddfe5ef783,General Studies I,microtopic,"Colonial land revenue systems (Permanent Settlement, Ryotwari, Mahalwari), commercialization of agriculture, and economic drain theory"
48ed83ad-4c86-4465-88ee-481f5d011d11,General Studies I,microtopic,"Colonialism and Imperialism: the age of imperialism (1870-1914), imperialism in Asia, and an analysis of colonialism"
7143e3e6-2be3-47d6-b717-8025a612c635,General Studies I,microtopic,"Communalism and social consolidation: secularism, causes and consequences of communalism, issue of linguistic minorities (operational inefficiency and government initiatives)"
b0f90d0f-c35e-4c56-b8ff-2bfac91061cd,General Studies I,microtopic,"Communalism: meaning, historicity, role of third parties in inciting/perpetrating it, and whether it can be eradicated; regionalism's theories, manifestations, and possible remedies"
3549fc73-7d23-43d3-92b6-0cb02be4cf1e,General Studies I,microtopic,"Communism, Socialism and Capitalism: concepts, types, examples, and the relevance of capitalism in the present era"
d0cbe1a6-487b-489a-829a-d2ea63b2a77d,General Studies I,microtopic,"Connectivity & port-led development: Shinku La tunnel and regional connectivity, Indian ports and economic development"
350fa181-f113-4dd3-9404-7bd1e1a8d16c,General Studies I,microtopic,"Consolidation and expansion under Akbar: conflict with the nobility, relations with Rajputs, state/government structure (mansabdari, land revenue), and religious policy (Ibadat Khana to Din-i-Ilahi)"
4324e1ff-2477-4f16-b45f-3575257a7ba7,General Studies I,microtopic,"Constitutional reforms as colonial concessions (Morley-Minto, Montford, GoI Act 1935) and nationalist responses"
a3284754-ee69-4931-8653-2f98e7ebd76a,General Studies I,microtopic,"Contemporary economic-geography themes: Shinku La tunnel and regional connectivity, Sub-Saharan Africa food security, Antarctica's mineral resources, mid-oceanic-ridge minerals, EEZ mineral deposits, hydrocarbon extraction prospects, Indian ports and economic development, Africa's Afar Triangle, Ind"
d19b8f09-c461-495e-b88c-ea96b791f9c0,General Studies I,microtopic,"Contemporary human-geography themes: India's demographic profile (largest/youngest/underdeveloped paradox), urban flooding, illegal migration, human-settlement surge in flood-prone areas, tribal-habitat issues, changing migration dynamics, low human development pockets, climate change and the North-"
da3a5849-aa34-4290-9ec4-a4c9937c9f17,General Studies I,microtopic,"Contemporary Indian-geography themes: cyclones of the Bay of Bengal and climate change, El Nino and Indian monsoon, Indus dam construction prospects/challenges, receding Himalayan glaciers, Indian Ocean Dipole's weather impact, Himalayan landslides, tectonic deformation in northern plains, Chenab Va"
e32b3e50-d206-402a-a2cf-a623b7544841,General Studies I,microtopic,"Contemporary physical-geography themes: subaerial/fissure volcanic eruptions, supervolcanoes, volcanic island arcs, geomagnetic storms and auroras, mid-oceanic ridges and biodiversity, changing El Nino/La Nina patterns, volcanic vortex rings, Oceanic Nino Index, sea swells and rip currents, alpenglo"
eda9628d-27c4-44c3-88f7-0477d52b41fd,General Studies I,microtopic,"Continental Drift Theory (Wegener), Pangea/Panthalassa, Laurasia/Gondwanaland, supporting evidence (jigsaw fit, rock ages, tillite, placer deposits, fossil distribution), forces of drifting, post-drift studies (convectional current theory, ocean floor mapping)"
a526e177-46ac-41af-bf18-0876bb23173c,General Studies I,microtopic,"Cultural issues/themes in news: Kuli language, military systems in ancient India, indentured labourers, UNESCO's Prix Versailles, Abhilekh Patal, Homo Naledi, Woman Odhuvar"
24789b2b-e004-466c-9a4e-00d433f58a2e,General Studies I,microtopic,"Dance in India: concept, Ashta Nayika, eight classical forms, folk and modern dances; Tandava as recorded in early inscriptions; Garba, Cham Lama, Kolkali, Pulikali (Tiger Dance)"
cff89651-8639-4cde-a526-18bb27b5290f,General Studies I,microtopic,Deindustrialization of traditional artisanal industries and British economic policy's impact on the rural economy
a2940973-ef25-4c58-9165-041c3bc4fa12,General Studies I,microtopic,"Demographic structure & population dynamics: India's demographic profile (largest/youngest/underdeveloped paradox), changing migration dynamics, changing population-composition dynamics, illegal migration"
90ed023c-e549-4e63-b13a-7f428b2fca21,General Studies I,microtopic,"Demographic transition: changes in population growth rates and distribution since Independence; population problems of developing vs developed countries; Malthusian, Marxian and Demographic Transition theories"
c78bf170-9afd-47db-938c-61da2f40d7f3,General Studies I,microtopic,"Demography: concept of human resources, population distribution (physical/socio-cultural/demographic factors), world/continental distribution, density patterns, age/sex composition, literacy, population pyramids, theories of population growth (Malthusian, Marxian, demographic transition), population"
bcda1789-d071-48bf-a8ee-e82702b4bdae,General Studies I,microtopic,"Development & welfare indicators: socio-economic inequality, climate change and food insecurity, One Nation One Ration Card, Human Development Index, universal social welfare"
2f3a842a-2be9-450c-8652-28ee5b5f9115,General Studies I,microtopic,"Development in the Middle East: democratic reforms, Arab nationalism, and Israel"
e8b0714d-cf85-4cbf-a859-0bcc64c820fc,General Studies I,microtopic,"Drainage system of India: drainage patterns, Himalayan and Peninsular river systems (Indus, Ganga, Brahmaputra systems), and small east/west-flowing rivers"
400279fd-f995-4dc7-82a9-f74875c0888e,General Studies I,microtopic,Early Buddhist cave-art (Barabar and Nagarjuni caves) and its evolution into later western Indian cave traditions
8eaf3808-2ed4-4e12-a398-8fc6b3042230,General Studies I,microtopic,"Early Muslim invasions: Arab conquest of Sindh, Mahmud of Ghazni, Muhammad Ghori"
984aca0c-0adc-4eb8-afa5-972ed1232681,General Studies I,microtopic,"Early nationalism: pre-Congress organisations, Indian National Congress (1858-1905), early nationalists vs Swadeshi/Extremist strategic factions, GoI Act 1909, Home Rule League"
210b47e0-e809-475c-bd31-9072fae5ada6,General Studies I,microtopic,"Earthquakes: types, causes, effects, frequency, epicentre location, global distribution, and observatories"
5fbcda9e-616e-411b-b50c-dd6fc29160c7,General Studies I,microtopic,"East India Company's administrative expansions (Regulating Act 1773; Ring Fence policy as precursor to Subsidiary Alliance; Doctrine of Lapse); the British conquest of India, Anglo-Mysore and Anglo-Punjab Wars"
39fd37df-2560-4261-88f2-22dc80632b90,General Studies I,microtopic,"Education-sector issues: public schools, NIPUN Bharat Mission, Anusandhan National Research Foundation Act 2023, National Curriculum Framework for School Education, Performance Grading Index, higher-education reforms (deemed universities, foreign HEIs, National Credit Framework, accreditation)"
1f074352-90a9-460f-9ec8-dcf193c6198b,General Studies I,microtopic,"Effects of globalization on Indian society: kinds of impact (economic, political, developmental, socio-cultural) and whether the impact is solely positive or negative"
148a93f6-0e07-4057-98a1-5f4751a4b757,General Studies I,microtopic,"Emergence of the USA: American colonies, independence, the Revolutionary War and its political/global impact, the US Civil War and its global impact and impact on India"
8abe5f3c-d74c-4c3b-b9cf-1781677ac566,General Studies I,microtopic,"Establishment of the Mughal empire: Humayun's struggles, the Sur dynasty and Sher Shah's administrative contributions"
e7a92242-5450-45ef-89dc-d3b2397e5e7e,General Studies I,microtopic,"European trading companies' rivalry, the Carnatic Wars, and the Battle of Plassey (1757) as 'a great betrayal' rather than a great battle"
afede5c4-a72c-4066-ab1d-a355d5e57db2,General Studies I,microtopic,"Evolution of Buddhist stupas (Sanchi, Amravati) and Gandhara, Mathura, Amravati schools of art; Gandhara sculpture's dual debt to Roman/Greek traditions"
9cc67a5d-b228-4658-83cc-9ebf547fcf53,General Studies I,microtopic,"Family, marriage, and kinship structural shifts in transitional Indian society; validity of Hindu marriages, live-in relationships, raising the legal age for marriage, and the menace of girl-child marriage"
028918a2-4769-4d8c-9dab-1e42fcb46b1c,General Studies I,microtopic,"French Revolution: causes, course, France under Napoleon, impact and significance for the modern world"
01bc558f-a3a3-4612-8141-f6b2019d7c9f,General Studies I,microtopic,"Gandhian mass mobilization phases (Non-Cooperation, Civil Disobedience, Quit India) and the special role of women in this phase"
1036fb9f-4bd6-4dd4-90a5-f1ac61902896,General Studies I,topic,Geography (World Physical Geography)
40521038-bf2f-4cc8-93b5-6c94e4bd3999,General Studies I,microtopic,"Geology: minerals, major crustal elements, physical characteristics of minerals, rocks (igneous/sedimentary/metamorphic), rock cycle, and rock-soil relationships"
cee46f59-a51f-4413-81d5-d1e1bb9e8f4a,General Studies I,microtopic,"Geomorphic processes: endogenic (diastrophism, orogeny, epeirogeny, plate movements, volcanism) and exogenic (denudation, weathering, mass movements, erosion-transport-deposition)"
a236b22c-e2f7-454f-bc41-b681e7b27c6b,General Studies I,microtopic,"Global physical-geography case studies: Sub-Saharan Africa food security, Africa's Afar Triangle"
f5d3943e-c846-4012-b26d-894554cd8ed5,General Studies I,microtopic,Growth of Jainism and Buddhism as heterodox responses to Vedic orthodoxy
d1f74e8d-07ae-4db3-9137-44cf7326c950,General Studies I,microtopic,"Growth of modern education, press, and vernacular public sphere under colonial rule; important newspapers/journals of the period"
99f77ca2-3198-43bf-99ec-42e1a9487208,General Studies I,microtopic,"Harshavardhana: sources, administration, officials, economy, Huen Tsang's arrival, society and religion"
ad76f979-2c23-45bd-b5ff-771c43bf9b51,General Studies I,microtopic,"Health, nutrition and sanitation: NFHS-5 findings, renewed healthcare system, One Health concept, Global Hunger Index, Open Defecation Free status, nutritional security through food fortification"
97de0712-a47f-4f64-95fd-aae8066a0cd0,General Studies I,microtopic,"Himalayan geomorphology & hazards: receding Himalayan glaciers, Himalayan landslides, tectonic deformation in northern plains, Chenab Valley land subsidence, expanding Himalayan glacial lakes"
c60416a6-a1a4-4893-9aa3-087cb9866242,General Studies I,microtopic,"Historical sites in current affairs: Keeladi, Juna Khatiya, Chebrolu, Menhirs, Thoppikkallu/Hat stones, Sundargarh Natural Arch, Sisupalgarh, Chandraketugarh, Old Fort"
52043a16-3ccb-4138-8de3-72d640f6fccb,General Studies I,microtopic,"History through the eyes of travellers: Ayodhya's historical narratives, Chinese pilgrim travellers, Arab travellers and cultural encounters"
e639b66e-27b5-4f64-a8bd-63b99acff2e5,General Studies I,microtopic,"Human development & regional disparity: low human development pockets, climate change and the North-South divide within India, social capital, quality-of-life paradoxes"
5638f39b-4422-473c-9e9a-29f653fb7609,General Studies I,microtopic,"Imperial Guptas: political history, Fa-hien's account, administration, development of art and culture, urban centres, and societal change; the Gupta era as a historiographical 'golden age' debate"
375cb7d7-58c9-4dc0-8ae0-3493df54885b,General Studies I,microtopic,"India in the first half of the 17th century: Jahangir, Nur Jahan's 'junta', Shah Jahan's consolidation, evolution of the mansabdari system"
bcf25709-42b7-4b9f-9891-4b292aa9c124,General Studies I,microtopic,"India's contacts with the rest of Asia: propagation of Buddhism, Roman trade, Chinese silk route, Kanishka's reign, spread of Indian culture to Southeast Asia"
e7a03f6f-5c24-40e7-9bab-96148b883e17,General Studies I,microtopic,Indian cinema: history and classification of Indian cinema film
32f84035-7aa4-453d-a5fd-e71b653e56fc,General Studies I,topic,Indian Culture
1910984e-7a52-4503-9567-7aeb0acadb57,General Studies I,microtopic,"Indian painting traditions: mural painting, miniature painting (Rajput, Pahari, Deccan, South Indian schools), regional/modern/contemporary painting; Panamalai, Cheriyal Scroll, Mewar school, Gilgit manuscripts, Ol Chiki script, Phanigiri artefacts, Vajra Mushti Kalaga, Bagh print"
5d67ddfd-05a3-4595-a285-e48e4a395a8c,General Studies I,microtopic,"Indian puppetry: string, shadow, rod, glove, modern, and tribal puppetry traditions"
0d808c96-7fb1-457b-b1e8-a940b2e8e9d3,General Studies I,topic,Indian Society
d367dc54-a37a-47d4-9a71-1a36d336499a,General Studies I,microtopic,"Indian theatre: classical Sanskrit, regional, modern, and its renaissance"
0d34dd87-f5ca-4eea-bc48-4bbb4fa5094c,General Studies I,microtopic,"Indo-Islamic architecture: Imperial (Delhi Sultanate) style, Provincial style, Mughal style, Sikh style, Rajput architecture"
4ee6d257-a97b-45d0-8410-d90509cb427c,General Studies I,microtopic,"Indus Valley Civilization town-planning, seals, bronze casting, terracottas, and sculptures"
7d6c2cf2-04cb-4794-b5f4-acd8434df0e2,General Studies I,microtopic,"Indus Valley Civilization: major cities and town-planning, internal/foreign trade, agriculture, domestication, crafts, weights and measures, script, society, religion, economy, burial system, and decline"
fb2ac120-869c-4f06-a14c-f2fc64c1485c,General Studies I,microtopic,"Industrial localization parameters: distribution factors for iron-steel and cotton-textile industries in India, and why petroleum refineries are often sited away from crude-producing areas"
da722bcf-2ab7-4f91-869e-d4658ba32b6a,General Studies I,microtopic,"Industry and industrial geography: industrial development phases, iron-and-steel/textile/engineering/chemical/agro-based/paper/cement/petroleum-refining industries and their localization factors, principal industrial regions of the world (Anglo-America, former USSR, Eastern Asia)"
e69efc40-8e74-4921-9228-3c22cd90b943,General Studies I,microtopic,"Inter-war years (1919-1939): the Great Depression, rise of Fascism in Italy, rise of Nazism in Germany, and the Soviet Union (USSR)"
0d347d2a-d679-41d6-8fe5-9b2d0f8c682c,General Studies I,microtopic,"Interior of the Earth: sources of information (direct and indirect via seismic/body/surface waves), shadow zone, and internal structure (crust, lithosphere, mantle, asthenosphere, core, seismic discontinuities)"
21e1e052-dcc9-480c-b873-238fa34b1749,General Studies I,microtopic,"Jet streams: features, types (permanent/temporary), influence on weather and aviation"
57ede7d8-7731-408d-8cbf-9d6bb0162930,General Studies I,microtopic,"Labour & livelihood security: occupational safety and health, MGNREGA payment delays, e-Shram portal"
bcaa8337-227a-4c25-910b-971863bbc8fe,General Studies I,microtopic,"Landform evolution by agent: wind (pediments, playas, deflation hollows, barchans, seif, parabolic/transverse/longitudinal dunes), running water (erosional/depositional stages and landforms, incised meanders, river terraces, deltas, floodplains, oxbow lakes, braided channels), groundwater/karst topo"
ed7ace53-667c-4047-8ed7-e6b8e9d7a09b,General Studies I,microtopic,"Landforms across the world: fold/block/volcanic mountains, plateau types (dissected, volcanic) and their economic significance"
6f2406e7-b4a9-4094-8dc9-c124ebfea6d2,General Studies I,microtopic,"Languages and literature of India: Sanskrit, Pali, Prakrit, and the major regional literatures (Tamil, Telugu, Malayalam, Kannada, Odia, Assamese, Bengali, Gujarati, Rajasthani, Punjabi, Marathi, Hindi, Persian, Urdu); Sangam literature as a record of early Tamil society"
b0c64809-2ed5-4558-9b6c-c077c037681a,General Studies I,microtopic,"Latitude/longitude, motions of the Earth (rotation/revolution), axial inclination, local/standard time, International Date Line, calendar, eclipses, and the geological time scale"
45968189-9bef-40d6-80b7-2d2d64653b01,General Studies I,microtopic,"Linguistic reorganization of states and the Commissions (Dhar, JVP, Fazl Ali) — and whether it strengthened or weakened Indian unity; linguistic regionalism, constitutional language policy, and recent Hindi-language controversy"
a600bad8-e61a-4fdd-b07e-aa67441e04db,General Studies I,microtopic,"Major early medieval dynasties (750-1200): Pratiharas, Palas, Rashtrakutas, tripartite conflict, Senas, Rajputs, Pallavas, Chalukyas, and the concept of Indian feudalism"
996b632c-c4fd-430c-845c-1c43e1d9f280,General Studies I,microtopic,"March towards freedom: Civil Disobedience Movement, Round Table Conferences, Poona Pact, GoI Act 1935, Congress ministries, Tripuri Session, August Offer, Individual Satyagraha (1940-41)"
7eb21f06-3f74-401b-9246-571fb2e63d07,General Studies I,microtopic,"Marginalised & vulnerable-group welfare: old-age care, rag-pickers, caste-manual-scavenging linkage, migrant-worker housing"
4f0a47c8-166f-4ff1-ac2f-e61fbe0087f5,General Studies I,microtopic,Martial arts of India: genesis and forms of traditional martial arts
121c1c3d-9916-47df-ada5-d850ea820c68,General Studies I,microtopic,"Mauryan art and architecture (Ashokan pillars, polishing techniques, and rock-cut caves)"
466003f2-97e7-4131-a364-0e1648d6a2d0,General Studies I,topic,Medieval India
a078d4ec-9a8b-4478-ba5d-4587ed7b8e4a,General Studies I,microtopic,Medieval school of sculpture and modern Indian sculpture
52469335-543a-4b28-9edc-580e52fcf648,General Studies I,microtopic,Mid-18th century fragmented polity and the decline of the Mughal empire; Panipat as a recurring site of empire-shaking battles
93668a0a-8cd5-4046-aaad-d8d9d8076c08,General Studies I,microtopic,"Migration and settlements: push/pull factors, internal vs world migration, functional classification of cities, boundaries vs frontiers, rural-urban fringe characteristics, national urbanisation policy, principles of urban planning, land-cover transformation, and settlement typologies (rural/urban, "
2329c850-ad2c-48d4-aa04-40ad955a30d7,General Studies I,microtopic,"Migration patterns: internal migration shifts, distress migration, push/pull factors, emigration across colonial/post-independence/post-liberalisation periods, and remittance economies"
607ade39-fb4a-48ed-ae8a-59a83804666a,General Studies I,microtopic,"Mineral and energy resources: metallic/non-metallic mineral types, distribution and mining regions, ferrous/non-ferrous metal production and trade, energy classification, conventional energy sources (coal, petroleum, natural gas, hydro-electricity), atomic energy (uranium/thorium), renewable energy "
390049f6-4415-46da-8f5b-2caba98a1f75,General Studies I,microtopic,"Miscellaneous cultural themes: handicrafts, Indian universities, cultural personalities, places of cultural interest, fairs and festivals, cultural institutions and awards, the calendar and eras, science and technology in ancient India, UNESCO heritage listings, legal provisions protecting cultural "
da6e368f-bf7d-4b84-b1e0-931ac30de4ed,General Studies I,microtopic,"Miscellaneous social themes: old-age care, rag-pickers, caste-manual-scavenging linkage, occupational safety and health, state of prisons, migrant-worker housing, socio-economic inequality, climate change and food insecurity, MGNREGA payment delays, drug abuse, social media's effect on youth, e-Shra"
60ac06f1-627d-4bb2-949e-ac396ab32266,General Studies I,microtopic,"Modern architecture: European influence, Indo-Saracenic architecture, post-Independence period; Adopt-a-Heritage 2.0 and National Mission for Cultural Mapping"
c0021aaf-dff9-494c-a9d6-dfddedc55ded,General Studies I,topic,Modern Indian History
f9271b6e-5473-4f13-a825-414b1e7381cf,General Studies I,microtopic,"Monsoon, climate & extreme-weather geography: cyclones of the Bay of Bengal and climate change, El Nino and Indian monsoon, Indian Ocean Dipole's weather impact, heat waves/anticyclones/global warming in India, changing Western Disturbances"
e637c3a2-ba32-4ef9-9af7-b7c553eb4cba,General Studies I,microtopic,"Music in India: pillars, forms (Hindustani/Carnatic gharanas), instruments, and institutions related to music"
422e3116-37d0-4f73-bd2f-c9513fc9c8df,General Studies I,microtopic,"Nationalism in Europe: rise of the nation-state system, unification of Italy and Germany"
8d10dc91-f061-423c-8b35-10e9f46523b1,General Studies I,microtopic,"Northern India in the first half of the 18th century: struggle for Wizarat, Sayyid Brothers, rise of regional states and the beginning of foreign invasions"
b31c1e99-dbfd-4941-9290-7d3c41a86ee6,General Studies I,microtopic,"Ocean & climate-system dynamics: mid-oceanic ridges and biodiversity, changing El Nino/La Nina patterns, Oceanic Nino Index, climate change's impact on ocean currents, slowdown in overturning circulation, marine heatwaves, cryosphere and climate change"
3cd771d3-9640-46ca-92ef-8c8122a5d18b,General Studies I,microtopic,"Ocean & seabed mineral geography: Antarctica's mineral resources, mid-oceanic-ridge minerals, EEZ mineral deposits, hydrocarbon extraction prospects, India's seabed mineral exploration (Afanasy Nikitin Seamount)"
8429938b-9911-4a70-b5ad-49e0eb336017,General Studies I,microtopic,"Oceanography: hydrological cycle, ocean floor relief (continental shelf/slope, deep sea plain, trenches, mid-oceanic ridges, seamounts, submarine canyons, guyots, atolls), ocean water temperature/salinity/density distribution, tides and tidal currents, ocean currents (surface/deep, warm/cold) and th"
1823db67-3acb-4979-97eb-10255ee7517e,General Studies I,microtopic,"Origin and evolution of the Earth: early/modern (BBT) theories, star and planet formation, layered structure, evolution of lithosphere/atmosphere/hydrosphere, and origin of life"
baf5fbee-9711-4bbe-a3d9-3fe8d62e2dad,General Studies I,microtopic,"Overview of economic development since Independence: Five Year Plans journey, agriculture (land reforms, post-Green-Revolution issues, agrarian movements, achievements/challenges), industry (public/private sector development, industrial policy, Make in India), New Economic Policy impact, and post-In"
449b586b-e5ee-4534-aad3-8fb255c299d2,General Studies I,microtopic,Pastoral and farming communities: Neolithic/Chalcolithic phases and their geographic distribution
9ed64994-3a5d-4040-a73f-357e7b644a22,General Studies I,microtopic,"Peasant, tribal, and civil resistance pre- and during-British rule (Santhal Hul, Kol mutiny, Indigo revolt, tribal/peasant/working-class movements 1850-1900)"
3c58c61c-1068-4cec-8965-006582358569,General Studies I,microtopic,"Personalities in cultural news: reformers, freedom-linked cultural icons, and regional culture-bearers (e.g., Ahilyabai Holkar, Rukmini Lakshmipathi, Srimanta Sankaradeva, Sree Narayana Guru, Raja Ravi Varma)"
8be4831e-7647-4927-bc24-11040d38e4df,General Studies I,topic,"Physical Geography of India, Human Geography, and Economic Geography"
8200f61d-5986-4b57-bb7b-38337bef8000,General Studies I,microtopic,"Physiography of India: geopolitical significance of location, geological divisions, the Peninsular Block, the Himalayas and other peninsular mountains, Indo-Gangetic-Brahmaputra Plain, and physiographic divisions"
9b3782ad-33ba-445e-a503-a41e05e01fd6,General Studies I,microtopic,"Plate tectonics: lithospheric plates (major/minor), plate boundary types (divergent/convergent/transform), rates and forces of plate movement, and the Indian plate's 71-million-year movement history"
8585c562-ebb4-4b53-bbd1-c86e2bbe2aa1,General Studies I,microtopic,"Population and associated issues: suicide deaths in India, 'great replacement theory' discourse, population crisis in Asian nations, manual scavenging as India's 'dirtiest job', caste-based violence, need for caste census, silver economy and elderly-welfare initiatives (SACRED portal, SAGE, Elder Li"
bc3eac1a-7020-4677-8834-001bf4605bf0,General Studies I,microtopic,"Post-Cold War world: global issues since 1991, European integration (with timeline), rise of global Islamic terrorism, and the rise of China"
3bfce028-bfe2-49e2-bb57-5d11a8330332,General Studies I,topic,Post-Independence Consolidation
33376e4c-b1c0-48ec-a564-be4edf86caaa,General Studies I,microtopic,Post-Mauryan and Jain sculptural traditions; Gupta-era sculpture and its 'golden age' craftsmanship
44a88757-a860-45f1-b4e4-84c952bb5d93,General Studies I,microtopic,"Post-Mauryan India (200 BC-AD 300): Indo-Greeks/Shakas/Parthians/Kushanas, commercial contacts abroad, Satavahanas and other indigenous dynasties, evolution of jatis, Sangam texts, and Gandhara/Mathura/Amravati art schools"
9abedfa8-cf6b-47c9-97bb-f8910d2e85bf,General Studies I,microtopic,"Pottery traditions of India: Ochre Coloured Pottery, Black-and-Red Ware, Painted Grey Ware, Northern Black Polished Ware, glazed/unglazed pottery"
ebec1783-9d34-4091-86c2-73b8832e1c26,General Studies I,microtopic,"Poverty and development issues: concept of development, Sen vs Bhagwati model, crisis of development"
828a6d96-5db7-4703-8182-44e53585a29a,General Studies I,microtopic,"Pre-Mauryan period: second urbanisation, sixteen Mahajanapadas, Gana-Sangha republics, rise of urban centres, evolution of coins, Haryanka/Shishunaga/Nanda dynasties"
4fba29f1-599e-4217-bedc-25e497161589,General Studies I,microtopic,Prehistoric rock paintings and petroglyphs (Bhimbetka stylistic evolutions); socio-cultural patterns of pre-historic paintings and potteries
8637daf2-e313-4ab2-9f53-bd4a8c352461,General Studies I,microtopic,"Problem of caste and social consolidation: caste practices, Ambedkar movement, constitutional provisions, recent emancipation initiatives for SCs, manual scavenging"
d2d853a4-e3d1-4558-af3c-16f22fb3c16e,General Studies I,microtopic,"Re-organisation and integration of states: constitutional provisions, factors behind the merger, accession of princely states, J&K/Hyderabad/Junagarh crises, accession of French/Portuguese enclaves, accession of Sikkim, refugee rehabilitation, federal crisis, and national integration"
d9be9125-85a2-4155-bbd1-526c8a0d31f8,General Studies I,microtopic,"Regional temple traditions: Khajuraho, Odisha, Gwalior, Gujarat, Rajasthan, Bengal, Assam, HP, J&K temple styles"
a600c54a-80f5-4bf6-900c-63f10b2b10d8,General Studies I,microtopic,"Religions in India: pre-Vedic religion, Hinduism, Buddhism, Jainism, Sikhism, Islam, Christianity, Zoroastrianism, Judaism; Indian philosophy (Adi Shankaracharya, Upanishads, heterodox sects, Tantrism)"
612af828-a8fa-41fb-8b98-deed0f04b758,General Studies I,microtopic,"Resource & energy geography: wind-energy potential, petroleum-production challenges, critical-mineral distribution, rare-earth-metal prospects, coal demand vs net-carbon-neutrality, Eastern Maritime Corridor, South China Sea geopolitics"
7fce5b51-7cc6-42a9-bfdc-52e9dafe946d,General Studies I,microtopic,"Resource geopolitics: Arctic ice-melt causes/consequences, Arctic resource-driven geopolitical conflict, and mineral resource base as determined by geological structure"
bf7df2a9-ca55-4f93-a53a-4b0212e4381f,General Studies I,topic,Revolt of 1857 and Freedom Struggle
8eeed04f-afc7-4d17-82af-e1d09673187f,General Studies I,microtopic,"Rise of Revolutionary Nationalism in India and abroad (Ghadar party, Abhinav Bharat, HSRA); role of Subhash Chandra Bose and the INA versus the Gandhian approach"
7448d78f-9447-491e-811f-d5262ef46821,General Studies I,microtopic,"Rise of the Marathas: Shivaji's Swarajya, Treaty of Purandar, Aurangzeb and the Deccan, assessment of the Jagirdari crisis"
d2d2fda1-58c9-4693-becc-f9d1aa3e9420,General Studies I,microtopic,"River-basin & water-resource management: Indus dam construction prospects/challenges, integrated river-basin management, shrinking reservoir water, declining groundwater, multipurpose projects and regional development"
8b46bafd-4dd6-47df-a1b1-8fefe7f1ff7b,General Studies I,microtopic,"Role of women's organizations and SHGs in Indian history: types, level of penetration, problems faced, and the role of microfinance institutions"
5f433880-b865-48eb-baf5-10097fd18c37,General Studies I,microtopic,"Russian Revolution: pre-revolution events, causes, course, consequences, aftermath, and post-Lenin Russia"
06fa28e7-3e83-4e92-a61a-9e4f5a5eb874,General Studies I,microtopic,Salient features and changes within Indian society and their repercussions; diversity of India and whether 'unity in diversity' is reality or a reconciled chimera
61465f94-fbde-4b4a-b5b2-d3c75a7450e4,General Studies I,microtopic,"Sangam period south Indian dynasties: Cholas, Cheras, Pandyas, Sangam polity/society/culture/economy"
591d0f76-0890-43fe-8595-05fba92819c7,General Studies I,microtopic,"Secularism: meaning, the Indian constitutional vantage point, comparison with the Western model, Gandhian view on religion, and threats to the secular spirit"
409dc207-cf36-423c-85a2-a2c4346b4731,General Studies I,microtopic,"Settlement geography & disaster vulnerability: urban flooding, human-settlement surge in flood-prone areas, tribal-habitat issues"
62161478-bbc3-4d4e-8597-539d7453db81,General Studies I,microtopic,"Social empowerment: meaning, need, Five-Year-Plan and government initiatives, role of civil society organisations"
83695bd8-b076-41fe-beae-ac618525f864,General Studies I,microtopic,"Social risk & institutional conditions: state of prisons, drug abuse, social media's effect on youth"
d72e6038-8dad-4335-be6d-8e06c657add8,General Studies I,microtopic,"Socio-religious reform movements of the 19th century (Raja Ram Mohan Roy, Jyotirao Phule, Ishwar Chandra Vidyasagar, Ambedkar movement)"
3c4cd1e1-15ca-4fee-b1f2-0303ac14dc17,General Studies I,microtopic,"Soils and natural vegetation of India: soil classification/texture/degradation/conservation; forest types, cover, conservation, and problems"
d943d07b-3ed6-42de-9882-517961fb4d31,General Studies I,microtopic,"Sources and periodization of Indian pre-history: Palaeolithic, Mesolithic, Neolithic, Chalcolithic, Iron Age and the impact of iron"
f3b73205-3dfc-4ebe-b291-106d2c6e4297,General Studies I,microtopic,Taxila as a renowned centre of scholarship and the strategic-location factors behind its ruin
86c6ec10-23f1-4f0c-a956-e86ae1071194,General Studies I,microtopic,"Temperate cyclones, polar vortex (and its link to ozone depletion), El Nino/La Nina/ENSO and the Indian Ocean Dipole effect on regional and Indian monsoon climate"
4c421999-dc39-4388-b697-f106d0ac402f,General Studies I,microtopic,The 1946 Naval Mutiny as 'the last nail in the coffin' of colonial rule
