year,question_number,option_label,option_id,question_id,option_text
2019,56,a,1d8838e0-7348-43b6-8547-228737923c14,91037657-af72-4501-8c60-b6f242d04466,"1, 2 and 4"
2019,56,b,a897c7ed-8d4a-4ec5-8a9b-092d718bca74,91037657-af72-4501-8c60-b6f242d04466,2 and 3
2019,56,c,76408831-7d7e-4642-8217-91aa2f8bfb3c,91037657-af72-4501-8c60-b6f242d04466,1 and 3
2019,56,d,e174b97e-4670-46d4-b720-6d7d38d73f90,91037657-af72-4501-8c60-b6f242d04466,1 and 4 only
2019,57,a,81e8868f-1202-4f27-8851-286752cd5ec6,7334da20-a33c-4d15-9a1c-cfab19260a29,‘Higgs boson particles’ were detected.
2019,57,b,d4a601ee-0cd0-4d9f-8ab1-116af36fc4e7,7334da20-a33c-4d15-9a1c-cfab19260a29,‘Gravitational waves’ were detected.
2019,57,c,ba13da5b-7d76-4fa5-9a3c-8b11b27e69e7,7334da20-a33c-4d15-9a1c-cfab19260a29,Possibility of inter-galactic space travel through ‘wormhole’ was confirmed.
2019,57,d,e15931a2-d9f9-4872-8cdd-23bd6c4c43ec,7334da20-a33c-4d15-9a1c-cfab19260a29,It enabled the scientists to understand ‘singularity’.
2019,58,a,1a6b3206-d9f3-40d4-a6d4-0ad124090f6c,da5c5ae0-de11-4e92-a5a2-bafecf06104c,1 and 2
2019,58,b,99c85fe2-6085-47e7-8898-7ca026920cac,da5c5ae0-de11-4e92-a5a2-bafecf06104c,2 and 3 only
2019,58,c,4f889647-8169-47be-b261-5abaeca2f636,da5c5ae0-de11-4e92-a5a2-bafecf06104c,"1, 3 and 4"
2019,58,d,75f4d70d-671e-4800-b5c7-855026f03df9,da5c5ae0-de11-4e92-a5a2-bafecf06104c,"2, 3 and 4"
2019,59,a,7f293859-2d59-47a1-8aa9-92877993714d,23440a68-0391-4cb7-a4cd-3b0f7689c2ed,A molecular scissors used in targeted gene editing
2019,59,b,a1022b2c-ee66-43cc-984c-ef6cd34b3e80,23440a68-0391-4cb7-a4cd-3b0f7689c2ed,A biosensor used in the accurate detection of pathogens in patients
2019,59,c,566b58b5-a1e6-4cc6-b725-1bbb45941cce,23440a68-0391-4cb7-a4cd-3b0f7689c2ed,A gene that makes plants pest-resistant
2019,59,d,ae067f53-0f33-4fc1-84eb-9a27ab84dbe1,23440a68-0391-4cb7-a4cd-3b0f7689c2ed,A herbicidal substance synthesized in genetically modified crops
2019,60,a,11c3cd8b-e0ef-4f21-b5d2-238a9b72e8af,b367f46b-6e8c-4022-8c4c-6b820f2d1b98,Hepatitis B virus is transmitted much like HIV.
2019,60,b,20319210-f156-45be-9ef6-9b4380f8552b,b367f46b-6e8c-4022-8c4c-6b820f2d1b98,"Hepatitis B, unlike Hepatitis C, does not have a vaccine."
2019,60,c,ed07b084-0145-404d-a0b0-8f93ef00d264,b367f46b-6e8c-4022-8c4c-6b820f2d1b98,"Globally, the number of people infected with Hepatitis B and C viruses are several times more than those infected with HIV."
2019,60,d,65bcff0e-4aa9-4aa1-b965-eb73f25cb258,b367f46b-6e8c-4022-8c4c-6b820f2d1b98,Some of those infected with Hepatitis Band C viruses do not show the symptoms for many years.
2019,61,a,0370d286-a73f-4cd0-918c-3b9bb2845768,a32caf71-d121-422f-a64d-e18e8653db20,1 only
2019,61,b,64398150-1f12-41bd-9d35-5bde177fc674,a32caf71-d121-422f-a64d-e18e8653db20,2 only
2019,61,c,0eda87ec-4082-43e7-832a-a6aae381ba06,a32caf71-d121-422f-a64d-e18e8653db20,Both 1 and 2
2019,61,d,7f6865f0-f077-4b5f-818b-c32d53e55c68,a32caf71-d121-422f-a64d-e18e8653db20,Neither 1 nor 2
2019,62,a,0d8a5496-0908-4d9c-bac1-ba8e2d1e5d04,a172bc08-73a0-4cc1-b3e7-6be0da2f9adc,1 only
2019,62,b,ecc6c7c4-61ae-4537-b06f-010e8bdb6be5,a172bc08-73a0-4cc1-b3e7-6be0da2f9adc,2 only
2019,62,c,4b2596d9-af23-48b0-97a3-f68ddf18010d,a172bc08-73a0-4cc1-b3e7-6be0da2f9adc,Both 1 and 2
2019,62,d,968fae79-0d6a-436b-a5ae-9e424672c81c,a172bc08-73a0-4cc1-b3e7-6be0da2f9adc,Neither 1 nor 2
2019,63,a,20ae8797-b100-46a3-a11b-e5c0ea222d95,5cc5920e-df4f-454e-b127-a2f30811cd11,1 and 3 only
2019,63,b,86bc639e-adc4-4dba-bc00-ef7285d7b740,5cc5920e-df4f-454e-b127-a2f30811cd11,"2, 3 and 4 only"
2019,63,c,0ef65caa-88af-44d0-b95a-054a7cdc9f06,5cc5920e-df4f-454e-b127-a2f30811cd11,2 and 4 only
2019,63,d,e6ed48b7-bcdb-4b29-83ce-0aeb51776c0e,5cc5920e-df4f-454e-b127-a2f30811cd11,"1, 2, 3 and 4"
2019,64,a,eca263a9-9546-415d-9991-7d02a215ca1a,a7d7092a-efd2-4b6a-95ab-ee77960234f8,Spices
2019,64,b,1496e774-64fa-4520-bcbf-4b0c8add6e44,a7d7092a-efd2-4b6a-95ab-ee77960234f8,Fresh fruits
2019,64,c,c9bba934-46cd-4df3-bc7a-89bd7fb4669a,a7d7092a-efd2-4b6a-95ab-ee77960234f8,Pulses
2019,64,d,cf55965f-46b2-4056-8de5-53914f7393ac,a7d7092a-efd2-4b6a-95ab-ee77960234f8,Vegetable oils
2019,65,a,2a6f0bd2-5cff-474d-8d0c-5f2afc367ec2,a06edfbc-3e7b-4a28-a207-1edc97572799,Protection against the tyranny of political rulers
2019,65,b,1a75280b-d7bd-44a0-97e1-aa4423582f49,a06edfbc-3e7b-4a28-a207-1edc97572799,Absence of restraint
2019,65,c,a6fa1bf4-f501-427c-a18d-bdb7d9350010,a06edfbc-3e7b-4a28-a207-1edc97572799,Opportunity to do whatever one likes
2019,65,d,a199ad52-b823-41ec-9b3f-7c30e18f130a,a06edfbc-3e7b-4a28-a207-1edc97572799,Opportunity to develop oneself fully
2019,66,a,eb56c78d-a7bd-4b72-88da-4455906579b7,d01c5f99-f139-4969-97fa-136bc1904421,Curbing imports of non-essential goods-and promoting exports
2019,66,b,9420410c-bffd-4fa3-9ccc-f0d5d965c103,d01c5f99-f139-4969-97fa-136bc1904421,Encouraging Indian borrowers to issue rupee denominated Masala Bonds
2019,66,c,8251be30-ddcc-4d23-8ace-6fa51ab562c6,d01c5f99-f139-4969-97fa-136bc1904421,Easing conditions relating to external commercial borrowing
2019,66,d,07f8e78b-402a-4a70-9943-0b824a0e769f,d01c5f99-f139-4969-97fa-136bc1904421,Following an expansionary monetary policy
2019,67,a,bcd81521-1595-4125-b926-2aeab1e31619,06050e1a-2d02-4f55-bb1f-e17acdf2510f,1 only
2019,67,b,97fc8a57-0777-44f8-a75a-75aed59e6a93,06050e1a-2d02-4f55-bb1f-e17acdf2510f,1 and 2 only
2019,67,c,fce2fb42-e18d-4e73-b472-5ceecac65a56,06050e1a-2d02-4f55-bb1f-e17acdf2510f,3 only
2019,67,d,263cc058-b8ff-42ac-9491-12f5c94beb64,06050e1a-2d02-4f55-bb1f-e17acdf2510f,"1, 2 and 3"
2019,68,a,2af30489-a60e-4732-ac3c-0e11976237c5,0aa5fe94-8362-434d-a4fc-a7766a247f46,Australia
2019,68,b,b79c0c27-9054-46db-b143-6c446b271ed1,0aa5fe94-8362-434d-a4fc-a7766a247f46,Canada
2019,68,c,bafe34b6-f539-4db7-839e-ebc0aa0bfa6b,0aa5fe94-8362-434d-a4fc-a7766a247f46,The European Union
2019,68,d,3784651f-9d12-444d-ad30-37b889809704,0aa5fe94-8362-434d-a4fc-a7766a247f46,The United States of America
2019,69,a,f2b9b8e7-7420-4c9f-8072-7b7180c95854,b7fdc9b7-8826-446f-8b19-812924ca9c08,Japan
2019,69,b,fb33de37-aaca-4cf2-8b28-13a71bca4995,b7fdc9b7-8826-446f-8b19-812924ca9c08,Russia
2019,69,c,51448d7f-24ad-4d45-b99d-f0fd8ce7ef69,b7fdc9b7-8826-446f-8b19-812924ca9c08,The United Kingdom
2019,69,d,5bad2427-b92f-4f25-90e7-c95785073147,b7fdc9b7-8826-446f-8b19-812924ca9c08,The United States of America
2019,70,a,c1f4aebc-2fd3-4b44-b4e7-37070c53aca7,670c47d4-9df5-4381-84bf-31915ea3b03d,Increase in the cash reserve ratio
2019,70,b,1fe5c821-672d-4a38-8ab7-4167efae6d73,670c47d4-9df5-4381-84bf-31915ea3b03d,Increase in the banking habit of the population
2019,70,c,299e9286-f4ac-4fc3-b963-40e90f43f4a5,670c47d4-9df5-4381-84bf-31915ea3b03d,Increase in the statutory liquidity ratio
2019,70,d,91eeb4f4-802c-4ca0-8938-7695d866f72d,670c47d4-9df5-4381-84bf-31915ea3b03d,Increase in the population of the country
2019,71,a,c60fd2a3-5857-4629-97c7-bd55dc7229ef,f11e3b75-0082-431e-bbfa-8305db0fc2fe,Integrated Rural Programme
2019,71,b,d3b489dc-63b2-4553-b7cd-6aca4599cb9e,f11e3b75-0082-431e-bbfa-8305db0fc2fe,Lead Bank Scheme
2019,71,c,b9f26ccd-bac3-4351-8901-bd62daf46748,f11e3b75-0082-431e-bbfa-8305db0fc2fe,Mahatma Gandhi National Rural Employment Guarantee Scheme
2019,71,d,e9de6c05-0e5f-4636-a2f7-c0c59663238e,f11e3b75-0082-431e-bbfa-8305db0fc2fe,National Skill Development Mission
2019,72,a,3a1dc2f6-3985-4c86-8f4c-c5ac828fb10f,c77b04f9-c072-4577-9f04-79ccf33a705b,1 and 3 only
2019,72,b,ca7098fb-f9dc-44d4-8a07-4df90feae5f9,c77b04f9-c072-4577-9f04-79ccf33a705b,2 and 3 only
2019,72,c,a374dc60-07b4-40b8-ad6a-f4ddbad5260f,c77b04f9-c072-4577-9f04-79ccf33a705b,3 only
2019,72,d,3d8aa389-a176-4e20-b8dd-0e68dc2bfecf,c77b04f9-c072-4577-9f04-79ccf33a705b,"1, 2 and 3"
2019,73,a,0f649922-da2e-4312-96a6-c77f085e6b36,aca4bd5b-385b-40ea-84a5-8ad470e6a8cd,1 only
2019,73,b,eb6d718d-ed48-49c0-b8f8-bebb867a572f,aca4bd5b-385b-40ea-84a5-8ad470e6a8cd,2 only
2019,73,c,fc7f5d1b-87c5-4b5f-b859-69e0abd84826,aca4bd5b-385b-40ea-84a5-8ad470e6a8cd,Both 1 and 2
2019,73,d,57b06335-63e0-4676-a91d-3e6fb8d110b4,aca4bd5b-385b-40ea-84a5-8ad470e6a8cd,Neither 1 nor 2
2019,74,a,a01b42f0-b96f-43df-856d-32c81af60314,36ca0a10-0e8f-49ee-ae89-e97f889dfb92,Advances
2019,74,b,e600c97b-f79b-4884-9c53-acefe5786058,36ca0a10-0e8f-49ee-ae89-e97f889dfb92,Deposits
2019,74,c,d67588bb-5408-4880-9dc7-466ef7b97625,36ca0a10-0e8f-49ee-ae89-e97f889dfb92,Investments
2019,74,d,a5a05f0d-d3c1-4186-8fc1-4d1533abd504,36ca0a10-0e8f-49ee-ae89-e97f889dfb92,Money at call and short notice
2019,75,a,392b76b5-1e96-4829-ba80-49febad0e79c,8c7d3c27-4b43-4cc8-8750-cca4e533af01,1 only
2019,75,b,14b0d27f-d166-4c39-a138-23c2d3b7027b,8c7d3c27-4b43-4cc8-8750-cca4e533af01,1 and 3 only
2019,75,c,4144c732-a93b-4784-96a9-d707ba158239,8c7d3c27-4b43-4cc8-8750-cca4e533af01,2 only
2019,75,d,5641ed90-2711-498a-a9b7-5425449e1904,8c7d3c27-4b43-4cc8-8750-cca4e533af01,"1, 2 and 3"
2019,76,a,8d83741b-a6b5-436a-bcb2-3c057d760cd6,1368cc3f-1ed4-428a-95b0-34f1e520f34e,First Administrative Reforms Commission (1966)
2019,76,b,1b02ab43-fa3c-4a3c-8085-5c170469a96b,1368cc3f-1ed4-428a-95b0-34f1e520f34e,Rajamannar Committee (1969)
2019,76,c,bed6760e-226b-485a-8936-515fc09cbe90,1368cc3f-1ed4-428a-95b0-34f1e520f34e,Sarkaria Commission (1983)
2019,76,d,8fcc59bf-5647-4028-8b53-10aadcde5173,1368cc3f-1ed4-428a-95b0-34f1e520f34e,National Commission to Review the Working of the Constitution (2000)
2019,77,a,87c1ac66-ea75-4e83-b22c-8f4c206f370b,a9255a2b-8c49-4920-9c0b-270d20217bb3,Certificate of Deposit
2019,77,b,4eab1f2a-1b47-4b96-a62f-6524ddd2bfa1,a9255a2b-8c49-4920-9c0b-270d20217bb3,Commercial Paper
2019,77,c,71f7ad18-db1c-41bd-89a7-ca154ec3e5be,a9255a2b-8c49-4920-9c0b-270d20217bb3,Promissory Note
2019,77,d,68195882-093e-4e58-917c-09556fd17ccf,a9255a2b-8c49-4920-9c0b-270d20217bb3,Participatory Note
2019,78,a,5c59a77d-5104-4e39-aa43-19c458048d33,ae0b2864-c91c-402e-b2d4-2af7bdca29f9,1 only
2019,78,b,05c7756e-33b4-4dfe-a66e-71cb69030ec8,ae0b2864-c91c-402e-b2d4-2af7bdca29f9,2 only
2019,78,c,ca154dd4-df83-473e-a9cc-32cc3d38c7e3,ae0b2864-c91c-402e-b2d4-2af7bdca29f9,Both 1 and 2
2019,78,d,26489ebd-dfed-4657-a811-354011e4b522,ae0b2864-c91c-402e-b2d4-2af7bdca29f9,Neither 1 nor 2
2019,79,a,f6ad9fcb-9416-4ce0-af6a-1682825ae11d,ef14a4eb-1953-4a71-8701-220020517801,1 and 2
2019,79,b,9b1d07cb-1e00-48eb-84db-d09fc8ae94c5,ef14a4eb-1953-4a71-8701-220020517801,"1, 3 and 4"
2019,79,c,f3074b63-8aa7-4ebd-8242-3e9fe625ecd5,ef14a4eb-1953-4a71-8701-220020517801,"3, 4 and 5"
2019,79,d,7683a30f-f328-4ce3-86f2-aa8d8052ce03,ef14a4eb-1953-4a71-8701-220020517801,2 and 5
2019,80,a,a3f7c2cc-bb47-4ff2-a10c-30516acf7053,f1b813e8-5bfb-43e0-ae06-4d3d89ffb5e6,1 and 2 only
2019,80,b,605508fe-91e6-4b99-a82a-83b3f1b543ee,f1b813e8-5bfb-43e0-ae06-4d3d89ffb5e6,2 only
2019,80,c,6c6bbb44-54e0-4ec3-b280-64acb7e2bdb4,f1b813e8-5bfb-43e0-ae06-4d3d89ffb5e6,3 only
2019,80,d,cb5d4806-fead-49f2-a1d4-c44697d3249a,f1b813e8-5bfb-43e0-ae06-4d3d89ffb5e6,"1, 2 and 3"
2019,81,a,0eb8cccf-5700-49ec-bf38-54d5f4f3bc30,d06e4dcb-d084-48ab-842e-9d969bdfbb23,"1, 2 and 3"
2019,81,b,a20bf347-2f28-49a9-a568-baf2e4d8de95,d06e4dcb-d084-48ab-842e-9d969bdfbb23,"2, 3 and 4"
2019,81,c,194ad515-cff7-471d-9257-f3dbcbe489ac,d06e4dcb-d084-48ab-842e-9d969bdfbb23,"1, 2 and 4"
2019,81,d,95ed91a5-2d22-4e13-bf4f-447047b6538b,d06e4dcb-d084-48ab-842e-9d969bdfbb23,"1, 3 and 4"
2019,82,a,dcd7323f-796f-42ea-a8fa-10da57dff522,7df108a8-a937-4fd0-895c-5affb6a8e952,The decisions taken by the Election Commission of India while discharging its duties cannot be challenged in any court of law.
2019,82,b,29005e57-a57e-4938-98f6-b9ad0d3a30aa,7df108a8-a937-4fd0-895c-5affb6a8e952,The Supreme Court of India is not constrained in the exercise of its powers by laws made by the Parliament.
2019,82,c,29ef8521-b9de-45c7-bfec-dcca3906280a,7df108a8-a937-4fd0-895c-5affb6a8e952,"In the event of grave financial crisis in the country, the President of India can declare Financial Emergency without the counsel from the Cabinet."
2019,82,d,3ec84863-8982-4e80-89a7-e6696fd295a7,7df108a8-a937-4fd0-895c-5affb6a8e952,State Legislatures cannot make laws on certain matters without the concurrence of Union Legislature.
2019,83,a,f087a35f-c149-4bd1-9dae-32f6d32a1f09,53fce8c8-e701-4b80-84ec-bf4c5f05d4e4,1 only
2019,83,b,4083fe4c-911c-48c5-8c20-60171a95f097,53fce8c8-e701-4b80-84ec-bf4c5f05d4e4,2 only
2019,83,c,e2eee7fe-84aa-4527-a70d-329edb1c5ec7,53fce8c8-e701-4b80-84ec-bf4c5f05d4e4,Both 1 and 2
2019,83,d,9fb97eec-2982-4ce4-9d6c-a3ff160c15e9,53fce8c8-e701-4b80-84ec-bf4c5f05d4e4,Neither 1 nor 2
2019,84,a,decdd7fa-b04d-4214-861f-11bb5e2d06e5,a97444fe-76a4-4f00-8cee-12f887386996,1 and 3 only
2019,84,b,f79f05e9-49e3-4aae-8847-cca8f41671e7,a97444fe-76a4-4f00-8cee-12f887386996,"2, 3 and 4 only"
2019,84,c,9e2fd846-ac78-4e01-bffd-b4d572ef8df5,a97444fe-76a4-4f00-8cee-12f887386996,2 and 4 only
2019,84,d,23a84f63-2231-4626-a45f-76f2a49b7131,a97444fe-76a4-4f00-8cee-12f887386996,"1, 2, 3 and 4"
2019,85,a,65024d7b-4b52-46de-9ae3-3da6fed0b872,6eebf8b1-f166-4982-87d0-c445efcc4b98,1 and 2 only
2019,85,b,0df497fa-8505-4ee4-a812-e8bb649b0c8c,6eebf8b1-f166-4982-87d0-c445efcc4b98,2 and 3 only
2019,85,c,70470d17-cea7-4925-bb09-7d7a9981dd62,6eebf8b1-f166-4982-87d0-c445efcc4b98,3 only
2019,85,d,a7f53ca2-5aef-454b-b72a-639311f84cbd,6eebf8b1-f166-4982-87d0-c445efcc4b98,"1, 2 and 3"
2019,86,a,2c6fc964-a445-4d25-9eee-36b07d7e4804,ae35c91c-46de-4d85-b4a5-a5313b124a3c,Article 19
2019,86,b,d0aaa0ce-6f5e-4672-81c4-13676c40bfac,ae35c91c-46de-4d85-b4a5-a5313b124a3c,Article 21
2019,86,c,71a9e4e9-c7c3-47e1-ae0a-42d553c28a32,ae35c91c-46de-4d85-b4a5-a5313b124a3c,Article 25
2019,86,d,81057d64-354b-454a-a7ec-6676e5d10e49,ae35c91c-46de-4d85-b4a5-a5313b124a3c,Article 29
2019,87,a,d757260f-2d0b-4fdb-837c-9d44d44ed264,f9bccc32-91bd-4a1c-b919-769f1b3e9d5c,1 and 3 only
2019,87,b,8ff53a58-040b-4d48-be9e-fad16b24895c,f9bccc32-91bd-4a1c-b919-769f1b3e9d5c,2 and 3 only
2019,87,c,ace7f1ec-73ad-4753-80f8-6e90483f704b,f9bccc32-91bd-4a1c-b919-769f1b3e9d5c,3 only
2019,87,d,aeb167d5-ae2c-4b61-923f-4f3f2d6f4b9e,f9bccc32-91bd-4a1c-b919-769f1b3e9d5c,"1, 2 and 3"
2019,88,a,f044bd69-03f2-4e6d-a900-1d2fa5b6df4e,abb331f7-4e80-491e-8d78-84113a0f0055,1 only
2019,88,b,29adc7e5-e22f-4a33-adeb-ee8ef408ab8f,abb331f7-4e80-491e-8d78-84113a0f0055,2 only
2019,88,c,2cf01b21-f6d1-4c88-9500-142436c5c13d,abb331f7-4e80-491e-8d78-84113a0f0055,Both 1 and 2
2019,88,d,496c7900-88e9-4cf1-8171-a5c745c9c34b,abb331f7-4e80-491e-8d78-84113a0f0055,Neither 1 nor 2
2019,89,a,18919ba3-6cd0-42a7-a329-457c599514fe,a6b4c7f5-fbf4-4a74-b36f-5a07c8cd7a76,Waste generator has to segregate waste into five categories.
2019,89,b,4de95cc4-f7a4-43ef-81a2-11409349e371,a6b4c7f5-fbf4-4a74-b36f-5a07c8cd7a76,"The Rules are applicable to riotified urban local bodies, notified towns and all industrial townships only."
2019,89,c,de8f978e-e1b5-43c5-9e40-20f4ad0d4e0d,a6b4c7f5-fbf4-4a74-b36f-5a07c8cd7a76,The Rules provide for exact and elaborate criteria for the identification of sites for landfills and waste processing facilities.
2019,89,d,729e07a6-6061-4e85-8864-ef24d98ae171,a6b4c7f5-fbf4-4a74-b36f-5a07c8cd7a76,It is mandatory on the part of waste generator that the waste generated in one district cannot be moved to another district.
2019,90,a,360e7870-8e7c-407f-85e2-ecb834dabe42,3d2019de-9260-4e21-983f-5c606d0a59ed,1 only
2019,90,b,6acdff96-8c9f-4a7b-8408-9d8ef74ebd57,3d2019de-9260-4e21-983f-5c606d0a59ed,2 only
2019,90,c,b665a545-8a95-4857-99df-742fa3cab48a,3d2019de-9260-4e21-983f-5c606d0a59ed,Both 1 and 2
2019,90,d,069d5ff1-fcec-46bf-a301-a8ff2cfeba1c,3d2019de-9260-4e21-983f-5c606d0a59ed,Neither 1 nor 2
2019,91,a,fb23a43d-4ba7-41ec-b34c-9c9364a56968,9533b571-4edf-4a8f-b6a6-2fd86214333d,1 only
2019,91,b,683c82c7-ca78-48d7-bf4d-659764891751,9533b571-4edf-4a8f-b6a6-2fd86214333d,2 and 3 only
2019,91,c,c0983e54-c309-4e95-8e44-f8b957e47610,9533b571-4edf-4a8f-b6a6-2fd86214333d,1 and 3 only
2019,91,d,1e2bec07-551e-435f-9f3a-316ce6b50546,9533b571-4edf-4a8f-b6a6-2fd86214333d,"1, 2 and 3"
2019,92,a,fd342189-18b4-4c58-ae46-0102137b3c56,09b7b2e9-551c-4c6d-a5a0-27c986f83c88,To lessen the Government of India’s perennial burden of fiscal deficit nd current account deficit
2019,92,b,d741a856-a4dd-41a3-8e00-69713dd097c8,09b7b2e9-551c-4c6d-a5a0-27c986f83c88,To support the infrastructure projects of Central and State Governments
2019,92,c,1be5c608-76a3-4289-b036-bf68ed5ab386,09b7b2e9-551c-4c6d-a5a0-27c986f83c88,To act as independent regulator in case of applications for loans of Rs. 50 crore or more
2019,92,d,aa36d8b8-4760-4d88-8ef5-76505ced0e43,09b7b2e9-551c-4c6d-a5a0-27c986f83c88,To aim at faster resolution of stressed assets of Rs. 50 crore or more which are-under consortium lending
2019,93,a,d13aecf9-d143-479c-ac13-06433927ccbb,27206c9a-5b0c-4078-9130-6a1887f38a32,Banks Board Bureau
2019,93,b,365e58b9-246e-48f2-af91-673e1112fe5a,27206c9a-5b0c-4078-9130-6a1887f38a32,Reserve Bank of India
2019,93,c,b41404a7-f0c1-4f78-ae55-5b3d9de0434e,27206c9a-5b0c-4078-9130-6a1887f38a32,Union Ministry of Finance
2019,93,d,c594a4ed-fb06-4af1-9e80-d4a868339082,27206c9a-5b0c-4078-9130-6a1887f38a32,Management of concerned bank
2019,94,a,dbad0a01-f1c8-47c3-b48d-60aef47759e6,81937d8f-84a3-4df2-8066-07d763f82042,1 and 2 only
2019,94,b,672f1612-db87-49bf-acf2-01e752d3b4db,81937d8f-84a3-4df2-8066-07d763f82042,2 and 3 only
2019,94,c,881a202f-6fc2-4f97-b71c-d51dcd84199a,81937d8f-84a3-4df2-8066-07d763f82042,1 and 3 only
2019,94,d,a706061a-d536-4685-9dff-ed3d11217d1d,81937d8f-84a3-4df2-8066-07d763f82042,"1, 2 and 3"
2019,95,a,0e9e38e5-ece7-437b-87e2-010fa365756a,27977d36-4be6-416e-a02e-96830b002f24,1 only
2019,95,b,28f1692a-1ddb-493d-b97a-38c8df782121,27977d36-4be6-416e-a02e-96830b002f24,2 only
2019,95,c,a7c21ae6-a76a-4b04-87d2-e5d1f4523b3b,27977d36-4be6-416e-a02e-96830b002f24,Both 1 and 2
2019,95,d,5297a6e3-308c-4f97-9161-f49fe6eae40c,27977d36-4be6-416e-a02e-96830b002f24,Neither 1 nor 2
2019,96,a,52f1e6e9-49cf-4e14-9f23-22db3b916b16,7c5ef310-2945-48a2-bf44-d1e3afa74920,1 and 2 only
2019,96,b,d4652c61-ae09-4d6f-af3b-38751832d94c,7c5ef310-2945-48a2-bf44-d1e3afa74920,2 only
2019,96,c,c1f35e6c-b349-45b1-9ff3-837793cf51b3,7c5ef310-2945-48a2-bf44-d1e3afa74920,3 only
2019,96,d,81f596a1-2293-4d61-b7bf-882d025b8c25,7c5ef310-2945-48a2-bf44-d1e3afa74920,"1, 2 and 3"
2019,97,a,9e5db9b4-35e9-4a05-994b-36627f1184c5,719d35a7-c884-4929-bae4-a11d9218ffd7,Maintenance of law and order
2019,97,b,e14e05e5-10ce-47c5-98fe-f7666eb7b2ce,719d35a7-c884-4929-bae4-a11d9218ffd7,Paying taxes
2019,97,c,e26f5c4b-a602-432d-8d10-7f3757aa8cef,719d35a7-c884-4929-bae4-a11d9218ffd7,Registering property
2019,97,d,dac5d6af-387b-40dd-bb0d-1a9e84fb6bea,719d35a7-c884-4929-bae4-a11d9218ffd7,Dealing with construction permits
2019,98,a,405a43d3-32b9-49dd-8ca2-f1abd97fc511,99329876-6645-4f37-85d7-4b34d119e7bb,"The Bio-medical Waste (Management and Handling) Rules, 1998"
2019,98,b,ad7a6c7d-8430-4b8d-a94f-e65e8ad22322,99329876-6645-4f37-85d7-4b34d119e7bb,"The Recycled plastic (Manufacturing and Usage) Rules, 1999"
2019,98,c,6f2d5dd5-2e1d-4d2c-b437-4ef799106594,99329876-6645-4f37-85d7-4b34d119e7bb,"The e-Waste (Management and Handling) Rules, 2011"
2019,98,d,a2e5c46b-f352-43eb-838a-2540e31bb8b2,99329876-6645-4f37-85d7-4b34d119e7bb,"The Food Safety and Standard Regulations, 2011"
2019,99,a,7ba6bff4-5cf1-44b1-ad66-5ef79749624f,4eb0b719-6d2f-4217-8f5c-47a874c21b87,transportation cost only
2019,99,b,f12440a4-1741-4983-98c8-61eb0e9ab810,4eb0b719-6d2f-4217-8f5c-47a874c21b87,interest cost only
2019,99,c,16f0bfad-5e3c-4b44-9344-b3a2aee10aa7,4eb0b719-6d2f-4217-8f5c-47a874c21b87,procurement incidentals and distribution cost
2019,99,d,e4f8ce5c-9230-4277-97ae-a16c99993fca,4eb0b719-6d2f-4217-8f5c-47a874c21b87,procurement incidentals and charges for go downs
2019,100,a,706fdb0e-55c7-448f-80d3-3fc88f876fa8,5eb7e288-5dc7-484a-9aa9-848b2ce04ef9,The proportion of literates in the population
2019,100,b,367dc74b-6e2c-44fa-90c9-e22f2d1ac9bc,5eb7e288-5dc7-484a-9aa9-848b2ce04ef9,"The stock of its buildings, other infrastructure and machines"
2019,100,c,bb27dd08-e479-4b87-855e-59091a303dbd,5eb7e288-5dc7-484a-9aa9-848b2ce04ef9,The size of population in the working age group
2019,100,d,f4703757-cf51-44a8-b206-be45c658c31d,5eb7e288-5dc7-484a-9aa9-848b2ce04ef9,The level of mutual trust and harmony in the society
2021,1,a,d388ac29-f62b-4d7d-8729-334238a50ece,e01df207-8166-4643-8ab8-ab950078ffb6,The Right to Equality
2021,1,b,b7328133-3b64-4103-96ee-e568387e7553,e01df207-8166-4643-8ab8-ab950078ffb6,The Directive Principles of State Policy
2021,1,c,714afe6c-50b6-498c-a1da-54822feda9c2,e01df207-8166-4643-8ab8-ab950078ffb6,The Right to Freedom
2021,1,d,f6ce0e68-1e0e-4186-9220-a6a5bb03158b,e01df207-8166-4643-8ab8-ab950078ffb6,The Concept of Welfare
2021,2,a,9c369479-dd6a-4531-9979-89d697a46868,b2f28300-b5ab-4db3-a3bf-2fb5c223717c,Legal right available to citizens only
2021,2,b,a7a8d19f-6371-4569-88e2-0b3393919527,b2f28300-b5ab-4db3-a3bf-2fb5c223717c,Legal right available to any person
2021,2,c,2cd6d6f9-4773-4a8b-ae6e-06905c95fbf9,b2f28300-b5ab-4db3-a3bf-2fb5c223717c,Fundamental Right available to citizens only
2021,2,d,0ee12a8c-362b-4046-9c27-538c9f450522,b2f28300-b5ab-4db3-a3bf-2fb5c223717c,Neither Fundamental Right nor legal right
2021,3,a,2478b2b0-14eb-46e8-aeec-1fa01800da3d,ecf80b5b-304d-4982-96fd-90cceb58fb7d,A Democratic Republic
2021,3,b,683e6281-7d1a-4004-97e3-0089fa877e35,ecf80b5b-304d-4982-96fd-90cceb58fb7d,A Sovereign Democratic Republic
2021,3,c,056ecb72-0501-459f-ba65-0f3135dcd48c,ecf80b5b-304d-4982-96fd-90cceb58fb7d,A Sovereign Secular Democratic Republic
