year,question_number,question_id,classification,test_fired,reason,confidence,prior_combined,changed
2025,33,22de39f7-55a9-4303-a94a-b70b5b2456b5,DURABLE,T3,Fixed annual observance date,medium,PERISHABLE,yes
2025,34,5896bb1b-4f1b-4b85-93cb-f8b7e0753f25,PERISHABLE,T1,Citizen Charter count after the June 2025 update,high,PERISHABLE,no
2025,35,6e5c838c-4818-43cc-b3d2-356c7a87bde9,PERISHABLE,T1,"Capital-market daily volume, 2025 data",high,PERISHABLE,no
2025,36,9606ad52-7f77-4113-a731-4a0cc675f0c3,DURABLE,T3,"Residual: static fact, structural rule or current value with no dated anchor",high,DURABLE,no
2025,37,2a3e0fa5-a303-437d-8dbc-3495a3d1b808,DURABLE,T3,Theme of a named annual edition (§3.2),medium,PERISHABLE,yes
2025,38,430386e5-b4a7-448d-bc03-958e27df17c1,DURABLE,T3,"Residual: static fact, structural rule or current value with no dated anchor",high,DURABLE,no
2025,39,5ed0efe5-278c-49ee-896a-27af0c7de69c,PERISHABLE,T2,Winner of 2025 FIDE Women's Grand Swiss,high,PERISHABLE,no
2025,40,068ac1e8-bab9-4a16-aa19-3f255dde38ab,PERISHABLE,T1,"Sovereign rating upgrade, September 2025",high,PERISHABLE,no
2025,41,e208a9fa-790f-48b7-8039-3db1372c6662,DURABLE,T3,"Residual: static fact, structural rule or current value with no dated anchor",high,DURABLE,no
2025,42,35b8579a-a850-4859-8cd4-5e0c9bbc3429,DURABLE,T3,"Residual: static fact, structural rule or current value with no dated anchor",high,DURABLE,no
2025,43,28dca866-0234-4caf-803c-9ae5fb8348c4,DURABLE,T3,"Residual: static fact, structural rule or current value with no dated anchor",high,DURABLE,no
2025,44,b690d07e-4fcf-49ed-babf-1de0fa149b7e,DURABLE,T3,"Residual: static fact, structural rule or current value with no dated anchor",high,DURABLE,no
2025,45,78e01d61-48df-48b0-aed6-bdeb5830e5d3,DURABLE,T3,"Residual: static fact, structural rule or current value with no dated anchor",high,DURABLE,no
2025,46,21fc1dee-890e-453b-be65-1c58efbc56ed,PERISHABLE,T1,Maharatna count as of 2025 - dated as-of figure,medium,PERISHABLE,no
2025,47,459e3f57-9caa-400f-bb22-9bebcb79999d,DURABLE,T3,Country-area ranks - stable geography,medium,DURABLE,no
2025,48,323d182a-1639-4a16-a640-28b2d8cc2934,PERISHABLE,T1,First fintech to operationalise the e-rupee wallet,medium,PERISHABLE,no
2025,49,fdd2c284-61f6-45bb-a90e-d516f6cccffb,DURABLE,T3,"Residual: static fact, structural rule or current value with no dated anchor",high,DURABLE,no
2025,50,c46e52a6-5364-45c1-b5e5-a913a0733f36,DURABLE,T3,"Residual: static fact, structural rule or current value with no dated anchor",high,DURABLE,no
2025,51,489185ed-ce45-4b98-a13d-e7c16aac301a,PERISHABLE,T2,IMD World Competitiveness Ranking 2025,high,PERISHABLE,no
2025,52,930e47fd-cd36-4608-bf65-9f276c7e78ce,PERISHABLE,T1,Naval base inaugurated September 2025,high,PERISHABLE,no
2025,53,d85e6f2f-d72a-4ec7-a0b0-eb50baa1dc99,DURABLE,T3,"Residual: static fact, structural rule or current value with no dated anchor",high,DURABLE,no
2025,54,a4a8360a-3d89-4e01-ae18-7942167191f9,PERISHABLE,T2,CII President for 2025-26,high,PERISHABLE,no
2025,55,d4eb19f3-b01e-43a9-8914-8b18eb6b75f7,DURABLE,T3,"Residual: static fact, structural rule or current value with no dated anchor",high,DURABLE,no
2025,56,b59c62bf-e5d7-496f-b9ca-a06dba55d2b8,DURABLE,T3,"Residual: static fact, structural rule or current value with no dated anchor",high,DURABLE,no
2025,57,8cc66305-2aa4-4cc7-8028-3337646bb664,DURABLE,T3,"Residual: static fact, structural rule or current value with no dated anchor",high,DURABLE,no
2025,58,452f1e81-c5d2-47c4-8d36-f8cc3863bb00,DURABLE,T3,"Residual: static fact, structural rule or current value with no dated anchor",high,DURABLE,no
2025,59,76d56717-5b7e-4806-bc23-4e6be92f4da2,DURABLE,T3,"Residual: static fact, structural rule or current value with no dated anchor",high,DURABLE,no
2025,60,1776f819-be8f-4bd8-9ee7-7fee01f72a3b,DURABLE,T3,"Residual: static fact, structural rule or current value with no dated anchor",high,DURABLE,no
2025,61,316601a9-1e15-4476-8732-580f584827c4,DURABLE,T3,"Residual: static fact, structural rule or current value with no dated anchor",high,DURABLE,no
2025,62,b1344732-0b5e-4dae-ac84-ffad33f04440,PERISHABLE,T1,"Infosys partnership, August 2025",high,PERISHABLE,no
2025,63,cf3faf75-ac41-4024-a832-3ef1c230bada,PERISHABLE,T1,HDR 2025 India sub-component figures,medium,PERISHABLE,no
2025,64,67ad6288-b1ea-4d89-932e-670a65c565b0,DURABLE,T3,"Residual: static fact, structural rule or current value with no dated anchor",high,DURABLE,no
2025,65,0187dc2a-c63d-43db-87d5-19149ae39a53,DURABLE,T3,Project geography of a plant (cf. §2 T3 highway example),medium,DURABLE,no
2025,66,b8859b98-5bd2-4736-be71-6346397bdb8f,DURABLE,T3,Project geography,medium,DURABLE,no
2025,67,11d4eb3d-a5bf-44a6-b9e1-3bd735df0fd6,PERISHABLE,T1,Operational SMRs as of 2025,medium,PERISHABLE,no
2025,68,fb41e2c9-dec4-47cd-91a4-8e26f77d0c5e,PERISHABLE,T2,Global Innovation Index 2025 ranks,high,PERISHABLE,no
2025,69,817e9feb-25c7-49d8-bb89-8a5c67e00833,DURABLE,T3,Fixed founding facts of a summit,medium,DURABLE,no
2025,70,58c5c56d-b0db-4e67-ad1b-2d7e4bfcd500,DURABLE,T3,"Residual: static fact, structural rule or current value with no dated anchor",high,DURABLE,no
2025,71,00ac2d8f-3e72-4b55-b0e9-f0611b410010,PERISHABLE,T1,Name of a flagged-off expedition,medium,DURABLE,yes
2025,72,da0846a8-fb42-49c4-b9df-7447a5295d75,DURABLE,T3,Fixed history,medium,DURABLE,no
2025,73,7539b035-f878-4bc9-8e7d-3f5582a964db,DURABLE,T3,"Residual: static fact, structural rule or current value with no dated anchor",high,DURABLE,no
2025,74,da16eef0-aef4-4ece-985a-cf05db36caf6,PERISHABLE,T1,Ministry of Agriculture statements incl. 2024 sugarcane price,medium,PERISHABLE,no
2025,75,71fd899a-b967-418a-8079-7cbb08fbf975,DURABLE,T3,"Residual: static fact, structural rule or current value with no dated anchor",high,DURABLE,no
2025,76,160fbfab-367a-48c8-a5bf-7c2233001177,DURABLE,T3,"Residual: static fact, structural rule or current value with no dated anchor",high,DURABLE,no
2025,77,e336a437-36d8-4600-a35f-b38f44d4436b,DURABLE,T3,"Residual: static fact, structural rule or current value with no dated anchor",high,DURABLE,no
2025,78,ea5cbcc8-b3b5-4731-aae2-21b6837d81cf,PERISHABLE,T1,Guinness record set in 2025,high,PERISHABLE,no
2025,79,4134fd56-569d-48c1-b72e-c5a2b126cd4d,DURABLE,T3,"Residual: static fact, structural rule or current value with no dated anchor",high,DURABLE,no
2025,80,e7dae8e3-af8f-461e-b9db-6259a422c869,DURABLE,T3,"Residual: static fact, structural rule or current value with no dated anchor",high,DURABLE,no
2026,1,04ffc54a-812b-4c61-b25c-1f908ede131f,DURABLE,T3,"Residual: static fact, structural rule or current value with no dated anchor",high,DURABLE,no
2026,2,2f2031eb-b068-4189-9c44-8520a689b3e9,DURABLE,T3,OPEC membership - forum membership (cf. §2 T3 example),medium,PERISHABLE,yes
2026,3,ef3abb4d-658b-48b1-af7e-d8f6b0bfd75d,PERISHABLE,T1,CEPA signed December 2025,high,DURABLE,yes
2026,4,de1fe05f-4db9-4e7d-b736-bc661891ccd3,PERISHABLE,T1,Honour conferred 18 May 2026,high,PERISHABLE,no
2026,5,6b0f11cc-917a-4b79-a528-d7d31821cf55,DURABLE,T3,Fixed annual observance date,medium,PERISHABLE,yes
2026,6,9d688c8e-f58d-4519-9d70-63bbf51e5eb6,DURABLE,T3,Fixed annual observance date,medium,PERISHABLE,yes
2026,7,2022e57d-54e8-48b3-a1ca-9a6ae593ef20,PERISHABLE,T1,Cricketer becoming co-owner of a team,high,PERISHABLE,no
2026,8,91a65ba0-669c-4fbe-a590-bbb544b1b0ac,DURABLE,T3,"Residual: static fact, structural rule or current value with no dated anchor",high,DURABLE,no
2026,9,b1b9849f-bd96-4cc0-a1ec-47a8ba1c769a,DURABLE,T3,"Residual: static fact, structural rule or current value with no dated anchor",high,DURABLE,no
2026,10,4a0e3cc6-8e0b-42ea-a182-4b0a4761a47f,DURABLE,T3,"Residual: static fact, structural rule or current value with no dated anchor",high,DURABLE,no
2026,11,567adce5-89df-4dc8-8e92-f2716b321b54,DURABLE,T3,"Residual: static fact, structural rule or current value with no dated anchor",high,DURABLE,no
2026,12,d5975b37-c0aa-4532-9030-178ce9bc6a3e,DURABLE,T3,"Residual: static fact, structural rule or current value with no dated anchor",high,DURABLE,no
2026,13,e0785b24-5a22-4270-903f-29bf8ca8ce88,DURABLE,T3,"Residual: static fact, structural rule or current value with no dated anchor",high,DURABLE,no
2026,14,db8e599f-e6a6-4020-85db-ce46a0258cf9,DURABLE,T3,Location of a centre - installation geography,medium,PERISHABLE,yes
2026,15,74e8eb73-feda-431e-ae1e-d817ecc2f3bc,DURABLE,T3,"Residual: static fact, structural rule or current value with no dated anchor",high,DURABLE,no
2026,16,df98d6c3-307d-42d2-9d88-9fc3cba2b14f,DURABLE,T3,"Product identity, no date in stem",medium,PERISHABLE,yes
2026,17,29e05594-470e-4f38-87df-2db9ad5bf3b8,DURABLE,T3,Strategy framework design (§3.4),medium,DURABLE,no
2026,18,16ebb855-d630-4b16-aa86-160abcbb225f,DURABLE,T3,"Residual: static fact, structural rule or current value with no dated anchor",high,DURABLE,no
2026,19,f3891a94-4292-4271-8cd8-098f2d7c9347,PERISHABLE,T2,ICC Women's T20 World Cup 2026 host,high,PERISHABLE,no
2026,20,c6f4a179-832d-4d00-8e21-d3851ae27ee5,PERISHABLE,T1,Census 2027 plan announcements,medium,PERISHABLE,no
2026,21,687061dd-0502-4743-90c1-808b215ebbbe,DURABLE,T3,"Residual: static fact, structural rule or current value with no dated anchor",high,DURABLE,no
2026,22,fba8b074-a1ac-4ac1-ac0b-ae4423d6e9b0,PERISHABLE,T1,Award for 2024-25,high,PERISHABLE,no
2026,23,435e6157-3134-451d-a3b0-d7e169ea32a4,DURABLE,T3,Project geography of a proposed tunnel,medium,PERISHABLE,yes
2026,24,731f7ea2-af59-4434-963c-ec99b77bf40e,DURABLE,T3,"Current IUCN status, no date in stem (§3.1)",medium,DURABLE,no
2026,25,96983e4c-9443-438f-ba1d-4a9622cb33a7,DURABLE,T3,"Residual: static fact, structural rule or current value with no dated anchor",high,DURABLE,no
2026,26,e31db937-4117-4543-944a-0ffa11ad37c6,DURABLE,T3,"Residual: static fact, structural rule or current value with no dated anchor",high,DURABLE,no
2026,27,81ef43fd-1890-405f-9ce2-48ecb8b555ec,DURABLE,T3,"Residual: static fact, structural rule or current value with no dated anchor",high,DURABLE,no
2026,28,a7cd2a57-d363-4ead-ba0b-5290d0ceb402,PERISHABLE,T1,Licence cancelled April 2026,high,PERISHABLE,no
2026,29,d05258b3-b61d-47be-b1c6-752e578da1ca,DURABLE,T3,"Residual: static fact, structural rule or current value with no dated anchor",high,DURABLE,no
2026,30,fd588fbf-d6de-4553-809b-0941ae676f05,DURABLE,T3,"Residual: static fact, structural rule or current value with no dated anchor",high,DURABLE,no
2026,31,50a601b2-a5b1-4d35-972c-b57d1937cd63,DURABLE,T3,Historic Bharat Ratna conferrals - not a current occasion,medium,PERISHABLE,yes
2026,32,0a1a3638-6d31-46b8-b17d-2fa4af6dcdbd,DURABLE,T3,"Residual: static fact, structural rule or current value with no dated anchor",high,DURABLE,no
2026,33,be6cee63-52ce-4af0-a166-65ee63ac9904,DURABLE,T3,"Residual: static fact, structural rule or current value with no dated anchor",high,DURABLE,no
2026,34,799413a5-0a2a-4717-a6c4-b34dde156250,DURABLE,T3,"Residual: static fact, structural rule or current value with no dated anchor",high,DURABLE,no
2026,35,e632c832-0d26-4c61-bb8c-abbde570ac90,DURABLE,T3,"Residual: static fact, structural rule or current value with no dated anchor",high,DURABLE,no
2026,36,c3a497a7-9821-4a3b-99c5-11961fefda9c,DURABLE,T3,"Residual: static fact, structural rule or current value with no dated anchor",high,DURABLE,no
2026,37,d55a8109-c3ce-4e08-8800-2ba9574fed77,PERISHABLE,T1,MoU signed April 2026,high,PERISHABLE,no
2026,38,9d3bf2a4-fd78-4666-8562-3117423f24c7,DURABLE,T3,"Residual: static fact, structural rule or current value with no dated anchor",high,DURABLE,no
2026,39,978308d3-3020-45b1-bee7-e05d9a8237ab,DURABLE,T3,Asked fact is a player's nationality - static,medium,PERISHABLE,yes
2026,40,7b6e13e8-ac4c-444c-b3b6-b10f0094aa31,DURABLE,T3,Project geography of a proposed museum,medium,PERISHABLE,yes
2026,41,9f00a91a-b5cd-4d75-b20f-1c91b2e71336,DURABLE,T3,"Residual: static fact, structural rule or current value with no dated anchor",high,DURABLE,no
2026,42,6c929b39-df7d-40a7-9df7-d26ae33bc1bd,DURABLE,T3,"Residual: static fact, structural rule or current value with no dated anchor",high,DURABLE,no
2026,43,977fc7d2-9209-41a9-b086-aa58f10c4ae9,DURABLE,T3,"Residual: static fact, structural rule or current value with no dated anchor",high,DURABLE,no
2026,44,b51c3c4e-a34c-49f9-a14c-e66bb964a02d,DURABLE,T3,Standing rule,medium,DURABLE,no
2026,45,2e6d4e64-95cf-44de-8875-01b25c1f48ba,DURABLE,T3,"Residual: static fact, structural rule or current value with no dated anchor",high,DURABLE,no
2026,46,68e42cf5-bdc0-44dc-b55e-0b32cccf5dc6,PERISHABLE,T2,Chairman of the 16th Finance Commission,medium,PERISHABLE,no
2026,47,b8b7b526-5f4a-4e6c-a745-c7278d4d8b9c,DURABLE,T3,"Residual: static fact, structural rule or current value with no dated anchor",high,DURABLE,no
2026,48,3bc9fd7d-5859-43f1-9dcd-5851b548e7f9,PERISHABLE,T2,27th Chief of the Naval Staff - officeholder,medium,PERISHABLE,no
2026,49,4fe8bf7a-616d-4429-98ff-24bfa1d9ac7f,PERISHABLE,T1,"RCB acquisition consortium, 2026",high,PERISHABLE,no
2026,50,cbaa3783-ccfe-4e0b-a8b3-204aad07c090,DURABLE,T3,"Residual: static fact, structural rule or current value with no dated anchor",high,DURABLE,no
2026,51,b6154be5-0c97-4d1b-9085-61db1b0ff915,DURABLE,T3,"Residual: static fact, structural rule or current value with no dated anchor",high,DURABLE,no
2026,52,589f35cb-b76f-42b3-9703-2da6982a1ab4,DURABLE,T3,"Residual: static fact, structural rule or current value with no dated anchor",high,DURABLE,no
2026,53,b15cae37-0c87-4b04-a5fc-b7a382470347,PERISHABLE,T1,Guinness record event,high,PERISHABLE,no
2026,54,86002779-8904-4179-8b03-6ba2d7001140,DURABLE,T3,"Residual: static fact, structural rule or current value with no dated anchor",high,DURABLE,no
2026,55,b30bbf95-5f03-42dd-9f17-ea9dd47c0b55,PERISHABLE,T1,PFRDA National Award conferral,high,PERISHABLE,no
2026,56,7105ad1e-b88f-4afa-b261-7a33a4eb90bc,DURABLE,T3,"Residual: static fact, structural rule or current value with no dated anchor",high,DURABLE,no
2026,57,7802b29f-d1c9-4981-a09f-a339deaa043f,DURABLE,T3,"Residual: static fact, structural rule or current value with no dated anchor",high,DURABLE,no
2026,58,922d1947-2b01-4243-83aa-789c7ba407c9,DURABLE,T3,"Residual: static fact, structural rule or current value with no dated anchor",high,DURABLE,no
2026,59,91675498-0569-496e-8d80-11c891abf42b,PERISHABLE,T1,Release of a satellite-tagged turtle,medium,PERISHABLE,no
2026,60,928c8863-88b8-4b61-91f4-32d682e5b755,PERISHABLE,T2,Host of the inaugural ICC Women's Challenge Trophy,high,PERISHABLE,no
2026,61,4ac4735e-ef03-4ce1-8b15-565c201734d3,DURABLE,T3,"Residual: static fact, structural rule or current value with no dated anchor",high,DURABLE,no
2026,62,dd38a08c-5445-49ca-bbdb-d5fd4185aec5,DURABLE,T3,"Residual: static fact, structural rule or current value with no dated anchor",high,DURABLE,no
2026,63,c02fea59-8401-4fb7-b276-a448bde38fa8,PERISHABLE,T2,World Press Freedom Index 2026 rank,high,PERISHABLE,no
2026,64,44a29ded-7bfb-43d7-949b-c1fc34797e05,PERISHABLE,T1,ADB announcement of a US$70bn push,high,PERISHABLE,no
2026,65,d435def6-8729-4739-9750-91403668a092,DURABLE,T3,"Residual: static fact, structural rule or current value with no dated anchor",high,DURABLE,no
2026,66,94ce286e-c5cb-447f-bc2f-65c818c4becc,DURABLE,T3,"Residual: static fact, structural rule or current value with no dated anchor",high,DURABLE,no
2026,67,c26a338e-8567-4748-becf-9d81c59255b4,PERISHABLE,T1,Export restriction extended May 2026,high,PERISHABLE,no
2026,68,54dd9e3e-17f2-4d72-9939-b53c93cb873e,PERISHABLE,T2,International Booker Prize 2026 winner,high,PERISHABLE,no
2026,69,7ecdb3f0-003c-4c2e-9d80-1ece9f65d7eb,PERISHABLE,T1,"NBFC licence approval, April 2026",high,PERISHABLE,no
2026,70,02a9bdaa-c40f-4977-876d-ed4f107251ee,DURABLE,T3,"Residual: static fact, structural rule or current value with no dated anchor",high,DURABLE,no
2026,71,acbee2a8-8961-4ffb-a443-22eeb4dc2f4b,DURABLE,T3,"Residual: static fact, structural rule or current value with no dated anchor",high,DURABLE,no
2026,72,db183f8d-748a-4340-ad0e-5a44a026bf1a,DURABLE,T3,"Residual: static fact, structural rule or current value with no dated anchor",high,DURABLE,no
2026,73,1801d1c0-7922-4a17-adb6-374031799f1d,DURABLE,T3,"Residual: static fact, structural rule or current value with no dated anchor",high,DURABLE,no
2026,74,4e6985ab-cded-482f-b6c6-9969afc31733,DURABLE,T3,"Residual: static fact, structural rule or current value with no dated anchor",high,DURABLE,no
2026,75,41ffa638-a718-46e0-8c78-10588af603ac,DURABLE,T3,"Residual: static fact, structural rule or current value with no dated anchor",high,DURABLE,no
2026,76,3b5103c4-e6d0-452c-9366-d7d58a3b779a,PERISHABLE,T1,Bank credit growth as on end-March 2026,high,PERISHABLE,no
2026,77,b2e9bac9-ffee-4db3-b5cb-0737ec403527,DURABLE,T3,Publisher of a named report (§3.2),medium,DURABLE,no
2026,78,d96cfb79-19ef-49de-93be-1538fcddb0d9,PERISHABLE,T2,Hurun Unlisted Gems 2026 rank,high,PERISHABLE,no
2026,79,150337ff-ae50-44a6-aabc-fc772b95a9d7,DURABLE,T3,"Residual: static fact, structural rule or current value with no dated anchor",high,DURABLE,no
2026,80,46a64e8c-60c2-4cc2-9c66-c22985622365,PERISHABLE,T1,Renewable-energy figures incl. July 2025,high,PERISHABLE,no
