paper_code,content_hash,year,paper,official_number,sub_part,text,kind,subject_slug,status,proposed_slug,proposed_name,score,runner_up_slug,runner_up_name,runner_up_score,proposer_version,approved,edited_slug,essay_type,reviewer_note
UPSC-CSE-MAINS-GS-2013-GS3,e16953ef8a0ab798c3536c82e0da6a19804001067f1fb2f5d04a4f2d76f290fe,2013,GS3,15,,What do you understand by Fixed Dose Drug Combinations (FDCs)? Discuss their merits and demerits. [200 words],topic,upsc-cse-mains-gs3,MAPPED,gs-3-internal-security-organized-crime-types-control-challenges-drug-trafficking-7375eb00,"Organized crime: types, control challenges, drug trafficking in India, combating strategies, and the terrorism-organized-crime linkage",0.2131,gs-3-internal-security-data-security-and-the-justice-b-n-srikrishna-committee-re-ed5c4bc5,Data security and the Justice B.N. Srikrishna Committee Report on personal data protection; drug trafficking's linkage to gunrunning/human trafficking; NPAs as a structural drag on the credit cycle for infrastructure,0.1688,gs-insert-tag-proposer-v1,,,,
UPSC-CSE-MAINS-GS-2013-GS3,f419d44195282dc3282c01bd7cc6fed0688b3f22c46c92e4c5ae934674f00e16,2013,GS3,16,,What do you understand by Umpire Decision Review System in Cricket? Discuss its various components. Explain how silicone tape on the edge of a bat may fool the system? [200 words],topic,upsc-cse-mains-gs3,MAPPED,gs-3-indian-economy-planning-resource-mobilization-and-inclusive-growth-financia-d4d90a56,"Financial system: components, financial institutions (banking and non-banking), financial assets/markets, and the financial system's pandemic-era resilience",0.3238,gs-3-agriculture-public-distribution-system-objectives-functioning-limitations-r-00f3d33f,"Public Distribution System: objectives, functioning, limitations, revamping from universal to targeted PDS, cost-benefit analysis, buffer-stock policy, and the Food Security Bill's resource-mobilization/criticism debate",0.1753,gs-insert-tag-proposer-v1,,,,
UPSC-CSE-MAINS-GS-2013-GS3,518be69397099cd64ce8c640de8878702dc2bb78d8d7570a97c705762540048b,2013,GS3,17,,What is a digital signature? What does its authentication mean? Give various salient built-in features of a digital signature. [100 words],topic,upsc-cse-mains-gs3,MAPPED,gs-3-environment-ecology-and-bio-diversity-environmental-laws-constitutional-pro-82b9d5dc,"Environmental laws: constitutional provisions and salient features of the Air Act 1981, Water Act 1974, Forest Conservation Act 1980, Wildlife Protection Act 1972, Environment (Protection) Act 1986",0.134,gs-3-indian-economy-planning-resource-mobilization-and-inclusive-growth-monetary-1c3ef620,"Monetary & financial-sector policy: stock-market factors, RBI surplus transfer/gold reserves, RBI liquidity management, bad-loans problem, disinvestment, cryptocurrency regulation, Digital Public Infrastructure",0.1315,gs-insert-tag-proposer-v1,,,,
UPSC-CSE-MAINS-GS-2013-GS3,eb7894f8f7dfa505e00716036c705179820988d0ade0229ba29aaf8eea13a4d8,2013,GS3,18,,How does the 3D printing technology work? List out the advantages and disadvantages of the technology. [100 words] S,topic,upsc-cse-mains-gs3,MAPPED,gs-3-science-and-technology-robotics-and-ai-classification-of-robots-advantages-a0b9cf4b,"Robotics and AI: classification of robots, advantages/disadvantages, applications across sectors, neural networks, machine learning/deep learning, and AI-robotics convergence",0.3834,gs-3-science-and-technology-institutions-and-s-t-policy-india-s-s-t-policy-frame-fddc19fe,"Institutions and S&T policy: India's S&T policy framework, DST, CSIR, Science and Engineering Research Board, Technology Development Board, NABL accreditation, and the Technology Vision Document 2035",0.2291,gs-insert-tag-proposer-v1,,,,
UPSC-CSE-MAINS-GS-2013-GS3,e51df88d90235f527b5150ac20404a33fbf78b86467f8ab6c80376f0b2643889,2013,GS3,19,,What is an FRP composite material? How are they manufactured? Discuss their applications in aviation and automobile industries. [100 words] >,topic,upsc-cse-mains-gs3,MAPPED,gs-3-indian-economy-planning-resource-mobilization-and-inclusive-growth-industry-dd13a0fb,"Industry, infrastructure & manufacturing economics: India's manufacturing landscape, critical-mineral economic significance, power-demand growth, coastal economy, Indian Railways overhaul, steel imports",0.273,gs-3-environment-ecology-and-bio-diversity-waste-materials-management-microplast-269a70a8,"Waste & materials management: microplastics, single-use-plastics battle, e-waste/solar-waste management, plastic-to-fuel conversion, manufactured sand, Battery Waste Management Rules",0.1968,gs-insert-tag-proposer-v1,,,,
UPSC-CSE-MAINS-GS-2013-GS3,ea1be8e63dd52ddf3abddc6df09107e6ad7631a73398e4888c77c92dcd569d33,2013,GS3,20,,What do you understand by Run-of-river hydroelectricity project? How is it different from any other hydroelectricity project? [100 words],topic,upsc-cse-mains-gs3,MAPPED,gs-3-environment-ecology-and-bio-diversity-effect-of-human-activities-on-the-env-1fd7196c,"Effect of human activities on the environment: impacts of modern agriculture, housing, power generation, river-valley/mining/transport/tourism projects on ecosystems",0.3224,gs-3-environment-ecology-and-bio-diversity-biodiversity-conservation-ex-situ-vs-6f8f18a3,"Biodiversity conservation: ex-situ vs in-situ conservation, seed banks, zoos/botanical gardens, protected areas, UNESCO Man-and-Biosphere Programme, CBD/Cartagena/Nagoya Protocols, Aichi Targets, Important Bird Areas, Global Tiger Initiative/Project Tiger, Project Elephant, Indian Rhino Vision, and recovery programmes for critically endangered species",0.221,gs-insert-tag-proposer-v1,,,,
UPSC-CSE-MAINS-GS-2013-GS3,099b3151f2b69b6a80aa3479be3d2f858b7a3c26cdc5734850bf429d9e01285a,2013,GS3,21,,"How important are vulnerability and risk assessment for pre-disaster management? As an administrator, what are key areas that you would focus on in a Disaster Management System. [200 words]",topic,upsc-cse-mains-gs3,MAPPED,gs-3-disaster-management-disaster-management-preparedness-and-mitigation-communi-20479bc5,"Disaster management, preparedness and mitigation: community-based management, government initiatives, National Disaster Management Act 2005, global DRR frameworks (Sendai vs earlier Hyogo Framework), disaster insurance, media's role, gender-sensitive disaster response, disaster-management cycle, NGO role, and pre-disaster preparation",0.5064,gs-3-disaster-management-institutional-policy-frameworks-national-disaster-manag-0640b32c,"Institutional & policy frameworks: National Disaster Management Plan updates, PM's Ten-Point DRR Agenda, India's Atmanirbharta in disaster management, disaster-risk financing (G20), Coalition for Disaster Resilient Infrastructure (CDRI)",0.4896,gs-insert-tag-proposer-v1,,,,
UPSC-CSE-MAINS-GS-2013-GS3,f220c9b08e19d5f22994f5cf0e1a785de0948806ea38cf679b0c1357ed3a0159,2013,GS3,22,,What are the consequences of Illegal mining? Discuss the Ministry of Environment and Forests’ concept of GO AND NO GO zones for coal mining sector. [200 words],topic,upsc-cse-mains-gs3,MAPPED,gs-3-environment-ecology-and-bio-diversity-minerals-and-environmental-degradatio-6311f09f,"Minerals and environmental degradation: mining's direct/indirect impacts, international mining laws, and sustainable-mining regulation in India",0.3909,gs-3-environment-ecology-and-bio-diversity-forest-land-degradation-soil-erosion-881be350,"Forest & land degradation: soil-erosion crisis, forest fires, market-based forest-conservation approaches, Amazon forest fires, desertification, Aravalli mining",0.2695,gs-insert-tag-proposer-v1,,,,
UPSC-CSE-MAINS-GS-2013-GS3,45bb89b8449e8353ede8a27ac8709be7b76389bc5f481238c1673406d6787b76,2013,GS3,23,,"Enumerate the National Water Policy of India. Taking river Ganges as an example, discuss the strategies which may be adopted for river water pollution control and management. What are the legal provisions of management and handling of hazardous wastes in India? [200 words]",topic,upsc-cse-mains-gs3,MAPPED,gs-3-environment-ecology-and-bio-diversity-water-resource-degradation-hydrologic-d0b0b048,"Water-resource degradation: hydrological cycle, groundwater depletion, water-borne/water-induced diseases, fluoride/arsenic contamination in drinking water",0.3328,gs-3-environment-ecology-and-bio-diversity-wetlands-water-security-constructed-w-c0c1c481,"Wetlands & water security: constructed wetlands, urban water crisis",0.2651,gs-insert-tag-proposer-v1,,,,
UPSC-CSE-MAINS-GS-2013-GS3,a937e1b2352bbb2c8ba868f6a8f890ca2d3a7862f4228fe5518d4d95b59832c2,2013,GS3,24,,Money laundering poses a serious security threat to a country’s economic sovereignty. What is its significance for India and what steps are required to be taken to control this menace? [200 words],topic,upsc-cse-mains-gs3,MAPPED,gs-3-internal-security-basics-of-cyber-security-types-of-cyber-crimes-impact-and-52e7ad4b,"Basics of cyber security: types of cyber crimes, impact and required steps, ransomware incidents, India's cyber-security infrastructure, and the National Cyber Security Policy 2013",0.301,gs-3-internal-security-money-laundering-and-black-money-meaning-and-harmful-effe-36a2ec4e,"Money laundering and black money: meaning and harmful effects of money laundering, PMLA 2002 provisions as a check on organized crime/terror-financing, parallel economy dimensions, demonetisation's impact on black money, and cross-border money-laundering coordination challenges",0.2417,gs-insert-tag-proposer-v1,,,,
UPSC-CSE-MAINS-GS-2013-GS3,b4dbf9555ca9473efd599a1b3d1f0a4219546526f31d98e81dc72ae5968574fa,2013,GS3,25,,What are social networking sites and what security implications do these sites present? [200 words] spare 1),topic,upsc-cse-mains-gs3,MAPPED,gs-3-internal-security-social-media-and-internal-security-threats-regulation-cha-5bb66803,"Social media and internal-security threats: regulation challenges, AI's dual role, and monitoring difficulties",0.2471,gs-3-internal-security-cyber-information-security-geospatial-data-and-internal-s-1c34e247,"Cyber & information security: geospatial data and internal security, Pegasus-spyware controversy, ransomware (Akira), deepfake threats to social trust",0.2321,gs-insert-tag-proposer-v1,,,,
UPSC-CSE-MAINS-GS-2013-GS3,5b3b3a3faaef3ef1a006f79361e1d56e486092a67bba9a16181f894dbe8c5009,2013,GS3,26,,Cyber warfare is considered by some defense analysts to be a larger threat than even Al Qaeda or terrorism. What do you understand by Cyber warfare? Outline the cyber threats which India is vulnerable to and bring out the state of the country’s preparedness to deal with the same. [200 words] an),topic,upsc-cse-mains-gs3,MAPPED,gs-3-internal-security-cyber-warfare-factors-aggravating-cyber-attacks-and-recen-55d7d78b,Cyber warfare: factors aggravating cyber attacks and recent initiatives to tackle cyber warfare; structural/command changes needed for urban asymmetric-warfare threats,0.5421,gs-3-internal-security-basics-of-cyber-security-types-of-cyber-crimes-impact-and-52e7ad4b,"Basics of cyber security: types of cyber crimes, impact and required steps, ransomware incidents, India's cyber-security infrastructure, and the National Cyber Security Policy 2013",0.2722,gs-insert-tag-proposer-v1,,,,
UPSC-CSE-MAINS-GS-2013-GS3,2625b560debc9ded0352c8c92ee1d35d87be939e4b445d41eaf261ca7d983a09,2013,GS3,27,,Article 244 of the Indian Constitution relates to administration of scheduled areas and tribal areas. Analyse the impact of non-implementation of the provisions of the Fifth schedule on the growth of Left Wing extremism. [200 words],topic,upsc-cse-mains-gs3,MAPPED,gs-3-internal-security-linkage-between-development-and-extremism-left-wing-extre-2836bec9,"Linkage between development and extremism: Left-Wing Extremism's stated purpose, its resonance with common people, Covid-19's effect on Naxalism, why LWE is deemed the biggest internal-security threat, and its nexus with illegal mining in forest tracts",0.2444,gs-3-internal-security-border-territorial-security-india-china-ladakh-border-ten-79a0d177,"Border & territorial security: India-China Ladakh border tensions, India-Pakistan LoC ceasefire, demographic inversion in border areas from illegal immigration, post-Article-370 J&K developments",0.1748,gs-insert-tag-proposer-v1,,,,
UPSC-CSE-MAINS-GS-2013-GS3,75fe605bb9118004af2592e8627894c1fc93e728e31a0b47b1b4b4a60148e830,2013,GS3,28,,How far are India’s internal security challenges linked with border management particularly in view of the long porous borders with most countries of South Asia and Myanmar? [200 words],topic,upsc-cse-mains-gs3,MAPPED,gs-3-internal-security-security-challenges-in-border-areas-challenges-to-border-a90ce481,"Security challenges in border areas: challenges to border management, community-participation approaches, non-demarcated border segments, and eastern-border illegal-migration security challenges",0.5082,gs-3-internal-security-border-territorial-security-india-china-ladakh-border-ten-79a0d177,"Border & territorial security: India-China Ladakh border tensions, India-Pakistan LoC ceasefire, demographic inversion in border areas from illegal immigration, post-Article-370 J&K developments",0.3834,gs-insert-tag-proposer-v1,,,,
UPSC-CSE-MAINS-GS-2013-GS4,4cba1ebe4c18016df2ca67c70a1f51a59e93720e380d7273b90a925d66f65179,2013,GS4,1,,What do you understand by ‘values’ and ‘ethics’? In what way is it important to be ethical along with being professionally competent?,topic,upsc-cse-mains-gs4,MAPPED,gs-4-ethics-and-human-interface-role-of-ethical-values-in-governance-and-society-83c32383,Role of ethical values in governance and society; significance of value in civil services; society's and educational institutions' contribution to inculcating values; aesthetic values; values in work-life and professional ethics,0.347,gs-4-public-civil-service-values-and-ethics-in-public-administration-ethical-con-d4849c2f,Ethical concerns/dilemmas in public and private institutions; laws/rules/regulations vs conscience as sources of ethical guidance; accountability and ethical-governance strengthening,0.2341,gs-insert-tag-proposer-v1,,,,
UPSC-CSE-MAINS-GS-2013-GS4,dc0ce444662645a8111ddfa368e7493e309f56c6847228da0f468d32fd91bca3,2013,GS4,2,,What do you understand by the following terms in the context of public service?,topic,upsc-cse-mains-gs4,MAPPED,gs-4-probity-in-governance-concept-of-public-service-and-the-philosophical-basis-912978f7,Concept of public service and the philosophical basis of governance/probity; public servants as 'trustees' of public power and financial resources,0.2182,gs-4-emotional-intelligence-the-self-awareness-cluster-understanding-feelings-ac-d5d2be97,"The self-awareness cluster (understanding feelings, accurate self-assessment) and self-management cluster (managing internal states/impulses/resources)",0.1752,gs-insert-tag-proposer-v1,,,,
UPSC-CSE-MAINS-GS-2013-GS4,7f7d9f598652d68142cd107319ce1117fe7757eb69ad6a0c1317a04018b3bf28,2013,GS4,3,,Indicate two more attributes which you consider important for public service. Justify your answer.,topic,upsc-cse-mains-gs4,MAPPED,gs-4-probity-in-governance-accountability-vs-responsibility-distinguishing-the-t-589a9779,Accountability vs Responsibility: distinguishing the two with a suitable example; utilisation of public funds and problems in fund release/utilisation; parliamentary control on expenditure,0.3125,gs-4-probity-in-governance-concept-of-public-service-and-the-philosophical-basis-912978f7,Concept of public service and the philosophical basis of governance/probity; public servants as 'trustees' of public power and financial resources,0.2182,gs-insert-tag-proposer-v1,,,,
UPSC-CSE-MAINS-GS-2013-GS4,90ead57861f5b241673fc2a43d6bb2eeade3c6c18f4965b6c3c7e68cc382c547,2013,GS4,4,,"Some people feel that values keep changing with time and situation, while others strongly believe that there are certain universal and eternal human values. Give your perception in this regard with due justification.",topic,upsc-cse-mains-gs4,MAPPED,gs-4-ethics-and-human-interface-human-values-socialization-and-individual-person-a9c4ba42,Human values: socialization and individual personality/value formation; values and skill; fundamental vs instrumental values; democratic values,0.2434,gs-4-ethics-and-human-interface-role-of-ethical-values-in-governance-and-society-83c32383,Role of ethical values in governance and society; significance of value in civil services; society's and educational institutions' contribution to inculcating values; aesthetic values; values in work-life and professional ethics,0.1992,gs-insert-tag-proposer-v1,,,,
UPSC-CSE-MAINS-GS-2013-GS4,26f528973c6fe2e19096cdcb54e89e758a4b159af4656136833c54c95113b2e2,2013,GS4,5,,What is ‘emotional intelligence’ and how can it be developed in people? How does it help an individual in taking ethical decisions?,topic,upsc-cse-mains-gs4,MAPPED,gs-4-emotional-intelligence-theories-associated-with-emotional-intelligence-and-a82db520,Theories associated with emotional intelligence and whether EI can be developed; components of emotional competence,0.5023,gs-4-emotional-intelligence-the-social-awareness-cluster-reading-people-groups-a-37c39c30,The social-awareness cluster (reading people/groups accurately) and relationship-management cluster (inducing desirable responses in others),0.2529,gs-insert-tag-proposer-v1,,,,
UPSC-CSE-MAINS-GS-2013-GS4,51172f64265d309a195ac5216875ee3c46f35062d3738ca7351cd7ad1b8d2f7c,2013,GS4,6,,What do you understand by the term ‘voice of conscience’? How do you prepare yourself to heed to the voice of conscience?,topic,upsc-cse-mains-gs4,MAPPED,gs-4-public-civil-service-values-and-ethics-in-public-administration-conscience-638e7bd4,Conscience vs conformity: whistleblowing dilemmas within rule-bound bureaucratic hierarchies (including the Edward Snowden case — legality vs moral obligation to inform the public),0.1838,gs-4-public-civil-service-values-and-ethics-in-public-administration-ethical-con-d4849c2f,Ethical concerns/dilemmas in public and private institutions; laws/rules/regulations vs conscience as sources of ethical guidance; accountability and ethical-governance strengthening,0.1705,gs-insert-tag-proposer-v1,,,,
UPSC-CSE-MAINS-GS-2013-GS4,fb0a43a662ea0d85c4b4865ca85a4dedd5b65715c66be35a0d6239d57982e8d6,2013,GS4,7,,What is meant by ‘crisis of conscience’? Narrate one incident in your life when you were faced with such a crisis and how you resolved the same.,topic,upsc-cse-mains-gs4,MAPPED,gs-4-applied-ethics-and-case-studies-refugees-and-ethics-why-migration-occurs-th-8bcaeab6,"Refugees and ethics: why migration occurs, the Syria case study, dilemmas of the refugee crisis, and steps needed",0.1997,gs-4-emotional-intelligence-importance-of-ei-at-the-workplace-and-in-civil-servi-8723fb7f,Importance of EI at the workplace and in civil services; components of EI applied to conflict resolution and crisis-time administrative communication,0.1927,gs-insert-tag-proposer-v1,,,,
UPSC-CSE-MAINS-GS-2013-GS4,35b612cd1c2585a5e185a1b97851a219e8e5182a276213e3e43d9a450f326534,2013,GS4,8,,“There is enough on this earth for every one’s need but for no one’s greed.” —Mahatma Gandhi,topic,upsc-cse-mains-gs4,MAPPED,gs-4-aptitude-and-foundational-values-for-civil-service-empathy-and-compassion-a-ec94a946,Empathy and compassion as values distinguishing a pro-poor administrator from a status-quoist one; consequences of political alignment by bureaucrats,0.195,gs-4-human-values-contributions-of-moral-thinkers-and-administrative-thinkers-in-3545b522,"Indian moral/spiritual exemplars used as case anchors: Mahatma Gandhi, Dr S. Radhakrishnan, Rabindranath Tagore, Swami Dayanand Saraswati, Mahadeva Govinda Ranade, Sri Aurobindo, Swami Vivekananda, Sardar Patel, B.R. Ambedkar, Raja Ram Mohan Roy, Chhatrapati Shahu Maharaj, Kautilya's classical administrative-ethics ideals",0.1169,gs-insert-tag-proposer-v1,,,,
UPSC-CSE-MAINS-GS-2013-GS4,a12f8148a8ea2d4efd9661ffd97f678ebb9aae0363b72bac831b432f02e5cce7,2013,GS4,9,,"“Nearly all men can withstand adversity, but if you want to test a man’s character, give him power.”—Abraham Lincoln",topic,upsc-cse-mains-gs4,MAPPED,gs-4-human-values-contributions-of-moral-thinkers-and-administrative-thinkers-gl-2563fd22,"Global moral/civic exemplars used as case anchors: Abraham Lincoln, Nelson Mandela, Martin Luther King, Aung San Suu Kyi, Dalai Lama, Mother Teresa, Albert Einstein, J.L. Nehru, Lee Kuan Yew, Henry Ford, Abdul Kalam, Muhammad Yunus, Wangari Maathai, Kofi Annan, Desmond Tutu, Elie Wiesel",0.1688,gs-4-probity-in-governance-concept-of-public-service-and-the-philosophical-basis-912978f7,Concept of public service and the philosophical basis of governance/probity; public servants as 'trustees' of public power and financial resources,0.1506,gs-insert-tag-proposer-v1,,,,
UPSC-CSE-MAINS-GS-2013-GS4,67ec0a1b739eae8047b48a82f8cf1c0066c473d980e00bcb8f8e3e1281b90381,2013,GS4,10,,“I count him braver who overcomes his desires than him who overcomes his enemies.”—Aristotle,topic,upsc-cse-mains-gs4,MAPPED,gs-4-human-values-contributions-of-moral-thinkers-and-administrative-thinkers-we-3e245f33,"Western philosophers used as ethics-paper anchors: Plato, Aristotle, Socrates, Jeremy Bentham, J.S. Mill, Thomas Hobbes, John Locke, Jean-Jacques Rousseau, John Rawls, Immanuel Kant (categorical imperative applied to public service), Carol Gilligan, Jean-Paul Sartre, Hegel, Confucius, Rene Descartes, Karl Marx, Adam Smith, Thomas Aquinas, David Hume, Montesquieu, Friedrich Nietzsche",0.1393,gs-4-applied-ethics-and-case-studies-animal-ethics-research-on-animals-keeping-a-233cb8de,"Animal ethics: research on animals, keeping animals as pets, cruelty against animals",0.0,gs-insert-tag-proposer-v1,,,,
UPSC-CSE-MAINS-GS-2013-GS4,8519711109fe1e3fef3f30e458b4737cf25784955d93b3ba826c5f22bad81809,2013,GS4,11,,a ue feat at WHat 8? (150 we) “The good of an individual is contained in the good of all.” What do you understand by this statement? How can this principle be implemented in public life?,topic,upsc-cse-mains-gs4,MAPPED,gs-4-public-civil-service-values-and-ethics-in-public-administration-corporate-g-a52a65a1,"Corporate governance: concept, models of Corporate Social Responsibility, World Bank steps for good corporate governance, and norms for corporate governance in India; concept of business ethics",0.161,gs-4-ethics-and-human-interface-significance-of-public-service-values-objectivit-ce1073c9,"Significance of public-service values (objectivity, dedication, tolerance) in a multi-cultural society like India; corruption in public life as a systemic failure rather than purely individual moral decay",0.1348,gs-insert-tag-proposer-v1,,,,
UPSC-CSE-MAINS-GS-2013-GS4,114362b44ccb26495ac34a5df417428e24c8477cd0f84a0a17c57f2fc42261a9,2013,GS4,12,,It is often said that ‘politics’ and ‘ethics’ do not go together. What is your opinion in this regard? Justify your answer with illustrations.,topic,upsc-cse-mains-gs4,MAPPED,gs-4-applied-ethics-and-case-studies-public-discourse-rights-ethics-case-studies-1c38c2e1,"Public discourse & rights ethics (case studies): internet-shutdown ethics, free speech on social media, social-media influencing, moral policing, identity politics and gender justice, sex-workers'/LGBTQIA+ rights, reproductive rights, 'wokeism' debates",0.2239,gs-4-applied-ethics-and-case-studies-labour-social-welfare-ethics-case-studies-m-fd5e5fca,"Labour & social-welfare ethics (case studies): manual-scavenging as societal ethics, labour/worker ethics (working hours), live-in-relationship ethics, food-service safety ethics, consumerism, individual social responsibility, nudge ethics",0.1055,gs-insert-tag-proposer-v1,,,,
UPSC-CSE-MAINS-GS-2013-GS4,3afe4af38c9c3545e3e30bce3acd331b47746d82e99ec923f266eb91dc1f207d,2013,GS4,13,,"Also please indicate (without necessarily restricting to the above options) what you would like to advise, giving proper reasons.",topic,upsc-cse-mains-gs4,MAPPED,gs-4-ethics-and-human-interface-significance-of-public-service-values-objectivit-ce1073c9,"Significance of public-service values (objectivity, dedication, tolerance) in a multi-cultural society like India; corruption in public life as a systemic failure rather than purely individual moral decay",0.1645,gs-4-aptitude-and-foundational-values-for-civil-service-can-an-administrator-suc-68315897,"Can an administrator succeed on aptitude alone, without integrity? — the integrity-vs-competence debate; impartiality maintenance under political transfer-posting pressures",0.1551,gs-insert-tag-proposer-v1,,,,
UPSC-CSE-MAINS-GS-2013-GS4,a9e10a2e03512ff87f302a6bba8e04dcc077307b1a4e01d637a01d437e3d6570,2013,GS4,14,,"You are working as an Executive Engineer in the construction cell of a Municipal Corporation and are presently in-charge of the construction of a flyover. There are two Junior Engineers under you who have the responsibility of day-to-day inspection of the site and are reporting to you, while you are finally reporting to the Chief Engineer who heads the cell. While the construction is heading towards completion, the Junior Engineers have been regularly reporting that all construction is taking place as per design specifications. However, in one of your surprise inspections, you have noticed some serious deviations and lacunae which, in your opinion, are likely to affect the safety of the flyover. Rectification of these lacunae at this stage would require a substantial amount of demolition and rework which will cause a tangible loss to the contractor and will also delay completion. There is a lot of public pressure on the Corporation to get this construction completed because of heavy traffic congestion in the area. When you brought this matter to the notice of the Chief Engineer, he advised you that in his opinion it is not a very serious lapse and may be ignored. He advised for further expediting the project for completion in time. However, you are convinced that this was a serious matter which might affect public safety and should not be left unaddressed. What will you do in such a situation? Some of the options are given below. Evaluate the merits and demerits of each of these options and finally suggest what course of action you would like to take, giving reasons.",topic,upsc-cse-mains-gs4,MAPPED,gs-4-applied-ethics-and-case-studies-case-studies-public-safety-procurement-dile-e4c66f45,"Case studies: public-safety & procurement dilemmas under pressure: infrastructure-safety cover-up under election-timeline pressure, defence-procurement L1-vs-clean-bidder dilemma, clinical-trial consent violations vs public-health urgency",0.1922,gs-4-applied-ethics-and-case-studies-ethical-issues-in-biotechnology-stem-cells-12fd823d,"Ethical issues in biotechnology: stem cells, cloning, designer babies",0.1478,gs-insert-tag-proposer-v1,,,,
UPSC-CSE-MAINS-GS-2013-GS4,ee38d6731d1f913b3ca74bb47f8900a389e4e2dd171f70307ab49710019d7ed7,2013,GS4,16,,"Evaluate each of these options and choose the option which you would adopt, giving reasons.",topic,upsc-cse-mains-gs4,UNMAPPED,,,,gs-4-applied-ethics-and-case-studies-business-ethics-principles-dimensions-withi-c27e97d6,"Business ethics: principles, dimensions within organisations, business ethics and corporate governance, philanthropy-to-CSR journey, and implementation issues",0.0,gs-insert-tag-proposer-v1,,,,
UPSC-CSE-MAINS-GS-2013-GS4,c7c3b8f34a256ced24490f5a23234bce5679c36159b219e79471fd102179447c,2013,GS4,17,,"Evaluate each of these options and choose the option you would adopt, giving reasons.",topic,upsc-cse-mains-gs4,UNMAPPED,,,,gs-4-applied-ethics-and-case-studies-business-ethics-principles-dimensions-withi-c27e97d6,"Business ethics: principles, dimensions within organisations, business ethics and corporate governance, philanthropy-to-CSR journey, and implementation issues",0.0,gs-insert-tag-proposer-v1,,,,
UPSC-CSE-MAINS-GS-2014-GS1,5202138463a8dbb5396a2e9acc56d8c15f0858041179e076f95b121b0a8dd432,2014,GS1,9,,"~ What: were the ‘évents: that led to. the Suée Crisis in- 1956"" 2. Sibw did | it deal a.. final blow to Britain’s s self-image as a world power.: ~ PTR",topic,upsc-cse-mains-gs1,MAPPED,gs-1-world-history-world-war-i-causes-course-major-events-consequences-aftermath-d143aa02,"World War I: causes, course, major events, consequences, aftermath, and the League of Nations",0.1956,gs-1-physical-geography-of-india-human-geography-and-economic-geography-connecti-51a31f75,"Connectivity & port-led development: Shinku La tunnel and regional connectivity, Indian ports and economic development",0.1923,gs-insert-tag-proposer-v1,,,,
UPSC-CSE-MAINS-GS-2014-GS1,6bf2adb18fb4c2f60949f4b4bd87802322868cce4d8e93fad96f52277b4e9305,2014,GS1,10,,The New Economic Policy — 1921 of. Lenin: had influenced. the policies adopted an byl India soon after independence Evaluate. we ec tf a ar fee a How does patriarchy impact the ¢ position of ' a middle class veonkings » woman. in India?,topic,upsc-cse-mains-gs1,MAPPED,gs-1-post-independence-consolidation-overview-of-economic-development-since-inde-3aa003ac,"Overview of economic development since Independence: Five Year Plans journey, agriculture (land reforms, post-Green-Revolution issues, agrarian movements, achievements/challenges), industry (public/private sector development, industrial policy, Make in India), New Economic Policy impact, and post-Independence policy of Science & Technology (institutional framework, pre-/post-reform S&T, skill training agenda)",0.3073,gs-1-post-independence-consolidation-tribal-issue-and-policy-consolidation-prese-71869387,Tribal issue and policy consolidation: present status of tribal issues and policy responses,0.2413,gs-insert-tag-proposer-v1,,,,
UPSC-CSE-MAINS-GS-2014-GS1,80c7242a073fd02c9c63c05584e088ab5ed92e66dc4cdbb89f5b80f9a3c4d6e8,2014,GS1,11,,i CLIENT): oS 3 Why do some of the most prosperous: regions sof India have. an adverse sex Yatio: for women?? Give your arguments.,topic,upsc-cse-mains-gs1,MAPPED,gs-1-indian-society-women-related-issues-hysterectomies-workforce-participation-c85e0a69,"Women-related issues: hysterectomies, workforce participation gaps, gender disparities in poverty, women in corporate roles, abortion rights, gender digital divide, menstrual hygiene, surrogacy rules, sexual harassment at workplace, domestic violence, marital rape, women in STEM, female entrepreneurship, NFHS-5 women-centric findings",0.1619,gs-1-physical-geography-of-india-human-geography-and-economic-geography-census-t-40e7a6fb,"Census themes: literacy, sex ratio, family planning, ageing population, age structure, density, population growth, census terminology, and the caste-census debate",0.1325,gs-insert-tag-proposer-v1,,,,
UPSC-CSE-MAINS-GS-2014-GS1,7e6ee063ee2dd2249a876d716f38d6221bd4ae807f65a6bffef64a81e00f4c27,2014,GS1,12,,=. _The life cycle. of a joint family’ depends on: economic. faciora rather than social - values. Discuss.; yo ia,topic,upsc-cse-mains-gs1,MAPPED,gs-1-medieval-india-cholas-and-other-south-indian-kingdoms-administration-socio-02338bcb,"Cholas and other south Indian kingdoms: administration, socio-economic life, education/literature, Cheras, Yadavas, and contact with Southeast Asia",0.1592,gs-1-physical-geography-of-india-human-geography-and-economic-geography-human-de-b69822be,"Human development & regional disparity: low human development pockets, climate change and the North-South divide within India, social capital, quality-of-life paradoxes",0.1379,gs-insert-tag-proposer-v1,,,,
