paper_code,content_hash,year,paper,official_number,sub_part,section,marks,word_limit,low_confidence,flags,best_db_score,text,approved,edited_text,edited_marks,reviewer_note
UPSC-CSE-MAINS-GS-2013-GS4,a9e10a2e03512ff87f302a6bba8e04dcc077307b1a4e01d637a01d437e3d6570,2013,GS4,14,,B,20,250,Y,numbering_unverified,0.2406,"You are working as an Executive Engineer in the construction cell of a Municipal Corporation and are presently in-charge of the construction of a flyover. There are two Junior Engineers under you who have the responsibility of day-to-day inspection of the site and are reporting to you, while you are finally reporting to the Chief Engineer who heads the cell. While the construction is heading towards completion, the Junior Engineers have been regularly reporting that all construction is taking place as per design specifications. However, in one of your surprise inspections, you have noticed some serious deviations and lacunae which, in your opinion, are likely to affect the safety of the flyover. Rectification of these lacunae at this stage would require a substantial amount of demolition and rework which will cause a tangible loss to the contractor and will also delay completion. There is a lot of public pressure on the Corporation to get this construction completed because of heavy traffic congestion in the area. When you brought this matter to the notice of the Chief Engineer, he advised you that in his opinion it is not a very serious lapse and may be ignored. He advised for further expediting the project for completion in time. However, you are convinced that this was a serious matter which might affect public safety and should not be left unaddressed. What will you do in such a situation? Some of the options are given below. Evaluate the merits and demerits of each of these options and finally suggest what course of action you would like to take, giving reasons.",,,,
UPSC-CSE-MAINS-GS-2013-GS4,ee38d6731d1f913b3ca74bb47f8900a389e4e2dd171f70307ab49710019d7ed7,2013,GS4,15,,B,,250,Y,marks_unread;numbering_unverified,0.4444,"Evaluate each of these options and choose the option which you would adopt, giving reasons.",,,,
UPSC-CSE-MAINS-GS-2013-GS4,ee38d6731d1f913b3ca74bb47f8900a389e4e2dd171f70307ab49710019d7ed7,2013,GS4,16,,B,,250,Y,marks_unread;numbering_unverified,0.4444,"Evaluate each of these options and choose the option which you would adopt, giving reasons.",,,,
UPSC-CSE-MAINS-GS-2013-GS4,c7c3b8f34a256ced24490f5a23234bce5679c36159b219e79471fd102179447c,2013,GS4,17,,B,20,250,Y,numbering_unverified,0.4606,"Evaluate each of these options and choose the option you would adopt, giving reasons.",,,,
UPSC-CSE-MAINS-GS-2014-GS1,5202138463a8dbb5396a2e9acc56d8c15f0858041179e076f95b121b0a8dd432,2014,GS1,9,,,,,Y,unanchored;low_confidence_ocr;marks_unread,0.3971,"~ What: were the ‘évents: that led to. the Suée Crisis in- 1956"" 2. Sibw did | it deal a.. final blow to Britain’s s self-image as a world power.: ~ PTR",,,,
UPSC-CSE-MAINS-GS-2014-GS1,6bf2adb18fb4c2f60949f4b4bd87802322868cce4d8e93fad96f52277b4e9305,2014,GS1,10,,,,,Y,unanchored;low_confidence_ocr;marks_unread,0.3549,The New Economic Policy — 1921 of. Lenin: had influenced. the policies adopted an byl India soon after independence Evaluate. we ec tf a ar fee a How does patriarchy impact the ¢ position of ' a middle class veonkings » woman. in India?,,,,
UPSC-CSE-MAINS-GS-2014-GS1,80c7242a073fd02c9c63c05584e088ab5ed92e66dc4cdbb89f5b80f9a3c4d6e8,2014,GS1,11,,,,,Y,unanchored;low_confidence_ocr;marks_unread;possible_truncation,0.4085,i CLIENT): oS 3 Why do some of the most prosperous: regions sof India have. an adverse sex Yatio: for women?? Give your arguments.,,,,
UPSC-CSE-MAINS-GS-2014-GS1,7e6ee063ee2dd2249a876d716f38d6221bd4ae807f65a6bffef64a81e00f4c27,2014,GS1,12,,,,,Y,unanchored;low_confidence_ocr;marks_unread,0.4242,=. _The life cycle. of a joint family’ depends on: economic. faciora rather than social - values. Discuss.; yo ia,,,,
UPSC-CSE-MAINS-GS-2014-GS1,ba2fab5f340a4c3f1419836d7a8d75adb38d47c0cc73a99b8ef74450da959e78,2014,GS1,13,,,,,Y,unanchored;marks_unread,0.4471,‘increasing feminization of agriculture in India.,,,,
UPSC-CSE-MAINS-GS-2014-GS1,0f33f38e783ea0f8ca2eb563ea74da7175d9215c6b871e5035c3f111f980f3ca,2014,GS1,14,,,,,Y,unanchored;marks_unread,0.4337,Discuss the various. economic. and socio-cultural forces that. are driving - ‘How do the Indian debates‘on: ‘secularism differ from the debatés in the West 7 a,,,,
UPSC-CSE-MAINS-GS-2014-GS1,e91c68269d5e2e4e8630e16b79a6fe5f023e0069d555bc9aca90415104945fc5,2014,GS1,15,,,,,Y,unanchored;low_confidence_ocr;marks_unread,0.3874,Most of the unusual climatic happenings: are e explained as an outcome of the | EL “Nino. effect. ‘Do you agree? 2,,,,
UPSC-CSE-MAINS-GS-2014-GS1,c8567e1b768699170a64d9e657e10fc542281b3f6d6e260c724e395947796e4f,2014,GS1,16,,,,,Y,unanchored;low_confidence_ocr;marks_unread,0.4029,Explain the formation of thousands of islands in Indonesian and Philippines archipelagos. symptoms of climate change in the Indian sub- continent.,,,,
UPSC-CSE-MAINS-GS-2014-GS1,4a4e00bc0a8352c29acff9665c0b4b149e80cf57f9a475cd7f3a2edd7085c7cb,2014,GS1,17,,,7,,Y,unanchored;low_confidence_ocr,0.3883,Why’ ‘are the world’s fold mountain: systems located along the margins of ~seontinents.? Bring out the association between. the global d distribution of: fold,,,,
UPSC-CSE-MAINS-GS-2014-GS1,4fe7f6a2008be33b3dfece853d4c6604ce7dd2bb6058e3fe041052b150c178cc,2014,GS1,18,,,,,Y,unanchored;low_confidence_ocr;marks_unread,0.3733,"' Tropical cyclones are largely confined to South China Sea, Bay ‘of Bengal « aad. Gulf of Mexico. Why?",,,,
UPSC-CSE-MAINS-GS-2014-GS1,3777f87f37cabef2b2021b8e7a21303ff143e7dbdbb86e61ea9cc483811b5233,2014,GS1,19,,,,,Y,unanchored;low_confidence_ocr;marks_unread,0.427,Bring out the ‘relationship between the: shrinking. Himalayan glaciers and the oS,,,,
UPSC-CSE-MAINS-GS-2014-GS1,71d46cdbb614c110350bd0c2c84f21bc1f007835417fd9f0aae47dcc843e12ea,2014,GS1,20,,,,,Y,unanchored;marks_unread,0.4596,Why ‘did the Green Revolution in. ‘India virtually by-pass ‘the eastern region =,,,,
UPSC-CSE-MAINS-GS-2014-GS1,293c82f282958208ecec41173ea6c0a3b1802b2be1fb846d08844e69b54cdb24,2014,GS1,21,,,,,Y,unanchored;low_confidence_ocr;marks_unread,0.3475,"Whereas | the British plariters had developed tea gardens all along the Shivaliks ‘ and Lesser Himalayas from Assam to Himachal Pradesh, in effect they did not | succeed beyond the Darjeeling. area. Explain.",,,,
UPSC-CSE-MAINS-GS-2014-GS1,c4dc8a7e62a110e6f3a8e62db546ac0dfe88f52603926e76f3d7df01205bd7b1,2014,GS1,22,,,,,Y,unanchored;marks_unread;possible_truncation,0.427,despite fertile soil ¢ and good availability of water?.,,,,
UPSC-CSE-MAINS-GS-2014-GS1,fcf2ecd1458570db820380e892a961eaa3bdbb553d6987f092cf690acc915458,2014,GS1,23,,,,,Y,unanchored;marks_unread,0.4457,") ‘Account for the change i in the. spatial pattern, of the Iron and Steel: industry in: 7 the world.",,,,
UPSC-CSE-MAINS-GS-2014-GS1,83eef86c12151f5bec604d776c9ea8fc88041fdc9f20c69265ac4fbd764573a1,2014,GS1,24,,,,,Y,unanchored;low_confidence_ocr;marks_unread,0.4309,Critically evaluate the various resources -of the oceans which can be hamessed ‘to meet the resource crisis in 1 the world. os,,,,
UPSC-CSE-MAINS-GS-2014-GS1,97a81b180b5ee0d2d1ecfca2f3d36ed5293f79bf8b1fd5629231d6792403e630,2014,GS1,25,,,,,Y,unanchored;marks_unread,0.4231,How. does India see its place in the economic space of rising natural resource rich Africa 7 2.,,,,
UPSC-CSE-MAINS-GS-2014-GS2,3304465e8b3429980be519bbd8a15478144e51be459d0255823aca0709318932,2014,GS2,1,,,,,Y,unanchored;marks_unread,0.4359,Though the federal principle i is dominant i in our Constitution and that principle is one of its.,,,,
UPSC-CSE-MAINS-GS-2014-GS2,6acceee3c3644a3e7aa57fe66e44a5e3fe957f3a6547212f20972020bad96b2b,2014,GS2,3,,,,,Y,unanchored;low_confidence_ocr;marks_unread,0.4889,"~ basic: features, but it is equally true that federalism under the Indian Constitution jeans in. >",,,,
UPSC-CSE-MAINS-GS-2014-GS2,28f68a6ffe14912ba33cf14a7978f0fce0a631ecdb8ee98d2f9da3e6395534a2,2014,GS2,4,,,,,Y,unanchored;marks_unread;possible_truncation,0.4299,"favour of a strong Centre, a feature that militates against the concept of strong federalism. Discuss..",,,,
UPSC-CSE-MAINS-GS-2014-GS2,6a097135137b87680f72da6d7035454a28ec4f6d4f429d5af87285e86f7581de,2014,GS2,5,,,,,Y,unanchored;marks_unread,0.3053,"The ‘Powers, Privileges and Immunities of Parliament and its Members’ as envisaged in Article 105 of the Constitution leave room for a large number of un-codified and un-enumerated — privileges to continue. Assess the reasons for the absence of legal codification of the ‘parliamentary privileges’. How can this problem be addressed 2, 12%",,,,
UPSC-CSE-MAINS-GS-2014-GS2,b848f37c4e3c5062ecead5fe704fbc4d20e1d8659c61e3a2fc2562549d7a05a3,2014,GS2,6,,,,,Y,unanchored;low_confidence_ocr;marks_unread,0.4467,What ‘do you understand by the. concept “freedom of speech and expression”? Does it cover. ~ hate speech also? Why do the films in India stand on a slightly different plane from other forms of expression? Discuss. i,,,,
UPSC-CSE-MAINS-GS-2014-GS2,228133c5306884af82de51e9f26f52dd0add7e062c43d9d17834d232c4522458,2014,GS2,7,,,,,Y,unanchored;marks_unread,0.3314,Instances of President’s delay in commuting death sentences has.come under public debate as-denial of justice. Should there be a time limit specified for the President to accept/reject such petitions? Analyse. —-:;.,,,,
UPSC-CSE-MAINS-GS-2014-GS2,5d6ac144e253ab6511a9b1dd171127ba31ae3aa08944940ec2815da6f8a8b4cf,2014,GS2,8,,,,,Y,unanchored;marks_unread,0.3516,The size of the cabinet should be as big as governmental work justifies and as big as the’ Prime Minister can. ‘manage as a team. How far is the efficacy of a government then inversely’ related to the size of the cabinet? Discuss..,,,,
UPSC-CSE-MAINS-GS-2014-GS2,c5409ccabb3972000005dbfe010f090e2efa3e42f6fd8fe821c692e6bd84aad5,2014,GS2,9,,,,,Y,unanchored;marks_unread,0.3163,"Though 100 percent EDI is already allowed in non-news media like a trade’publication and general entertainment channel, the Government is mulling over the proposal for increased FDI in news media for quite some time. What difference would an increase in FDI make? - Critically evaluate the pros and cons.",,,,
UPSC-CSE-MAINS-GS-2014-GS2,cd6580a3c7ec6c532ef4b4db340a909e91686484b0fae07170da2f5ea98aa910,2014,GS2,10,,,,,Y,unanchored;marks_unread,0.3083,"‘The setting up of a Rail Tariff Authority to regulate fares will subject the cash strapped Indian Railways to demand subsidy for obligation to operate non-profitable routes and services. Taking into account the experience in the power sector, discuss if. the proposed reform is expected to benefit the consumers, the Indian Railways or the private container operators..",,,,
UPSC-CSE-MAINS-GS-2014-GS2,174c7b5bd56cdfaec559faf630f7875c4eaa6ba5291acef56cef94e8ff73c7b2,2014,GS2,11,,,,,Y,unanchored;marks_unread,0.3298,‘National Human Rights Commission (NHRC) in India can be most effective when its tasks are adequately supported by other mechanisms that ensure: the accountability of a” government. In light of the above observation assess the role of NHRC as an effective,,,,
UPSC-CSE-MAINS-GS-2014-GS2,8c3076ebf77a87b1b3dc606686c8589a8dfa0f6d1155b73b959c9c90637fab58,2014,GS2,12,,,,,Y,unanchored;marks_unread;possible_truncation,0.4744,complement to the judiciary and other institutions in promoting and protecting human rights standards.,,,,
UPSC-CSE-MAINS-GS-2014-GS2,4956c920ddf86fb4880e87d95f2c7abd90d2d9c4575ce3fb2706cdcd73db8b83,2014,GS2,13,,,,,Y,unanchored;marks_unread,0.3985,The penetration of Self Help Groups-(SHGs) in rural areas. in promoting participation in development programmes is facing socio-cultural. hurdles. Examine. ‘12%,,,,
UPSC-CSE-MAINS-GS-2014-GS2,ce3a97a05f7957508c60fca8b6be442863d2def77b841b544dc544741e93d492,2014,GS2,14,,,,,Y,unanchored;marks_unread,0.4124,"Do government’ s schemes for up-lifting vulnerable and backward communities by protecting required social resources for them, lead to their exclusion in establishing businesses in urban economies?",,,,
UPSC-CSE-MAINS-GS-2014-GS2,6219a1189baab85a87c8c05a09ab87fffc219428303e38dea0c4f8f0015764b6,2014,GS2,15,,,,,Y,unanchored;low_confidence_ocr;marks_unread,0.3134,"An athlete participates in Olympics for personal triumph and nation’ s glory; victors are showered with cash incentives by various agencies, on their return. Discuss the merit of _ state sponsored talent hunt and its cultivation as against the rationale of a reward mechanism as encouragement. a "" “: - 2A",,,,
UPSC-CSE-MAINS-GS-2014-GS2,a015d20dafe6a137ae40066912d90649b28d9894eba873f40dec5060a055565e,2014,GS2,16,,,,,Y,unanchored;marks_unread,0.3342,"Should the premier institutes like IITs/IIMs. be allowed to retain premier status, allowed more academic independence in designing courses and also decide mode/criteria of selection of students. Discuss in light of the growing challenges.",,,,
UPSC-CSE-MAINS-GS-2014-GS2,79d60dfe40a4653a748d5b71708a67a12dd403780ae84f07a50caf9aa6de8143,2014,GS2,17,,,,,Y,unanchored;low_confidence_ocr;marks_unread,0.4669,Has the Cadre based Civil Services Organization been the cause of slow change in India? Critically examine. 12% _ C€~DRN-N-ITUB | @,,,,
UPSC-CSE-MAINS-GS-2014-GS2,1c7b1adf0c8c2544b0030ffb98d887b80d93b5669129742f861d6533ac71b0d1,2014,GS2,18,,,,,Y,unanchored;low_confidence_ocr;marks_unread;possible_truncation,0.3922,"the need for safeguarding maritime security to ensure freedom of navigation and over flight ~ throughout the region. In this context, discuss the bilateral issues between India and China.",,,,
UPSC-CSE-MAINS-GS-2014-GS2,b2892560e3675d32d8078f13934252e45c6ce0f0a4a67d68b009d5ecd87da174,2014,GS2,19,,,,,Y,unanchored;marks_unread,0.3002,"Two parallel run schemes of the Government, viz. the Adhaar Card and NPR, one as voluntary and the other as. compulsory, have led to debates at national levels and also litigations. On metits, discuss whether or not both schemes need run concurrently. Analyse the potential of the schemes to achieve developmental benefits and equitable growth..",,,,
UPSC-CSE-MAINS-GS-2014-GS2,a72eb1870aba2a7a1019234cd0d8cb558a87845f6045ad264187d72b266011fe,2014,GS2,20,,,,,Y,unanchored;marks_unread,0.4747,"With respect to the South China sea, maritime territorial disputes and rising tension affirm",,,,
UPSC-CSE-MAINS-GS-2014-GS2,3637d3aacee90e270074d5a07c9962ce102aca5bbad0efb87d16222ba02c19ad,2014,GS2,21,,,,,Y,unanchored;marks_unread,0.3576,The aim of Information Technology Agreements (ITAs) is. to lower all taxes and tariffs on - information technology products by signatories to zero. What impact would such agreements ) have on India’s interests? “12%,,,,
UPSC-CSE-MAINS-GS-2014-GS2,079964fe33b6b97dd7e7c57805bb30d3487ef7833ca5f63a395e1c551f8e4c4e,2014,GS2,22,,,,,Y,unanchored;marks_unread,0.4175,’ Some of the International funding agencies have special terms for economic participation,,,,
UPSC-CSE-MAINS-GS-2014-GS2,37f4d18fc1863d249998b8293079ba945f4bb319c85b4e3bb2d04ee2da2ef407,2014,GS2,23,,,,,Y,unanchored;marks_unread;possible_truncation,0.374,"stipulating a substantial component of the‘aid to be used for sourcing equipment from the leading countries. Discuss on merits of such terms and if, there exists a strong case not to accept such conditions in: the Indian context. 7..",,,,
UPSC-CSE-MAINS-GS-2014-GS2,8811890d448176f4d024b1619d94d8f351b2562c6e010c754541f08891893317,2014,GS2,24,,,,,Y,unanchored;low_confidence_ocr;marks_unread,0.3294,India has recently signed to become founding member-of New Development B Bank (NDB) — and also the Asian Infrastructure Investment Bank (AIIB). How will the role of the two Banks be different? Discuss the strategic significance of these two Banks for India. Q.20.: a exacts.) cee waeage set der & set fre me Protea at,,,,
UPSC-CSE-MAINS-GS-2014-GS2,a5d4e8046d160453bdedb9475c820ebe9b33e020a71ba0d0aece263a7edf78aa,2014,GS2,25,,,,,Y,unanchored;marks_unread,0.3351,WTO i is an important international institution where decisions taken affect countries in.a profound manner. What is. the’ mandate of WTO and how binding are their decisions?_. Critically analyse India’s stand on the latest round of talks on Food security. ”,,,,
UPSC-CSE-MAINS-GS-2014-GS3,285fe687c4d97e11af7e5454428a1216cb5cbe47681604049267c4840c658d50,2014,GS3,1,,,,,Y,unanchored;marks_unread,0.3461,"Normally countries shift from agriculture to industry and then later to services, but India shifted directly from agriculture to services. What are the reasons for the huge growth of services vis-a-vis industry in the country? Can India become a developed country without a strong industrial base?",,,,
UPSC-CSE-MAINS-GS-2014-GS3,95994c2b2adcd2b694b0b8be4676e2267f73555109a66b45c4348ac3ca1201d4,2014,GS3,2,,,,,Y,unanchored;marks_unread,0.3343,"“While we flaunt India’s demographic dividend, we ignore the dropping rates of employability.” What are we missing while doing so? Where will the jobs that India desperately needs come from? Explain.",,,,
UPSC-CSE-MAINS-GS-2014-GS3,522af5cd1e310dfac277926f22f2bae0d8f6e76f51f42354b7ca00115c91dd8c,2014,GS3,3,,,,,Y,unanchored;marks_unread,0.3429,There is also a point of view that Agricultural Produce Market Committees (APMCs) set up under the State Acts have not only impeded the development of agriculture but also have been the cause of food inflation in India. Critically examine.,,,,
UPSC-CSE-MAINS-GS-2014-GS3,094056651cf1bc113c9563c7bc5955e2d860025e8b628f8215bd89c87560e511,2014,GS3,4,,,,,Y,unanchored;marks_unread,0.3145,“In the villages itself no form of credit organization will be suitable except the cooperative society.” —All India Rural Credit Survey. Discuss this statement in the background of agricultural finance in India. What constraints and challenges do financial institutions supplying agricultural finance face? How can technology be used to better reach and serve rural clients?,,,,
UPSC-CSE-MAINS-GS-2014-GS3,e7f4c26e4b69d9039fb139d43fe7b526ee3955d6276a40cf90b252716a4982c3,2014,GS3,5,,,,,Y,unanchored;marks_unread,0.3256,"The Right to Fair Compensation and Transparency in Land Acquisition, Rehabilitation and Resettlement Act, 2013 has come into effect from 1st January, 2014. What are the key issues which would get addressed with the Act in place? What implications would it have on industrialization and agriculture in India?",,,,
UPSC-CSE-MAINS-GS-2014-GS3,f6b11a1216a3d000cd663ded130d239266a4f4fdec69cfdfdadff1644e507d5c,2014,GS3,6,,,,,Y,unanchored;marks_unread,0.3153,"Capitalism has guided the world economy to unprecedented prosperity. However, it often encourages short-sightedness and contributes to wide disparities between the rich and the _ poor. In this light, would it be correct to believe and adopt capitalism for bringing inclusive growth in India? Discuss.",,,,
UPSC-CSE-MAINS-GS-2014-GS3,aaa34c92042c4880a635fef5f511630255545238bd776d0d20090f5276702001,2014,GS3,7,,,,,Y,unanchored;marks_unread,0.391,"Explain how Private Public Partnership arrangements, in long gestation infrastructure projects, can transfer unsustainable liabilities to the future. What arrangements need to be put in place to ensure that successive generations’ capacities are not compromised?",,,,
UPSC-CSE-MAINS-GS-2014-GS3,b103ecdadcb571610c4398396c0033e9085190156b893ecb741b86a37a0ebd3f,2014,GS3,8,,,,,Y,unanchored;marks_unread,0.3605,National Urban Transport Policy emphasises on ‘moving people’ instead of ‘moving vehicles’. Discuss critically the success of the various strategies of the Government ‘in this regard.,,,,
UPSC-CSE-MAINS-GS-2014-GS3,106a30bc5e49513f4f7fb3fe537040bb9d8413f280a96abc39ea463b8f53af65,2014,GS3,9,,,,,Y,unanchored;low_confidence_ocr;marks_unread,0.3495,Foreign Direct Investment {FDI} in the defence sector is now set to be liberalized. What influence this is expected to have on Indian defence and economy in the short and long run?,,,,
UPSC-CSE-MAINS-GS-2014-GS3,ddb41c2ecd064973037d10a76bdd5ece7620c9d00f23335955b0c3204e8bcb62,2014,GS3,10,,,,,Y,unanchored;marks_unread,0.3497,"Scientific rescarch in Indian universities is declining, because a carecr in science is not as attractive as are business professions, engineering or administration, and the universities are becoming consumer-oriented. Critically comment.",,,,
UPSC-CSE-MAINS-GS-2014-GS3,969ab208051af5f31f45cb0d506494ffcd9f2f84ce81adca1365165638572bae,2014,GS3,11,,,,,Y,unanchored;marks_unread,0.3533,"Can overuse and free availability of antibiotics without Doctor’s prescription, be contributors to the emergence of drug-resistant diseases in India? What are the available mechanisms for monitoring and control? Critically discuss the various issues involved.",,,,
UPSC-CSE-MAINS-GS-2014-GS3,2c027901905e4a5fc3cbfbda3ba41528b4bf9595d9dcdb763e96af03da3063e1,2014,GS3,12,,,,,Y,unanchored;low_confidence_ocr;marks_unread,0.4967,"In a globalized world, Intellectual Property Rights assume significance and are a source of litigation. Broadly distinguish between the terms—Copyrights, Patents and Trade Secrets.",,,,
UPSC-CSE-MAINS-GS-2014-GS3,e74f82135c7fb538fb8c6135e5ef0df3738efdec4c721f138bbf94f9079f0a84,2014,GS3,13,,,,,Y,unanchored;low_confidence_ocr;marks_unread,0.3488,Should the pursuit of carbon-crédits and clean development mechanisms set up under UNFCCC be maintained even though there has been a massive slide in the value of a carbon credit? Discuss with respect to India’s energy needs for economic growth.,,,,
UPSC-CSE-MAINS-GS-2014-GS3,d54226f644fed80453f2c2d8a2e8dc6e917119072a40e92e372b4da8827508ef,2014,GS3,14,,,,,Y,unanchored;low_confidence_ocr;marks_unread,0.3462,"Drought has been recognized as a disaster in view of its spatial expanse, temporal duration, slow onset and lasting effects on vulnerable sections. With a focus on the September 2010 guidelines from the National Disaster’ Management Authority (NDMA}, discuss the mechanisms for preparedness to deal with likely El Nifo and La Nina fallouts in India.",,,,
UPSC-CSE-MAINS-GS-2014-GS3,1807ad8e18da45d94c84c22e5434e470771fad66b8a3b63d4e195adfbf5030a4,2014,GS3,15,,,,,Y,unanchored;marks_unread,0.3889,Environmental Impact Assessment studies are increasingly undertaken before a project is cleared by the Government. Discuss the environmental impacts of coal-fired thermal plants located at coal pitheads.,,,,
UPSC-CSE-MAINS-GS-2014-GS3,9bd817b9a786b9b8f878a21a8556ccd1c52b8077ef4f39e11f546677c17d2be5,2014,GS3,16,,,,,Y,unanchored;marks_unread,0.3871,“The diverse nature of India as a multi-religious and multi-ethnic society is not immune to the impact of radicalism which is seen in her neighbourhood.” Discuss along with strategies to be adopted to counter this environment.,,,,
UPSC-CSE-MAINS-GS-2014-GS3,ba9e2af9ea23fd8e78fc4ef7ed1d7e1d6b11c93f85ba4397faef9300636e72cf,2014,GS3,17,,,,,Y,unanchored;marks_unread,0.2857,International civil aviation laws provide all countries complete and exclusive sovereignty over the airspace above their territory. What do you understand by ‘airspace’? What are the implications of these laws on the space above this airspace? Discuss the challenges which this poses and suggest ways to contain the threat.,,,,
UPSC-CSE-MAINS-GS-2014-GS3,62b0f31bc59941199c03467847d9e04cf6f1866b1fdd7d7e8072379b54fbbd8f,2014,GS3,18,,,,,Y,unanchored;marks_unread,0.4214,"How does illegal transborder migration pose a threat to India’s security? Discuss the Strategies to curb this, bringing out the factors which give impetus to such migration.",,,,
UPSC-CSE-MAINS-GS-2014-GS3,08d0b01ed08d31c86ce5d2774102e7323af64dd030e9933176d6e8bb02086da2,2014,GS3,19,,,,,Y,unanchored;marks_unread,0.3438,"In 2012, the longitudinal marking for high-risk areas for piracy was moved from 65 degrees east to 78 degrees east in the Arabian Sea by the International Maritime Organization. What impact does this have on India’s maritime security concerns?",,,,
UPSC-CSE-MAINS-GS-2014-GS3,7d417945d4637a4900c41c372bc167a3dba5eab686224f72a4195740f0d85822,2014,GS3,20,,,,,Y,unanchored;marks_unread,0.3701,China and Pakistan have entered into an agreement for development of an economic corridor. What threat does this pose for India’s security? Critically examine.,,,,
UPSC-CSE-MAINS-GS-2014-GS4,fe58bd7218e99316e2794c33826d826e6a004ffb565042a9d0e8dcadb0832225,2014,GS4,2,,A,,150,N,marks_unread,0.4444,What does ethics seek to promote in human life? Why is it all the more important in public administration?,,,,
UPSC-CSE-MAINS-GS-2014-GS4,3a007df18d9aa9122422aef04317fb97682431ea68a583ec7b1a76b6368f6675,2014,GS4,3,,A,,150,N,marks_unread,0.3891,What do you understand by ‘probity’ in public life? What are the difficulties in practicing it in the present times? How can these difficulties be overcome?,,,,
UPSC-CSE-MAINS-GS-2014-GS4,b9e298fc3751be836b7d0181f52f93553d237061e2eabcb2baea654064f6345f,2014,GS4,4,,A,,150,N,marks_unread,0.358,"“Integrity without knowledge is weak and useless, but knowledge without integrity is dangerous and dreadful.” What do you understand by this statement? Explain your stand with illustrations from the modern context.",,,,
UPSC-CSE-MAINS-GS-2014-GS4,a85824a8e8e48e07c5473ee9eaa39ad44a52d6dc5e63616a0faa24bd0bd7c498,2014,GS4,5,,A,,150,N,marks_unread,0.395,"“Human beings should always be treated as ‘ends’ in themselves and never as merely ‘means’.” Explain the meaning and significance of this statement, giving its implications in the modern techno-economic society.",,,,
UPSC-CSE-MAINS-GS-2014-GS4,8fd204c771c837aaff86e9a17ffc9ecfe31393781b630de5a62a19871d6dd758,2014,GS4,6,,A,10,150,N,,0.3127,"Which eminent personality has inspired you the most in the context of ethical conduct in life? Give the gist of his/her teachings. Giving specific examples, describe how you have been able to apply these teachings for your own ethical development.",,,,
UPSC-CSE-MAINS-GS-2014-GS4,43c8cd6efe7311c5926e8d240467f3bf9a72a5ce31dd81fa66fa57c7c61b92f9,2014,GS4,7,,A,10,150,N,,0.3249,"There is a heavy ethical responsibility on the public servants because they occupy positions of power, handle huge amounts of public funds, and their decisions have wide-ranging impact on society and environment. What steps have you taken to improve your ethical competence to handle such responsibility?",,,,
UPSC-CSE-MAINS-GS-2014-GS4,03ec84e05a8b9a69be754de0063f2d8b73747ef2fedc288405afd7da17d6dbd6,2014,GS4,8,,A,10,150,Y,low_confidence_ocr,0.3622,The current society is plagued with widespread trust-deficit. What are the consequences of this situation for personal well-being and for societal well-being? What can you do at the personal level to make yourself trustworthy?,,,,
UPSC-CSE-MAINS-GS-2014-GS4,03e4b6bfa55803854f8cd8b8dd062f81d7f66a0583f423bb2c34a73851983dc5,2014,GS4,9,,A,10,150,N,,0.3913,"It is often said that poverty leads to corruption. However, there is no dearth of instances where affluent and powerful people indulge in corruption in a big way. What are the basic causes of corruption among people? Support your answer with examples.",,,,
UPSC-CSE-MAINS-GS-2014-GS4,bd9b5f3587b5fddadf69a816b29ab98157cc0067bb132d66fa280de5dd2f8fda,2014,GS4,10,,A,,150,N,marks_unread,0.4055,What does ‘accountability’ mean in the context of public service? What measures can be adopted to ensure individual and collective accountability of public servants?,,,,
UPSC-CSE-MAINS-GS-2014-GS4,0e2fd0c2898d16a52abd6928b5697588d23dbd601ade1b47efb36e8901ab1834,2014,GS4,11,,A,,150,N,marks_unread,0.3533,"We are witnessing increasing instances of sexual violence against women in the country. Despite existing legal provisions against it, the number of such incidences is on the rise. Suggest some innovative measures to tackle this menace.",,,,
UPSC-CSE-MAINS-GS-2014-GS4,4c0f0a073af2547cbff5c6931b20e1912608968ae37dbe6468f41e3fed57296b,2014,GS4,12,,B,20,250,Y,low_confidence_ocr,0.2747,"Suppose one of your close friends, who is also aspiring for civil services, comes to you for discussing some of the issues related to ethical conduct in public service. He raises the following points: fi) Inthe present times, when unethical environment is quite prevalent, individual attempts to stick to ethical principles may cause a lot of problems in one’s career. It may also cause hardship to the family members as well as risk to one’s life. Why should we not be pragmatic and follow the path of least resistance, and be happy with doing whatever good we can? (ii) When so many people are adopting wrong means and are grossly harming the system, what difference would it make if only a small minority tries to be ethical? They are going to be rather ineffective and are bound to get frustrated. (iii) If we become fussy about ethical considerations, will it not hamper the economic progress of our country? After all, in the present age of high competition, we cannot afford to be left behind in the race of development. {iv) It is understandable that we should not get involved in grossly unethical practices, but giving and accepting small gratifications and doing smail favours increases everybody’s motivation. It also makes the system more efficient. What is wrong in adopting such practices? Critically analyze the above viewpoints. On the basis of this analysis, what will be your advice to your friend?",,,,
