"question_id","year","section","question_number","assign_topic_id","proposed_topic_label","difficulty","decision","question_text"
"4a7d9ad0-4c79-428e-a31b-7d6fd2fa6c75","2025","Economic & Social Issues","30","a406cb7b-b61d-4987-8afe-2039eef3133b","Rural and urban housing schemes","medium","verified","The launch of Pradhan Mantri Awas Yojana â€“ Urban 2.0 (PMAY-U 2.0) has created a significant need to generate public awareness about the scheme and encourage participation of eligible beneficiaries t"
"3daad2bb-85cf-4e7f-84ae-054a4b438937","2025","Economic & Social Issues","31","a406cb7b-b61d-4987-8afe-2039eef3133b","Rural and urban housing schemes","medium","verified","The launch of Pradhan Mantri Awas Yojana â€“ Urban 2.0 (PMAY-U 2.0) has created a significant need to generate public awareness about the scheme and encourage participation of eligible beneficiaries t"
"bacb4a40-163e-434a-9613-295668c1e968","2025","Economic & Social Issues","32","a406cb7b-b61d-4987-8afe-2039eef3133b","Rural and urban housing schemes","medium","verified","The launch of Pradhan Mantri Awas Yojana â€“ Urban 2.0 (PMAY-U 2.0) has created a significant need to generate public awareness about the scheme and encourage participation of eligible beneficiaries t"
"1f979b1e-b13b-4083-95d0-eeb420d59afd","2025","Economic & Social Issues","33","6543f906-3a5b-4e9d-9672-3628cc7a032c","Capital market instruments and regulation","medium","verified","The SEBI circular, issued on May 29, 2025, presents a comprehensive framework aimed at improving transparency, risk monitoring, and trading practices in the equity derivatives market. With increasing "
"640ade24-4474-4690-895d-15f0378b9a7c","2025","Economic & Social Issues","34","6543f906-3a5b-4e9d-9672-3628cc7a032c","Capital market instruments and regulation","medium","verified","The SEBI circular, issued on May 29, 2025, presents a comprehensive framework aimed at improving transparency, risk monitoring, and trading practices in the equity derivatives market. With increasing "
"1a0d88a0-4163-4e27-87be-d7c3fcea6826","2025","Economic & Social Issues","35","6543f906-3a5b-4e9d-9672-3628cc7a032c","Capital market instruments and regulation","medium","verified","The SEBI circular, issued on May 29, 2025, presents a comprehensive framework aimed at improving transparency, risk monitoring, and trading practices in the equity derivatives market. With increasing "
"edd46f08-d848-4ea4-8906-2d867fd5a5e0","2025","Economic & Social Issues","36","6543f906-3a5b-4e9d-9672-3628cc7a032c","Capital market instruments and regulation","medium","verified","The SEBI circular, issued on May 29, 2025, presents a comprehensive framework aimed at improving transparency, risk monitoring, and trading practices in the equity derivatives market. With increasing "
"b7108e45-936d-4893-870f-624e6e2bef72","2025","General Awareness","1","afe864dd-13da-4bb1-a63e-afceaa14fe6a","Crop production estimates and agricultural statistics","medium","verified","According to the Economic Survey, which of the following crop-leading producing state pairs is correctly matched?"
"a4679a2f-94e7-4caf-adc8-c709420959c4","2025","General Awareness","4","09bc3db4-a4ca-47ab-9172-142c1e7475f8","Food security, PDS and free foodgrain schemes","medium","verified","The Government of India and the World Food Programme (WFP) have announced a collaboration aimed at addressing the global hunger crisis. Which SDG is not part of this initiative?"
"65139476-3941-422f-99a9-0f46bd22a325","2025","General Awareness","8","3b29fc1a-f888-4188-8f85-a828933d644e","Higher education, enrolment and AISHE","easy","verified","Which Indian institution achieved the top ranking among Indian universities in the QS World University Rankings 2026?"
"619759c6-e9ee-425b-bf4c-7305035fe1f9","2025","General Awareness","9","eedab1ad-56e1-4f9a-bf27-e6b077af1760","GST â€” supply, input tax credit, zero-rated, exports","medium","verified","Under the revised GST structure effective from 22 September 2025, which of the following preâ€‘packaged and labelled items has been moved to the NIL (0%) GST rate slab?"
"dfd8376e-b493-4685-9978-9cd0c56a6655","2025","General Awareness","10","68d9d70f-74fc-40ba-b339-591269ca81b4","Scientific and research institutions","easy","verified","Who is the Director General of the Indian Council of Medical Research (ICMR)? (As of 2025)"
"261b501a-3b31-42cd-8642-7e5658dbec87","2025","General Awareness","18","f2efa180-0f24-4974-98a3-d33ab317b626","Climate awareness initiatives","medium","verified","Which of the following Indian banks have partnered with the Partnership for Carbon Accounting Financials (PCAF) to measure and disclose financed emissions?"
"7495cfb4-9663-49a4-99a7-2d0b9e555b7a","2025","General Awareness","20","f26292d1-d93f-42fa-863a-7049b5a8663c","Women and child welfare schemes","medium","verified","Which campaign was launched in September 2025 by the Ministry of Women and Child Development in collaboration with the Ministry of Health & Family Welfare?"
"3d598a6c-7449-42fa-863b-2bad65abae03","2025","General Awareness","26","93940073-ade8-459c-91cf-c7384d4b5cd9","Space missions and spacecraft","easy","verified","Who is the present Chairperson of the Indian Space Research Organisation (ISRO), and where is its headquarters located?"
"5522f400-2925-48cf-bbcc-588e713fac1b","2025","General Awareness","28","f225f3a4-7ad0-42d8-9ab0-acfbf821f304","Renewable energy targets and efficiency schemes","medium","verified","Which organisation approved $200 million for the India Green Finance Facility (IGFF) â€” a new clean energy programme led by the Asian Development Bank?"
"5896bb1b-4f1b-4b85-93cb-f8b7e0753f25","2025","General Awareness","34","1645100c-e158-44af-aebb-a4153dcbd931","Statutory commissions and information oversight","medium","verified","After the recent update (June 2025), how many services are covered under the expanded Citizenâ€™s Charter of the Reserve Bank of India?"
"6e5c838c-4818-43cc-b3d2-356c7a87bde9","2025","General Awareness","35","6543f906-3a5b-4e9d-9672-3628cc7a032c","Capital market instruments and regulation","medium","verified","What is the daily gross transaction volume in Indiaâ€™s capital market based on recent data (2025)?"
"5ed0efe5-278c-49ee-896a-27af0c7de69c","2025","General Awareness","39","8e5aa145-440d-4db7-a3f4-9ee6e4aed196","Sports terminology and Indian sporting history","easy","verified","Who won the 2025 FIDE Womenâ€™s Grand Swiss chess tournament?"
"068ac1e8-bab9-4a16-aa19-3f255dde38ab","2025","General Awareness","40","bd20e212-5d6f-44c3-bddf-daede6e0516f","Credit rating agencies and sovereign ratings","medium","verified","Recently (September 2025), Which country's Rating and Investment, Information Inc.(R&I), upgraded India's sovereign rating to BBB+ with stable outlook?"
"21fc1dee-890e-453b-be65-1c58efbc56ed","2025","General Awareness","46","6d0f52ab-fc19-4d0f-b039-cec519f82dea","Union ministries and departments","medium","verified","As of 2025, how many Central Public Sector Enterprises (CPSEs) hold the status of Maharatna in India?"
"323d182a-1639-4a16-a640-28b2d8cc2934","2025","General Awareness","48","84bc7a94-9656-46c9-9de1-fd3340e27473","CBDC, stablecoins and crypto policy","medium","verified","Which fintech company became the first to fully operationalise the eâ‚¹ (Retail Digital Rupee) wallet in India after receiving approval from the RBI?"
"489185ed-ce45-4b98-a13d-e7c16aac301a","2025","General Awareness","51","c862456b-d22b-45b5-9150-d9d1f21eb0c6","Global indices and India's rank","easy","verified","Which of the following countries is not included in the top five positions of the IMD World Competitiveness Ranking 2025?"
"930e47fd-cd36-4608-bf65-9f276c7e78ce","2025","General Awareness","52","d7285f63-0e95-446a-ac3a-9b01fe376174","Defence forces, exercises and expeditions","easy","verified","What is the name of the new Indian Naval Base inaugurated recently (September 2025) in Gurugram, Haryana?"
"a4a8360a-3d89-4e01-ae18-7942167191f9","2025","General Awareness","54","0adcb286-28d5-4094-bb12-80f2f9e99468","Business and startup terminology","medium","verified","Who holds the position of President of the Confederation of Indian Industry (CII) for the 2025â€“26 term?"
"b1344732-0b5e-4dae-ac84-ffad33f04440","2025","General Awareness","62","1d690f05-756d-4389-b40d-5bca2d050fdd","Digital finance and technology in banking","medium","verified","Infosys has partnered with which country for cross border payments? (August 2025)"
"cf3faf75-ac41-4024-a832-3ef1c230bada","2025","General Awareness","63","c862456b-d22b-45b5-9150-d9d1f21eb0c6","Global indices and India's rank","medium","verified","What pattern is observed in Indiaâ€™s performance across the subcomponents of the Human Development Report 2025?"
"11d4eb3d-a5bf-44a6-b9e1-3bd735df0fd6","2025","General Awareness","67","68d9d70f-74fc-40ba-b339-591269ca81b4","Scientific and research institutions","medium","verified","As of 2025, in which of the following countries have fully operational Small Modular Reactors (SMRs)?"
"fb41e2c9-dec4-47cd-91a4-8e26f77d0c5e","2025","General Awareness","68","c862456b-d22b-45b5-9150-d9d1f21eb0c6","Global indices and India's rank","medium","verified","With reference to Indiaâ€™s performance in the Global Innovation Index (GII) 2025, consider the following statements: 1. India ranked 44th in innovation inputs, lowest from previous years.. 2. India r"
"00ac2d8f-3e72-4b55-b0e9-f0611b410010","2025","General Awareness","71","d7285f63-0e95-446a-ac3a-9b01fe376174","Defence forces, exercises and expeditions","easy","verified","What is the name of the worldâ€™s first Tri-Service all-women circumnavigation sailing expedition flagged off by the Ministry of Defence?"
"da16eef0-aef4-4ece-985a-cf05db36caf6","2025","General Awareness","74","ccb35433-91ab-4bbe-b188-9cc1671add79","Farming systems and operational land holdings","medium","verified","According to the Ministry of Agriculture, consider the following statements: 1. Net sown area in India is more than half of the total geographical area. 2. Sugarcane price increased in 2024 compared t"
"ea5cbcc8-b3b5-4731-aae2-21b6837d81cf","2025","General Awareness","78","ec1c423a-d5ab-42aa-b03e-26d3a74e72fb","Life and accident insurance schemes for the poor","easy","verified","Which organization earned a Guinness World Record in 2025 for selling the most life insurance policies within 24 hours?"
"428cc00d-5dae-4886-b762-a78b6b187404","2025","Finance & Management","7","7aa6a5c3-2e2a-46c9-b5cf-d8a2168f4f88","Development financial institutions â€” NABARD, SIDBI, NHB, NaBFID, EXIM","medium","verified","To address the need for a long-term capital provider with a comprehensive, cross-sectoral mandate, unlike the niche-focused mandates of other Development Finance Institutions (DFIs), the________was es"
"a4fd87e7-49ef-46bc-a485-d36d0f76604a","2025","Finance & Management","8","7aa6a5c3-2e2a-46c9-b5cf-d8a2168f4f88","Development financial institutions â€” NABARD, SIDBI, NHB, NaBFID, EXIM","medium","verified","To address the need for a long-term capital provider with a comprehensive, cross-sectoral mandate, unlike the niche-focused mandates of other Development Finance Institutions (DFIs), the________was es"
"341a6e07-7991-418c-bb4c-b0d797d6ba56","2025","Finance & Management","9","ba164b72-afb0-458f-87f4-b413e45719e7","NDS-OM and the G-sec auction platform","medium","verified","__________ is a screen-based, electronic, anonymous order-matching system for secondary market trading in Government securities, owned and operated by the Reserve Bank of India. Membership of the syst"
"ed82d1fc-16c9-42fc-afd1-d4845a1779ff","2025","Finance & Management","10","ba164b72-afb0-458f-87f4-b413e45719e7","NDS-OM and the G-sec auction platform","medium","verified","__________ is a screen-based, electronic, anonymous order-matching system for secondary market trading in Government securities, owned and operated by the Reserve Bank of India. Membership of the syst"
"b47ec150-b1cc-4130-8984-6d45e33fc72a","2025","Finance & Management","11","53bf1e3b-881b-44cd-9dc7-f385d16ae13c","InvITs and REITs","medium","verified","Infrastructure Investment Trusts (InvITs) are investment vehicles designed to facilitate investment in infrastructure assets through a trust structure. They allow developers to monetise completed and "
"c607909a-a27a-4ec0-991c-3d28c6ce55f7","2025","Finance & Management","12","53bf1e3b-881b-44cd-9dc7-f385d16ae13c","InvITs and REITs","medium","verified","Infrastructure Investment Trusts (InvITs) are investment vehicles designed to facilitate investment in infrastructure assets through a trust structure. They allow developers to monetise completed and "
"b5d2bd95-ebb0-4628-bfa8-54f7c9477ba6","2025","Finance & Management","13","9044d257-b50a-4e24-8ef1-f69b59b78a91","Valuation ratios â€” price to book, price to earnings","hard","verified","Reserves = 6,00,000 Equity = 4,00,000 Debt to Net Worth = 0.5 Assets Turnover Ratio = 2: 1 Gross Profit = 30% on sales What is the Gross Profit?"
"aa2a485b-0462-499a-b894-1f1176268ae3","2025","Finance & Management","14","9044d257-b50a-4e24-8ef1-f69b59b78a91","Valuation ratios â€” price to book, price to earnings","hard","verified","Reserves = 6,00,000 Equity = 4,00,000 Debt to Net Worth = 0.5 Assets Turnover Ratio = 2: 1 Gross Profit = 30% on sales Based on the above information, what is the total debt of the company?"
"7c8e3378-5f94-4de3-bb96-7f4f56820912","2025","Finance & Management","15","9044d257-b50a-4e24-8ef1-f69b59b78a91","Valuation ratios â€” price to book, price to earnings","hard","verified","Reserves = 6,00,000 Equity = 4,00,000 Debt to Net Worth = 0.5 Assets Turnover Ratio = 2: 1 Gross Profit = 30% on sales Based on the above information, what are the total liabilities of the company?"
"adcad044-c53f-4817-9360-7360a58215ab","2025","Finance & Management","16","cd4fb6ad-ad93-464a-a936-40a8e9427b07","Concept and principles of corporate governance","medium","verified","In a large financial institution, several top-level managers gradually began engaging in unethical practices, such as favouring certain clients and bypassing due-diligence norms. Observing this behavi"
"43c6bf3c-4d30-4b9f-903b-d4891a9356c0","2025","Finance & Management","17","cd4fb6ad-ad93-464a-a936-40a8e9427b07","Concept and principles of corporate governance","medium","verified","In a large financial institution, several top-level managers gradually began engaging in unethical practices, such as favouring certain clients and bypassing due-diligence norms. Observing this behavi"
"249bfc42-9a95-4f4d-bd40-0d8752e68793","2025","Finance & Management","18","13785b33-e6ef-4cb5-839e-94394ed1ff49","Taylor's scientific management","medium","verified","A growing manufacturing company initially relied heavily on precise work-measurement techniques to improve efficiency. Managers conducted detailed time studies, motion studies, and work standardisatio"
"3915d4b9-3492-47df-af9c-8a76f285608e","2025","Finance & Management","19","13785b33-e6ef-4cb5-839e-94394ed1ff49","Taylor's scientific management","medium","verified","A growing manufacturing company initially relied heavily on precise work-measurement techniques to improve efficiency. Managers conducted detailed time studies, motion studies, and work standardisatio"
"94dc7bd6-3e10-4bec-abe6-de1401dbc5ba","2025","Finance & Management","20","13785b33-e6ef-4cb5-839e-94394ed1ff49","Taylor's scientific management","medium","verified","A growing manufacturing company initially relied heavily on precise work-measurement techniques to improve efficiency. Managers conducted detailed time studies, motion studies, and work standardisatio"
"b1f3ba56-2124-45f8-b04a-ab8647d73b40","2025","Finance & Management","21","9a64933c-c2fa-4db6-aed5-2b87f33c8202","Economic reforms of 1991 and liberalisation","medium","verified","The Government of India initiated a comprehensive reform process in the financial system during 1992â€“93, following the recommendations of the Committee on the Financial System (1991). As part of the"
"1e0491d8-d090-4143-83b6-6a933bbce658","2025","Finance & Management","22","9a64933c-c2fa-4db6-aed5-2b87f33c8202","Economic reforms of 1991 and liberalisation","medium","verified","The Government of India initiated a comprehensive reform process in the financial system during 1992â€“93, following the recommendations of the Committee on the Financial System (1991). As part of the"
"31723d18-8ce3-41e1-b555-cfb0d8286c18","2025","Finance & Management","23","38570226-9451-435b-a9ee-ee5b19c91fec","Phillips curve â€” short run and long run","easy","verified","What is the name of the curve that shows an inverse relationship between inflation and unemployment in an economy?"
"fd6a8f5d-4abb-42f9-b849-389ab3ee314c","2025","Finance & Management","24","edfa8f79-7e0a-4f3e-8726-dbd3a97fb1de","MSME sector and its contribution","medium","verified","Micro, Small and Medium Enterprises (MSMEs) play a crucial role in Indiaâ€™s economic development by contributing significantly to employment, exports, and industrial output. Despite their importance,"
"78d41388-4784-4bee-be9b-87bebc1f630c","2025","Finance & Management","25","edfa8f79-7e0a-4f3e-8726-dbd3a97fb1de","MSME sector and its contribution","medium","verified","Micro, Small and Medium Enterprises (MSMEs) play a crucial role in Indiaâ€™s economic development by contributing significantly to employment, exports, and industrial output. Despite their importance,"
"f9f4f995-2878-494c-89f9-e47bf31f54a8","2025","Finance & Management","26","edfa8f79-7e0a-4f3e-8726-dbd3a97fb1de","MSME sector and its contribution","medium","verified","Micro, Small and Medium Enterprises (MSMEs) play a crucial role in Indiaâ€™s economic development by contributing significantly to employment, exports, and industrial output. Despite their importance,"
"f6a3647e-978a-434e-81f6-45a4c2d6349d","2025","Finance & Management","27","3a832583-6e5b-41c8-9af7-7e3e8d73781d","Upward, downward and lateral communication","easy","verified","In which type of communication can an employee provide feedback, complaints, or suggestions to the upper management?"
"1c06080a-989f-46f3-ab25-2490a30cd531","2025","Finance & Management","28","2069e64c-0914-4339-bcf1-8d5582ddc6e1","Financial inclusion and Jan Dhan","easy","verified","What does the JAM Trinity stand for?"
"e05ac943-c70d-448a-8f67-54dce7168437","2025","Finance & Management","29","5e3f8952-3acb-45fa-8e28-b4e5ed0e3dc8","Non-tax sources of revenue","medium","verified","What is the current corpus (amount) of the Contingency Fund of India?"
"64937776-0e48-4102-b976-6d9ebca303d5","2025","Finance & Management","30","67d37b2c-817d-44d9-ae33-a795612fc581","Real vs nominal income; GDP deflator","medium","verified","If the Consumer Price Index (CPI) is increasing while the Wholesale Price Index (WPI) is decreasing, what does it indicate?"
"70f56310-f489-4541-beca-403b39c89f57","2025","Finance & Management","31","b3d81d2c-a6e7-40d0-84dc-eea66c22bee7","Clearing corporations and settlement","medium","verified","SEBIâ€™s T+2 settlement cycle is applicable for which of the following corporate actions?"
"c9750969-9dd0-4541-82f4-e2116b5ce8b0","2025","Finance & Management","32","0e5b478f-5048-4be2-a4da-997415ef0843","Internal vs external factors affecting governance","medium","verified","What is the ethical theory that holds that universal, fixed, and unchanging moral principles apply to all individuals, irrespective of situation or culture?"
"3887be9d-ecf6-429a-aa9d-5b10bca32dc4","2025","Finance & Management","33","afd4a13d-c570-493d-8b6a-3923c701219f","Trait approach â€” personality, intelligence, emotion","medium","verified","Which theory explains that peopleâ€™s attitudes influence their motivation and performance at work?"
"6f2fa3d5-3983-469b-916a-245464487e6a","2025","Finance & Management","34","35a95c33-0e7a-43fc-8ed3-1b79a7609209","Cost-push inflation","easy","verified","Which of the following statements best explains cost-push inflation in an economy?"
"aeb0391c-8b4c-4813-88ed-0c35976b4b3b","2025","Finance & Management","35","dd67a013-938d-4ae2-b9bc-816d6a072d65","Bond yield and pricing","medium","verified","Which of the following statements is most accurate regarding zero-coupon bonds?"
"4f813121-dd99-4a67-b1ae-189e370a08e4","2025","Finance & Management","36","c7ea1e13-578a-4977-a08e-df0a6d689f16","Forwards vs futures","medium","verified","In the context of index futures, which of the following statements is most accurate?"
"ef3abb4d-658b-48b1-af7e-d8f6b0bfd75d","2026","General Awareness","3","dcf342df-0b93-4e2c-91a1-42e0781cd12c","WTO and global trade bodies","medium","verified","India signed a Comprehensive Economic Partnership Agreement (CEPA) in December 2025 with which of the following country?"
"de1fe05f-4db9-4e7d-b736-bc661891ccd3","2026","General Awareness","4","b2983344-9a73-4205-bc92-76949ad7d588","Awards and honours","easy","verified","On May 18, 2026, Prime Minister Narendra Modi was conferred the prestigious Grand Cross of the Royal Norwegian Order of Merit by His Majesty King Harald V in which of the following city?"
"2022e57d-54e8-48b3-a1ca-9a6ae593ef20","2026","General Awareness","7","8e5aa145-440d-4db7-a3f4-9ee6e4aed196","Sports terminology and Indian sporting history","easy","verified","Which Indian cricketer became the co-owner of Dublin Guardians, a team in the European T20 Premier League (ETPL)?"
"f3891a94-4292-4271-8cd8-098f2d7c9347","2026","General Awareness","19","8e5aa145-440d-4db7-a3f4-9ee6e4aed196","Sports terminology and Indian sporting history","easy","verified","Where is the ICC Womenâ€™s T20 World Cup 2026 being held?"
"c6f4a179-832d-4d00-8e21-d3851ae27ee5","2026","General Awareness","20","1dc3e5ea-2950-42a3-8c79-8a45ade66003","Census and demographic profile of India","medium","verified","With reference to Census 2027, consider the following statements: 1. The second phase of the census will work on caste based Population Enumeration. 2. The Census of India marks a major step forward b"
"fba8b074-a1ac-4ac1-ac0b-ae4423d6e9b0","2026","General Awareness","22","b2983344-9a73-4205-bc92-76949ad7d588","Awards and honours","easy","verified","Which bank was awarded the National Award for Outstanding Performance in Self- Help Group (SHG)-Bank Linkage 2024â€“25?"
"a7cd2a57-d363-4ead-ba0b-5290d0ceb402","2026","General Awareness","28","f56288ef-a26d-402b-9dc1-f1d4e141968e","Payment banks and differentiated banks","medium","verified","The Reserve Bank of India recently cancelled the banking licence of which payments bank in April 2026?"
"d55a8109-c3ce-4e08-8800-2ba9574fed77","2026","General Awareness","37","1d690f05-756d-4389-b40d-5bca2d050fdd","Digital finance and technology in banking","medium","verified","In April 2026, which bank signed a strategic Memorandum of Understanding with Government e-Marketplace (GeM) to strengthen financial access for sellers?"
"68e42cf5-bdc0-44dc-b55e-0b32cccf5dc6","2026","General Awareness","46","1645100c-e158-44af-aebb-a4153dcbd931","Statutory commissions and information oversight","easy","verified","Who is the Chairman of the 16th Finance Commission?"
"3bc9fd7d-5859-43f1-9dcd-5851b548e7f9","2026","General Awareness","48","d7285f63-0e95-446a-ac3a-9b01fe376174","Defence forces, exercises and expeditions","easy","verified","Who was the 27th Chief of the Naval Staff of India?"
"4fe8bf7a-616d-4429-98ff-24bfa1d9ac7f","2026","General Awareness","49","8e5aa145-440d-4db7-a3f4-9ee6e4aed196","Sports terminology and Indian sporting history","easy","verified","Which of the following was part of the consortium that signed an agreement to acquire Royal Challengers Bengaluru (RCB) from United Spirits Limited in 2026?"
"b15cae37-0c87-4b04-a5fc-b7a382470347","2026","General Awareness","53","b2983344-9a73-4205-bc92-76949ad7d588","Awards and honours","easy","verified","Which Union Territory set a Guinness World Record by unfurling the largest underwater national flag beneath the sea?"
"b30bbf95-5f03-42dd-9f17-ea9dd47c0b55","2026","General Awareness","55","75791278-f076-4df9-8099-e6456ff02b77","Pension schemes for unorganised workers and farmers","medium","verified","Which bank received the Pension Fund Regulatory and Development Authority (PFRDA) National Award for its performance in promoting pension coverage and financial inclusion?"
"91675498-0569-496e-8d80-11c891abf42b","2026","General Awareness","59","d1525b57-f332-4174-9f7d-b8edd11e0e8b","Biodiversity and wildlife conservation","easy","verified","Indiaâ€™s first satellite-tagged Ganges Softshell Turtle was released in which national park?"
"928c8863-88b8-4b61-91f4-32d682e5b755","2026","General Awareness","60","8e5aa145-440d-4db7-a3f4-9ee6e4aed196","Sports terminology and Indian sporting history","easy","verified","The inaugural International Cricket Council (ICC) Womenâ€™s Challenge Trophy was hosted by which country?"
"c02fea59-8401-4fb7-b276-a448bde38fa8","2026","General Awareness","63","c862456b-d22b-45b5-9150-d9d1f21eb0c6","Global indices and India's rank","medium","verified","Which country ranked 1st in the World Press Freedom Index 2026 released by Reporters Without Borders (RSF)?"
"44a29ded-7bfb-43d7-949b-c1fc34797e05","2026","General Awareness","64","8aed2166-9ae9-4125-8e4b-ca0c82bd3f27","Multilateral development banks and the IMF","medium","verified","Which bank announced a US$70 billion push to connect Asiaâ€™s power grids and digital networks by 2035?"
"c26a338e-8567-4748-becf-9d81c59255b4","2026","General Awareness","67","61c4b3c3-5391-41c0-99c5-ee6ba3111979","Agricultural trade and export policy","medium","verified","To manage domestic availability and price stability, India extended restrictions on the export in May 2026 of which agricultural commodity till September 2026?"
"54dd9e3e-17f2-4d72-9939-b53c93cb873e","2026","General Awareness","68","4db77fe0-323e-4f1f-88c3-f35a6c823427","Books and authors","easy","verified","The International Booker Prize 2026 recognises outstanding works of fiction translated into English. Which book won the International Booker Prize 2026?"
"7ecdb3f0-003c-4c2e-9d80-1ece9f65d7eb","2026","General Awareness","69","e8fccc09-a2c9-4076-a001-ad1c2378a23f","NBFC categories â€” IFC, Factor, P2P","medium","verified","In April 2026, which fintech company received approval from the Reserve Bank of India (RBI) for a Non-Banking Financial Company (NBFC) licence to launch its in-house lending business?"
"3b5103c4-e6d0-452c-9366-d7d58a3b779a","2026","General Awareness","76","65c6b4bb-b6fc-4351-a9ea-e09a179d12da","Public sector bank reforms","medium","verified","What was the year-on-year (YoY) growth in bank credit for Scheduled Commercial Banks (SCBs) as on end-March 2026?"
"d96cfb79-19ef-49de-93be-1538fcddb0d9","2026","General Awareness","78","0adcb286-28d5-4094-bb12-80f2f9e99468","Business and startup terminology","medium","verified","According to the JM Financial-Hurun Unlisted Gems 2026 list, which company ranked 1st among Indiaâ€™s highest-revenue unlisted companies in 2026?"
"46a64e8c-60c2-4cc2-9c66-c22985622365","2026","General Awareness","80","f225f3a4-7ad0-42d8-9ab0-acfbf821f304","Renewable energy targets and efficiency schemes","medium","verified","With reference to Indiaâ€™s renewable energy progress, consider the following statements: 1. India achieved 50% of its total installed power capacity from non-fossil sources in June 2025, five years a"
