"question_id","year","question_number","current_topic_id","current_topic","question_text","tag_ok","assign_topic_id","difficulty","decision","proposal_note"
"0453ae7c-d895-45c3-af13-8ad11ae01751","2023","68","6b0ea750-f099-45b4-a632-5876b21840a0","Urban development and governance missions","The Smart Cities Mission was launched by the Honâ€™ Prime Minister on 25 June, 2015. The main objective of the Mission is to promote cities that provide core infrastructure, clean and sustainable environment and give a decent quality of life to their citizens through the application of â€˜smart solutionsâ€™. 100 cities have been selected to be developed as Smart Cities through a two-stage competition. Identify the correct statement with regards to the scheme. 1) The Mission is operated as a Centrally Sponsored Scheme. Central Government will give financial support to the extent of Rs. 48,000 crores over 5 years i.e., on an average Rs.100 crore per city per year. 2) Additional finances for this scheme are raised through convergence, from ULBsâ€™ own funds, grants under Finance Commission, innovative finance mechanisms such as Municipal Bonds, other government programs and borrowings. 3) The Smart Cities Mission has conceptualized â€˜DataSmart Citiesâ€™-Strategy to leverage the potential of data to address complex urban challenges in 100 Mission Cities.","yes","","easy","verified","operator bulk-accepted 2026-09-24"
"1e23b271-6759-40c2-845a-93b0f48c4f61","2023","70","f2efa180-0f24-4974-98a3-d33ab317b626","Climate awareness initiatives","A climate clock refers to a visual representation or digital display that provides real-time information about the impacts of climate change. It typically shows various climate-related statistics, such as greenhouse gas emissions, temperature rise, sea-level rise, deforestation rates, and other indicators. Where is the climate clock located?","yes","","easy","verified","operator bulk-accepted 2026-09-24"
"67c276e5-2f91-45f5-b1d7-33d38a4bd376","2023","71","390cb8c4-537c-469c-b3d1-14d9194d8cea","NPCI systems â€” UPI, IMPS, NEFT, RTGS","UPI stands for Unified Payments Interface. It is a real-time payment system in India that enables instant and seamless fund transfers between different banks and payment service providers. With its simple and interoperable nature, UPI has revolutionized digital payments in India, facilitating person- to-person transfers, merchant payments, bill payments, and other financial services through a single platform. It has played a crucial role in promoting financial inclusion and digital adoption, contributing to the growth of a cashless economy in the country. Which of the following statement(s) is/are correct with regards to the UPI? 1) UPI was launched in 2016 in India 2) Immediate money transfer through mobile device round the clock 247 and 365 days is available 3) Virtual address of the customer for Pull & Push provides for incremental security with the customer is not required to enter the details such as Card no, Account number; IFSC etc. 4) In the UPI system, a Pay Request is a transaction where the initiating customer is pushing funds to the intended beneficiary. Payment Addresses include Mobile Number & MMID, Account Number & IFSC and Virtual ID.","yes","","easy","verified","operator bulk-accepted 2026-09-24"
"b4f5f20f-b40d-48c5-9e91-0189760913db","2023","72","4ac5fc1d-9fcf-4772-bd60-d9cfa9f8e673","RBI Payments Vision and the 4Es","The Payments Infrastructure Development Fund (PIDF) Scheme is an initiative introduced by the Reserve Bank of India (RBI) to promote the development of digital payments infrastructure in the country. Under this scheme, the RBI provides financial support and grants to eligible entities, such as banks, non-bank payment system operators, and other eligible stakeholders, to enhance the acceptance and accessibility of digital payments. Identify the correct statement with regards to the PIDF. 1) PIDF is governed by an ex-officio Advisory Council 2) The tenor of the PIDF scheme is three years from January 01, 2021, extendable by two further years, if necessary 3) Increasing payments acceptance infrastructure by adding 30 lakh touch points â€“ 10 lakh physical and 20 lakh digital payment acceptance devices every year","yes","","medium","verified","operator bulk-accepted 2026-09-24"
"c70742d0-94f7-42a6-9d17-1d38860e76c3","2023","73","3b99d1e4-a26b-4bb9-8754-9cee350bd157","GDP, GNP, NNP and NDP concepts","Gross Domestic Saving (GDS) refers to the total amount of savings generated within a country over a specific period, typically a year. It is a key macroeconomic indicator that reflects the portion of national income not consumed but instead saved by households, businesses, and the government. GDS includes savings in various forms, such as personal savings, corporate profits set aside for investment, and government savings from budget surpluses. It is expressed as a percentage of ____.","yes","","medium","verified","operator bulk-accepted 2026-09-24"
"f0abc93c-7023-4b6f-a1ca-300dce26ff5e","2023","74","b3d81d2c-a6e7-40d0-84dc-eea66c22bee7","Clearing corporations and settlement","A clearing corporation, also known as a clearinghouse, is an entity that acts as an intermediary in financial markets to facilitate the clearing and settlement of trades. Its primary function is to ensure the smooth and efficient completion of transactions between buyers and sellers. Which of the following entities is not recognized by SEBI?","yes","","medium","verified","operator bulk-accepted 2026-09-24"
"7343f9ba-a106-42fb-9b93-532bbe0eeb4c","2023","75","390cb8c4-537c-469c-b3d1-14d9194d8cea","NPCI systems â€” UPI, IMPS, NEFT, RTGS","The Bharat Bill payment system is a Reserve Bank of India (RBI) conceptualised system driven by National Payments Corporation of India (NPCI). It is a one-stop ecosystem for payment of all bills providing an interoperable and accessible â€œAnytime Anywhereâ€ Bill payment service to all customers across India with certainty, reliability and safety of transactions. Which of the following statement(s) is/are a feature of the BBPS? 1) Bharat BillPay transaction can be initiated through multiple payment channels like Internet, Internet Banking, Mobile, Mobile-Banking, Mobile Wallets, Kiosk, ATM, Bank Branch, Agents and Business Correspondents, by just looking at the Bharat BillPay logo 2) Bharat BillPay is an integrated ecosystem connecting banks and non-banks in bills aggregation business, Billers, payment service providers and retail Bill outlets. 3) Bharat BillPay facilitates seamless payment of bills through any channel: digital and physical.","yes","","easy","verified","operator bulk-accepted 2026-09-24"
"362a02d5-a932-44c8-a8b5-4fb0bbed52d4","2023","76","8fdb774d-5e18-4742-bbe3-c0ea16495df9","Union-State relations and the legislative lists","Which of the following Article of the Indian Constitution has described the division of powers between Union and State governments with respect to the Union, State, and Concurrent lists?","yes","","easy","verified","operator bulk-accepted 2026-09-24"
"33b11bae-3149-4094-8a02-a209c867dc95","2023","77","763871ee-abfc-483e-99ee-6e7d77de05d0","Multilateral development finance in India","This Country Partnership Strategy (CPS), 2023-2027 for India is well aligned with Indiaâ€™s national development priorities to be achieved by 2047, when the country marks 100 years of independence. Economic and sector reforms and national flagship programs embody the national priorities. The CPS will advance Strategy 2030â€™s seven operational priorities. As it aims to help India return to its development trajectory, it will support better health, education, and social protection and improved urban livability and rural development while ensuring gender empowerment. Which multilateral development agency has released the strategy?","yes","","medium","verified","operator bulk-accepted 2026-09-24"
"a60b1c74-242e-400e-9aa2-d6b6deb6437c","2023","79","177b68be-4bce-4c12-bc99-f7fabcbc1de6","Bank advances â€” cash credit, overdraft, bill discounting","Trade Receivables electronic Discounting System (TReDS) is an online electronic platform and an institutional mechanism for factoring of trade receivables of MSME sellers. It enables discounting of invoices through an auction mechanism to ensure prompt realisation of trade receivables. How many parties are involved in the TReDS system?","yes","","medium","verified","TReDS is factoring of receivables; bank advances leaf is a loose but acceptable fit; operator bulk-accepted 2026-09-24"
"000f179a-e88b-438d-98e6-da4f64fe66e3","2024","1","6b0ea750-f099-45b4-a632-5876b21840a0","Urban development and governance missions","How much government assistance is being provided for the Pradhan Mantri Awas Yojana-Urban (PMAY-U) 2.0?","yes","","easy","verified","operator bulk-accepted 2026-09-24"
"e68ee927-612c-4717-b89b-4d1628d8897c","2024","4","023e18bf-9868-4996-a2c3-24a2382589b0","Withdrawal, exit and deferment rules","What percentage of money can be withdrawn from the National Pension Scheme (NPS) after 3 years?","yes","","easy","verified","operator bulk-accepted 2026-09-24"
"8723cf3a-e4af-413c-866f-ee2e9fdf3f2d","2024","8","4d006fea-73a6-4926-bd63-2d02b64af242","Fund of Funds for Startups","Under Self Reliant India (SRI) Fund of Rs. 50,000 crore, there is a provision of __________ from Government of India and ______________ through Private Equity / Venture Capital funds. Fill the gaps","yes","","medium","verified","operator bulk-accepted 2026-09-24"
"3a9d6660-e922-4bc5-b390-dac5b922a38f","2024","10","afc33796-d20d-4103-a4d0-f88f8e3e1087","Environmental clearance and industrial approvals","In pursuance of the spirit of â€˜Digital Indiaâ€™ and capturing the essence of Minimum Government and Maximum Governance, which single window portal has been launched by the Ministry of Environment, Forest and Climate Change in 2018 for Environment clearance (EC), Forest clearance (FC), Wildlife (WL) and Coastal Regulation Zone (CRZ) clearances?","yes","","medium","verified","operator bulk-accepted 2026-09-24"
"8b842231-525d-4bfa-84d7-4b939eae8f85","2024","11","8f704fc7-27d2-45f4-aa1d-80c9e028efe3","Agriculture and rural energy schemes","Ministry of Food Processing Industries (MoFPI) implements a Scheme for Integrated Cold Chain, Food Processing and Preservation Infrastructure as one of the components of Pradhan Mantri Kisan Sampada Yojana (PMKSY) with the objective of reducing post-harvest losses of horticulture and non-horticulture produce and providing remunerative price to farmers for their produce. Under the scheme, Ministry provides financial assistance in the form of grant-in-aid at the rate of 35% for general areas and 50% for North East and Himalayan States, Integrated Tribal Development Programme (ITDP) areas and Islands for storage and transport infrastructure and at the rate of 50% and 75% respectively for value addition and processing infrastructure subject to a maximum grant-in-aid of _______________ per project for setting up of integrated cold chain projects including irradiation facility. Fill the gap","no","f36e118c-31e6-42b2-a5f9-27c3af609569","medium","verified","cold chain scheme; -> Food processing and value-chain schemes; operator bulk-accepted 2026-09-24"
"a7298c3c-5b54-4c3c-9a6b-610180a97137","2024","12","8f704fc7-27d2-45f4-aa1d-80c9e028efe3","Agriculture and rural energy schemes","Which crops are covered under the Price Support Scheme (PSS) under the umbrella scheme of Pradhan Mantri Annadata Aay SanraksHan Abhiyanâ€™ (PM-AASHA) to ensure Minimum Support Price (MSP) to farmers when prices fall below the MSP during the harvesting period? 1) Oil seeds 2) Cotton 3) Pulses 4) Wheat 5) Copra","no","5264edf2-f868-4749-8bd6-0cf36449317b","medium","verified","Price Support Scheme is procurement; -> Minimum Support Price and procurement; operator bulk-accepted 2026-09-24"
"07fe7881-ce89-4636-8d7b-70dabff148f2","2024","13","8f704fc7-27d2-45f4-aa1d-80c9e028efe3","Agriculture and rural energy schemes","Government is implementing the scheme titled â€œPM Programme for Restoration, Awareness, Nourishment and Amelioration of Mother Earth (PM-PRANAM)â€ to incentivize States and Union Territories to promote the use of alternative fertilizers such as organic and bio-fertilizers for improving soil health and fertility and sustainable productivity. Under the programme, state Governments will be incentivized to the tune of ___________ of fertilizer subsidy saved for promotion of organic and natural farming and organic fertilizers. Fill the gap","yes","","medium","verified","operator bulk-accepted 2026-09-24"
"c3b184d4-7376-4b01-b27d-d13ae73fff6a","2024","18","eedab1ad-56e1-4f9a-bf27-e6b077af1760","GST â€” supply, input tax credit, zero-rated, exports","With the introduction of the Goods and Services Tax (GST) in India, various central, state, and local taxes were subsumed into a unified system. Several indirect taxes at both the central and state levels were absorbed into GST to simplify the tax system. Which of the following taxes has been subsumed under the Goods and Services Tax (GST)?","yes","","easy","verified","operator bulk-accepted 2026-09-24"
"38c4bde8-2363-4753-b7b0-de9f4fffc5f7","2024","19","4ac5fc1d-9fcf-4772-bd60-d9cfa9f8e673","RBI Payments Vision and the 4Es","The Reserve Bank of Indiaâ€™s (RBI) Digital Payments Index (RBI-DPI) is a composite index that measures the extent of digital payments in India. The RBI has been publishing the index since January 2021, using March 2018 as the base year. The index is published every 6 months. In RBI Digital Payments Index (RBI-DPI), which parameter has the highest weightage?","yes","","medium","verified","operator bulk-accepted 2026-09-24"
"e04c9562-3075-4c29-9562-143eb186c86f","2024","20","567b9717-73ac-46ef-bd37-671acc8420b0","Depositories and dematerialisation","A Basic Service Demat Account (BSDA) is just like a normal Demat account that helps investors to hold equity shares/ other securities investments such as â€“ bonds, mutual funds, exchange traded funds (ETFs) in an electronic format. Any individual who has only one demat account, with his/ her name as the first holder and where the value of investments, in debt and equity, does not exceed â€¦â€¦â€¦â€¦â€¦. is eligible to be qualified as a BSDA account holder. Fill the blank with correct option.","yes","","medium","verified","operator bulk-accepted 2026-09-24"
"aa7f15a2-756d-4e3b-84f4-a446c59cd7ea","2024","23","7bf9193a-dfbb-4626-8876-d7821016029b","Scale-based regulation of NBFCs","The Reserve Bank of India (RBI) issued directions on November 15, 2021, requiring certain Non-Banking Financial Companies (NBFCs) to appoint an Internal Ombudsman (IO) to handle customer grievances. What is the directive criterion for Non-Deposit Taking NBFCs (NBFCs-ND) with regards to minimum asset size for the appointment of IO under the RBI guidelines?","yes","","medium","verified","operator bulk-accepted 2026-09-24"
"4fc90b0f-6ed7-4354-9010-ad78c0d78f6e","2024","25","7bf9193a-dfbb-4626-8876-d7821016029b","Scale-based regulation of NBFCs","As part of its effort to harmonize regulations for Housing Finance Companies (HFCs) with those applicable to Non- Banking Financial Companies (NBFCs), the RBI revised guidelines regarding deposit-taking activities. HFCs can now only accept or renew public deposits that are repayable after a minimum period of 12 months but must ensure the deposit doesnâ€™t extend beyond the maximum tenure allowed. What is the longest period (in months) for which HFCs can now accept or renew deposits under the new rules?","yes","","medium","verified","operator bulk-accepted 2026-09-24"
"fe284090-9d9a-4778-b5d7-8077b79b8919","2024","26","f56288ef-a26d-402b-9dc1-f1d4e141968e","Payment banks and differentiated banks","In a recent update to its banking regulations, the RBI revised the definition of â€œbulk depositsâ€ for various banking institutions. Scheduled Commercial Banks (SCBs) and Small Finance Banks (SFBs) have increased threshold for bulk deposits, aimed at enhancing their Asset-Liability Management (ALM). While SCBs and SFBs saw their limit set at Rs 3 crore, the RBI made an exception for Local Area Banks, aligning their limit with a different category. What is the new threshold for bulk deposits in Local Area Banks according to the RBI?","yes","","medium","verified","bulk deposit definition applies to differentiated banks; operator bulk-accepted 2026-09-24"
"b2a52ab0-82ae-4a9f-8dab-c2236aade5b9","2024","27","a3ea6cd9-eb80-4bf0-a4fd-3043d8749d00","FEMA framework and Master Directions","The RBI has taken a significant step in modifying its fully accessible route (FAR) for government securities. This decision, aimed at managing overseas investor interest, excludes certain long-term securities from the FAR framework, potentially impacting the market for specific bonds. Which of the following government security tenures has the RBI decided to exclude from the fully accessible route (FAR)?","yes","","medium","verified","operator bulk-accepted 2026-09-24"
"9c570193-9a1e-4cbd-b7b3-681465a46cc8","2024","28","f56288ef-a26d-402b-9dc1-f1d4e141968e","Payment banks and differentiated banks","The Reserve Bank of India (RBI) has outlined specific eligibility criteria for Small Finance Banks (SFBs) to transition into Universal Banks (UBs) under its on-tap licensing policy. Which of the following accurately describes one of the key criteria for such a transition?","yes","","medium","verified","operator bulk-accepted 2026-09-24"
"75a85026-bcd3-4129-af8e-f18aa5c654c8","2024","29","15e5b403-5be3-49c4-a4c5-8c3805cc2694","RBI, SEBI, IRDAI, PFRDA â€” mandate boundaries","The RBI outlined a detailed framework for Self-Regulatory Organizations (SROs) in the FinTech space to ensure proper governance and regulation within the sector. SROs are critical for maintaining transparency and order in the fast-growing FinTech ecosystem. Which of the following is NOT an eligibility criterion under the RBIâ€™s Self-Regulatory Organization (SRO) Framework for FinTech Firms?","yes","","medium","verified","SRO framework; regulator-mandate leaf is the closest fit; operator bulk-accepted 2026-09-24"
"5c3e362e-0dba-4003-958b-ceadce1d9318","2024","30","e6ae56a5-8fb5-4dab-a838-59ac2c665fc0","Basel norms and capital adequacy","The Financial Stability Report (FSR) by the RBI often highlights critical measures to strengthen the financial resilience of banks. One such measure includes revising the risk weights for certain sectors to ensure adequate capital buffers. In the most recent FSR, the risk weightage for Capital to Risk-weighted Assets Ratio (CRAR) calculation was enhanced for which of the following sectors?","no","0893cd2f-eb6e-4259-ab1b-d5e7784f3de8","medium","verified","Financial Stability Report; -> Financial stability assessment and reporting; operator bulk-accepted 2026-09-24"
"896c2b31-f466-409b-b800-641be3efc1f0","2024","31","15e5b403-5be3-49c4-a4c5-8c3805cc2694","RBI, SEBI, IRDAI, PFRDA â€” mandate boundaries","The International Financial Services Centres Authority (IFSCA) plays a pivotal role in regulating financial institutions, financial products, and services within Indiaâ€™s International Financial Services Centres (IFSCs). Which of the following statements is not correct regarding IFSCA?","yes","","medium","verified","operator bulk-accepted 2026-09-24"
"fbb7d25c-0b56-4599-b422-c45b381efb42","2024","32","4ac5fc1d-9fcf-4772-bd60-d9cfa9f8e673","RBI Payments Vision and the 4Es","According to the RBIâ€™s report on currency and finance 2024, the rise in digital payments has resulted in several significant outcomes. Which of the following statement/(s) correctly states the outcomes of increase in digital payments? Statements: 1) Higher financial inclusion and inclusive growth 2) Higher demand for money 3) Better credit assessment and credit availability 4) Better targeting of government schemes","yes","","medium","verified","operator bulk-accepted 2026-09-24"
"e0dd0b78-f9d6-405e-87ea-9b10832a9650","2024","33","390cb8c4-537c-469c-b3d1-14d9194d8cea","NPCI systems â€” UPI, IMPS, NEFT, RTGS","INFINET, a membership-only Closed User Group (CUG) network, serves as the backbone of the National Payments System, primarily handling interbank applications. INFINET is a membership-only Closed User Group (CUG) Network that comprises the RBI, Member Banks and Financial Institutions. As the network platform for the National Payments System, mostly catering to interbank applications â€¦â€¦â€¦â€¦â€¦.and â€¦â€¦â€¦â€¦â€¦â€¦, INFINET is also used by member banks to accessâ€¦â€¦â€¦â€¦â€¦â€¦, CCIL systems, and other RBI mandated systems. Fill the gaps with appropriate options:","yes","","medium","verified","operator bulk-accepted 2026-09-24"
"bd0aaed2-51ee-40bb-934c-4143bf4f79f9","2024","34","7e1e6fc8-4e40-4e18-bfb7-660c80143603","RBI Act 1934 â€” constitution, note issue, functions","State and Union Territory governments leverage various mechanisms to borrow from the Reserve Bank of India (RBI). Which of the following combinations correctly identifies these borrowing formats?","yes","","medium","verified","operator bulk-accepted 2026-09-24"
"feb37eb8-99d5-4dfa-aa89-74c58233eafe","2024","35","39c359f9-b85b-4c3e-9a0b-e67ed39d8c4c","Priority sector lending and microfinance","When banks receive deposits from various All-India Financial Institutions (AIFIs) and use them to forward loans, certain deposits are not counted towards overall Priority Sector Lending (PSL) targets/achievements. Which of the following deposits is excluded from this classification?","yes","","medium","verified","operator bulk-accepted 2026-09-24"
"8db74694-48dd-4f21-84a8-e02c0da21137","2024","36","7aa6a5c3-2e2a-46c9-b5cf-d8a2168f4f88","Development financial institutions â€” NABARD, SIDBI, NHB, NaBFID, EXIM","In the regulatory landscape of Indiaâ€™s financial sector, various entities operate under the oversight of different authorities. Among the following, which entity is specifically regulated by the Department of Regulation of the RBI?","yes","","medium","verified","operator bulk-accepted 2026-09-24"
"55094ce0-40a8-4990-9eaf-03ffc2186a32","2024","38","b40455eb-5470-4a6a-a540-db75843698ba","Research analyst and investment adviser regulations","Stock exchanges can now be recognized as Research Analyst Administration and Supervisory Body (RAASB) and Investment Adviser Administration and Supervisory Body (IAASB) for administration and supervision of RAs and IAs, respectively. What is the minimum net worth required for recognition as an IAASB/RAASB under the new rules introduced by SEBI?","yes","","medium","verified","operator bulk-accepted 2026-09-24"
"cbf8c8e6-eb92-4b50-bcb5-17d4206cf7b6","2024","39","069fdcf6-30e5-4be7-9ef2-6ae4f9631ca6","Social Stock Exchange and Social Impact Funds","SEBI (Securities and Exchange Board of India) recently proposed tax benefits for companies investing in zero coupons and zero principal bonds issued by not-for-profit organizations listed on the social stock exchange. The Central Board of Direct Taxes (CBDT) stated that investors or donors who buy ZCZPs will get tax benefits under section ______.","yes","","medium","verified","operator bulk-accepted 2026-09-24"
"7fb6efd1-134f-4c24-8dc9-ca288daeb7b2","2024","40","a5f18325-af4e-4040-95ca-5007d0ed75ab","Direct vs indirect monetary instruments â€” OMO, CRR, SLR, repo, MSF","Which of the following is not an instrument of monetary policy?","yes","","easy","verified","operator bulk-accepted 2026-09-24"
"1af91cef-9299-4846-8359-82d9dc8c63d2","2024","44","bd20e212-5d6f-44c3-bddf-daede6e0516f","Credit rating agencies and sovereign ratings","The Certificate of Registration granted to Brickwork Ratings India as a Credit Rating Agency (CRA) was cancelled by market regulator SEBI in October 2022. RBI after a review, permitted banks to use ratings by Brickwork Ratings India Private Limited for loans up to Rs. ________.","yes","","medium","verified","operator bulk-accepted 2026-09-24"
"0cb19ff4-2eaf-4191-b2a9-ad0ce688bd37","2024","45","1cefdf19-0cb1-4bad-a0f3-d5cde6ee8c46","Fixed vs floating rate securities","Which of the following statements is not a feature of floating rate savings bonds? 1) The interest rate adjusts periodically based on a benchmark rate, leading to fluctuating interest payments. 2) These bonds provide a secure government-backed investment with low credit risk. 3) Interest is typically paid out annually, offering a steady income stream for investors. 4) The investment period (tenure) remains fixed despite the changing interest rates.","yes","","medium","verified","operator bulk-accepted 2026-09-24"
"b61bbbac-da6c-4286-a75f-5a618ca7fd9d","2024","46","1959fdbb-aa4d-4d2b-ad00-2ba2ba1da295","Minimum face value â€” NCD and NCRPS","SEBI allowed Foreign Portfolio Investors (FPIs) established in GIFT City to accept unlimited investments from Non- Resident Indians (NRIs) and Persons of Indian Origin (PIOs). SEBI has also gave a boost to bond market accessibility by revising its minimum investment amount for bonds to __________ as per SEBIâ€™s recent changes.","no","297ad27e-8c0b-4d60-aa9c-14356fb9f86d","medium","verified","FPI/NRI investment through GIFT City; -> ID:297ad27e-8c0b-4d60-aa9c-14356fb9f86d; operator bulk-accepted 2026-09-24"
"4a6c88b5-3ae7-4594-84b6-690a3aa7dfb7","2024","47","d189707d-212b-4d57-a1b7-5a240aeb97cb","Asset classification, NPA and divergence disclosure","In response to the persistent challenge of high Non- Performing Assets (NPAs), the government has launched a series of impactful initiatives over the years. These efforts aim to strengthen the financial sector and enhance economic stability. Some of these initiatives are not correctly matched with their respective establishment years. Select the incorrect pair/s from the table below. 1. The Debt Recovery 1993 Tribunals (DRTs) 2. SARFAESI Act 2005 3. IBC 2016 4. NARCL 2021 Choose the correct answer from the options given below:","yes","","medium","verified","operator bulk-accepted 2026-09-24"
"043697de-6bf4-4c94-b702-b6da06187ec2","2024","48","1cefdf19-0cb1-4bad-a0f3-d5cde6ee8c46","Fixed vs floating rate securities","The Sovereign Gold Bond Scheme, launched by the Government of India, allows individuals to invest in gold in a secure and non-physical format, providing a fixed rate of interest. One important aspect of this scheme is the provision for premature redemption. Under the sovereign gold bond scheme, premature redemption can be done after how many years from the issuance?","no","4623fffb-b9ec-4558-90d5-f3f24d504e06","medium","verified","Sovereign Gold Bonds; no dedicated leaf, see gap note; -> Treasury bills; operator bulk-accepted 2026-09-24"
"08524ce8-d0a8-47a9-92c0-7f4655ae1e74","2024","49","75f89786-112e-4d19-ace5-a941f8fe577b","International organisations and groupings","Mark Rutte, a prominent political figure known for his leadership and influence, has recently been appointed to assume the role of Secretary-General of NATO. His extensive experience in governance and international relations positions him well for this significant responsibility. As NATO plays a crucial role in global security and defense cooperation, it is important to recognize the nationality of its new Secretary-General. Which country does Mark Rutte represent?","yes","","easy","verified","operator bulk-accepted 2026-09-24"
"e9341b3c-8605-4df3-9bbc-a4ddc0d5528e","2024","53","8e5aa145-440d-4db7-a3f4-9ee6e4aed196","Sports terminology and Indian sporting history","Abhinav Bindra is a celebrated Indian shooter who made history by winning a gold medal in the Olympic Games, marking a significant achievement for India in the field of shooting sports. His remarkable performance not only showcased his exceptional skills but also inspired a generation of athletes in the country. Bindraâ€™s victory was particularly noteworthy as it was the first time an Indian athlete won an individual gold medal at the Olympics. In which Olympic Games did Abhinav Bindra secure this prestigious gold medal?","yes","","easy","verified","operator bulk-accepted 2026-09-24"
"fc5a9390-640e-44c7-9656-3c93bdf37c62","2024","58","748e1177-b18b-4e5a-9698-9aa51b57a50b","International agreements and declarations","India has taken a significant step in international environmental governance by approving the signing of the Biodiversity Beyond National Jurisdiction (BBNJ) Agreement. This agreement aims to address the conservation and sustainable use of marine biodiversity in areas that lie outside national jurisdiction. The BBNJ Agreement is crucial for protecting ocean ecosystems and ensuring that marine resources are managed sustainably. Understanding the alternative name for this agreement is important for recognizing its role in global marine policy. By which other name is the BBNJ Agreement also known?","yes","","medium","verified","operator bulk-accepted 2026-09-24"
"5ea75317-93e0-45f6-b713-e15661a4ea83","2024","59","09e4b8c2-3e2b-4633-8ec1-a58bc6867e0b","Mineral resources and mining sites","Lithium has emerged as a critical resource in the modern world, especially due to its essential role in the production of batteries for electric vehicles and renewable energy storage. As the demand for lithium continues to rise, understanding where the largest reserves are located becomes increasingly important for global supply chains and energy transitions. Various regions around the world are known for their lithium deposits, but one region stands out due to its significant reserves. Which region is recognized for having the largest reserves of lithium?","yes","","easy","verified","operator bulk-accepted 2026-09-24"
"476a1b17-5848-47ba-9a60-c7015b1a2ef6","2024","63","c542e271-f9eb-4304-a2fb-6ca4471c6cc1","Schedules of the Constitution","In recent developments, several Members of the Legislative Assembly (MLAs) from Jharkhand and Odisha faced disqualification under the Anti-Defection Law, which is a critical legal framework designed to prevent political defections that can undermine the stability of elected governments. This law aims to promote party loyalty among elected representatives and maintain the integrity of the political system. The specific provisions related to disqualification due to defection are outlined in a particular schedule of the Indian Constitution. Which schedule mentions the Anti-Defection Law under which these MLAs were disqualified?","yes","","medium","verified","Tenth Schedule disqualification; operator bulk-accepted 2026-09-24"
"8c723e8f-6790-411a-8249-8b60a512b3ce","2024","64","85494d30-76ae-44b5-a20d-e7689645f374","Recent central legislation and statutory penalties","The Public Examinations (Prevention of Unfair Means) Act is a legislative measure aimed at maintaining the integrity of public examinations in India. This act addresses various forms of malpractice, including cheating and the use of unfair means during exams. To deter such offenses, the act prescribes penalties for offenders found guilty of engaging in dishonest practices. Understanding the financial implications of this legislation is crucial for both students and educational institutions. What is the maximum amount of fine that may be imposed on offenders under the Public Examinations (Prevention of Unfair Means) Act?","yes","","easy","verified","operator bulk-accepted 2026-09-24"
"0b0c9568-a2f0-4dd5-a57f-42866eeb2434","2024","65","23c0eda6-6163-457d-92b3-1fb9b06f4745","World affairs and geopolitical terms","The Houthis group has been in the news recently due to their involvement in regional conflicts and their attacks on various targets, including Israel. This group has been a significant player in the ongoing conflict in the Middle East, particularly in relation to its home countryâ€™s political dynamics and civil strife. Understanding the origins and affiliations of the Houthis is essential for grasping the complexities of Middle Eastern geopolitics. To which country does the Houthis group belong?","yes","","easy","verified","operator bulk-accepted 2026-09-24"
"2735f8fd-d4a7-4666-b67d-02cb8992a0d9","2024","66","0adcb286-28d5-4094-bb12-80f2f9e99468","Business and startup terminology","In the dynamic landscape of entrepreneurship, certain startups show promising potential for rapid growth and market success, leading them to be on the verge of achieving a valuation of over one billion dollars. These emerging companies often attract significant attention from investors and industry analysts due to their innovative business models, scalable solutions, and market demand. Identifying these startups early can provide insights into future market trends and investment opportunities. What are startups that are likely to become unicorns in the future commonly referred to as?","yes","","easy","verified","operator bulk-accepted 2026-09-24"
"6e1a77de-bc75-4417-88c8-c6435759514a","2024","67","b7d5ee3a-d1b6-475b-a7fc-7e8c8441792b","Comparative government and world legislatures","The Parliament of the United Kingdom is a crucial institution in the countryâ€™s governance, responsible for making and passing laws. It operates under a bicameral system, meaning it consists of two distinct chambers that play different roles in the legislative process. Each chamber has its own functions, powers, and methods of selection for its members. Understanding the structure of the UK Parliament is essential for grasping how legislation is developed and debated in the country. What are the two houses of the UK Parliament?","yes","","easy","verified","operator bulk-accepted 2026-09-24"
"2f3f55fb-f6e3-4a9d-a0bf-ee2749f1dc66","2024","68","1645100c-e158-44af-aebb-a4153dcbd931","Statutory commissions and information oversight","The Chief Information Commissioner plays a vital role in promoting transparency and accountability within the Indian government by overseeing the implementation of the Right to Information (RTI) Act. This position is crucial for ensuring that citizens can access information held by public authorities. Alongside the Chief Information Commissioner, there are several other commissioners who assist in handling appeals and complaints related to information requests. Understanding the total number of information commissioners working under the Chief Information Commissioner is essential for grasping the structure of this oversight body. How many information commissioners are there in addition to the Chief Information Commissioner?","yes","","easy","verified","operator bulk-accepted 2026-09-24"
"d699bb86-2cf3-4195-8a66-7b4d2c5faec9","2024","73","4fb4c478-d456-4d9d-ad58-08af61c9025d","Astronomy and celestial nomenclature","In the realm of astronomy, the naming of celestial features is governed by established protocols to ensure consistency and recognition across the scientific community. Recently, an important name was officially recognized for the landing site of Indiaâ€™s Chandrayaan missionâ€™s Vikram lander. This recognition not only highlights Indiaâ€™s contributions to lunar exploration but also integrates this name into a formal list that catalogs celestial nomenclature. Understanding which list includes this newly approved name is essential for appreciating its significance in astronomical circles. Which list included the name â€˜Station Shiv Shaktiâ€™?","yes","","medium","verified","operator bulk-accepted 2026-09-24"
