id,subject,microtopic,level,factcheck_verdict,verify_fact,stem_excerpt,keyed_answer,ref,sample,reviewer,decision,fix_note,minutes_spent
CAA-087,companies-act,Interim dividend — permitted sources,L2,confirmed,Y,Which of the following is a permitted source for an interim dividend under s.123(3)?,C. Profits of the FY up to the quarter preceding the declaration,Companies Act 2013 s.123(3),,,,,
CAA-088,companies-act,Interim dividend — permitted sources,L3,confirmed,Y,Vasant Ltd has incurred a loss for the current FY up to the end of the quarter immediately preceding the date on which it wishes to declare an interim dividend…,B. ₹3.00 crore,Companies Act 2013 s.123(3) proviso,,,,,
CAA-089,companies-act,Interim dividend — permitted sources,L3,confirmed,Y,Consider the following about interim dividends: 1. It may be declared during the financial year or at any time between the close of the financial year and the…,"B. 1, 2 and 3 only","Companies Act 2013 s.123(3),(4), s.52(2)",,,,,
CAA-090,companies-act,Issue of shares at a discount — exceptions,L1,confirmed,Y,**Assertion (A):** A company may issue sweat equity shares at a discount to their face value. **Reason (R):** The prohibition in s.53 on issuing shares at a di…,"D. Both A and R are true, and R is the correct explanation of A","Companies Act 2013 s.53(1),(2A)",,,,,
CAA-092,companies-act,Kinds of share capital,L1,confirmed,Y,"Under s.43, the share capital of a company limited by shares is of:",B. Two kinds — equity (with voting or differential rights) and preference,Companies Act 2013 s.43,,,,,
CAA-093,companies-act,Kinds of share capital,L2,confirmed,Y,"Cumulative preference dividend of Anand Ltd has not been paid for FY 2023-24 and FY 2024-25. At the AGM in September 2026, the preference shareholders may vote:",A. On every resolution placed before the company,Companies Act 2013 s.47(2) and proviso,,,,,
CAA-094,companies-act,Kinds of share capital,L3,confirmed,Y,"Bharat Ltd has paid-up equity capital of ₹10 crore (₹10 shares) and paid-up preference capital of ₹5 crore (₹100 shares), on which dividend is in arrears for t…",A. 6.67%,"Companies Act 2013 s.47(1),(2) and provisos",,,,,
CAA-095,companies-act,Loans to directors,L2,confirmed,Y,Which of the following is prohibited by s.185(1)?,A. A ₹50 lakh loan by S Ltd to a director of its holding company H Ltd for his personal use,"Companies Act 2013 s.185(1),(3)",,,,,
CAA-096,companies-act,Loans to directors,L3,confirmed,Y,"Kanchan Pvt Ltd has no body corporate as shareholder, paid-up capital of ₹10 crore, bank borrowings of ₹22 crore and no default on those borrowings. It wants t…",C. s.185 applies — borrowings exceed lower of 2× paid-up (₹20 crore) and ₹50 crore,Companies Act 2013 s.185; MCA notification GSR 464(E) dated 5 June 2015 (private company exemptions),,,,,
CAA-097,companies-act,Maximum gap between consecutive Board meetings,L1,confirmed,Y,"For a company other than an OPC, small or dormant company, the gap between two consecutive Board meetings must not exceed:",B. 120 days,Companies Act 2013 s.173(1),,,,,
CAA-098,companies-act,Maximum gap between consecutive Board meetings,L2,confirmed,Y,The last Board meeting of Shreya Ltd was held on 14 August 2026. Which proposed date for the next meeting would breach s.173(1)?,B. 20 December 2026,Companies Act 2013 s.173(1); SS-1,,,,,
CAA-099,companies-act,Maximum number of directorships,L2,confirmed,Y,Consider the following about the limit on directorships under s.165: 1. Alternate directorships are counted within the overall limit of 20. 2. A directorship i…,A. 1 and 2 only,Companies Act 2013 s.165(1) (amended 2017),,,,,
CAA-100,companies-act,Maximum number of directorships,L3,confirmed,Y,Ms Meera is a whole-time director of a listed company and an independent director on the boards of three other listed entities. She is offered an independent d…,D. No — as a listed-entity WTD she can be an ID in at most three listed entities,"SEBI (LODR) Regulations 2015, Reg 17A; Companies Act 2013 s.165",,,,,
CAA-102,companies-act,Misstatement in prospectus — civil and criminal liability,L2,confirmed,Y,Investors who subscribed on the faith of a misleading prospectus of Sagarmala Ltd sue for compensation under s.35. Who among the following has a valid defence?,"A. One who withdrew consent to be a director before issue, which was without his authority","Companies Act 2013 s.35(1),(2)",,,,,
CAA-103,companies-act,Misstatement in prospectus — civil and criminal liability,L3,confirmed,Y,A court finds that the directors of Rudraksh Ltd knowingly included an untrue statement in a prospectus; the fraud involves ₹2 crore and involves public intere…,"D. Imprisonment 3–10 years (minimum 3), and fine of ₹2 crore to ₹6 crore","Companies Act 2013 s.34, s.447 (as amended 2019)",,,,,
CAA-106,companies-act,Nomination and Remuneration Committee,L2,confirmed,Y,Which of the following is NOT a function of the Nomination and Remuneration Committee under s.178?,D. Approving transactions with related parties,"Companies Act 2013 s.178(2)-(4), s.177(4)(iv)",,,,,
CAA-107,companies-act,Nomination and Remuneration Committee,L3,confirmed,Y,"Ketaki Ltd, a listed company, proposes an NRC of four non-executive directors: two independent directors and two non-independent non-executive directors, chair…",C. Valid under the Act; invalid under LODR (two-thirds IDs needed),"Companies Act 2013 s.178(1); SEBI (LODR) Regulations 2015, Reg 19(1)",,,,,
CAA-108,companies-act,Notice period for a Board meeting,L1,confirmed,Y,A Board meeting must ordinarily be called by giving each director notice in writing of not less than:,D. Seven days,Companies Act 2013 s.173(3),,,,,
CAA-109,companies-act,Notice period for a Board meeting,L2,confirmed,Y,The Board of Yash Ltd meets on two days' notice to transact urgent business. No independent director attends. The decisions taken:,C. Circulated to all directors; final only on ratification by at least one ID,Companies Act 2013 s.173(3) provisos,,,,,
CAA-110,companies-act,Participation by video conferencing,L1,confirmed,Y,A director who participates in a Board meeting through video conferencing:,C. Is counted for the purpose of quorum,"Companies Act 2013 s.173(2), s.174(1) Explanation",,,,,
CAA-112,companies-act,Payment of dividend within thirty days,L3,confirmed,Y,"Mahi Ltd paid three shareholders after the 30-day window: | Shareholder | Dividend (₹) | Days of delay beyond window | Reason | |---|---:|---:|---| | A | 1,50,…","D. ₹2,959",Companies Act 2013 s.127 and provisos,,,,,
CAA-113,companies-act,Powers exercisable only at a Board meeting,L1,confirmed,Y,Which of the following powers must be exercised by the Board only by a resolution passed at a meeting (not by circulation)?,A. Making calls on shareholders for money unpaid on their shares,"Companies Act 2013 s.179(3); Rule 8, Meetings of Board Rules 2014",,,,,
CAA-114,companies-act,Powers exercisable only at a Board meeting,L2,confirmed,Y,"Which of the following s.179(3) powers may the Board delegate to a committee, the managing director, the manager or a principal officer?","D. Borrowing money, investing funds, and granting loans/guarantees/security",Companies Act 2013 s.179(3) proviso,,,,,
CAA-115,companies-act,Powers exercisable only at a Board meeting,L3,confirmed,Y,Latest audited figures of Pallav Ltd (₹ crore): paid-up capital 40; free reserves 55; securities premium 15; revaluation reserve 15. Existing borrowings: term…,D. A Board resolution at a meeting suffices — borrowings excluding temporary loans (₹105 crore) are within ₹110 crore,"Companies Act 2013 s.179(3)(d), s.180(1)(c) and Explanation",,,,,
CAA-116,companies-act,"Powers, duties and the auditor's report",L2,confirmed,Y,"Under s.143(1), the auditor shall inquire into which of the following? 1. Whether loans and advances made on the basis of security have been properly secured.…","D. 1, 2 and 3 only",Companies Act 2013 s.143(1),,,,,
CAA-118,companies-act,"Powers, duties and the auditor's report",L3,confirmed,Y,"Neha Pvt Ltd is not a holding or subsidiary of a public company. Its paid-up capital plus reserves and surplus is ₹80 lakh, total revenue ₹9 crore, and its bor…","C. Applies, because borrowings exceeded ₹1 crore at a point during the year","Companies (Auditor's Report) Order 2020 para 1(2)(v), issued under s.143(11)",,,,,
CAA-119,companies-act,"Appointment, rotation and tenure of auditors",L4,confirmed,Y,[case CAA-CASE-D] Which statement about the auditor appointment at the September 2026 AGM is correct?,D. No; eligible again from the 2031 AGM (5-year cooling-off); common-partner firms barred too,"Companies Act 2013 s.139(2) and provisos; Rule 5, Companies (Audit and Auditors) Rules 2014",,,,,
CAA-120,companies-act,Appointment consultation process,L4,confirmed,Y,"[case CAA-CASE-D] Aravali's Audit Committee recommends the firm Desai Shah LLP, but the Board prefers another firm. The correct course is:","D. Board refers it back to the AC with reasons; if unchanged, Board sends its own reasoned recommendation to the AGM","Companies Act 2013 s.139(1),(11); Rule 3, Companies (Audit and Auditors) Rules 2014",,,,,
CAA-121,companies-act,Eligibility of a firm as auditor,L4,confirmed,Y,"[case CAA-CASE-D] Desai Shah LLP has 5 partners, 3 of whom are chartered accountants practising in India. One partner's wife holds Aravali shares of face value ₹80,000. Another…","A. Disqualified, because a partner is indebted to the company beyond ₹5 lakh","Companies Act 2013 s.141(1),(3)(d),(g); Rule 10, Companies (Audit and Auditors) Rules 2014",,,,,
CAA-122,companies-act,Casual vacancy in the office of auditor,L4,confirmed,Y,[case CAA-CASE-D] The firm appointed at the 2026 AGM for five years resigns on 10 February 2027. Which is correct?,B. Board fills within 30 days; members approve at a GM within 3 months; office till next AGM,Companies Act 2013 s.139(8)(i),,,,,
CAA-125,companies-act,Payment of dividend within thirty days,L4,confirmed,Y,[case CAA-CASE-E] Kaveri misses the 30-day window for several shareholders. Which reason would NOT be a defence under s.127?,C. The company's bank balance was insufficient on the due date,Companies Act 2013 s.127 provisos,,,,,
CAA-126,companies-act,IEPF — permitted and prohibited uses,L4,confirmed,Y,[case CAA-CASE-E] Some of this dividend eventually remains unclaimed for seven years and reaches the Investor Education and Protection Fund. The Fund may be used for: 1. Refunds…,A. 1 and 2 only,"Companies Act 2013 s.124(5), s.125(3)",,,,,
CAA-127,companies-act,Maximum number of directorships,L4,confirmed,Y,"[case CAA-CASE-F] After his appointment at Sundaram, Rohan's position under s.165 is:",B. Within limits — 10 public-company directorships and 17 in all,Companies Act 2013 s.165(1) and Explanation,,,,,
