id,subject,microtopic,level,factcheck_verdict,verify_fact,stem_excerpt,keyed_answer,ref,sample,reviewer,decision,fix_note,minutes_spent
CAB-090,companies-act,"Vacation of office, resignation and removal",L3,confirmed,Y,"Under s.167, the office of a director becomes vacant where he: 1. absents himself from all Board meetings held during a period of twelve months, with or withou…","D. 1, 2 and 4 only",Companies Act 2013 s.167(1),,,,,
CAB-091,companies-act,"Vacation of office, resignation and removal",L3,confirmed,Y,"A member of Tejas Ltd holding 0.8% of the total voting power, on whose shares ₹6,00,000 has been paid up, wishes to move a resolution to remove a director unde…","B. He can give special notice (₹5 lakh paid-up suffices), at least 14 days before the meeting","Companies Act 2013 s.115, s.169; Management and Administration Rules 2014, Rule 23",,,,,
CAB-092,companies-act,Who may sign for an LLP,L1,confirmed,Y,"Under the LLP Act, 2008 and the LLP Rules, 2009, the Statement of Account and Solvency of an LLP is signed on behalf of the LLP by:",C. Its designated partners,"LLP Act 2008 s.8, s.34; LLP Rules 2009, Rule 24",,,,,
CAB-094,companies-act,Woman director and resident director,L3,confirmed,Y,Latest audited figures (₹ crore): | Company | Type | Paid-up capital | Turnover | |---|---|---:|---:| | A Ltd | Listed | 40 | 150 | | B Ltd | Unlisted public |…,C. A Ltd and B Ltd only,"Companies Act 2013 s.149(1) second proviso; Appointment Rules 2014, Rule 3",,,,,
CAB-096,companies-act,Woman director and resident director,L1,confirmed,Y,"Under s.149(3), every company must have at least one director who has stayed in India for a total period of not less than:",A. 182 days during the financial year,Companies Act 2013 s.149(3),,,,,
CAB-097,companies-act,Removal of name from the register of companies,L3,confirmed,Y,"Consider the grounds on which the Registrar may, under s.248(1), remove the name of a company from the register: 1. The company has failed to commence business…","C. 1, 2 and 3 only",Companies Act 2013 s.248(1); s.10A,,,,,
CAB-099,companies-act,s.408 constitution of the NCLT,L1,confirmed,Y,"Under s.408 of the Companies Act, 2013, the National Company Law Tribunal is constituted by the Central Government and consists of:",D. A President and as many Judicial and Technical members as CG deems necessary,"Companies Act 2013 s.408, s.410",,,,,
CAB-101,companies-act,s.409 qualification of president and members,L1,confirmed,Y,"Under s.409(1), the President of the NCLT shall be a person who:",D. Is or has been a Judge of a High Court for five years,Companies Act 2013 s.409(1); s.411(1),,,,,
CAB-102,companies-act,s.409 qualification of president and members,L2,confirmed,Y,Which of the following persons is qualified for appointment as a Judicial Member of the NCLT under s.409(2)?,C. An advocate of a court who has practised for ten years,Companies Act 2013 s.409(2),,,,,
CAB-103,companies-act,Tribunal's power to rectify its own order,L2,confirmed,Y,"The NCLT passed an order on 10 March 2025 containing an arithmetical error apparent from the record. No appeal has been filed against it. Under s.420(2), the T…","A. Within two years of the order, i.e. up to 10 March 2027",Companies Act 2013 s.420(2),,,,,
CAB-104,companies-act,Tribunal's power to rectify its own order,L3,confirmed,Y,"Assertion (A): The NCLT cannot, under s.420(2), amend an order to rectify a mistake apparent from the record if an appeal has been preferred against that order…","D. Both A and R are true, but R is not the correct explanation of A","Companies Act 2013 s.420(2), s.421(3)",,,,,
CAB-105,companies-act,s.123 sources of dividend,L4,confirmed,Y,[case CAB-CASE-1] The profit available for dividend for FY 2025-26 under s.123(1) is:,A. ₹7.60 crore,Companies Act 2013 s.123(1) provisos,,,,,
CAB-106,companies-act,s.123 sources of dividend,L4,not_flagged,N,[case CAB-CASE-1] The maximum dividend per equity share consistent with the Board's decision is:,A. ₹1.52,Arithmetic on s.123 base; transfer to reserve per s.123(1) second proviso (voluntary),,,,,
CAB-108,companies-act,Transfer to the Unpaid Dividend Account,L4,confirmed,Y,"[case CAB-CASE-1] The company transferred the unpaid amount of ₹22,00,000 to the Unpaid Dividend Account 20 days after the due date. The interest payable under s.124(2) is (365-…","D. ₹14,466",Companies Act 2013 s.124(2),,,,,
CAB-109,companies-act,Punishment for failure to distribute dividend,L4,confirmed,Y,"[case CAB-CASE-1] A batch of warrants for ₹35,00,000 was posted 16 days after the 30-day period expired, for no reason covered by the statutory exceptions. Which of the followin…","B. 18% interest of ₹27,616; directors knowingly party face imprisonment and fine",Companies Act 2013 s.127,,,,,
CAB-110,companies-act,s.186 loans and investments by a company,L4,confirmed,Y,"[case CAB-CASE-2] The s.186(2) limit for Kaveri and the headroom available before a special resolution is needed are, respectively:",B. ₹170 crore and ₹38 crore,Companies Act 2013 s.186(2),,,,,
CAB-111,companies-act,s.186 loans and investments by a company,L4,confirmed,Y,"[case CAB-CASE-2] With respect to proposals (a) and (b), which of the following is correct?",C. Special resolution needed (aggregate ₹175 crore > ₹170 crore); Board approval only at a meeting,"Companies Act 2013 s.186(2), (3), (5)",,,,,
CAB-112,companies-act,s.186 loans and investments by a company,L4,confirmed,Y,[case CAB-CASE-2] The minimum rate of interest at which the 7-year loan in proposal (a) may be given is:,C. 7.05%,Companies Act 2013 s.186(7),,,,,
CAB-114,companies-act,s.141 eligibility and disqualification,L4,confirmed,Y,[case CAB-CASE-3] Is CA Rohan Mehta eligible for appointment?,B. No — his father's guarantee of ₹1.80 lakh for a third person's indebtedness to Meridian exceeds the ₹1 lakh limit,"Companies Act 2013 s.141(3)(d); Audit Rules 2014, Rule 10",,,,,
CAB-115,companies-act,s.144 prohibited non-audit services,L4,confirmed,Y,"[case CAB-CASE-3] Which of the additional assignments can Kulkarni & Co accept, subject to Board/Audit Committee approval?",B. Tax audit and certification of export-incentive claims only,Companies Act 2013 s.144,,,,,
CAB-116,companies-act,Reporting of fraud by the auditor,L4,confirmed,Y,"[case CAB-CASE-3] Under s.143(12) and Rule 13, the latest dates by which Kulkarni & Co must (i) forward its report to the Audit Committee and (ii) forward the report with the Co…",D. (i) 14 August 2026; (ii) 5 October 2026,"Companies Act 2013 s.143(12); Audit Rules 2014, Rule 13",,,,,
CAB-118,companies-act,Tribunal-ordered removal of an auditor,L4,confirmed,Y,"[case CAB-CASE-3] If, instead, the Tribunal on an application under s.140(5) passes a final order that Kulkarni & Co colluded in the vendor fraud, the consequence is:",A. Auditor must be changed; the firm is barred from any company's audit for five years,Companies Act 2013 s.140(5),,,,,
CAB-119,companies-act,Private placement — procedure and limits,L4,confirmed,Y,[case CAB-CASE-4] How many more identified individuals (other than QIBs and ESOP employees) can Sunrise include in equity private placements during FY 2026-27?,D. 5,"Companies Act 2013 s.42(2); PAS Rules 2014, Rule 14(2)(b)",,,,,
CAB-120,companies-act,Private placement — procedure and limits,L4,confirmed,Y,"[case CAB-CASE-4] For the separate tranche, by when should Sunrise have (i) allotted the securities and, failing that, (ii) repaid the application money?",B. (i) 4 July 2026; (ii) 19 July 2026,Companies Act 2013 s.42(6),,,,,
CAB-121,companies-act,Private placement — procedure and limits,L4,confirmed,Y,[case CAB-CASE-4] The interest payable on the delayed refund of the separate tranche under s.42(6) is (365-day year):,"C. ₹3,55,068",Companies Act 2013 s.42(6),,,,,
CAB-123,companies-act,"Preference shares — issue, redemption and maximum tenure",L4,confirmed,Y,[case CAB-CASE-5] The amount to be transferred to the Capital Redemption Reserve is:,D. ₹3.50 crore,Companies Act 2013 s.55(2),,,,,
CAB-124,companies-act,s.52 securities premium — permitted applications,L4,confirmed,Y,[case CAB-CASE-5] Orion provides the premium on redemption out of securities premium. The premium payable and the balance left in securities premium are:,D. ₹0.30 crore and ₹0.60 crore,Companies Act 2013 s.52(2)(d); s.55(2)(d),,,,,
CAB-125,companies-act,"Preference shares — issue, redemption and maximum tenure",L4,confirmed,Y,"[case CAB-CASE-5] If Orion wanted to keep its general reserve intact and use only the P&L surplus for the CRR transfer, the minimum number of equity shares of ₹10 at par it woul…","C. 42,00,000 shares","Companies Act 2013 s.55(2)(a), (c)",,,,,
CAB-126,companies-act,"Preference shares — issue, redemption and maximum tenure",L4,confirmed,Y,"[case CAB-CASE-5] After redemption, consider: 1. The Capital Redemption Reserve may be applied in paying up unissued shares of the company to be issued as fully paid bonus share…",D. 1 and 3 only,Companies Act 2013 s.55; s.63(1),,,,,
CAB-127,companies-act,Quorum for a Board meeting,L4,confirmed,Y,[case CAB-CASE-6] The quorum for (i) ordinary business at the Board meeting and (ii) the promoter-group contract item is:,"B. (i) 4 directors; (ii) the non-interested directors present, not less than 2","Companies Act 2013 s.174(1), (3)",,,,,
CAB-128,companies-act,Quorum requirements for a general meeting,L4,confirmed,Y,"[case CAB-CASE-6] Regarding the AGM quorum, which is correct?","A. Quorum 15; only 13 counted (proxies excluded), so quorum is not present","Companies Act 2013 s.103, s.113",,,,,
CAB-129,companies-act,Resolutions passed by circulation,L4,confirmed,Y,"[case CAB-CASE-6] For the circular resolution, the minimum number of approvals needed and the minimum number of directors who can require it to be decided at a meeting are:",B. 5 approvals; 4 directors,Companies Act 2013 s.175(1),,,,,
CAB-130,companies-act,Stakeholders Relationship Committee,L4,confirmed,Y,"[case CAB-CASE-6] Deccan Logistics must constitute a Stakeholders Relationship Committee. Under s.178(5)-(6), which is correct?",A. Chaired by a non-executive director; chair or authorised member attends GMs,Companies Act 2013 s.178(5)-(7),,,,,
