id,verdict,fact,source,note
GKA-222,confirmed,"Centre-State relations, Seventh Schedule, Arts 246-263, 279A",https://legislative.gov.in/constitution-of-india/,
GKA-223,confirmed,"Centre-State relations, Seventh Schedule, Arts 246-263, 279A",https://legislative.gov.in/constitution-of-india/,
GKA-224,confirmed,"Centre-State relations, Seventh Schedule, Arts 246-263, 279A",https://legislative.gov.in/constitution-of-india/,
GKA-225,confirmed,"Centre-State relations, Seventh Schedule, Arts 246-263, 279A",https://legislative.gov.in/constitution-of-india/,
GKA-226,confirmed,International treaties/conventions and India-Pakistan agreements,https://unfccc.int/,
GKA-227,confirmed,International treaties/conventions and India-Pakistan agreements,https://unfccc.int/,
GKA-228,confirmed,International treaties/conventions and India-Pakistan agreements,https://unfccc.int/,
GKA-229,confirmed,International treaties/conventions and India-Pakistan agreements,https://unfccc.int/,
GKA-230,confirmed,International treaties/conventions and India-Pakistan agreements,https://unfccc.int/,
GKA-231,confirmed,International treaties/conventions and India-Pakistan agreements,https://unfccc.int/,
GKA-232,confirmed,International treaties/conventions and India-Pakistan agreements,https://unfccc.int/,
GKA-233,confirmed,International treaties/conventions and India-Pakistan agreements,https://unfccc.int/,
GKA-234,confirmed,International treaties/conventions and India-Pakistan agreements,https://unfccc.int/,
GKA-235,confirmed,International treaties/conventions and India-Pakistan agreements,https://unfccc.int/,
GKA-236,confirmed,International treaties/conventions and India-Pakistan agreements,https://unfccc.int/,
GKA-237,confirmed,International treaties/conventions and India-Pakistan agreements,https://unfccc.int/,
GKA-238,confirmed,International treaties/conventions and India-Pakistan agreements,https://unfccc.int/,
GKA-239,confirmed,International treaties/conventions and India-Pakistan agreements,https://unfccc.int/,
GKA-240,confirmed,International treaties/conventions and India-Pakistan agreements,https://unfccc.int/,
GKA-241,confirmed,"International organisations: HQs, founding, UN Charter/ICJ Statute",https://www.un.org/en/about-us/un-system,
GKA-242,confirmed,"International organisations: HQs, founding, UN Charter/ICJ Statute",https://www.un.org/en/about-us/un-system,
GKA-243,confirmed,"International organisations: HQs, founding, UN Charter/ICJ Statute",https://www.un.org/en/about-us/un-system,
GKA-244,confirmed,"International organisations: HQs, founding, UN Charter/ICJ Statute",https://www.un.org/en/about-us/un-system,
GKA-245,confirmed,"International organisations: HQs, founding, UN Charter/ICJ Statute",https://www.un.org/en/about-us/un-system,
GKA-246,confirmed,"International organisations: HQs, founding, UN Charter/ICJ Statute",https://www.un.org/en/about-us/un-system,
GKA-247,confirmed,"International organisations: HQs, founding, UN Charter/ICJ Statute",https://www.un.org/en/about-us/un-system,
GKA-248,confirmed,"International organisations: HQs, founding, UN Charter/ICJ Statute",https://www.un.org/en/about-us/un-system,
GKA-249,confirmed,"International organisations: HQs, founding, UN Charter/ICJ Statute",https://www.un.org/en/about-us/un-system,
GKA-250,confirmed,"International organisations: HQs, founding, UN Charter/ICJ Statute",https://www.un.org/en/about-us/un-system,
GKA-251,confirmed,"International organisations: HQs, founding, UN Charter/ICJ Statute",https://www.un.org/en/about-us/un-system,
GKA-252,confirmed,"International organisations: HQs, founding, UN Charter/ICJ Statute",https://www.un.org/en/about-us/un-system,
GKA-253,confirmed,"International organisations: HQs, founding, UN Charter/ICJ Statute",https://www.un.org/en/about-us/un-system,
GKA-254,confirmed,"International organisations: HQs, founding, UN Charter/ICJ Statute",https://www.un.org/en/about-us/un-system,
GKA-255,confirmed,"International organisations: HQs, founding, UN Charter/ICJ Statute",https://www.un.org/en/about-us/un-system,
GKA-256,confirmed,"Summits and groupings (NAM, BRICS, G20, SCO, Quad, COPs)",https://www.mea.gov.in/,
GKA-257,confirmed,"Summits and groupings (NAM, BRICS, G20, SCO, Quad, COPs)",https://www.mea.gov.in/,
GKA-258,confirmed,"Summits and groupings (NAM, BRICS, G20, SCO, Quad, COPs)",https://www.mea.gov.in/,
GKA-259,confirmed,"Summits and groupings (NAM, BRICS, G20, SCO, Quad, COPs)",https://www.mea.gov.in/,
GKA-260,confirmed,"Summits and groupings (NAM, BRICS, G20, SCO, Quad, COPs)",https://www.mea.gov.in/,
GKA-261,confirmed,"Summits and groupings (NAM, BRICS, G20, SCO, Quad, COPs)",https://www.mea.gov.in/,
GKA-262,confirmed,"Summits and groupings (NAM, BRICS, G20, SCO, Quad, COPs)",https://www.mea.gov.in/,
GKA-263,confirmed,"Summits and groupings (NAM, BRICS, G20, SCO, Quad, COPs)",https://www.mea.gov.in/,
GKA-264,confirmed,"Summits and groupings (NAM, BRICS, G20, SCO, Quad, COPs)",https://www.mea.gov.in/,
GKA-265,confirmed,"Summits and groupings (NAM, BRICS, G20, SCO, Quad, COPs)",https://www.mea.gov.in/,
GKA-266,confirmed,"Summits and groupings (NAM, BRICS, G20, SCO, Quad, COPs)",https://www.mea.gov.in/,
GKA-267,confirmed,"Summits and groupings (NAM, BRICS, G20, SCO, Quad, COPs)",https://www.mea.gov.in/,
GKA-268,confirmed,"Summits and groupings (NAM, BRICS, G20, SCO, Quad, COPs)",https://www.mea.gov.in/,
GKA-269,confirmed,"Summits and groupings (NAM, BRICS, G20, SCO, Quad, COPs)",https://www.mea.gov.in/,
GKA-270,confirmed,"Summits and groupings (NAM, BRICS, G20, SCO, Quad, COPs)",https://www.mea.gov.in/,
GKA-271,confirmed,UN 2030 Agenda / SDGs / MDGs,https://sdgs.un.org/goals,
GKA-272,confirmed,UN 2030 Agenda / SDGs / MDGs,https://sdgs.un.org/goals,
GKA-273,confirmed,UN 2030 Agenda / SDGs / MDGs,https://sdgs.un.org/goals,
GKA-274,confirmed,UN 2030 Agenda / SDGs / MDGs,https://sdgs.un.org/goals,
GKA-275,confirmed,UN 2030 Agenda / SDGs / MDGs,https://sdgs.un.org/goals,
GKA-276,confirmed,UN 2030 Agenda / SDGs / MDGs,https://sdgs.un.org/goals,
GKA-277,confirmed,UN 2030 Agenda / SDGs / MDGs,https://sdgs.un.org/goals,
GKA-278,confirmed,UN 2030 Agenda / SDGs / MDGs,https://sdgs.un.org/goals,
GKA-279,confirmed,UN 2030 Agenda / SDGs / MDGs,https://sdgs.un.org/goals,
GKA-280,confirmed,UN 2030 Agenda / SDGs / MDGs,https://sdgs.un.org/goals,
GKA-281,confirmed,UN 2030 Agenda / SDGs / MDGs,https://sdgs.un.org/goals,
GKA-282,confirmed,UN 2030 Agenda / SDGs / MDGs,https://sdgs.un.org/goals,
GKA-283,confirmed,UN 2030 Agenda / SDGs / MDGs,https://sdgs.un.org/goals,
GKA-284,confirmed,UN 2030 Agenda / SDGs / MDGs,https://sdgs.un.org/goals,
GKA-285,confirmed,UN 2030 Agenda / SDGs / MDGs,https://sdgs.un.org/goals,
GKA-286,confirmed,"IR terms, boundary lines and Cold War chronology",https://www.britannica.com/,
GKA-287,confirmed,"IR terms, boundary lines and Cold War chronology",https://www.britannica.com/,
GKA-288,confirmed,"IR terms, boundary lines and Cold War chronology",https://www.britannica.com/,
GKA-289,confirmed,"IR terms, boundary lines and Cold War chronology",https://www.britannica.com/,
GKA-290,confirmed,"IR terms, boundary lines and Cold War chronology",https://www.britannica.com/,
GKA-291,confirmed,"IR terms, boundary lines and Cold War chronology",https://www.britannica.com/,
GKA-292,confirmed,"IR terms, boundary lines and Cold War chronology",https://www.britannica.com/,
GKA-293,confirmed,"IR terms, boundary lines and Cold War chronology",https://www.britannica.com/,
GKA-294,confirmed,"IR terms, boundary lines and Cold War chronology",https://www.britannica.com/,
GKA-295,confirmed,"IR terms, boundary lines and Cold War chronology",https://www.britannica.com/,
GKA-296,confirmed,"IR terms, boundary lines and Cold War chronology",https://www.britannica.com/,
GKA-297,confirmed,"IR terms, boundary lines and Cold War chronology",https://www.britannica.com/,
GKA-298,confirmed,"IR terms, boundary lines and Cold War chronology",https://www.britannica.com/,
GKA-299,confirmed,"IR terms, boundary lines and Cold War chronology",https://www.britannica.com/,
GKA-300,confirmed,"IR terms, boundary lines and Cold War chronology",https://www.britannica.com/,
GKA-301,confirmed,Awards and prizes,https://www.nobelprize.org/,
GKA-302,confirmed,Awards and prizes,https://www.nobelprize.org/,
GKA-303,confirmed,First Jnanpith Award (1965): G. Sankara Kurup for Odakkuzhal,https://en.wikipedia.org/wiki/Jnanpith_Award,
GKA-304,confirmed,Awards and prizes,https://www.nobelprize.org/,
GKA-305,confirmed,Awards and prizes,https://www.nobelprize.org/,
GKA-306,confirmed,Awards and prizes,https://www.nobelprize.org/,
GKA-307,confirmed,Awards and prizes,https://www.nobelprize.org/,
GKA-308,confirmed,Awards and prizes,https://www.nobelprize.org/,
GKA-309,confirmed,Awards and prizes,https://www.nobelprize.org/,
GKA-310,confirmed,Awards and prizes,https://www.nobelprize.org/,
GKA-311,confirmed,Awards and prizes,https://www.nobelprize.org/,
GKA-312,confirmed,Awards and prizes,https://www.nobelprize.org/,
GKA-313,confirmed,Awards and prizes,https://www.nobelprize.org/,
GKA-314,confirmed,Awards and prizes,https://www.nobelprize.org/,
GKA-315,confirmed,Awards and prizes,https://www.nobelprize.org/,
GKA-316,confirmed,Books and authors,https://www.britannica.com/,
GKA-317,confirmed,Books and authors,https://www.britannica.com/,
GKA-318,confirmed,Books and authors,https://www.britannica.com/,
GKA-319,confirmed,Books and authors,https://www.britannica.com/,
GKA-320,confirmed,Books and authors,https://www.britannica.com/,
GKA-321,confirmed,Books and authors,https://www.britannica.com/,
GKA-322,confirmed,Books and authors,https://www.britannica.com/,
GKA-323,confirmed,Books and authors,https://www.britannica.com/,
GKA-324,confirmed,Books and authors,https://www.britannica.com/,
GKA-325,confirmed,Books and authors,https://www.britannica.com/,
GKA-326,confirmed,Books and authors,https://www.britannica.com/,
GKA-327,confirmed,Books and authors,https://www.britannica.com/,
GKA-328,confirmed,Books and authors,https://www.britannica.com/,
GKA-329,confirmed,Books and authors,https://www.britannica.com/,
GKA-330,confirmed,Books and authors,https://www.britannica.com/,
GKA-331,confirmed,Startup/finance terminology,https://www.startupindia.gov.in/,
GKA-332,confirmed,Startup/finance terminology,https://www.startupindia.gov.in/,
GKA-333,confirmed,Startup/finance terminology,https://www.startupindia.gov.in/,
GKA-334,confirmed,Startup/finance terminology,https://www.startupindia.gov.in/,
GKA-335,confirmed,Startup/finance terminology,https://www.startupindia.gov.in/,
GKA-336,confirmed,Startup/finance terminology,https://www.startupindia.gov.in/,
GKA-337,confirmed,Startup/finance terminology,https://www.startupindia.gov.in/,
GKA-338,confirmed,Startup/finance terminology,https://www.startupindia.gov.in/,
GKA-339,wrong_key,"DPIIT notification G.S.R. 108(E) dated 4 Feb 2026 superseded G.S.R. 127(E) 2019: startup up to 10 yrs old, turnover ceiling raised to Rs 200 crore (deep-tech: 20 yrs / Rs 300 crore); split-up/reconstruction exclusion continues",https://taxguru.in/corporate-law/comprehensive-guide-indias-2026-startup-redefinition.html,Statement 2 is outdated: DPIIT notification G.S.R. 108(E) of 4 Feb 2026 raised the turnover ceiling from Rs 100 crore to Rs 200 crore. Under current rules only statements 1 and 3 are correct -> correct key B (1 and 3 only). Also update ref from G.S.R. 127(E) 2019 to G.S.R. 108(E) 2026 and explanation step 2 ('Rs 200 crore ceiling; Rs 300 crore/20 years for deep-tech'). Alternatively rewrite statement 2 as 'Rs 200 crore' to keep key D.
GKA-340,confirmed,Startup/finance terminology,https://www.startupindia.gov.in/,
GKA-341,confirmed,Startup/finance terminology,https://www.startupindia.gov.in/,
GKA-342,confirmed,Startup/finance terminology,https://www.startupindia.gov.in/,
GKA-343,confirmed,Startup/finance terminology,https://www.startupindia.gov.in/,
GKA-344,confirmed,Startup/finance terminology,https://www.startupindia.gov.in/,
GKA-345,confirmed,Startup/finance terminology,https://www.startupindia.gov.in/,
GKA-346,confirmed,"Environment days, climate bodies and missions",https://www.unep.org/,
GKA-347,confirmed,"Environment days, climate bodies and missions",https://www.unep.org/,
GKA-348,confirmed,"Environment days, climate bodies and missions",https://www.unep.org/,
GKA-349,confirmed,"Environment days, climate bodies and missions",https://www.unep.org/,
GKA-350,confirmed,"Environment days, climate bodies and missions",https://www.unep.org/,
GKA-351,confirmed,"Environment days, climate bodies and missions",https://www.unep.org/,
GKA-352,confirmed,"Environment days, climate bodies and missions",https://www.unep.org/,
GKA-353,confirmed,"Environment days, climate bodies and missions",https://www.unep.org/,
GKA-354,confirmed,"Environment days, climate bodies and missions",https://www.unep.org/,
GKA-355,confirmed,"Environment days, climate bodies and missions",https://www.unep.org/,
GKA-356,confirmed,"Environment days, climate bodies and missions",https://www.unep.org/,
GKA-357,confirmed,"Environment days, climate bodies and missions",https://www.unep.org/,
GKA-358,confirmed,"Environment days, climate bodies and missions",https://www.unep.org/,
GKA-359,confirmed,"Environment days, climate bodies and missions",https://www.unep.org/,
GKA-360,confirmed,"Environment days, climate bodies and missions",https://www.unep.org/,
GKA-361,confirmed,"Coinage Act 2011, RBI Act s.22, Indian numismatics",https://www.indiacode.nic.in/bitstream/123456789/2112/1/201111.pdf,
GKA-362,confirmed,"Coinage Act 2011, RBI Act s.22, Indian numismatics",https://www.indiacode.nic.in/bitstream/123456789/2112/1/201111.pdf,
GKA-363,confirmed,"Coinage Act 2011, RBI Act s.22, Indian numismatics",https://www.indiacode.nic.in/bitstream/123456789/2112/1/201111.pdf,
GKA-364,confirmed,"Coinage Act 2011, RBI Act s.22, Indian numismatics",https://www.indiacode.nic.in/bitstream/123456789/2112/1/201111.pdf,
GKA-365,confirmed,"Coinage Act 2011, RBI Act s.22, Indian numismatics",https://www.indiacode.nic.in/bitstream/123456789/2112/1/201111.pdf,
GKA-366,confirmed,"Coinage Act 2011, RBI Act s.22, Indian numismatics",https://www.indiacode.nic.in/bitstream/123456789/2112/1/201111.pdf,
GKA-367,confirmed,"Coinage Act 2011, RBI Act s.22, Indian numismatics",https://www.indiacode.nic.in/bitstream/123456789/2112/1/201111.pdf,
GKA-368,confirmed,"Coinage Act 2011, RBI Act s.22, Indian numismatics",https://www.indiacode.nic.in/bitstream/123456789/2112/1/201111.pdf,
GKA-369,confirmed,"Coinage Act 2011, RBI Act s.22, Indian numismatics",https://www.indiacode.nic.in/bitstream/123456789/2112/1/201111.pdf,
GKA-370,confirmed,"Four GoI mints (Mumbai, Kolkata, Hyderabad, Noida); marks: Mumbai diamond, Hyderabad star, Noida dot, Kolkata none -> three correct",https://en.wikipedia.org/wiki/India_Government_Mint,
GKA-371,confirmed,"Coinage Act 2011, RBI Act s.22, Indian numismatics",https://www.indiacode.nic.in/bitstream/123456789/2112/1/201111.pdf,
GKA-372,confirmed,"Coinage Act 2011, RBI Act s.22, Indian numismatics",https://www.indiacode.nic.in/bitstream/123456789/2112/1/201111.pdf,
GKA-373,confirmed,Coinage Act 2011: s.4 denominations not higher than Rs 1000; s.6 coins >= Re 1 legal tender only up to Rs 1000; s.27 repeals Coinage Act 1906 and four others,https://indiankanoon.org/doc/54424454/,
GKA-374,confirmed,Obverse-principal side; legend-inscription; exergue-space below main design (date); reeding-grooved edge,https://www.britannica.com/topic/numismatics,
GKA-375,confirmed,"Coinage Act 2011, RBI Act s.22, Indian numismatics",https://www.indiacode.nic.in/bitstream/123456789/2112/1/201111.pdf,
GKA-376,confirmed,"Defence, exercises, polar stations, national days",https://www.mod.gov.in/,
GKA-377,confirmed,"Defence, exercises, polar stations, national days",https://www.mod.gov.in/,
GKA-378,confirmed,"Defence, exercises, polar stations, national days",https://www.mod.gov.in/,
GKA-379,confirmed,"Defence, exercises, polar stations, national days",https://www.mod.gov.in/,
GKA-380,confirmed,"Defence, exercises, polar stations, national days",https://www.mod.gov.in/,
GKA-381,confirmed,"Defence, exercises, polar stations, national days",https://www.mod.gov.in/,
GKA-382,confirmed,"Defence, exercises, polar stations, national days",https://www.mod.gov.in/,
GKA-383,confirmed,"Defence, exercises, polar stations, national days",https://www.mod.gov.in/,
GKA-384,confirmed,"Defence, exercises, polar stations, national days",https://www.mod.gov.in/,
GKA-385,confirmed,"Defence, exercises, polar stations, national days",https://www.mod.gov.in/,
GKA-386,confirmed,"Defence, exercises, polar stations, national days",https://www.mod.gov.in/,
GKA-387,confirmed,"Defence, exercises, polar stations, national days",https://www.mod.gov.in/,
GKA-388,confirmed,"Defence, exercises, polar stations, national days",https://www.mod.gov.in/,
GKA-389,confirmed,"Defence, exercises, polar stations, national days",https://www.mod.gov.in/,
GKA-390,confirmed,"Defence, exercises, polar stations, national days",https://www.mod.gov.in/,
GKA-391,confirmed,Sports facts,https://yas.gov.in/,
GKA-392,confirmed,Sports facts,https://yas.gov.in/,
GKA-393,confirmed,Sports facts,https://yas.gov.in/,
GKA-394,confirmed,Sports facts,https://yas.gov.in/,
GKA-395,confirmed,Sports facts,https://yas.gov.in/,
GKA-396,confirmed,Sports facts,https://yas.gov.in/,
GKA-397,confirmed,Sports facts,https://yas.gov.in/,
GKA-398,confirmed,Sports facts,https://yas.gov.in/,
GKA-399,confirmed,Sports facts,https://yas.gov.in/,
GKA-400,confirmed,Sports facts,https://yas.gov.in/,
GKA-401,confirmed,Sports facts,https://yas.gov.in/,
GKA-402,confirmed,Sports facts,https://yas.gov.in/,
GKA-403,confirmed,Sports facts,https://yas.gov.in/,
GKA-404,confirmed,Sports facts,https://yas.gov.in/,
GKA-405,confirmed,Sports facts,https://yas.gov.in/,
GKA-406,confirmed,World currencies / SDR / euro,https://www.iso.org/iso-4217-currency-codes.html,
GKA-407,confirmed,World currencies / SDR / euro,https://www.iso.org/iso-4217-currency-codes.html,
GKA-408,confirmed,World currencies / SDR / euro,https://www.iso.org/iso-4217-currency-codes.html,
GKA-409,confirmed,World currencies / SDR / euro,https://www.iso.org/iso-4217-currency-codes.html,
GKA-410,confirmed,World currencies / SDR / euro,https://www.iso.org/iso-4217-currency-codes.html,
GKA-411,confirmed,World currencies / SDR / euro,https://www.iso.org/iso-4217-currency-codes.html,
GKA-412,confirmed,World currencies / SDR / euro,https://www.iso.org/iso-4217-currency-codes.html,
GKA-413,confirmed,World currencies / SDR / euro,https://www.iso.org/iso-4217-currency-codes.html,
GKA-414,confirmed,World currencies / SDR / euro,https://www.iso.org/iso-4217-currency-codes.html,
GKA-415,confirmed,World currencies / SDR / euro,https://www.iso.org/iso-4217-currency-codes.html,
GKA-416,confirmed,World currencies / SDR / euro,https://www.iso.org/iso-4217-currency-codes.html,
GKA-417,confirmed,World currencies / SDR / euro,https://www.iso.org/iso-4217-currency-codes.html,
GKA-418,confirmed,World currencies / SDR / euro,https://www.iso.org/iso-4217-currency-codes.html,
GKA-419,confirmed,World currencies / SDR / euro,https://www.iso.org/iso-4217-currency-codes.html,
GKA-420,confirmed,World currencies / SDR / euro,https://www.iso.org/iso-4217-currency-codes.html,
GKB-001,confirmed,"Proxima Centauri, about 4.24 light-years away, is the closest known star to the Sun.",https://www.iau.org/public/themes/naming_stars/,
GKB-002,confirmed,Sirius (Alpha Canis Majoris) is the brightest star seen at night; it is nicknamed the Dog Star.,https://www.iau.org/public/themes/naming_stars/,
GKB-003,confirmed,"A light-year is the distance light travels in one year, about 9.46 trillion km.",https://www.iau.org/public/themes/naming_stars/,
GKB-004,confirmed,Polaris is the brightest star of Ursa Minor (Little Bear); two stars of Ursa Major point towards it.,https://www.iau.org/public/themes/naming_stars/,
GKB-005,confirmed,"The IAU (founded 1919, secretariat in Paris) is the recognised authority for astronomical nomenclature.",https://www.iau.org/public/themes/naming_stars/,
GKB-006,confirmed,"1 parsec ≈ 3.26 light-years, so a parsec is longer. A light-year is defined over one Julian year, not a day. 1 AU ≈ 1.496 × 10^8 km, the mean Earth–Sun distance.",https://www.iau.org/public/themes/naming_stars/,
GKB-007,confirmed,Saptarishi = seven bright stars of Ursa Major; Dhruva = Pole Star; Kritika = Pleiades cluster; Mriga = Orion.,https://www.iau.org/public/themes/naming_stars/,
GKB-008,confirmed,Twinkling is caused by turbulent refraction; the extended disc of a planet averages it out — R explains A.,https://www.iau.org/public/themes/naming_stars/,
GKB-009,confirmed,S. Chandrasekhar showed that electron-degeneracy pressure cannot support a white dwarf above ~1.4 solar masses.,https://www.iau.org/public/themes/naming_stars/,
GKB-010,confirmed,The Sun is classified G2V (main sequence). Blue stars are hotter; red stars are cooler. Core-collapse supernovae leave neutron stars or black holes.,https://www.iau.org/public/themes/naming_stars/,
GKB-011,confirmed,The event horizon (at the Schwarzschild radius for a non-rotating hole) is the point of no return.,https://www.iau.org/public/themes/naming_stars/,
GKB-012,confirmed,"The Milky Way is a barred spiral. The Sun lies in the Orion Arm, about 26,000 light-years from the centre. The Magellanic Clouds are southern-sky objects.",https://www.iau.org/public/themes/naming_stars/,
GKB-013,confirmed,Recession stretches the wavelength of light (cosmological redshift) — Hubble's observation; R explains A.,https://www.iau.org/public/themes/naming_stars/,
GKB-014,confirmed,Betelgeuse—Orion; Sirius—Canis Major; Aldebaran—Taurus; Antares—Scorpius.,https://www.iau.org/public/themes/naming_stars/,
GKB-015,confirmed,"Tail direction is set by the solar wind and radiation pressure, not by the comet's direction of travel.",https://www.iau.org/public/themes/naming_stars/,
GKB-016,confirmed,Charles Babbage designed the Difference Engine and the general-purpose Analytical Engine in the 19th century.,https://en.wikipedia.org/wiki/History_of_computing,
GKB-017,confirmed,1 byte = 8 bits.,https://en.wikipedia.org/wiki/History_of_computing,
GKB-018,confirmed,Tim Berners-Lee proposed the WWW at CERN in 1989.,https://en.wikipedia.org/wiki/History_of_computing,
GKB-019,confirmed,"Dennis Ritchie created C in the early 1970s, closely tied to the development of Unix.",https://en.wikipedia.org/wiki/History_of_computing,
GKB-020,confirmed,John McCarthy coined the term in the 1955 proposal for the 1956 Dartmouth workshop.,https://en.wikipedia.org/wiki/History_of_computing,
GKB-021,confirmed,Turing's 'imitation game' asks whether an evaluator can tell machine from human in conversation.,https://en.wikipedia.org/wiki/History_of_computing,
GKB-022,confirmed,"Binary = base 2; hexadecimal = base 16. In the binary convention 1 KB = 2^10 = 1,024 bytes.",https://en.wikipedia.org/wiki/History_of_computing,
GKB-023,confirmed,Turing machine; von Neumann architecture; Lovelace's notes on the Analytical Engine; WWW at CERN.,https://en.wikipedia.org/wiki/History_of_computing,
GKB-024,confirmed,"A hard disk is non-volatile, so A is false; RAM is indeed volatile, so R is true.",https://en.wikipedia.org/wiki/History_of_computing,
GKB-025,confirmed,Clustering discovers structure in unlabelled data — the classic unsupervised task.,https://en.wikipedia.org/wiki/History_of_computing,
GKB-026,confirmed,All three are standard definitions.,https://en.wikipedia.org/wiki/History_of_computing,
GKB-027,confirmed,Vacuum tubes (1940s–50s) → transistors → ICs → microprocessors (VLSI).,https://en.wikipedia.org/wiki/History_of_computing,
GKB-028,confirmed,"Gordon Moore (1965, revised 1975) described the doubling of transistor counts on ICs.",https://en.wikipedia.org/wiki/History_of_computing,
GKB-029,confirmed,Linus Torvalds released the Linux kernel in 1991.,https://en.wikipedia.org/wiki/History_of_computing,
GKB-030,confirmed,GPT = Generative Pre-trained Transformer; the transformer architecture was introduced in 2017.,https://en.wikipedia.org/wiki/History_of_computing,
GKB-031,confirmed,Aadhaar is a 12-digit unique identity number issued by UIDAI.,https://www.meity.gov.in/,
GKB-032,confirmed,"NPCI developed UPI, launched in 2016.",https://www.meity.gov.in/,
GKB-033,confirmed,Digital India was launched on 1 July 2015.,https://www.meity.gov.in/,
GKB-034,confirmed,"DigiLocker (MeitY, Digital India) lets citizens receive and store issued documents in digital form.",https://www.meity.gov.in/,
GKB-035,confirmed,BHIM — Bharat Interface for Money — is NPCI's UPI app.,https://www.meity.gov.in/,
GKB-036,confirmed,UIDAI became statutory under the 2016 Act. The Act expressly says Aadhaar is not proof of citizenship or domicile. Eligibility is based on residence (182 days in preceding 12 months).,https://uidai.gov.in/en/legal-framework/aadhaar-act.html,
GKB-037,confirmed,UMANG—unified app; GeM—Government e-Marketplace; e-Sanjeevani—teleconsultation; DIKSHA—teachers/students content.,https://www.meity.gov.in/,
GKB-038,confirmed,ONDC was incorporated in 2021 as a not-for-profit company promoted by DPIIT.,https://www.meity.gov.in/,
GKB-039,confirmed,"Account Aggregators are NBFC-AA regulated by RBI (Master Direction NBFC-AA, 2016)",https://en.wikipedia.org/wiki/Account_aggregator,
GKB-040,confirmed,The 2016 digital-locker rules (as amended in 2017) give issued documents legal parity; R explains A.,https://www.digilocker.gov.in/,
GKB-041,confirmed,e-RUPI (NPCI) is a person- and purpose-specific QR/SMS voucher redeemable without a bank app.,https://www.meity.gov.in/,
GKB-042,confirmed,FASTag is a passive RFID tag read at toll plazas under the NETC programme.,https://www.meity.gov.in/,
GKB-043,confirmed,NeGP was approved in May 2006. MCA21 belongs to the Ministry of Corporate Affairs. CSCs are village-level delivery points.,https://www.meity.gov.in/,
GKB-044,confirmed,"CERT-In (under MeitY, operational since 2004) is designated under s. 70B of the IT Act.",https://www.meity.gov.in/,
GKB-045,confirmed,RuPay cards; NACH for salaries/EMIs/subsidies; AePS via biometric authentication; NETC behind FASTag.,https://www.meity.gov.in/,
GKB-046,confirmed,ISRO HQ (Antariksh Bhavan) is in Bengaluru.,https://www.csir.res.in/,
GKB-047,confirmed,"BARC is at Trombay, Mumbai.",https://www.csir.res.in/,
GKB-048,confirmed,IISc was established in 1909 following Jamsetji Nusserwanji Tata's initiative.,https://www.csir.res.in/,
GKB-049,confirmed,"CSIR-NPL, New Delhi, keeps the national standard of time and measurement.",https://www.csir.res.in/,
GKB-050,confirmed,PRL is in Ahmedabad and is called the cradle of Indian space sciences.,https://www.csir.res.in/,
GKB-051,confirmed,Centre for Cellular & Molecular Biology—Hyderabad; National Chemical Laboratory—Pune; Central Drug Research Institute—Lucknow; Institute of Microbial Technology—Chandigarh.,https://www.csir.res.in/,
GKB-052,confirmed,Institutions largely carry their founders' names except TIFR (Bhabha) and PRL (Sarabhai).,https://www.csir.res.in/,
GKB-053,confirmed,CSIR is a registered society. It was established in 1942. The PM is the ex-officio President.,https://www.csir.res.in/,
GKB-054,confirmed,"ICAR (est. 1929) is under DARE, Ministry of Agriculture and Farmers Welfare.",https://www.csir.res.in/,
GKB-055,confirmed,ICMR began as the Indian Research Fund Association (1911) and was renamed in 1949.,https://www.csir.res.in/,
GKB-056,confirmed,VSSC—launch vehicles; SAC—payloads/applications; URSC—satellites; SDSC SHAR—launch port.,https://www.csir.res.in/,
GKB-057,confirmed,Bhabha's plan targets thorium because of resource endowment; R explains A.,https://www.csir.res.in/,
GKB-058,confirmed,"ARIES—Nainital; IUCAA—Pune. GMRT is near Narayangaon, Pune district; Ooty has a separate radio telescope.",https://www.csir.res.in/,
GKB-059,confirmed,"CSIR-NIO is at Dona Paula, Goa.",https://www.csir.res.in/,
GKB-060,confirmed,INCOSPAR (1962) was under the Department of Atomic Energy. ISRO: 15 August 1969; DoS and Space Commission: 1972.,https://www.csir.res.in/,
GKB-061,confirmed,Jupiter is the largest planet.,https://science.nasa.gov/solar-system/,
GKB-062,confirmed,"Venus's dense CO2 atmosphere traps heat, making it hotter than Mercury.",https://science.nasa.gov/solar-system/,
GKB-063,confirmed,Iron oxide on its surface gives Mars its red colour.,https://science.nasa.gov/solar-system/,
GKB-064,confirmed,"Saturn's mean density is about 0.69 g/cm³, less than water's 1 g/cm³.",https://science.nasa.gov/solar-system/,
GKB-065,confirmed,Ganymede (Jupiter) is larger than Mercury.,https://science.nasa.gov/solar-system/,
GKB-066,confirmed,Mercury has only a tenuous exosphere. Venus rotates retrograde; Uranus effectively rotates on its side.,https://science.nasa.gov/solar-system/,
GKB-067,confirmed,The greenhouse effect of Venus's atmosphere explains its higher temperature.,https://science.nasa.gov/solar-system/,
GKB-068,confirmed,"IAU criteria: orbits Sun, nearly round, cleared its orbit — Pluto fails the third.",https://science.nasa.gov/solar-system/,
GKB-069,confirmed,Titan—Saturn; Io—Jupiter; Triton—Neptune (retrograde orbit); Phobos—Mars.,https://science.nasa.gov/solar-system/,
