mention_id,paper,macro_topic,level,mention_type,text,decision,notes
12037716-e94e-46df-a985-303d2d175532,General Studies I,Modern Indian History,microtopic,derived,"East India Company's administrative expansions (Regulating Act 1773; Ring Fence policy as precursor to Subsidiary Alliance; Doctrine of Lapse); the British conquest of India, Anglo-Mysore and Anglo-Punjab Wars",verified,
e531c7f1-bc7c-4f08-8ba6-28eb6f1902b1,General Studies I,Modern Indian History,microtopic,derived,"European trading companies' rivalry, the Carnatic Wars, and the Battle of Plassey (1757) as 'a great betrayal' rather than a great battle",verified,
82d8e960-8555-4939-8629-a9d0125eeb80,General Studies I,Modern Indian History,microtopic,derived,"Growth of modern education, press, and vernacular public sphere under colonial rule; important newspapers/journals of the period",verified,
7ecd845b-7634-47ea-b81d-7a9755880cf5,General Studies I,Modern Indian History,microtopic,derived,Mid-18th century fragmented polity and the decline of the Mughal empire; Panipat as a recurring site of empire-shaking battles,verified,
93f42627-c5bc-4979-b692-54caa2218891,General Studies I,Modern Indian History,microtopic,derived,"Peasant, tribal, and civil resistance pre- and during-British rule (Santhal Hul, Kol mutiny, Indigo revolt, tribal/peasant/working-class movements 1850-1900)",verified,
49524287-56f7-452c-ac34-1739ad1e259d,General Studies I,Modern Indian History,microtopic,derived,"Socio-religious reform movements of the 19th century (Raja Ram Mohan Roy, Jyotirao Phule, Ishwar Chandra Vidyasagar, Ambedkar movement)",verified,
a605f863-abca-4004-a819-898191ec0e6c,General Studies I,"Physical Geography of India, Human Geography, and Economic Geography",topic,derived,"Salient features of world’s physical geography (India-specific extension) — physiography, drainage, climate, soils, vegetation of India; population/settlement geography; resource and industrial geography relevant to GS1's world-and-India geography demand.",verified,
0903b2a2-3ceb-4e25-9a14-04001c67b3bc,General Studies I,"Physical Geography of India, Human Geography, and Economic Geography",microtopic,derived,"Agricultural geography: land-use/capability classification, land degradation, cropping seasons/patterns/regionalization, infrastructure factors (seeds, fertilizers, irrigation), agricultural revolutions, labour, price policy, marketing, insurance, agricultural census, major crop conditions-of-growth/production-pattern/trade (wheat, rice, maize, barley, tea, coffee, cocoa, tobacco, cotton, jute and substitutes, rubber, sugarcane/sugarbeet)",verified,
d9ff4f2f-bbaf-4d37-ad06-404991cdab61,General Studies I,"Physical Geography of India, Human Geography, and Economic Geography",microtopic,derived,"Census themes: literacy, sex ratio, family planning, ageing population, age structure, density, population growth, census terminology, and the caste-census debate",verified,
29a35e91-27ec-4c24-8b13-6bb7abacf054,General Studies I,"Physical Geography of India, Human Geography, and Economic Geography",microtopic,derived,"Climate of India: factors influencing climate, monsoon mechanism (classical/modern/air-mass/jet-stream theories), El Nino-La Nina impact, rhythm of seasons, and climatic regions",verified,
6493fea2-0b51-4ce4-b338-b1543bef73f8,General Studies I,"Physical Geography of India, Human Geography, and Economic Geography",microtopic,derived,"Connectivity & port-led development: Shinku La tunnel and regional connectivity, Indian ports and economic development",verified,
ed4b1f48-5acc-4c04-84cf-b47506b13c17,General Studies I,"Physical Geography of India, Human Geography, and Economic Geography",microtopic,derived,"Demographic structure & population dynamics: India's demographic profile (largest/youngest/underdeveloped paradox), changing migration dynamics, changing population-composition dynamics, illegal migration",verified,
2051a5a7-b343-4915-ac8e-63804ee71527,General Studies I,"Physical Geography of India, Human Geography, and Economic Geography",microtopic,derived,"Demography: concept of human resources, population distribution (physical/socio-cultural/demographic factors), world/continental distribution, density patterns, age/sex composition, literacy, population pyramids, theories of population growth (Malthusian, Marxian, demographic transition), population problems of developed vs developing countries, and rising youth population",verified,
16abcc13-6514-4224-b114-819b17b236a8,General Studies I,"Physical Geography of India, Human Geography, and Economic Geography",microtopic,derived,"Drainage system of India: drainage patterns, Himalayan and Peninsular river systems (Indus, Ganga, Brahmaputra systems), and small east/west-flowing rivers",verified,
1f09ea7d-d041-44ea-ab31-aed220fc6a8a,General Studies I,"Physical Geography of India, Human Geography, and Economic Geography",microtopic,derived,"Global physical-geography case studies: Sub-Saharan Africa food security, Africa's Afar Triangle",verified,
50950374-b769-4995-940c-a72d50c5b66f,General Studies I,"Physical Geography of India, Human Geography, and Economic Geography",microtopic,derived,"Himalayan geomorphology & hazards: receding Himalayan glaciers, Himalayan landslides, tectonic deformation in northern plains, Chenab Valley land subsidence, expanding Himalayan glacial lakes",verified,
27463201-ef7b-4004-b0f4-1ecc87dd5fbf,General Studies I,"Physical Geography of India, Human Geography, and Economic Geography",microtopic,derived,"Human development & regional disparity: low human development pockets, climate change and the North-South divide within India, social capital, quality-of-life paradoxes",verified,
a7d936b9-adc2-4ef7-9eb3-6c2aa7f78e04,General Studies I,"Physical Geography of India, Human Geography, and Economic Geography",microtopic,derived,"Industry and industrial geography: industrial development phases, iron-and-steel/textile/engineering/chemical/agro-based/paper/cement/petroleum-refining industries and their localization factors, principal industrial regions of the world (Anglo-America, former USSR, Eastern Asia)",verified,
2aa46378-a9fc-41a8-aac2-58fc28d7d8c5,General Studies I,"Physical Geography of India, Human Geography, and Economic Geography",microtopic,derived,"Migration and settlements: push/pull factors, internal vs world migration, functional classification of cities, boundaries vs frontiers, rural-urban fringe characteristics, national urbanisation policy, principles of urban planning, land-cover transformation, and settlement typologies (rural/urban, hierarchical/morphological classification)",verified,
c882a840-6358-426c-8e02-85b8f3293ba7,General Studies I,"Physical Geography of India, Human Geography, and Economic Geography",microtopic,derived,"Mineral and energy resources: metallic/non-metallic mineral types, distribution and mining regions, ferrous/non-ferrous metal production and trade, energy classification, conventional energy sources (coal, petroleum, natural gas, hydro-electricity), atomic energy (uranium/thorium), renewable energy (solar, wind, geothermal, tidal, wave, biomass), and alternate sources (hydrogen, microbial fuel cells)",verified,
7892551a-a44b-47c2-9e99-85918f3ffb3b,General Studies I,"Physical Geography of India, Human Geography, and Economic Geography",microtopic,derived,"Monsoon, climate & extreme-weather geography: cyclones of the Bay of Bengal and climate change, El Nino and Indian monsoon, Indian Ocean Dipole's weather impact, heat waves/anticyclones/global warming in India, changing Western Disturbances",verified,
f3937f36-cff0-4e69-923d-384d32bec23b,General Studies I,"Physical Geography of India, Human Geography, and Economic Geography",microtopic,derived,"Ocean & seabed mineral geography: Antarctica's mineral resources, mid-oceanic-ridge minerals, EEZ mineral deposits, hydrocarbon extraction prospects, India's seabed mineral exploration (Afanasy Nikitin Seamount)",verified,
3b40af4f-b8c1-40fa-a7c1-3046be7bdfbb,General Studies I,"Physical Geography of India, Human Geography, and Economic Geography",microtopic,derived,"Physiography of India: geopolitical significance of location, geological divisions, the Peninsular Block, the Himalayas and other peninsular mountains, Indo-Gangetic-Brahmaputra Plain, and physiographic divisions",verified,
a2a4434c-329c-478b-b491-159e290b2f5f,General Studies I,"Physical Geography of India, Human Geography, and Economic Geography",microtopic,derived,"Resource & energy geography: wind-energy potential, petroleum-production challenges, critical-mineral distribution, rare-earth-metal prospects, coal demand vs net-carbon-neutrality, Eastern Maritime Corridor, South China Sea geopolitics",verified,
ba63f9ca-adb7-4e26-80ea-aa3f406a0e43,General Studies I,"Physical Geography of India, Human Geography, and Economic Geography",microtopic,derived,"River-basin & water-resource management: Indus dam construction prospects/challenges, integrated river-basin management, shrinking reservoir water, declining groundwater, multipurpose projects and regional development",verified,
341557ae-73a9-4d5f-88ad-d9bab9e2d7a3,General Studies I,"Physical Geography of India, Human Geography, and Economic Geography",microtopic,derived,"Settlement geography & disaster vulnerability: urban flooding, human-settlement surge in flood-prone areas, tribal-habitat issues",verified,
55db1b27-cc94-4db8-af28-118b8aac8a1a,General Studies I,"Physical Geography of India, Human Geography, and Economic Geography",microtopic,derived,"Soils and natural vegetation of India: soil classification/texture/degradation/conservation; forest types, cover, conservation, and problems",verified,
1e9428f0-2227-4a09-8272-feeda04b6916,General Studies I,"Physical Geography of India, Human Geography, and Economic Geography",microtopic,derived,"Transport and communication: land/water/air transport modes, sea routes and shipping canals, inland waterways, pipelines, and India-specific transport developments (RRTS, Odisha's coastal highway, AERA Act amendment)",verified,
e8c4ba32-f0c0-44aa-beae-ccc5cbf1b8c9,General Studies I,"Physical Geography of India, Human Geography, and Economic Geography",microtopic,derived,"Urbanization in India: pattern, issues, rural-urban migration, slum emergence, urban transport/waste/water-sanitation, urban poverty, and inclusive/smart-city responses",verified,
4de45bb6-e863-484e-b82e-18cf3d341414,General Studies I,"Physical Geography of India, Human Geography, and Economic Geography",microtopic,derived,"Water resources: underground/surface/inland/oceanic water resources, utilization patterns, water pollution, conservation techniques, river-interlinking projects, and the problem of ageing dams",verified,
8e055dee-33b6-4373-ad17-405125bec6a5,General Studies I,Post-Independence Consolidation,topic,explicit,Post-independence consolidation and reorganization within the country.,verified,
f1a73048-5a0c-4e86-9afa-7b71f81f6237,General Studies I,Post-Independence Consolidation,microtopic,derived,"Communalism and social consolidation: secularism, causes and consequences of communalism, issue of linguistic minorities (operational inefficiency and government initiatives)",verified,
b60b921f-cd4e-4e62-a062-3791efe2a1fe,General Studies I,Post-Independence Consolidation,microtopic,derived,"Linguistic reorganization of states and the Commissions (Dhar, JVP, Fazl Ali) — and whether it strengthened or weakened Indian unity; linguistic regionalism, constitutional language policy, and recent Hindi-language controversy",verified,
087d575e-1810-47d1-9bda-fc53d9c76bf9,General Studies I,Post-Independence Consolidation,microtopic,derived,"Overview of economic development since Independence: Five Year Plans journey, agriculture (land reforms, post-Green-Revolution issues, agrarian movements, achievements/challenges), industry (public/private sector development, industrial policy, Make in India), New Economic Policy impact, and post-Independence policy of Science & Technology (institutional framework, pre-/post-reform S&T, skill training agenda)",verified,
ace078a2-a4ae-4f34-aea5-1df45e57c78c,General Studies I,Post-Independence Consolidation,microtopic,derived,"Problem of caste and social consolidation: caste practices, Ambedkar movement, constitutional provisions, recent emancipation initiatives for SCs, manual scavenging",verified,
73696379-446b-48d3-9bf1-a3bb9d9ef951,General Studies I,Post-Independence Consolidation,microtopic,derived,"Re-organisation and integration of states: constitutional provisions, factors behind the merger, accession of princely states, J&K/Hyderabad/Junagarh crises, accession of French/Portuguese enclaves, accession of Sikkim, refugee rehabilitation, federal crisis, and national integration",verified,
8cf38495-6102-4a90-b2de-0ff6c8791e32,General Studies I,Post-Independence Consolidation,microtopic,derived,Tribal issue and policy consolidation: present status of tribal issues and policy responses,verified,
dd2c634a-b37e-4be9-832a-29309df30290,General Studies I,Revolt of 1857 and Freedom Struggle,topic,explicit,The Freedom Struggle — its various stages and important contributors/contributions from different parts of the country.,verified,
5e3178bb-0d57-47a3-a1e7-72cee9569051,General Studies I,Revolt of 1857 and Freedom Struggle,microtopic,derived,"Constitutional reforms as colonial concessions (Morley-Minto, Montford, GoI Act 1935) and nationalist responses",verified,
f0dea7c4-2407-44cd-8b27-4195229500f6,General Studies I,Revolt of 1857 and Freedom Struggle,microtopic,derived,"Early nationalism: pre-Congress organisations, Indian National Congress (1858-1905), early nationalists vs Swadeshi/Extremist strategic factions, GoI Act 1909, Home Rule League",verified,
2d05e7be-c426-4d58-84a0-cffad899cb4b,General Studies I,Revolt of 1857 and Freedom Struggle,microtopic,derived,"Gandhian mass mobilization phases (Non-Cooperation, Civil Disobedience, Quit India) and the special role of women in this phase",verified,
33b36a17-15cc-4ff1-8390-90f0b7a9d1d7,General Studies I,Revolt of 1857 and Freedom Struggle,microtopic,derived,"March towards freedom: Civil Disobedience Movement, Round Table Conferences, Poona Pact, GoI Act 1935, Congress ministries, Tripuri Session, August Offer, Individual Satyagraha (1940-41)",verified,
8fc75e07-3f59-4dc9-a1b4-a4326d3881ce,General Studies I,Revolt of 1857 and Freedom Struggle,microtopic,derived,"Rise of Revolutionary Nationalism in India and abroad (Ghadar party, Abhinav Bharat, HSRA); role of Subhash Chandra Bose and the INA versus the Gandhian approach",verified,
c217ac53-0295-4c1b-85b6-b2cd8aaa8a5f,General Studies I,Revolt of 1857 and Freedom Struggle,microtopic,derived,The 1946 Naval Mutiny as 'the last nail in the coffin' of colonial rule,verified,
6ab84a31-6bfc-44bc-8926-3c73ec0e8033,General Studies I,Revolt of 1857 and Freedom Struggle,microtopic,derived,"The Revolt of 1857: causes, leaders, suppression, nature, and consequences as a watershed in British colonial policy",verified,
ee61920a-edd4-44ca-97dd-f3ae25bafac1,General Studies I,Revolt of 1857 and Freedom Struggle,microtopic,derived,"The struggle for Swaraj: Montagu's 1917 statement, Gandhi's emergence as a mass leader, Khilafat and Non-Cooperation, Swaraj Party, revolutionary terrorism phase II (1920s), Simon Commission and Nehru Report",verified,
075175a4-560e-40d4-9064-ef5d8a03ada2,General Studies I,Revolt of 1857 and Freedom Struggle,microtopic,derived,"Towards achievement of freedom: popular struggles in the princely states, WWII and nationalist response, Partition (rise of communalism, Wavell Plan, Cabinet Mission Plan, Mountbatten Plan)",verified,
1b6357a2-ae93-4786-8302-2ea3437f7c3c,General Studies I,Revolt of 1857 and Freedom Struggle,microtopic,derived,"Trends during the freedom struggle: Indian Renaissance/socio-religious movements, civil rebellions, tribal and peasant movements, working-class movement (1850-1900), growth of communalism, Left/Communist trends, press and education, role of women, Governors-General and Viceroys of India, important persons and Congress sessions",verified,
c5fda86c-e582-4db5-b5ca-cfba0b77d6c6,General Studies I,World History,topic,explicit,"History of the world will include events from 18th century such as industrial revolution, world wars, redrawal of national boundaries, colonization, decolonization, political philosophies like communism, capitalism, socialism etc.— their forms and effect on the society.",verified,
1fbd3eb8-78b1-4ceb-afca-92593a249306,General Studies I,World History,microtopic,derived,"Beginning of the modern age: disintegration of the feudal system, Renaissance (humanism, art, architecture, literature, science), Reformation, explorations/discovery/trade, colonization and the rise of the nation-state, the English Revolution",verified,
b66a58a2-c914-48fd-9e3f-fc548b833e4a,General Studies I,World History,microtopic,derived,"Cold War: reasons, development (1945-1953), the extent of post-1953 thaw, and the Nuclear Arms Race/Cuban Missile Crisis (1962)",verified,
4d2326ed-6aa5-498c-a6eb-460c20714378,General Studies I,World History,microtopic,derived,"Colonialism and Imperialism: the age of imperialism (1870-1914), imperialism in Asia, and an analysis of colonialism",verified,
a4f29cd4-b579-43d2-a3d6-548dd32e4d09,General Studies I,World History,microtopic,derived,"Communism, Socialism and Capitalism: concepts, types, examples, and the relevance of capitalism in the present era",verified,
864d44a9-8bc2-4e8e-b91e-072f27cc0922,General Studies I,World History,microtopic,derived,"Development in the Middle East: democratic reforms, Arab nationalism, and Israel",verified,
407767c9-168a-4ce4-b258-befec440ad6c,General Studies I,World History,microtopic,derived,"Emergence of the USA: American colonies, independence, the Revolutionary War and its political/global impact, the US Civil War and its global impact and impact on India",verified,
bc528602-dd66-4b1e-9d9a-fa06f91f62aa,General Studies I,World History,microtopic,derived,"French Revolution: causes, course, France under Napoleon, impact and significance for the modern world",verified,
948619da-0915-49a1-9533-123e427b93c2,General Studies I,World History,microtopic,derived,"Inter-war years (1919-1939): the Great Depression, rise of Fascism in Italy, rise of Nazism in Germany, and the Soviet Union (USSR)",verified,
9006510e-2921-46f8-8158-0a5310c280ab,General Studies I,World History,microtopic,derived,"Nationalism in Europe: rise of the nation-state system, unification of Italy and Germany",verified,
85bb7a34-9617-4970-bfd5-babdc3606916,General Studies I,World History,microtopic,derived,"Post-Cold War world: global issues since 1991, European integration (with timeline), rise of global Islamic terrorism, and the rise of China",verified,
90006833-c41f-41d0-84ea-6354380bbc1c,General Studies I,World History,microtopic,derived,"Russian Revolution: pre-revolution events, causes, course, consequences, aftermath, and post-Lenin Russia",verified,
b871cdd1-a9ec-44b2-8dad-c2f12fdf91c7,General Studies I,World History,microtopic,derived,"World War I: causes, course, major events, consequences, aftermath, and the League of Nations",verified,
ffa5c039-24cc-4264-878b-ddea5770dd08,General Studies I,World History,microtopic,derived,"World War II: foundations, course, aftermath, analysis, and the decolonization phase",verified,
4a4fc5e8-a633-4a03-91db-db41fb55d115,General Studies II,"Governance, Government Policies and Development Processes",topic,explicit,"Government policies and interventions for development in various sectors and issues arising out of their design and implementation. Development processes and the development industry—the role of NGOs, SHGs, various groups and associations, donors, charities, institutional and other stakeholders.",verified,
bd3da303-0a62-4f92-8e89-a256d2e6782e,General Studies II,"Governance, Government Policies and Development Processes",microtopic,derived,"Citizens' Charters: introduction, models, features, implementation issues in India, reform needs, and the Sevottam framework",verified,
718574c8-8d2d-4855-a96c-870b523aceb9,General Studies II,"Governance, Government Policies and Development Processes",microtopic,derived,Civil-society organisations' impact on public policy formulation; FCRA compliance tightening and civil-society funding constraints; SHG federated models scaling beyond microfinance into market linkages,verified,
81ea1c29-33de-46ae-9649-860a39235410,General Studies II,"Governance, Government Policies and Development Processes",microtopic,derived,"Delivery mechanisms & sectoral missions: co-operatives, MSME, One Nation One Ration Card/One District One Product, entitlement portability, flagship missions (Jal Jeevan, Gati Shakti)",verified,
312e9f00-74af-4825-87e1-e3db6cd17f2d,General Studies II,"Governance, Government Policies and Development Processes",microtopic,derived,"Development process and industry: growth vs development, main constraints and stakeholders, SHGs (meaning, importance, institutional structure, funding, women's development linkage, poverty/rural-development linkage), and Micro Finance (meaning, structure, importance)",verified,
1da2b1cd-2079-499d-9be4-88fc19059371,General Studies II,"Governance, Government Policies and Development Processes",microtopic,derived,"Digital Public Infrastructure: open-source stacks, data-privacy safeguards, and targeted-benefit optimization (e.g. Swachh Bharat Mission's water/sanitation/hygiene delivery synchronised with anticipated outcomes)",verified,
b97bee91-9fac-4ee1-a4c3-72de0b15eed6,General Studies II,"Governance, Government Policies and Development Processes",microtopic,derived,"Digital governance & information regimes: 'concern about democracy in the digital age', internet shutdowns, fake news/hate speech, IT rules on OTT/digital media",verified,
28f6eb56-87db-4bb6-bdb6-0d60e2d88039,General Studies II,"Governance, Government Policies and Development Processes",microtopic,derived,"Effective implementation: outcome orientation, programme impact assessment, budget/zero-base-budgeting/cost-benefit analysis, and institution-building (task forces, steering/review committees)",verified,
4a67ff96-385d-460f-82af-97f8927befb2,General Studies II,"Governance, Government Policies and Development Processes",microtopic,derived,"Elections in India: salient features of the Representation of People Acts 1950/1951, electoral reforms, criminalization of politics, negative/neutral voting, state funding of elections, irregularities in polling, and electoral bonds",verified,
2d3a3e2d-3ebf-4aef-a7cb-7cb91200c421,General Studies II,"Governance, Government Policies and Development Processes",microtopic,derived,"Governance indices & accountability: domestic/international indices and rankings (GHI, NITI Aayog reports, NIRF), aspirational districts, SDGs and India",verified,
cc69feb8-7e20-4b7a-a49d-eb85e307a0ad,General Studies II,"Governance, Government Policies and Development Processes",microtopic,derived,"Government intervention: role of institutions/bureaucrats/stakeholders, transparency and accountability, optimum resource use (targeting, plugging leakages), monitoring and evaluation of outcomes, and interventions in emerging areas (social media, data privacy, social sector)",verified,
c98194c5-166b-45ae-9db1-29a6f7ed320a,General Studies II,"Governance, Government Policies and Development Processes",microtopic,derived,"Important aspects of governance, transparency and accountability: citizen-centric governance, legislative/administrative/judicial accountability, Ombudsman, whistleblower protection, anti-corruption machinery (role of citizens/media/social audit), systemic reforms, decentralisation vs delegation, and bottom-up governance",verified,
d9719361-a846-4358-84b6-82528de728f5,General Studies II,"Governance, Government Policies and Development Processes",microtopic,derived,"Local government and governance: issues of funds/functions/functionaries, local government's interface with vulnerable sections and emerging issues (disaster management, technology), localism/neo-localism/subsidiarity",verified,
97896f15-7a99-4ae3-9d02-be28eb20ecce,General Studies II,"Governance, Government Policies and Development Processes",microtopic,derived,"NGOs: definition and distinction from INGOs, UN criteria, role in development projects/community development/relief-rehabilitation/disaster management/advocacy",verified,
a03dad22-2e4a-47f1-8881-275113b85600,General Studies II,"Governance, Government Policies and Development Processes",microtopic,derived,"Need and importance of government policies: growth/development, human capital formation, equality and social justice, unity and integrity, trust between state and citizens; governance meaning/scope and the good-governance debate",verified,
abad9b84-03b2-47c0-ac01-e55196833c6c,General Studies II,"Governance, Government Policies and Development Processes",microtopic,derived,"Political parties in India: reforms, problems in functioning, casteism and politics, anti-defection strengthening, and coalition-government dynamics",verified,
802fa1b1-9d05-42f1-b468-4596b740cbb0,General Studies II,"Governance, Government Policies and Development Processes",microtopic,derived,"Poverty, hunger and health governance: evaluation of schemes (MGNREGA, PM-POSHAN, Ayushman Bharat) and policies (NHP, NEP) against poverty/hunger/health/malnutrition/unemployment/distress-migration",verified,
a7c32c84-bbfb-4ad6-9246-03de5ab2bc1f,General Studies II,"Governance, Government Policies and Development Processes",microtopic,derived,"Pressure groups and formal/informal associations: types, significance, distinction from political parties, politicisation of pressure groups, and their evolving role via new media",verified,
24a76275-8ad9-4231-868c-80b564c3bf49,General Studies II,"Governance, Government Policies and Development Processes",microtopic,derived,"Role of civil services in a democracy: concept and need for civil services, law-making role (policy formulation/implementation/evaluation), civil services as protector of minorities and promoter of inclusive growth, emerging challenges (lateral entry, capacity building, frequent transfers, cadre policy, performance appraisal, Civil Services Board)",verified,
071e9e4e-692b-4320-85d3-1703bca73e60,General Studies II,"Governance, Government Policies and Development Processes",microtopic,derived,Vulnerable-sections governance: issues/challenges/solutions/laws/interventions for SC/ST/OBC/migrants/women/disabled/children/refugees/transgenders/LGBT/manual scavengers,verified,
b180d18b-a899-4373-a12d-12bb059bee2d,General Studies II,"Governance, Government Policies and Development Processes",microtopic,derived,"e-Governance: introduction, applications, models, successes/limitations/future prospects, dashboards/portals, democracy-and-e-governance linkage, and e-governance in the judiciary/legislature",verified,
0f62e66d-9202-42e1-b52b-3b2bb697b48b,General Studies II,Indian Constitution,topic,explicit,"Indian Constitution—historical underpinnings, evolution, features, amendments, significant provisions and basic structure. Functions and responsibilities of the Union and the States, issues and challenges pertaining to the federal structure, devolution of powers and finances up to local levels and challenges therein. Separation of powers between various organs dispute redressal mechanisms and institutions. Comparison of the Indian constitutional scheme with that of other countries.",verified,
a8a4807b-8133-4c5c-b25c-9b2a9407cadd,General Studies II,Indian Constitution,microtopic,derived,101st Amendment (GST): salient features and efficacy in building a common national market; 69th Amendment (NCT of Delhi) and federal friction; Article 311 safeguards for civil servants,verified,
faec0437-c3b3-4ea7-ac09-47e05d3ad205,General Studies II,Indian Constitution,microtopic,derived,"Amendment process: the Constitution's dynamic/'living document' nature (Article 368), Basic Structure Doctrine as a judicial 'safety valve', and different majority-types required",verified,
e37cd2ad-8034-4219-b16f-d4d1cf149df4,General Studies II,Indian Constitution,microtopic,derived,"Citizenship: constitutional provisions, modes of acquiring/losing citizenship, dual citizenship debate, J&K-specific provisions, OCI/PIO status",verified,
ed801783-6452-4cea-b0dd-e3d053ec8749,General Studies II,Indian Constitution,microtopic,derived,"Comparative constitutionalism: Indian scheme vs USA, UK, France, and neighbouring constitutions",verified,
4e2fb0ce-169a-4db4-b169-68f569c942d4,General Studies II,Indian Constitution,microtopic,derived,"Directive Principles of State Policy: basic/economic-social/Gandhian/administrative/international-peace-related DPSPs, implementation record, and the Fundamental Rights-DPSP controversy (including directives outside Part IV and the Uniform Civil Code debate)",verified,
20015930-1bc8-477e-a53c-2067bf371485,General Studies II,Indian Constitution,microtopic,derived,Fundamental Duties: features and their link to Fundamental Rights,verified,
7e78b096-fb1c-4d0c-9b2a-9e881d0d7579,General Studies II,Indian Constitution,microtopic,derived,Fundamental Rights vs DPSPs: structural tension resolved via landmark pronouncements; scope expansion via the Right to Privacy judgment,verified,
ad72ca42-8725-48ba-beb1-99684d1fb5ab,General Studies II,Indian Constitution,microtopic,derived,"Fundamental Rights: significance, definition of 'State', equality/freedom/exploitation/religion/cultural-educational/constitutional-remedies rights, Fundamental Rights and the Armed Forces, martial law, procedure-established-by-law vs due process of law, writs, restrictive limitations, rights outside Part III, Article 32's dynamic nature, and the case for revitalizing the reservation system",verified,
6c249e46-2ff8-465e-b704-d3768cc8bbc7,General Studies II,Indian Constitution,microtopic,derived,"Historical evolution: Regulating Act 1773 to Government of India Act 1935 institutional lineages; the Constituent Assembly and objectives/salient features of the Constitution (unitary and federal features, parliamentary vs presidential form)",verified,
8044a32f-6334-46d6-86c0-d755f06a279b,General Studies II,Indian Constitution,microtopic,derived,"Preamble: basic features, value premises, terminology (Democratic, Sovereign, Socialist, Secular, Republic, Justice, Equality, Liberty, Fraternity, Integrity), and amendability",verified,
f18be530-6608-4a6a-afb9-24a26937b2fe,General Studies II,Indian Constitution,microtopic,derived,"Separation of powers: features in American/UK constitutions, checks-and-balances in the Indian scheme, judicial review, and the concept's practical limits",verified,
f1c65353-7964-40d7-b584-9d4e6a2a262a,General Studies II,Indian Constitution,microtopic,derived,"Union and states: State Reorganisation Commission, components of Indian territory, formation of new states, Zonal Councils, Union Territories, special provisions for states, Scheduled and Tribal Areas (5th/6th Schedule, autonomous councils)",verified,
02a369e2-6c45-4b9c-91ed-757a9f37e6fe,General Studies II,International Relations,topic,explicit,"India and its neighborhood- relations. Bilateral, regional and global groupings and agreements involving India and/or affecting India’s interests. Effect of policies and politics of developed and developing countries on India’s interests, Indian diaspora. Important International institutions, agencies and fora- their structure, mandate.",verified,
e4d93260-acf9-43d3-9a94-54b5b5e9c35d,General Studies II,International Relations,microtopic,derived,"Connectivity, security & new-frontier diplomacy: global anti-terrorism efforts (CTTF), India-Middle-East-Europe Corridor, Red Sea crisis, Northern Ireland conflict, India's Africa renewable-energy role, Arctic-region engagement, Outer Space Treaty, World Migration Report",verified,
63246e62-33f5-49ed-9d00-fd89454fd7b2,General Studies II,International Relations,microtopic,derived,"Evolution and key principles of Indian foreign policy: determinants, NAM/NAM 2.0, Panchsheel, India's nuclear doctrine, neighbourhood-policy evolution, Look/Act East and Look/Act West policies",verified,
389d3f6e-cb8a-4c7f-bf01-c289c55d465e,General Studies II,International Relations,microtopic,derived,"Global governance & multilateral institutions: minilateralism, International Health Regulations amendment, UN peacekeeping and India, ICC and the Israel-Hamas dispute, UNSC and G4, WTO reform crises, Global South leadership, G20 and India",verified,
a316962d-6dcb-47fd-b6de-88738c8e4216,General Studies II,International Relations,microtopic,derived,"Global institutions: UN structure (UNGA, UNSC and India's candidacy, ECOSOC), ICJ, UN specialised agencies (FAO, ICAO, ILO, IMO, ITU, UNESCO, IFAD, WHO, WMO, WIPO), World Bank",verified,
676138e7-f790-4ba1-9534-205a59141cfb,General Studies II,International Relations,microtopic,derived,Important key concepts: New World Order dynamics and 'New Cold War' debates,verified,
a7441a8d-f348-4961-88c3-0958ca0a816c,General Studies II,International Relations,microtopic,derived,"India and Asian nations: Central Asian republics (Turkmenistan, Kazakhstan, Tajikistan; China's role; International North-South Transport Corridor; SCO), Mongolia, UAE, Iran (nuclear deal, US geo-economic considerations), Israel-Palestine and India-Israel relations, Saudi Arabia, Asia-Pacific groupings, Southeast Asia (ASEAN steps and security cooperation), Japan, South Korea, Vietnam",verified,
992097a8-8091-4a86-9556-8e06d05a7c30,General Studies II,International Relations,microtopic,derived,"India and neighbours: Nepal (water/hydropower cooperation, contentions, recommendations), Bhutan (economic overview, China issues), Afghanistan (development partnership, post-NATO options, Taliban presence), Bangladesh (development partnership, boundary agreements, Teesta dispute), Maldives (geostrategic importance, security risks), Sri Lanka (commercial relations, fishermen issue), Myanmar (China's role, policy shifts), Pakistan (cooperation, water dispute, terrorism and proxy wars)",verified,
5497d44b-bca9-443f-98b9-f591d5796417,General Studies II,International Relations,microtopic,derived,"India and other regions: Africa (historical connections, South-South engagement, trade/investment/security cooperation), Australia (diaspora, economic ties, nuclear cooperation), France (strategic partnership), Germany (economic relations), UK (Brexit implications)",verified,
905e22f0-a023-4d93-9320-021d455c91ab,General Studies II,International Relations,microtopic,derived,"India's neighbourhood & regional diplomacy: BIMSTEC Charter, Chabahar Port, India-China border dispute (Arunachal Pradesh), Bhutan-China relations, Neighbourhood First Policy, Gujral Doctrine, South China Sea volatility, China-Taiwan dispute and India",verified,
9707ec50-e2ae-44b9-903b-3eed415f5ea3,General Studies II,International Relations,microtopic,derived,"Indian diaspora: role played, safety of Indians abroad, and welfare schemes for overseas Indians",verified,
