row_type,row_id,paper_year,question_number_or_topic_id,text_preview,flags,sample_reason,decision,notes,assign_topic_id,difficulty,stimulus_preview,paper_id,section,current_primary_topic_id,apply_result,apply_detail
question,1143acaa-b912-4b79-86a0-2fd5dfabf6db,2024,79,"During the recent budget presentation, the Union Finance Minister emphasized several key focus areas that are crucial for the economic devel",no_primary_tag,flagged,verified,,fa731497-39a6-49f8-b3ff-e0f3bb19cb96,medium,,ba80e989-e6a2-46e2-98da-8da5966e16bf,General Awareness,,difficulty;tagged;verified,
question,7141e43d-e2ad-481a-aba5-d0c402af0930,2024,80,"In the field of artificial intelligence, accuracy and reliability of information are critical for effective communication and decision-makin",,,verified,,,medium,,ba80e989-e6a2-46e2-98da-8da5966e16bf,General Awareness,9dd02f97-b76e-4e51-95fe-cd68265df28c,difficulty;verified,
question,11d2bb4e-2b7d-4709-8b3c-4af3fa742384,2024,81,Read the following passage carefully and answer the questions that follow. The United States and Malaysia have long-standing trade rela- tio,non_ascii_suspect;suspicious_repeat_char,flagged,,,,,,ba80e989-e6a2-46e2-98da-8da5966e16bf,English Language,342ec4bb-5625-4398-9b44-2963d65062a4,skipped,no decision
question,0e2b483f-5318-4cd1-9b7e-7e2c2c91f0f7,2024,82,Read the following passage carefully and answer the questions that follow. The United States and Malaysia have long-standing trade rela- tio,non_ascii_suspect;suspicious_repeat_char,flagged,,,,,,ba80e989-e6a2-46e2-98da-8da5966e16bf,English Language,342ec4bb-5625-4398-9b44-2963d65062a4,skipped,no decision
question,e022162f-3f24-442b-b2df-b8ced130cdfb,2024,83,Read the following passage carefully and answer the questions that follow. The United States and Malaysia have long-standing trade rela- tio,non_ascii_suspect;suspicious_repeat_char,flagged,,,,,,ba80e989-e6a2-46e2-98da-8da5966e16bf,English Language,342ec4bb-5625-4398-9b44-2963d65062a4,skipped,no decision
question,7ff64273-1aaf-44ef-ab33-65687d240cbe,2024,84,Read the following passage carefully and answer the questions that follow. The United States and Malaysia have long-standing trade rela- tio,non_ascii_suspect;suspicious_repeat_char,flagged,,,,,,ba80e989-e6a2-46e2-98da-8da5966e16bf,English Language,342ec4bb-5625-4398-9b44-2963d65062a4,skipped,no decision
question,1f2eedc8-c1df-47d7-afe3-77506aa97fcc,2024,85,Read the following passage carefully and answer the questions that follow. The United States and Malaysia have long-standing trade rela- tio,non_ascii_suspect;suspicious_repeat_char,flagged,,,,,,ba80e989-e6a2-46e2-98da-8da5966e16bf,English Language,342ec4bb-5625-4398-9b44-2963d65062a4,skipped,no decision
question,9f0b7b85-afd4-428d-b7bc-fd5c0b2030d3,2024,86,Read the following passage carefully and answer the questions that follow. The United States and Malaysia have long-standing trade rela- tio,non_ascii_suspect;suspicious_repeat_char,flagged,,,,,,ba80e989-e6a2-46e2-98da-8da5966e16bf,English Language,342ec4bb-5625-4398-9b44-2963d65062a4,skipped,no decision
question,b110899c-521f-487a-bc30-99708cf7a7d5,2024,87,Read the following passage carefully and answer the questions that follow. The United States and Malaysia have long-standing trade rela- tio,non_ascii_suspect;suspicious_repeat_char,flagged,,,,,,ba80e989-e6a2-46e2-98da-8da5966e16bf,English Language,342ec4bb-5625-4398-9b44-2963d65062a4,skipped,no decision
question,147abf99-1d23-4244-a127-10d747f36463,2024,88,Read the following passage carefully and answer the questions that follow. The United States and Malaysia have long-standing trade rela- tio,non_ascii_suspect;suspicious_repeat_char,flagged,,,,,,ba80e989-e6a2-46e2-98da-8da5966e16bf,English Language,4b44f9f1-8d13-4977-be4b-aa5108b10ead,skipped,no decision
question,7e7787bf-9c64-4e2f-9759-0d57cf6b957b,2024,89,"In the following question, three sentences are provided, each of which may or may not be correct grammatically or contextually. Choose the o",,,,,,,,ba80e989-e6a2-46e2-98da-8da5966e16bf,English Language,9cc0f630-ab4f-4a0a-b5b2-9212f18af346,skipped,no decision
question,7cfdeb38-9175-45d2-a296-ac278014edbd,2024,90,"In the following question, three sentences are provided, each of which may or may not be correct grammatically or contextually. Choose the o",non_ascii_suspect,flagged,,,,,,ba80e989-e6a2-46e2-98da-8da5966e16bf,English Language,9cc0f630-ab4f-4a0a-b5b2-9212f18af346,skipped,no decision
question,26cf7b6a-d990-4290-a8a6-5212dd31dd7f,2024,91,Below are five mixed-up sentences related to the topic of social health. Four of these sentences can be arranged to create a coherent paragr,,,,,,,,ba80e989-e6a2-46e2-98da-8da5966e16bf,English Language,0e4fdd22-0bfe-ee0a-c0bc-d74b9518afeb,skipped,no decision
question,fa532d4e-c81c-4759-b852-94999bb76c64,2024,92,"The idiom/phrase is given below in bold. Following this idiom/phrase are three sentences, which use the given idiom/ phrase. The idiom/phras",,,,,,,,ba80e989-e6a2-46e2-98da-8da5966e16bf,English Language,f4ab61e2-cadf-4686-a1c5-50554463f230,skipped,no decision
question,95ef68b4-276a-452c-ab6a-15bb0482dd5d,2024,93,"The idiom/phrase is given below in bold. Following this idiom/phrase are three sentences, which use the given idiom/ phrase. The idiom/phras",non_ascii_suspect,flagged,,,,,,ba80e989-e6a2-46e2-98da-8da5966e16bf,English Language,f4ab61e2-cadf-4686-a1c5-50554463f230,skipped,no decision
question,b8f01e14-ea31-4902-b18f-876359b7ae75,2024,94,"The idiom/phrase is given below in bold. Following this idiom/phrase are three sentences, which use the given idiom/ phrase. The idiom/phras",non_ascii_suspect,flagged,,,,,,ba80e989-e6a2-46e2-98da-8da5966e16bf,English Language,f4ab61e2-cadf-4686-a1c5-50554463f230,skipped,no decision
question,fb7fa071-14ec-4930-9d9d-a846f0c18985,2024,95,"The question includes five statements labelled A, B, C, D, and E, which, when arranged in a logical sequence, create a coherent passage. Sel",non_ascii_suspect,flagged,,,,,,ba80e989-e6a2-46e2-98da-8da5966e16bf,English Language,b2b889f0-5310-23a4-a50c-daa504f0afe7,skipped,no decision
question,e34fd882-770f-48b7-b82e-5e8ec7541fb7,2024,96,"The question includes five statements labelled A, B, C, D, and E, which, when arranged in a logical sequence, create a coherent passage. Sel",non_ascii_suspect,flagged,,,,,,ba80e989-e6a2-46e2-98da-8da5966e16bf,English Language,b2b889f0-5310-23a4-a50c-daa504f0afe7,skipped,no decision
question,801fe2f2-5b8b-4302-84b0-67337dbd7ec1,2024,97,"The question includes five statements labelled A, B, C, D, and E, which, when arranged in a logical sequence, create a coherent passage. Sel",non_ascii_suspect,flagged,,,,,,ba80e989-e6a2-46e2-98da-8da5966e16bf,English Language,b2b889f0-5310-23a4-a50c-daa504f0afe7,skipped,no decision
question,df732dd2-9004-4cf5-9564-56ef550a32e8,2024,98,"In the following question, two sentences are given with one blank each. Choose the option that provides the correct word that fits in both t",suspicious_repeat_char,flagged,,,,,,ba80e989-e6a2-46e2-98da-8da5966e16bf,English Language,53bf9a36-47c0-4473-b677-29a66d1a7bdb,skipped,no decision
question,bbdf93eb-5496-4f5e-bf3e-1edd996041d9,2024,99,"In the following question, two sentences are given with one blank each. Choose the option that provides the correct word that fits in both t",non_ascii_suspect;suspicious_repeat_char,flagged,,,,,,ba80e989-e6a2-46e2-98da-8da5966e16bf,English Language,53bf9a36-47c0-4473-b677-29a66d1a7bdb,skipped,no decision
question,611b5a1c-39bd-4acc-9e12-b17b06cb9c53,2024,100,"In the following question, two sentences are given with one blank each. Choose the option that provides the correct word that fits in both t",suspicious_repeat_char,flagged,,,,,,ba80e989-e6a2-46e2-98da-8da5966e16bf,English Language,53bf9a36-47c0-4473-b677-29a66d1a7bdb,skipped,no decision
question,1ddec204-5695-48db-ad75-f7bcec84e13f,2024,101,"In the following question, two sentences are given with one blank each. Choose the option that provides the correct word that fits in both t",suspicious_repeat_char,flagged,,,,,,ba80e989-e6a2-46e2-98da-8da5966e16bf,English Language,53bf9a36-47c0-4473-b677-29a66d1a7bdb,skipped,no decision
question,bfc5d3e6-ff04-4955-8ca2-21dc9757b927,2024,102,"In the given question, a sentence with four words marked as (A), (B), (C), and (D) is provided. These words may be incorrectly positioned. Y",non_ascii_suspect,flagged,,,,,,ba80e989-e6a2-46e2-98da-8da5966e16bf,English Language,c18d927f-2eab-49db-b302-a017cf1f2193,skipped,no decision
question,3e5b8d34-0d89-4c36-8db3-c8d93dfc093a,2024,103,"In the given question, a sentence with four words marked as (A), (B), (C), and (D) is provided. These words may be incorrectly positioned. Y",non_ascii_suspect,flagged,,,,,,ba80e989-e6a2-46e2-98da-8da5966e16bf,English Language,c18d927f-2eab-49db-b302-a017cf1f2193,skipped,no decision
question,6698e483-dbd5-4677-a844-123e13cb4177,2024,104,"In the given question, a sentence with four words marked as (A), (B), (C), and (D) is provided. These words may be incorrectly positioned. Y",non_ascii_suspect,flagged,,,,,,ba80e989-e6a2-46e2-98da-8da5966e16bf,English Language,c18d927f-2eab-49db-b302-a017cf1f2193,skipped,no decision
question,19560f5f-a8a9-477c-aab7-8131dc2dca55,2024,105,"Choose the phrase or connector (between I and II) from the three options provided, which can be used to combine the two given sentences into",,,,,,,,ba80e989-e6a2-46e2-98da-8da5966e16bf,English Language,fd797be4-4857-4885-a456-52d9ce38df94,skipped,no decision
question,d2284b2f-2341-4a28-a741-62701aa53e08,2024,106,"Choose the phrase or connector (between I and II) from the three options provided, which can be used to combine the two given sentences into",,spot_check,,,,,,ba80e989-e6a2-46e2-98da-8da5966e16bf,English Language,fd797be4-4857-4885-a456-52d9ce38df94,skipped,no decision
question,c928fa13-43e2-46b1-a706-4201a2eda361,2024,107,"In the question below, five sentences are provided, with one sentence omitted and replaced by a blank. These sentences are jumbled randomly.",suspicious_repeat_char,flagged,,,,,,ba80e989-e6a2-46e2-98da-8da5966e16bf,English Language,0e4fdd22-0bfe-ee0a-c0bc-d74b9518afeb,skipped,no decision
question,eb5d1c2a-84f8-4fbd-baa0-bb649e39755e,2024,108,"In the question below, five sentences are provided, with one sentence omitted and replaced by a blank. These sentences are jumbled randomly.",suspicious_repeat_char,flagged,,,,,,ba80e989-e6a2-46e2-98da-8da5966e16bf,English Language,b2b889f0-5310-23a4-a50c-daa504f0afe7,skipped,no decision
question,e4809f00-4573-4637-9d03-21fa1d48b8bc,2024,109,"In the following question, three sentences are provided, each of which may or may not be correct grammatically or contextually. Choose the o",non_ascii_suspect,flagged,,,,,,ba80e989-e6a2-46e2-98da-8da5966e16bf,English Language,9cc0f630-ab4f-4a0a-b5b2-9212f18af346,skipped,no decision
question,7629b148-dd75-4aed-8d2d-0353a28d4d68,2024,110,"In the following question, three sentences are provided, each of which may or may not be correct grammatically or contextually. Choose the o",non_ascii_suspect,flagged,,,,,,ba80e989-e6a2-46e2-98da-8da5966e16bf,English Language,9cc0f630-ab4f-4a0a-b5b2-9212f18af346,skipped,no decision
question,34acf322-a2df-4351-a213-7e4819d2735b,2024,111,"Find the wrong term of the below series: 100, 240, 480, 1344, 4300.8, 15482.88, 61931.52",,,,,,,,ba80e989-e6a2-46e2-98da-8da5966e16bf,Quantitative Aptitude,7571611f-335f-419f-bb07-46408833d294,skipped,no decision
question,e1b64ed2-7d3c-40f3-80ba-b6fbf48ccc62,2024,112,"Find the wrong term of the below series: 2, 338, 548, 668, 728, 751, 758",,,,,,,,ba80e989-e6a2-46e2-98da-8da5966e16bf,Quantitative Aptitude,7571611f-335f-419f-bb07-46408833d294,skipped,no decision
question,c3ce8086-088b-4a00-917f-b47730687ca1,2024,113,"Find the wrong term of the below series: 8, 111, 231, 376, 546, 743, 969",,,,,,,,ba80e989-e6a2-46e2-98da-8da5966e16bf,Quantitative Aptitude,7571611f-335f-419f-bb07-46408833d294,skipped,no decision
question,136a515e-a171-4d1d-807c-45b6ca4cdc71,2024,114,Consider the below statement and the two quantities given below it. You need to compare both quantities and mark the correct answer accordin,non_ascii_suspect,flagged,,,,,,ba80e989-e6a2-46e2-98da-8da5966e16bf,Quantitative Aptitude,14c51cd0-d60f-42bb-a584-89639d2306fa,skipped,no decision
question,8b2b8c97-29d0-462a-a9dc-607fe856ca20,2024,115,Consider the below statement and the two quantities given below it. You need to compare both quantities and mark the correct answer accordin,non_ascii_suspect,flagged,,,,,,ba80e989-e6a2-46e2-98da-8da5966e16bf,Quantitative Aptitude,10d8610d-9dbd-4f47-b301-1ed3c0d2dce6,skipped,no decision
question,7bb90e7f-419f-4f84-9b90-e56cad75508a,2024,116,"A and B entered in a partnership with capitals as Rs P and Rs (P + 5000) respectively. After 4 months, A withdraws 60% of the capital and C ",non_ascii_suspect,flagged,,,,,,ba80e989-e6a2-46e2-98da-8da5966e16bf,Quantitative Aptitude,bb343a30-e26e-474a-9ab7-6ecab8e6931b,skipped,no decision
question,d9c73238-8ee1-4cfb-b1d8-e08d7b460c50,2024,117,Consider the below statement and the two quantities given below it. You need to compare both quantities and mark the correct answer accordin,,,,,,,,ba80e989-e6a2-46e2-98da-8da5966e16bf,Quantitative Aptitude,9ea559c5-2c7b-49b4-8ab0-98938fd471df,skipped,no decision
question,9ed35f35-b14c-4f8f-acff-4ce0b1ed3ded,2024,118,Rashmi had Rs 6X with her. She invested one-third of that amount in two schemes A and B in the ratio 1 : 8. She paid Rs 6000 to her maid and,,,,,,,,ba80e989-e6a2-46e2-98da-8da5966e16bf,Quantitative Aptitude,a5ece133-4cad-4641-8caa-5e593c34e888,skipped,no decision
question,62e1bbc0-3a72-4efb-be6a-947cd5720546,2024,119,There is a right cylindrical vessel with radium R cm and height H cm. 75% of its capacity is filled with water which is equal to 1650 cm³. T,non_ascii_suspect,flagged,,,,,,ba80e989-e6a2-46e2-98da-8da5966e16bf,Quantitative Aptitude,c5d44e15-072a-4557-ad7d-f61221fe61c7,skipped,no decision
question,d63175ab-a8ec-4ed6-866a-fd0b30cca23a,2024,120,There is a car and a bus. The speed of the car is ‘X’ km/h and the speed of the bus is twice of the car. The car is going from A to B and th,non_ascii_suspect,flagged,,,,,,ba80e989-e6a2-46e2-98da-8da5966e16bf,Quantitative Aptitude,e2fc8cb4-eb3e-41dc-b14d-70ea45e8ad4d,skipped,no decision
question,83f9b80e-0c41-4759-8311-7a092d3efde1,2024,121,Consider the below statement and two quantities given below it. You need to compare both the quantities and mark the correct answer accordin,,,,,,,,ba80e989-e6a2-46e2-98da-8da5966e16bf,Quantitative Aptitude,d1979e85-7942-4fdd-a5fa-b1d2e29f5977,skipped,no decision
question,ec97d64c-007d-4211-8cfc-f79e4c0e351a,2024,122,"Rs 60,000 is distributed among P, Q, R, S and T. Amount received by R is equal to amount received by S and T together. Amount received by P ",non_ascii_suspect,flagged,,,,,,ba80e989-e6a2-46e2-98da-8da5966e16bf,Quantitative Aptitude,c2079ba4-41e3-4db0-908b-a6fd4a550cab,skipped,no decision
question,b4c5944f-7cbe-4e13-9d40-050240a11b06,2024,123,"Study the given information carefully and answer the question. The present ages of Riya, Kavita, Meera, Pooja, and Swati are 24 years, 32 ye",,,,,,,,ba80e989-e6a2-46e2-98da-8da5966e16bf,Quantitative Aptitude,cd574056-f811-4f7b-8fdd-a4e37d0c9772,skipped,no decision
question,53524e07-a458-4bd9-b187-11e23361c5dd,2024,124,"In the question, three statements numbered I, II and III are given. You have to decide whether the data provided in the statements are suffi",suspicious_repeat_char,flagged,,,,,,ba80e989-e6a2-46e2-98da-8da5966e16bf,Quantitative Aptitude,f0e0d76d-38ed-4b29-85db-ae678611b715,skipped,no decision
question,533e3e05-9e08-4aad-97dd-bbbc238be7f4,2024,125,Shopkeeper ‘A’ calculates his profit on the cost price whereas shopkeeper ‘B’ on the selling price. Shopkeeper ‘A’ claims a profit of 25% an,non_ascii_suspect,flagged,,,,,,ba80e989-e6a2-46e2-98da-8da5966e16bf,Quantitative Aptitude,716450be-826f-428c-a51e-57101be2e9f9,skipped,no decision
question,7d4bfa35-72d7-4e0a-a023-503048d7fb0e,2024,131,"Study the following information carefully and answer the questions given beside: There are four studios P, Q, R and S of a renowned news cha",non_ascii_suspect,flagged,,,,,,ba80e989-e6a2-46e2-98da-8da5966e16bf,Quantitative Aptitude,2fd766ca-2573-4fee-99c2-fa88df93628f,skipped,no decision
question,2bef7b3c-2179-4d49-ab10-f0172d8900a1,2024,132,"Study the following information carefully and answer the questions given beside: There are four studios P, Q, R and S of a renowned news cha",non_ascii_suspect;duplicate_option_text,flagged,,,,,,ba80e989-e6a2-46e2-98da-8da5966e16bf,Quantitative Aptitude,2fd766ca-2573-4fee-99c2-fa88df93628f,skipped,no decision
question,a8d90ceb-9fdb-4b54-bf18-6d819dec2cfd,2024,133,"Study the following information carefully and answer the questions given beside: There are four studios P, Q, R and S of a renowned news cha",non_ascii_suspect,flagged,,,,,,ba80e989-e6a2-46e2-98da-8da5966e16bf,Quantitative Aptitude,2fd766ca-2573-4fee-99c2-fa88df93628f,skipped,no decision
question,ffc0de0b-e1b0-4992-8699-2fcad9ee0601,2024,134,"Study the following information carefully and answer the questions given beside: There are four studios P, Q, R and S of a renowned news cha",non_ascii_suspect,flagged,,,,,,ba80e989-e6a2-46e2-98da-8da5966e16bf,Quantitative Aptitude,2fd766ca-2573-4fee-99c2-fa88df93628f,skipped,no decision
question,a81c1d87-42b5-4834-bb3b-08a817888c93,2024,135,"Study the following information carefully and answer the questions given beside: There are four studios P, Q, R and S of a renowned news cha",non_ascii_suspect,flagged,,,,,,ba80e989-e6a2-46e2-98da-8da5966e16bf,Quantitative Aptitude,2fd766ca-2573-4fee-99c2-fa88df93628f,skipped,no decision
question,09d6988d-b591-4a48-a741-1abbafaca090,2024,136,Study the following information carefully and answer the questions given beside: A motorboat travelled a total distance of 1500 km in 3 days,,,,,,,,ba80e989-e6a2-46e2-98da-8da5966e16bf,Quantitative Aptitude,05f68c0c-9a50-48b6-b713-7393fdf49bfa,skipped,no decision
question,c5485db9-632b-4bdb-8be9-f737741da022,2024,137,Study the following information carefully and answer the questions given beside: A motorboat travelled a total distance of 1500 km in 3 days,,,,,,,,ba80e989-e6a2-46e2-98da-8da5966e16bf,Quantitative Aptitude,05f68c0c-9a50-48b6-b713-7393fdf49bfa,skipped,no decision
question,907498df-0cae-48fb-9473-f7543dddf711,2024,138,Study the following information carefully and answer the questions given beside: A motorboat travelled a total distance of 1500 km in 3 days,,spot_check,,,,,,ba80e989-e6a2-46e2-98da-8da5966e16bf,Quantitative Aptitude,05f68c0c-9a50-48b6-b713-7393fdf49bfa,skipped,no decision
question,1b373d9c-cdee-4841-ac00-ae40469aeabc,2024,139,Study the following information carefully and answer the questions given beside: A motorboat travelled a total distance of 1500 km in 3 days,,,,,,,,ba80e989-e6a2-46e2-98da-8da5966e16bf,Quantitative Aptitude,05f68c0c-9a50-48b6-b713-7393fdf49bfa,skipped,no decision
question,4f1c740b-c84c-407e-909c-4b11ef4219df,2024,140,Study the following information carefully and answer the questions given beside: A motorboat travelled a total distance of 1500 km in 3 days,duplicate_option_text,flagged,,,,,,ba80e989-e6a2-46e2-98da-8da5966e16bf,Quantitative Aptitude,05f68c0c-9a50-48b6-b713-7393fdf49bfa,skipped,no decision
question,e8a53912-36d6-4daf-94d8-9efb4c0b442b,2024,141,"When a word and number arrangement machine is given an input line of words and numbers, it arranges them following a particular rule. The fo",non_ascii_suspect,flagged,,,,,,ba80e989-e6a2-46e2-98da-8da5966e16bf,Reasoning,4990ee6f-b419-42e9-8ee0-e52d5630d3a4,skipped,no decision
question,d5a767e6-621c-498e-b51c-6aeb7c8ea8e7,2024,142,"When a word and number arrangement machine is given an input line of words and numbers, it arranges them following a particular rule. The fo",non_ascii_suspect,flagged,,,,,,ba80e989-e6a2-46e2-98da-8da5966e16bf,Reasoning,4990ee6f-b419-42e9-8ee0-e52d5630d3a4,skipped,no decision
question,a78dd75a-2d80-4cb0-aabe-c83848ad5297,2024,143,"When a word and number arrangement machine is given an input line of words and numbers, it arranges them following a particular rule. The fo",,,,,,,,ba80e989-e6a2-46e2-98da-8da5966e16bf,Reasoning,4990ee6f-b419-42e9-8ee0-e52d5630d3a4,skipped,no decision
question,b06a8d97-d0f7-41c7-9afd-b92e8bb4a6a4,2024,144,"When a word and number arrangement machine is given an input line of words and numbers, it arranges them following a particular rule. The fo",,,,,,,,ba80e989-e6a2-46e2-98da-8da5966e16bf,Reasoning,4990ee6f-b419-42e9-8ee0-e52d5630d3a4,skipped,no decision
question,10e19314-d078-4943-a0c8-8ecb50528911,2024,145,"When a word and number arrangement machine is given an input line of words and numbers, it arranges them following a particular rule. The fo",,,,,,,,ba80e989-e6a2-46e2-98da-8da5966e16bf,Reasoning,0140aef7-82c3-45de-be0d-e9286820ee7f,skipped,no decision
question,590031cf-f4dd-4c4e-88ff-1a463bf8069e,2024,146,There are 6 boxes stacked on one another. There are only 2 boxes between A and D. C is placed just above B. There are only 3 boxes between C,,,,,,,,ba80e989-e6a2-46e2-98da-8da5966e16bf,Reasoning,93f445b2-4db4-45b1-acc5-b1bb8c21dc17,skipped,no decision
question,70f7b024-5f9d-4f50-8d0a-497460bfea74,2024,147,"Seven people, namely A, B, C, D, E, F and G are arranged in descending order of their weights. Each of the seven persons has a distinct weig",,,,,,,,ba80e989-e6a2-46e2-98da-8da5966e16bf,Reasoning,bf9142fc-f9fd-49e5-85ba-1431680791e5,skipped,no decision
question,cae36b18-da29-4b44-8bfe-71882458d802,2024,148,"Seven people, namely A, B, C, D, E, F and G are arranged in descending order of their weights. Each of the seven persons has a distinct weig",,,,,,,,ba80e989-e6a2-46e2-98da-8da5966e16bf,Reasoning,bf9142fc-f9fd-49e5-85ba-1431680791e5,skipped,no decision
question,fd29298c-3394-4849-a928-458715bdf9db,2024,149,"Seven people, namely A, B, C, D, E, F and G are arranged in descending order of their weights. Each of the seven persons has a distinct weig",,,,,,,,ba80e989-e6a2-46e2-98da-8da5966e16bf,Reasoning,bf9142fc-f9fd-49e5-85ba-1431680791e5,skipped,no decision
question,b87ed5b5-1bde-4cf2-a273-7fa7c50790b1,2024,150,Is W aunt of P in a family of eight members? I) R is father of D’s father-in-law and G is sister-in-law of W’s father. H is married to K and,non_ascii_suspect,flagged,,,,,,ba80e989-e6a2-46e2-98da-8da5966e16bf,Reasoning,652eb8c7-a25a-48c1-b51d-ddf64f8ede1b,skipped,no decision
question,bcd02482-37c2-4126-99c3-90cf0f75b736,2024,151,What does ‘open’ mean in the code language? Statement I: ‘QR ST UA BQ RS’ means ‘new year bank open tax’ and ‘OT CR QR AT OM’ means ‘was tax,non_ascii_suspect,flagged,,,,,,ba80e989-e6a2-46e2-98da-8da5966e16bf,Reasoning,e7dfdb22-8ee7-445d-9f0a-e27ccf215314,skipped,no decision
question,f6f618b3-f554-491f-8fcf-46556fc4d898,2024,152,Eight persons are sitting around a circular table such that seven persons are facing inward and only one person is facing outward. E is sitt,,spot_check,,,,,,ba80e989-e6a2-46e2-98da-8da5966e16bf,Reasoning,b2e396d9-e67b-4242-904e-7424662e7615,skipped,no decision
question,adba3df3-c73a-4650-b5bd-69724dbc8d51,2024,153,"Seven teams MI, RCB, KXIP, RR, KKR, SRH and DC did play matches on different days amongst the 7th, 12th, 17th and 22nd of either May or June",,,,,,,,ba80e989-e6a2-46e2-98da-8da5966e16bf,Reasoning,6e107aa5-c9e0-4888-a7e9-862e98bea935,skipped,no decision
question,83fc1447-8337-4480-ab87-dc9057ed6575,2024,154,"There are 10 poles A, B, C, D, E, F, G, H, I and J. Pole H is in north-east direction with respect to Pole J at a distance of 10m. Pole G is",,,,,,,,ba80e989-e6a2-46e2-98da-8da5966e16bf,Reasoning,55cde475-d4af-4ff7-b347-b51066736cab,skipped,no decision
question,d7095667-37e1-444a-b233-f0b8aba3288c,2024,155,"There are 10 poles A, B, C, D, E, F, G, H, I and J. Pole H is in north-east direction with respect to Pole J at a distance of 10m. Pole G is",,,,,,,,ba80e989-e6a2-46e2-98da-8da5966e16bf,Reasoning,09eef279-390d-4889-a8fb-81c6961bee8a,skipped,no decision
question,d77f99d2-0971-4354-8e56-dcfb8ebd12ca,2024,156,"There are 10 poles A, B, C, D, E, F, G, H, I and J. Pole H is in north-east direction with respect to Pole J at a distance of 10m. Pole G is",,,,,,,,ba80e989-e6a2-46e2-98da-8da5966e16bf,Reasoning,55cde475-d4af-4ff7-b347-b51066736cab,skipped,no decision
question,35bccb52-f4af-4a14-8229-9a49175d8de3,2024,157,"There are 10 poles A, B, C, D, E, F, G, H, I and J. Pole H is in north-east direction with respect to Pole J at a distance of 10m. Pole G is",,,,,,,,ba80e989-e6a2-46e2-98da-8da5966e16bf,Reasoning,0140aef7-82c3-45de-be0d-e9286820ee7f,skipped,no decision
question,ea97d92a-fd11-4141-8d2f-edf7ac03971e,2024,158,"In the question below, two conclusions are given followed by four statements. You have to choose the correct set of statements from which th",,,,,,,,ba80e989-e6a2-46e2-98da-8da5966e16bf,Reasoning,993efa09-2f9d-42be-a0b3-b6c912e0f07c,skipped,no decision
question,a2485194-e4db-443f-a82c-59767b6df156,2024,159,"In the question given below, two conclusions are given followed by four statements. You have to choose the correct set of statements that lo",,,,,,,,ba80e989-e6a2-46e2-98da-8da5966e16bf,Reasoning,993efa09-2f9d-42be-a0b3-b6c912e0f07c,skipped,no decision
question,898f034a-9963-445b-822b-e21f9d10b331,2024,160,"In the question below, three conclusions are given followed by five statements. You have to choose the correct set of statements that logica",,,,,,,,ba80e989-e6a2-46e2-98da-8da5966e16bf,Reasoning,993efa09-2f9d-42be-a0b3-b6c912e0f07c,skipped,no decision
question,dea65d13-143b-4be5-afd7-7d4864360e8f,2024,161,"Seven friends A, B, C, D, E, F & G were born on different years 1983, 1986, 1987, 1991, 1994, 1995 & 1996 (not necessarily in the same order",non_ascii_suspect,flagged,,,,,,ba80e989-e6a2-46e2-98da-8da5966e16bf,Reasoning,c26f0386-26ac-4035-96d6-3522f658cb19,skipped,no decision
question,957e5aff-9a07-43a2-8145-c388b3adf330,2024,162,"Seven friends A, B, C, D, E, F & G were born on different years 1983, 1986, 1987, 1991, 1994, 1995 & 1996 (not necessarily in the same order",non_ascii_suspect,flagged,,,,,,ba80e989-e6a2-46e2-98da-8da5966e16bf,Reasoning,c26f0386-26ac-4035-96d6-3522f658cb19,skipped,no decision
question,03e85932-6e6d-4cd0-bcdf-f246384405db,2024,163,"Seven friends A, B, C, D, E, F & G were born on different years 1983, 1986, 1987, 1991, 1994, 1995 & 1996 (not necessarily in the same order",non_ascii_suspect,flagged,,,,,,ba80e989-e6a2-46e2-98da-8da5966e16bf,Reasoning,c26f0386-26ac-4035-96d6-3522f658cb19,skipped,no decision
question,7999c950-1800-40a6-bff9-4561c210a23b,2024,164,"Seven friends A, B, C, D, E, F & G were born on different years 1983, 1986, 1987, 1991, 1994, 1995 & 1996 (not necessarily in the same order",non_ascii_suspect,flagged,,,,,,ba80e989-e6a2-46e2-98da-8da5966e16bf,Reasoning,c26f0386-26ac-4035-96d6-3522f658cb19,skipped,no decision
question,aaacf217-28ae-48da-8882-fd2826a505fd,2024,165,"Seven friends A, B, C, D, E, F & G were born on different years 1983, 1986, 1987, 1991, 1994, 1995 & 1996 (not necessarily in the same order",non_ascii_suspect,flagged,,,,,,ba80e989-e6a2-46e2-98da-8da5966e16bf,Reasoning,c26f0386-26ac-4035-96d6-3522f658cb19,skipped,no decision
question,cb4dfec9-d6a0-4f0b-a903-9fa2e846bac1,2024,166,"Study the given information and answer the following questions based on it. Eight persons - Hari, Harish, Harkiran, Hema, Hetal, Himanshu, H",,,,,,,,ba80e989-e6a2-46e2-98da-8da5966e16bf,Reasoning,da8b77aa-4e53-4876-be17-f8f96e1f2913,skipped,no decision
question,3dbae664-1da8-43cf-b090-df947653b95d,2024,167,"Study the given information and answer the following questions based on it. Eight persons - Hari, Harish, Harkiran, Hema, Hetal, Himanshu, H",suspicious_repeat_char,flagged,,,,,,ba80e989-e6a2-46e2-98da-8da5966e16bf,Reasoning,da8b77aa-4e53-4876-be17-f8f96e1f2913,skipped,no decision
