question_id,year,paper_id,section_id,section_label,question_number,question_text_excerpt,subject_slug,subject_id,topic_id,topic_level,topic_name,observed_difficulty,confidence,stimulus_group,notes
31723d18-8ce3-41e1-b555-cfb0d8286c18,2025,73c11d0b-9cc3-4b43-b494-d31ca8edbd00,32aba793-1ea4-4f64-b9e5-5e8f143d3d8a,RBI-GB-2025-P2-FM,23,What is the name of the curve that shows an inverse relationship between inflation and unemployment in an economy?,economics,ede9de7a-f24e-4b3b-bba2-fdd8d10f3fff,38570226-9451-435b-a9ee-ee5b19c91fec,microtopic,Phillips curve — short run and long run,easy,high,NONE,"Phillips curve — named-curve recall. Economic theory, so routed to economics."
fd6a8f5d-4abb-42f9-b849-389ab3ee314c,2025,73c11d0b-9cc3-4b43-b494-d31ca8edbd00,32aba793-1ea4-4f64-b9e5-5e8f143d3d8a,RBI-GB-2025-P2-FM,24,"Micro, Small and Medium Enterprises (MSMEs) play a crucial role in India’s economic development by contributing significantly to employment,",finance,eb273a33-ea0e-4ca7-ac8f-32afe2be5d48,15e5b403-5be3-49c4-a4c5-8c3805cc2694,microtopic,"RBI, SEBI, IRDAI, PFRDA — mandate boundaries",easy,medium,TREDS,"Which authority regulates TReDS — a regulator-boundary question, so tagged to mandate boundaries rather than the bill-discounting mechanism."
78d41388-4784-4bee-be9b-87bebc1f630c,2025,73c11d0b-9cc3-4b43-b494-d31ca8edbd00,32aba793-1ea4-4f64-b9e5-5e8f143d3d8a,RBI-GB-2025-P2-FM,25,"Micro, Small and Medium Enterprises (MSMEs) play a crucial role in India’s economic development by contributing significantly to employment,",finance,eb273a33-ea0e-4ca7-ac8f-32afe2be5d48,177b68be-4bce-4c12-bc99-f7fabcbc1de6,microtopic,"Bank advances — cash credit, overdraft, bill discounting",medium,medium,TREDS,"TReDS mechanics — receivables discounting, financier bidding, MII status."
f9f4f995-2878-494c-89f9-e47bf31f54a8,2025,73c11d0b-9cc3-4b43-b494-d31ca8edbd00,32aba793-1ea4-4f64-b9e5-5e8f143d3d8a,RBI-GB-2025-P2-FM,26,"Micro, Small and Medium Enterprises (MSMEs) play a crucial role in India’s economic development by contributing significantly to employment,",finance,eb273a33-ea0e-4ca7-ac8f-32afe2be5d48,177b68be-4bce-4c12-bc99-f7fabcbc1de6,microtopic,"Bank advances — cash credit, overdraft, bill discounting",medium,medium,TREDS,TReDS settlement mechanism.
f6a3647e-978a-434e-81f6-45a4c2d6349d,2025,73c11d0b-9cc3-4b43-b494-d31ca8edbd00,32aba793-1ea4-4f64-b9e5-5e8f143d3d8a,RBI-GB-2025-P2-FM,27,"In which type of communication can an employee provide feedback, complaints, or suggestions to the upper management?",management,4b80764c-9c9e-4c31-be3b-b51a1a818b9c,3a832583-6e5b-41c8-9af7-7e3e8d73781d,microtopic,"Upward, downward and lateral communication",easy,high,NONE,Employee feedback to upper management — upward communication.
1c06080a-989f-46f3-ab25-2490a30cd531,2025,73c11d0b-9cc3-4b43-b494-d31ca8edbd00,32aba793-1ea4-4f64-b9e5-5e8f143d3d8a,RBI-GB-2025-P2-FM,28,What does the JAM Trinity stand for?,economic-social-issues,1a874661-957e-4c81-a90f-b0634834d889,2069e64c-0914-4339-bcf1-8d5582ddc6e1,unstated,Financial inclusion and Jan Dhan,easy,high,NONE,"Cross-subject: F&M section, ESI tag. JAM Trinity sits in the Jan Dhan financial-inclusion topic."
e05ac943-c70d-448a-8f67-54dce7168437,2025,73c11d0b-9cc3-4b43-b494-d31ca8edbd00,32aba793-1ea4-4f64-b9e5-5e8f143d3d8a,RBI-GB-2025-P2-FM,29,What is the current corpus (amount) of the Contingency Fund of India?,economic-social-issues,1a874661-957e-4c81-a90f-b0634834d889,a4b30fb7-a28f-4ae7-aa5c-d44da85fcb83,unstated,Fiscal deficit and public finance,medium,medium,NONE,"Cross-subject: F&M section, ESI tag. Contingency Fund corpus is a public-finance fact, not economic theory, so economics was not used."
64937776-0e48-4102-b976-6d9ebca303d5,2025,73c11d0b-9cc3-4b43-b494-d31ca8edbd00,32aba793-1ea4-4f64-b9e5-5e8f143d3d8a,RBI-GB-2025-P2-FM,30,"If the Consumer Price Index (CPI) is increasing while the Wholesale Price Index (WPI) is decreasing, what does it indicate?",economic-social-issues,1a874661-957e-4c81-a90f-b0634834d889,3f10cf99-c7c6-4b9a-b589-e015a8719703,unstated,Inflation measurement and price indices,medium,medium,NONE,"Cross-subject: F&M section, ESI tag. CPI rising while WPI falls needs both indices; finance carries them as two separate one-sided topics (49ee5e32, 61065d31), so the combined measurement topic is the correct single primary."
70f56310-f489-4541-beca-403b39c89f57,2025,73c11d0b-9cc3-4b43-b494-d31ca8edbd00,32aba793-1ea4-4f64-b9e5-5e8f143d3d8a,RBI-GB-2025-P2-FM,31,SEBI’s T+2 settlement cycle is applicable for which of the following corporate actions?,finance,eb273a33-ea0e-4ca7-ac8f-32afe2be5d48,b3d81d2c-a6e7-40d0-84dc-eea66c22bee7,microtopic,Clearing corporations and settlement,medium,medium,NONE,T+2 settlement for corporate actions.
c9750969-9dd0-4541-82f4-e2116b5ce8b0,2025,73c11d0b-9cc3-4b43-b494-d31ca8edbd00,32aba793-1ea4-4f64-b9e5-5e8f143d3d8a,RBI-GB-2025-P2-FM,32,"What is the ethical theory that holds that universal, fixed, and unchanging moral principles apply to all individuals, irrespective of situa",management,4b80764c-9c9e-4c31-be3b-b51a1a818b9c,cd4fb6ad-ad93-464a-a936-40a8e9427b07,microtopic,Concept and principles of corporate governance,medium,low,NONE,Moral absolutism. Same business-ethics gap as Q16.
3887be9d-ecf6-429a-aa9d-5b10bca32dc4,2025,73c11d0b-9cc3-4b43-b494-d31ca8edbd00,32aba793-1ea4-4f64-b9e5-5e8f143d3d8a,RBI-GB-2025-P2-FM,33,Which theory explains that people’s attitudes influence their motivation and performance at work?,management,4b80764c-9c9e-4c31-be3b-b51a1a818b9c,ba588c32-a329-4290-9eed-4ac3978f8209,microtopic,Concept of morale,medium,low,NONE,"Attitudes influencing motivation and performance. Morale is the attitude construct; a833010e (Morale vs motivation) is an equally defensible home, which is why this is low."
6f2fa3d5-3983-469b-916a-245464487e6a,2025,73c11d0b-9cc3-4b43-b494-d31ca8edbd00,32aba793-1ea4-4f64-b9e5-5e8f143d3d8a,RBI-GB-2025-P2-FM,34,Which of the following statements best explains cost-push inflation in an economy?,economics,ede9de7a-f24e-4b3b-bba2-fdd8d10f3fff,35a95c33-0e7a-43fc-8ed3-1b79a7609209,microtopic,Cost-push inflation,easy,high,NONE,"Cost-push inflation — direct definitional recall. Economic theory, so routed to economics."
aeb0391c-8b4c-4813-88ed-0c35976b4b3b,2025,73c11d0b-9cc3-4b43-b494-d31ca8edbd00,32aba793-1ea4-4f64-b9e5-5e8f143d3d8a,RBI-GB-2025-P2-FM,35,Which of the following statements is most accurate regarding zero-coupon bonds?,finance,eb273a33-ea0e-4ca7-ac8f-32afe2be5d48,dd67a013-938d-4ae2-b9bc-816d6a072d65,microtopic,Bond yield and pricing,medium,medium,NONE,"Zero-coupon bonds — discount issue and yield. 4623fffb (T-bills) rejected as a specific instrument, not the general class."
4f813121-dd99-4a67-b1ae-189e370a08e4,2025,73c11d0b-9cc3-4b43-b494-d31ca8edbd00,32aba793-1ea4-4f64-b9e5-5e8f143d3d8a,RBI-GB-2025-P2-FM,36,"In the context of index futures, which of the following statements is most accurate?",finance,eb273a33-ea0e-4ca7-ac8f-32afe2be5d48,c7ea1e13-578a-4977-a08e-df0a6d689f16,microtopic,Forwards vs futures,medium,medium,NONE,Index futures — tagged to the futures topic.
