question_id,pyq_paper_id,year,paper,question_number,order_verdict,stored_key_label,stored_key_text,upsc_key_label,upsc_key_text,current_correct_option_id,new_correct_option_id,applies,verdict,note
05250453-3c59-42e4-8d17-a6a1d65885ac,980cfb08-efbd-453f-8dbc-251fefb9d3f5,2020,GS,92,ORDER_OK,b,amending the Constitution,b,amending the Constitution,16412bad-77b4-4c62-aa89-ea64563b61f7,,no,MATCH,
fb79ba0d-ccb1-41bf-a803-e5cb3a5ff8b8,980cfb08-efbd-453f-8dbc-251fefb9d3f5,2020,GS,93,ORDER_OK,d,"1, 2 and 4 only",d,"1, 2 and 4 only",19a474fe-f935-4c42-a4da-87153ce8b742,,no,MATCH,
4ce02dce-e75a-4904-98f0-9f21ae0df47d,980cfb08-efbd-453f-8dbc-251fefb9d3f5,2020,GS,94,ORDER_OK,d,Right to Equality,d,Right to Equality,52d8915c-ba30-4b99-a56b-f0afacca9d11,,no,MATCH,
63971d23-068e-4c96-87fb-1e607b2951d4,980cfb08-efbd-453f-8dbc-251fefb9d3f5,2020,GS,95,ORDER_OK,b,a Directive Principle of State Policy,b,a Directive Principle of State Policy,e8eb485c-9a5d-41ba-b8b9-7bb10822d3f5,,no,MATCH,
0349bbbc-e3d9-440b-9e77-ea880238b630,980cfb08-efbd-453f-8dbc-251fefb9d3f5,2020,GS,96,ORDER_OK,d,"Provisions of the Fiscal Responsibility and Budget Management Act, 2003",d,"Provisions of the Fiscal Responsibility and Budget Management Act, 2003",3de669d0-a2e4-4e49-a3d9-ee0b5384cd18,,no,MATCH,
b5a471ff-359e-4276-8a5d-23a81e9cb2a4,980cfb08-efbd-453f-8dbc-251fefb9d3f5,2020,GS,97,ORDER_OK,d,limited government,d,limited government,d9239d45-725d-47f6-880f-ed8507229580,,no,MATCH,
e51a8516-2470-4f82-959d-eb7986276a44,980cfb08-efbd-453f-8dbc-251fefb9d3f5,2020,GS,98,ORDER_OK,d,"1, 2 and 3",d,"1, 2 and 3",5038ae39-d914-45c0-b458-d2052ec7c858,,no,MATCH,
4ec32727-dc5c-445c-a744-4c99ad403fc2,980cfb08-efbd-453f-8dbc-251fefb9d3f5,2020,GS,99,ORDER_OK,a,1 and 2 only,a,1 and 2 only,82dbb61b-cc3c-4ee5-b43c-ace34c952776,,no,MATCH,
0f6ee510-c8f8-4f71-9411-73a52cd46b93,980cfb08-efbd-453f-8dbc-251fefb9d3f5,2020,GS,100,ORDER_OK,c,1 and 3 only,c,1 and 3 only,a7e9eccf-db58-4242-9a11-b8e55608eb69,,no,MATCH,
839ee115-0e11-4752-bf5c-0f07acab5e2e,4d0bed5e-3b8a-4143-92c3-614ede901af5,2024,GS,1,ORDER_OK,d,Four,d,Four,3b7f8f04-c2e9-49bb-9ee2-95ad0a136931,,no,MATCH,
419166da-a673-47c1-b4c5-37f8fc1b8c3a,4d0bed5e-3b8a-4143-92c3-614ede901af5,2024,GS,2,ORDER_OK,a,"1, 2 and 3",a,"1, 2 and 3",6f61e6fd-ddd5-4c55-9320-b3aa14810df9,,no,MATCH,
0b121439-e875-40ee-a4b9-b3e96ff7809e,4d0bed5e-3b8a-4143-92c3-614ede901af5,2024,GS,3,ORDER_OK,b,Only two,b,Only two,5c25e53e-9841-49ec-ae85-d766577a9753,,no,MATCH,
ecf47fe9-6523-4356-9009-9ff2a5d04ad2,4d0bed5e-3b8a-4143-92c3-614ede901af5,2024,GS,4,ORDER_OK,d,"1, 2 and 3",d,"1, 2 and 3",a4ef07dc-79a0-4726-aadb-ff65af06a5e3,,no,MATCH,
5ac5cead-d026-4622-b41d-4b95d4903459,4d0bed5e-3b8a-4143-92c3-614ede901af5,2024,GS,5,ORDER_OK,c,Inter-State quarantine is a Union subject under the Union List.,c,Inter-State quarantine is a Union subject under the Union List.,4bc52042-6d52-40fb-8991-e9c5a0579137,,no,MATCH,
9bb3f4e6-2f1f-443c-a767-205e0e11ab96,4d0bed5e-3b8a-4143-92c3-614ede901af5,2024,GS,6,ORDER_OK,d,Article 21,d,Article 21,e606b6cf-4bfd-44b0-ac08-7c8bbe248854,,no,MATCH,
64c264f2-89dd-4974-a7ef-41565b3d38ae,4d0bed5e-3b8a-4143-92c3-614ede901af5,2024,GS,7,ORDER_OK,d,1 and 3 only,d,1 and 3 only,13be550e-949a-4752-a847-b65c64d1a7a9,,no,MATCH,
4092070a-0926-4f29-b728-4fc0f4c3a873,4d0bed5e-3b8a-4143-92c3-614ede901af5,2024,GS,8,ORDER_OK,c,Operation Sadbhavana,c,Operation Sadbhavana,315a70bf-2881-46d5-95e6-34b449806448,,no,MATCH,
5d2ce052-06c0-40e5-bb91-95235e936027,4d0bed5e-3b8a-4143-92c3-614ede901af5,2024,GS,9,ORDER_OK,a,Canada and the United States of America,a,Canada and the United States of America,228cebf0-504e-4501-aba1-fa1fa3ec7704,,no,MATCH,
03ddf8f8-5af1-49d6-b616-33f6dda05381,4d0bed5e-3b8a-4143-92c3-614ede901af5,2024,GS,10,ORDER_OK,c,1 and 3 only,c,1 and 3 only,a23efc1e-d510-4977-8ee3-dc227be225a1,,no,MATCH,
7a84bbd6-b19b-427f-af1e-fee17b439ee9,4d0bed5e-3b8a-4143-92c3-614ede901af5,2024,GS,11,ORDER_OK,d,Dr. Sachchidananda Sinha,d,Dr. Sachchidananda Sinha,19c6d54a-7aa0-42b9-afff-bd30b23ea143,,no,MATCH,
45b67036-b975-4848-8c6f-2e9ff8d5f615,4d0bed5e-3b8a-4143-92c3-614ede901af5,2024,GS,12,ORDER_OK,a,1 only,a,1 only,375ae824-7967-4d78-84a2-423e24d84574,,no,MATCH,
c5279362-2cb0-405b-9cf9-62c0b1802e71,4d0bed5e-3b8a-4143-92c3-614ede901af5,2024,GS,13,ORDER_OK,c,Madhyama vyayoga,c,Madhyama vyayoga,1cbe9dd9-d2f3-4762-b458-920a1021b927,,no,MATCH,
49e03c74-dd7f-4829-92ff-d914ba2982e3,4d0bed5e-3b8a-4143-92c3-614ede901af5,2024,GS,14,ORDER_OK,c,Sarvastivada Vinaya,c,Sarvastivada Vinaya,ac09d754-f6a2-4d61-87e6-437409c70eca,,no,MATCH,
c7a15a6d-9db6-4ecf-bcdd-0964e1af810c,4d0bed5e-3b8a-4143-92c3-614ede901af5,2024,GS,15,ORDER_OK,b,Only two,b,Only two,46c23715-8aad-402f-bfef-b48cfb222542,,no,MATCH,
40529684-21c8-42fa-a8ce-4948200be6a8,4d0bed5e-3b8a-4143-92c3-614ede901af5,2024,GS,16,ORDER_OK,d,1 2 and 3,d,1 2 and 3,ca3f0fbc-df67-4f8d-972c-662a4af08a97,,no,MATCH,
d6e1ee2a-7da5-45c8-8bc4-4cb22ecfe8a8,4d0bed5e-3b8a-4143-92c3-614ede901af5,2024,GS,17,ORDER_OK,a,"1, 2 and 4",a,"1, 2 and 4",7725d039-cc9c-4bdd-b8bb-360b786c7a0e,,no,MATCH,
95aaeb13-7786-4130-aa1f-66fe9dac4f69,4d0bed5e-3b8a-4143-92c3-614ede901af5,2024,GS,18,ORDER_OK,c,"1, 2 and 3",c,"1, 2 and 3",96883481-923f-4eb4-962d-073306bd8769,,no,MATCH,
10ba934c-1cab-4906-a31b-96e3fec57636,4d0bed5e-3b8a-4143-92c3-614ede901af5,2024,GS,19,ORDER_OK,d,3 only,d,3 only,2d5e8266-f842-415c-88d1-d6f138f66439,,no,MATCH,
b3305b4a-483e-441d-a71c-d26399c4d2a8,4d0bed5e-3b8a-4143-92c3-614ede901af5,2024,GS,20,ORDER_OK,b,"1, 3 and 4 only",a,"1, 2 and 3 only",428a1339-6e2c-4c45-b987-26f420a0cbd7,e74d043f-9b28-4aa8-8f70-61292a5e083f,yes,CORRECTION,"set to corpus option (a) ""1, 2 and 3 only""; source https://upsc.gov.in/sites/default/files/AnsKey-CivilServicesPExam-2024-GeneralStudies-I-210525.pdf"
623f2387-100b-4e2f-9896-5fe18d6767ba,4d0bed5e-3b8a-4143-92c3-614ede901af5,2024,GS,21,ORDER_OK,d,1 and 3,c,2 and 3 only,51499773-83c5-4d98-8442-81dace69a0bc,85c42981-22b0-45dd-8156-62d2ce2bbb96,yes,CORRECTION,"set to corpus option (c) ""2 and 3 only""; source https://upsc.gov.in/sites/default/files/AnsKey-CivilServicesPExam-2024-GeneralStudies-I-210525.pdf"
0882c6df-1b80-4fd7-b786-7b8b48d4c265,4d0bed5e-3b8a-4143-92c3-614ede901af5,2024,GS,22,ORDER_OK,c,"1, 3 and 4",d,"2, 3 and 4",63911e08-f416-4360-be77-505c9f67b41f,9ca15649-baa0-4b62-a127-b06c962bd7b6,yes,CORRECTION,"set to corpus option (d) ""2, 3 and 4""; source https://upsc.gov.in/sites/default/files/AnsKey-CivilServicesPExam-2024-GeneralStudies-I-210525.pdf"
67da786c-e7a9-4989-a23f-30a78de616d3,4d0bed5e-3b8a-4143-92c3-614ede901af5,2024,GS,23,ORDER_OK,c,the lower court prohibiting continuation of proceedings in a case,c,the lower court prohibiting continuation of proceedings in a case,00f247c4-25ed-4428-9a9a-62dfc6c0b171,,no,MATCH,
c514c304-1427-4fdf-94a0-e7eac77400d0,4d0bed5e-3b8a-4143-92c3-614ede901af5,2024,GS,24,ORDER_OK,b,2 only,b,2 only,58049252-d6ab-4e9a-b35c-b46e82a11c4c,,no,MATCH,
6e88e0bb-718a-4e9a-84fe-6664204ad399,4d0bed5e-3b8a-4143-92c3-614ede901af5,2024,GS,25,ORDER_OK,c,Both 1 and 2,c,Both 1 and 2,f06f4d96-36ba-49d9-a54f-c10c01492e36,,no,MATCH,
903bb50d-c9e6-449e-bd3f-96a68dc31d4e,4d0bed5e-3b8a-4143-92c3-614ede901af5,2024,GS,26,ORDER_OK,d,Subrahmanyam Jaishankar,d,Subrahmanyam Jaishankar,933e52f5-6c3f-4d23-b76b-f76b0b1161ea,,no,MATCH,
f1b31fdf-401e-4c30-8d39-13d01d566654,4d0bed5e-3b8a-4143-92c3-614ede901af5,2024,GS,27,ORDER_OK,b,Only two pairs,b,Only two pairs,1a6f5007-c966-4ecb-b069-c90d2ade6473,,no,MATCH,
23c8b66b-d7ae-4c25-8fcc-5c5cee9c12d0,4d0bed5e-3b8a-4143-92c3-614ede901af5,2024,GS,28,ORDER_OK,d,"Statement-I is incorrect, but Statement-II is correct",a,Both Statement-I and Statement-II are correct and Statement-II explains Statement-I,7472bbfb-b5a1-41f8-9bc3-3368b5463c2f,8cc013ca-bf58-42d4-9c1a-921b2aebc4f2,yes,CORRECTION,"set to corpus option (a) ""Both Statement-I and Statement-II are correct and Statement-II explains Statement-I""; source https://upsc.gov.in/sites/default/files/AnsKey-CivilServicesPExam-2024-GeneralStudies-I-210525.pdf"
3cc3340d-69b3-4299-9746-a0df1ce06e3c,4d0bed5e-3b8a-4143-92c3-614ede901af5,2024,GS,29,ORDER_OK,c,Both 1 and 2,c,Both 1 and 2,129e28e4-e486-48ca-b7ed-4efe693db5fc,,no,MATCH,
092e239a-5da3-4095-a381-1224014b7160,4d0bed5e-3b8a-4143-92c3-614ede901af5,2024,GS,30,ORDER_OK,d,Power plants using fossil fuels.,d,Power plants using fossil fuels.,63a35a9a-f632-4419-85ba-7462ca3be494,,no,MATCH,
015f825d-2ae0-4272-a518-cc7b5d83cfbc,4d0bed5e-3b8a-4143-92c3-614ede901af5,2024,GS,31,ORDER_OK,a,Both Statement-I and Statement-II are correct and Statement-II explains Statement-I,a,Both Statement-I and Statement-II are correct and Statement-II explains Statement-I,b4488391-53be-4c88-ba09-98ad661e38fe,,no,MATCH,
cc7e3897-d721-4b30-a38d-27ca54d7c15c,4d0bed5e-3b8a-4143-92c3-614ede901af5,2024,GS,33,ORDER_OK,d,"1, 2 and 4",d,"1, 2 and 4",af184ac2-d6d4-4c12-a4aa-2c3fd22eee7a,,no,MATCH,
8c697241-5143-4e18-a401-1d3617c32740,4d0bed5e-3b8a-4143-92c3-614ede901af5,2024,GS,34,ORDER_OK,b,2 and 3 only,b,2 and 3 only,cc3fb02d-788c-44ae-8e58-f915fb5c5733,,no,MATCH,
fbca24f4-91e2-4c66-86b2-5d38e52842fa,4d0bed5e-3b8a-4143-92c3-614ede901af5,2024,GS,35,ORDER_OK,b,2 and 3,b,2 and 3,ec1db4d4-551e-4e86-a37c-ef294b8872a6,,no,MATCH,
e6ba99d6-f1d7-45c2-8690-768a1f9ec1a7,4d0bed5e-3b8a-4143-92c3-614ede901af5,2024,GS,36,ORDER_OK,a,Krishnadevaraya,a,Krishnadevaraya,f3e4b9fe-8777-4f63-8165-389612e49efd,,no,MATCH,
2f37036a-7941-4740-8ac1-d4520282146c,4d0bed5e-3b8a-4143-92c3-614ede901af5,2024,GS,38,ORDER_OK,b,2 only,b,2 only,cf1f506e-20d4-4892-88ba-1954bf7637ce,,no,MATCH,
8f3e1b0e-7094-4669-9df1-a884b21ae34a,4d0bed5e-3b8a-4143-92c3-614ede901af5,2024,GS,39,ORDER_OK,a,1 only,a,1 only,26e1692b-7867-4fd3-89fe-45661dbb1365,,no,MATCH,
1e9f2a05-8180-479e-90f1-07b9c4098793,4d0bed5e-3b8a-4143-92c3-614ede901af5,2024,GS,40,ORDER_OK,c,Garba dance,c,Garba dance,6db0b39e-02d9-4559-8905-66417e14b93e,,no,MATCH,
09b05d83-41b2-43fd-830d-edc8b0568cd4,4d0bed5e-3b8a-4143-92c3-614ede901af5,2024,GS,41,ORDER_OK,d,"Statement-I is incorrect, but Statement-II in correct",a,Both Statement-I and Statement-II are correct and Statement-II explains Statement-I,cbcfb78f-2482-443c-a06a-42dbceab609c,856cb5ec-0ef3-4baf-9c4a-e58efcddd4a3,yes,CORRECTION,"set to corpus option (a) ""Both Statement-I and Statement-II are correct and Statement-II explains Statement-I""; source https://upsc.gov.in/sites/default/files/AnsKey-CivilServicesPExam-2024-GeneralStudies-I-210525.pdf"
4ddd91f0-ed54-487a-9653-d1df65681b66,4d0bed5e-3b8a-4143-92c3-614ede901af5,2024,GS,42,ORDER_OK,d,"Statement-I is incorrect, but Statement-II is correct",d,"Statement-I is incorrect, but Statement-II is correct",a2494394-fb8a-4170-91f5-7d03e7c854b7,,no,MATCH,
35c5afcd-80c8-4732-8dcb-d790df0c25f5,4d0bed5e-3b8a-4143-92c3-614ede901af5,2024,GS,43,ORDER_OK,c,2 and 3 only,a,1 only,d5561187-d3f0-4845-b25e-61004564ec9f,c7635755-5e11-4ec8-89e8-27c100f776ee,yes,CORRECTION,"set to corpus option (a) ""1 only""; source https://upsc.gov.in/sites/default/files/AnsKey-CivilServicesPExam-2024-GeneralStudies-I-210525.pdf"
effcf320-7607-4940-8cf4-70fae4458a26,4d0bed5e-3b8a-4143-92c3-614ede901af5,2024,GS,44,ORDER_OK,b,1 and 2,b,1 and 2,0bee268b-9e64-45fb-8c3a-7c31f845bd9a,,no,MATCH,
e955df5c-e536-4fea-856a-db9b10de5dbb,4d0bed5e-3b8a-4143-92c3-614ede901af5,2024,GS,45,ORDER_OK,c,2 and 3,c,2 and 3,0be49cd7-06cd-4299-bdc8-a9dff401fb51,,no,MATCH,
b65eb979-146e-479d-8493-1a6953a18b65,4d0bed5e-3b8a-4143-92c3-614ede901af5,2024,GS,46,ORDER_OK,c,"Statement-I is correct, but Statement-II is incorrect",c,"Statement-I is correct, but Statement-II is incorrect",11d50385-1564-4832-a3ce-556a6586c9d8,,no,MATCH,
2c9a3f3e-7b88-4b01-9465-c45376f71065,4d0bed5e-3b8a-4143-92c3-614ede901af5,2024,GS,47,ORDER_OK,d,"Statement-I is incorrect, but Statement-II is correct",d,"Statement-I is incorrect, but Statement-II is correct",55102d14-aa4a-4b93-9f47-950b9b6cfbe9,,no,MATCH,
1a3e5133-a843-41bc-819d-caa9f364d61a,4d0bed5e-3b8a-4143-92c3-614ede901af5,2024,GS,48,ORDER_OK,d,"1, 2 and 3",d,"1, 2 and 3",f7fb0502-5d40-4a10-acf5-da9dbc308c55,,no,MATCH,
d1e69d16-155c-45e4-87af-7e88ee2f5e4a,4d0bed5e-3b8a-4143-92c3-614ede901af5,2024,GS,49,ORDER_OK,b,2 only,b,2 only,73710d0b-b263-4b3b-bc74-eac7e29eb5a3,,no,MATCH,
7b6b14ca-cdd6-495d-acd8-af8d2fd24931,4d0bed5e-3b8a-4143-92c3-614ede901af5,2024,GS,50,ORDER_OK,b,2 and 3 only,b,2 and 3 only,eb085385-11e2-485d-8a89-633a5d5d9b83,,no,MATCH,
c04a4a0c-b192-4277-ac8d-5fa78b8cccaf,4d0bed5e-3b8a-4143-92c3-614ede901af5,2024,GS,51,ORDER_OK,d,"Statement-I is incorrect, but Statement-II is correct",d,"Statement-I is incorrect, but Statement-II is correct",752f6773-58c8-4c85-bf08-f9312399a5cd,,no,MATCH,
18b7adde-6b72-4ab8-aedd-9af63781ccd1,4d0bed5e-3b8a-4143-92c3-614ede901af5,2024,GS,52,ORDER_OK,b,"Both Statement-I and Statement-II are correct, but Statement-II does not explain Statement-I",a,Both Statement-I and Statement-II are correct and Statement-I Statement-II explains,ee1f58f6-ea68-42ae-a68c-e0b07173f1b2,4234aa8a-e00f-4e59-b986-f9f684696604,yes,CORRECTION,"set to corpus option (a) ""Both Statement-I and Statement-II are correct and Statement-I Statement-II explains""; source https://upsc.gov.in/sites/default/files/AnsKey-CivilServicesPExam-2024-GeneralStudies-I-210525.pdf"
da459d32-01ff-4e07-a0af-0216469cf259,4d0bed5e-3b8a-4143-92c3-614ede901af5,2024,GS,53,ORDER_OK,c,Only three,d,All four,8839d910-d3e1-47fc-9377-fc8745b3c641,35595d32-98f0-4a23-8a09-91af7659867d,yes,CORRECTION,"set to corpus option (d) ""All four""; source https://upsc.gov.in/sites/default/files/AnsKey-CivilServicesPExam-2024-GeneralStudies-I-210525.pdf"
ffd8c7fd-a5f0-46b1-9f7f-efe032cde507,4d0bed5e-3b8a-4143-92c3-614ede901af5,2024,GS,54,ORDER_OK,a,1 only,a,1 only,89b11ac0-b83e-4ecc-9846-a29448c16104,,no,MATCH,
ae2fdad6-8dd9-4b2e-a5d7-c1850a4dc77a,4d0bed5e-3b8a-4143-92c3-614ede901af5,2024,GS,55,ORDER_OK,c,Cote d’ Ivoire Coast and Ghana,c,Cote d’ Ivoire Coast and Ghana,df1ed11c-738b-47a0-9764-ca34f98f1e50,,no,MATCH,
e18cc3a7-2d67-419b-9d01-294efa4cf363,4d0bed5e-3b8a-4143-92c3-614ede901af5,2024,GS,56,ORDER_OK,b,Gomati – Ghaghara – Gandak – Kosi,b,Gomati – Ghaghara – Gandak – Kosi,d46e5068-740d-497a-9f91-62a91dd9ca03,,no,MATCH,
dd27636a-5d7e-4052-8f23-ad10c6ff89eb,4d0bed5e-3b8a-4143-92c3-614ede901af5,2024,GS,57,ORDER_OK,a,Both Statement-II and Statement-III are correct and both of them explain Statement-I,a,Both Statement-II and Statement-III are correct and both of them explain Statement-I,4487fab9-3e67-4330-8770-0a2348496f8d,,no,MATCH,
a9c69e0b-c622-4d75-bdbe-f79cb030f47e,4d0bed5e-3b8a-4143-92c3-614ede901af5,2024,GS,58,ORDER_OK,c,Only three,b,Only two,00e5e420-75a0-4f29-a6fc-351d10c9dfa8,d47d99c5-1380-4f21-a6dc-88deaf352b8c,yes,CORRECTION,"set to corpus option (b) ""Only two""; source https://upsc.gov.in/sites/default/files/AnsKey-CivilServicesPExam-2024-GeneralStudies-I-210525.pdf"
876e0cf7-4637-46f0-bbf1-fb5a935efa0b,4d0bed5e-3b8a-4143-92c3-614ede901af5,2024,GS,59,ORDER_OK,a,Only one,a,Only one,fa581422-2707-4d6f-b668-15a18bd8327e,,no,MATCH,
77d98c3d-f11e-4ef9-b7d0-aa700b0739d8,4d0bed5e-3b8a-4143-92c3-614ede901af5,2024,GS,60,ORDER_OK,b,Only two,b,Only two,5347e931-9921-49e8-87ea-817a672f4240,,no,MATCH,
d2ebbe2c-b785-4d2b-a8d7-ef10b058e368,4d0bed5e-3b8a-4143-92c3-614ede901af5,2024,GS,61,ORDER_OK,c,Insects,c,Insects,b5373d10-7d86-40ba-b07a-fce10c7604e9,,no,MATCH,
582299d5-d24d-4807-bc16-3d71cd6b36ca,4d0bed5e-3b8a-4143-92c3-614ede901af5,2024,GS,62,ORDER_OK,a,Both Statement-I and Statement-II are correct and Statement-II explains Statement-I,a,Both Statement-I and Statement-II are correct and Statement-II explains Statement-I,c0a91663-b80e-4fa2-b6cf-37510bb1bd13,,no,MATCH,
79eed5ad-433c-4c73-a5e1-403851e6f3f6,4d0bed5e-3b8a-4143-92c3-614ede901af5,2024,GS,63,ORDER_OK,d,All four,d,All four,cac3c4bb-14b7-44f9-ae26-7ca3416a3e31,,no,MATCH,
37693dcb-a24d-4b61-9c55-638233e37e60,4d0bed5e-3b8a-4143-92c3-614ede901af5,2024,GS,64,ORDER_OK,d,2 and 3,a,2 only,34a72514-12fa-45b3-9c0a-c2ad3993c250,f76e78ae-d00f-45fe-8fef-23859e77c6cc,yes,CORRECTION,"set to corpus option (a) ""2 only""; source https://upsc.gov.in/sites/default/files/AnsKey-CivilServicesPExam-2024-GeneralStudies-I-210525.pdf"
d76de44b-a734-43e9-b46b-8d1207b08020,4d0bed5e-3b8a-4143-92c3-614ede901af5,2024,GS,65,ORDER_OK,c,1 and 3 only,a,1 and 2 only,ae5f1eea-f8ae-4400-8ea4-8e36b4942bca,f9206945-29c6-47db-ad26-3bd90150778b,yes,CORRECTION,"set to corpus option (a) ""1 and 2 only""; source https://upsc.gov.in/sites/default/files/AnsKey-CivilServicesPExam-2024-GeneralStudies-I-210525.pdf"
f96c65be-cd6c-4e31-b2ac-906a75585f1e,4d0bed5e-3b8a-4143-92c3-614ede901af5,2024,GS,66,ORDER_OK,a,"It is a platform for accelerating the transition towards food and water systems that are net-zero (carbon), nature-positive and that aims to increase farmer resilience.",a,"It is a platform for accelerating the transition towards food and water systems that are net-zero (carbon), nature-positive and that aims to increase farmer resilience.",0a154b12-b4bd-4b51-a36b-c9ec1b690046,,no,MATCH,
6b938cbe-c52f-4c43-84c6-8ba71e5d03f1,4d0bed5e-3b8a-4143-92c3-614ede901af5,2024,GS,67,ORDER_OK,b,Only two,d,All four,37fc828a-cc99-4ad5-9320-909ee6932474,f1ccab80-afcf-48c4-bc8b-198f66586ab3,yes,CORRECTION,"set to corpus option (d) ""All four""; source https://upsc.gov.in/sites/default/files/AnsKey-CivilServicesPExam-2024-GeneralStudies-I-210525.pdf"
bb290bf8-ffd7-448c-bd43-32c6612c32c8,4d0bed5e-3b8a-4143-92c3-614ede901af5,2024,GS,68,ORDER_OK,a,Fig,a,Fig,4f30fd82-9234-470a-bcaf-53e8abbfba8b,,no,MATCH,
a3fc5c52-8f37-4339-9a0f-ca346c901ea9,4d0bed5e-3b8a-4143-92c3-614ede901af5,2024,GS,69,ORDER_OK,c,All three,c,All three,8318f716-e4fd-409b-b77c-950d9ca6686d,,no,MATCH,
57d52a3b-f232-4d4c-987e-d3b126d0296e,4d0bed5e-3b8a-4143-92c3-614ede901af5,2024,GS,70,ORDER_OK,d,None,a,Only one,4e0aee0f-e2eb-44ab-8cfc-72681bc5b5f1,29f10d40-ea87-46b6-bd71-4155fc5eef2e,yes,CORRECTION,"set to corpus option (a) ""Only one""; source https://upsc.gov.in/sites/default/files/AnsKey-CivilServicesPExam-2024-GeneralStudies-I-210525.pdf"
4e703559-287a-4355-a460-1eb2ec60d1f7,4d0bed5e-3b8a-4143-92c3-614ede901af5,2024,GS,71,ORDER_OK,b,2 and 3 only,a,1 and 2 only,61b549f4-69e8-4122-98a3-bd02ef5a9775,6b86a309-e0d9-49f2-86ea-943d46bebd97,yes,CORRECTION,"options b/c carry identical text in both corpus and booklet (source defect); set to corpus option (a) ""1 and 2 only""; source https://upsc.gov.in/sites/default/files/AnsKey-CivilServicesPExam-2024-GeneralStudies-I-210525.pdf"
2396cd17-b01f-45db-9ce4-90604271d68a,4d0bed5e-3b8a-4143-92c3-614ede901af5,2024,GS,72,ORDER_OK,a,1 only,a,1 only,3509ead7-d582-474d-a53a-4c850be6a471,,no,MATCH,
fd9862f9-38fe-4e72-b9f9-3245215eb419,4d0bed5e-3b8a-4143-92c3-614ede901af5,2024,GS,73,ORDER_OK,d,Marine West coast climate,d,Marine West coast climate,400ef2c8-1425-453f-9633-454eb1ad1b78,,no,MATCH,
7685480e-845e-41b0-bc15-86264a4cf8ff,4d0bed5e-3b8a-4143-92c3-614ede901af5,2024,GS,74,ORDER_OK,c,Both 1 and 2,c,Both 1 and 2,e41ad1ed-2391-4ac4-99fd-3499c6406b42,,no,MATCH,
8f1a11a7-26ac-4c3a-a10d-eb867872cb9c,4d0bed5e-3b8a-4143-92c3-614ede901af5,2024,GS,75,ORDER_OK,b,2 only,d,2 and 4,c055ed3c-028d-43e7-a3f7-6cb28b8cdef4,f1fd6224-60ad-4c14-973c-f11c6199b4c9,yes,CORRECTION,"set to corpus option (d) ""2 and 4""; source https://upsc.gov.in/sites/default/files/AnsKey-CivilServicesPExam-2024-GeneralStudies-I-210525.pdf"
3fc5c1ce-6ae9-44b2-9ee1-ba5257fb4753,4d0bed5e-3b8a-4143-92c3-614ede901af5,2024,GS,76,ORDER_OK,b,Congo Basin,b,Congo Basin,a6a01d58-4235-400d-a7ab-d7daabffa0a4,,no,MATCH,
8634d5c9-7fbc-4c91-8e7c-fee191ebbbf9,4d0bed5e-3b8a-4143-92c3-614ede901af5,2024,GS,77,ORDER_OK,d,"1, 2 and 3",d,"1, 2 and 3",25651693-28aa-4e9b-807f-5dc80ad14eba,,no,MATCH,
d2370f4d-526b-414a-84a1-722186e47432,4d0bed5e-3b8a-4143-92c3-614ede901af5,2024,GS,78,ORDER_OK,b,Only three,b,Only three,f528a7c5-0097-455f-b607-bafb03bb13c7,,no,MATCH,
34592bea-a422-483c-9343-95e4dca1a49b,4d0bed5e-3b8a-4143-92c3-614ede901af5,2024,GS,79,ORDER_OK,c,Only three,c,Only three,09fdec4a-1b0f-46e0-9c3f-e242c1b1c8ac,,no,MATCH,
c5260b80-4bc1-40a1-addd-82fe43001844,4d0bed5e-3b8a-4143-92c3-614ede901af5,2024,GS,81,ORDER_OK,c,the birth rate minus death rate.,d,the average number of live births a woman would have by the end of her child-bearing age.,af757fbd-29fb-47c3-85e1-8f96f3e590c7,5cc19b6b-0afa-4df2-9823-c2053fc6ec86,yes,CORRECTION,"set to corpus option (d) ""the average number of live births a woman would have by the end of her child-bearing age.""; source https://upsc.gov.in/sites/default/files/AnsKey-CivilServicesPExam-2024-GeneralStudies-I-210525.pdf"
2e712ad3-2360-47fa-ab03-ee4e693fad35,4d0bed5e-3b8a-4143-92c3-614ede901af5,2024,GS,82,ORDER_OK,c,"1, 2 and 3",c,"1, 2 and 3",c13af602-7a04-4f12-938a-63d6c442f513,,no,MATCH,
459035d6-a907-48ae-a15b-ae1c87cf19c1,4d0bed5e-3b8a-4143-92c3-614ede901af5,2024,GS,83,ORDER_OK,b,2 and 3 only,d,"1, 2 and 3",f58f689a-5111-474a-924b-d78a3372cdd5,f4ed3873-c9b6-4c46-9f0e-5782c7aeac1a,yes,CORRECTION,"set to corpus option (d) ""1, 2 and 3""; source https://upsc.gov.in/sites/default/files/AnsKey-CivilServicesPExam-2024-GeneralStudies-I-210525.pdf"
ca228e0b-2318-47ab-a4c0-65c64733dba5,4d0bed5e-3b8a-4143-92c3-614ede901af5,2024,GS,84,ORDER_OK,d,1 and 3 only,d,1 and 3 only,f4b48e79-3439-496a-a35b-029838b9f2c6,,no,MATCH,
e225b3e0-c610-4a34-85c7-00d01b1e9d4f,4d0bed5e-3b8a-4143-92c3-614ede901af5,2024,GS,85,ORDER_OK,b,Only two,b,Only two,c9864b0f-3f09-446b-b104-a60ed3f778bb,,no,MATCH,
