"row_type","row_id","paper_year","question_number_or_topic_id","text_preview","flags","sample_reason","decision","notes"
"tag","59dcc41b-c591-4c4d-9677-61157100cd40","2014","e48e4da6-8be0-41dc-a6c2-66ddfe5ef783","Colonial land revenue systems (Permanent Settlement, Ryotwari, Mahalwari), commercialization of agriculture, and economic drain theory","","","verified","Clean sweep + spot-check sample confirmed sound - bulk pass 2026-08-26"
"tag","b9489c8c-1de8-4493-b23a-4c658b9c3731","2014","e586510e-b291-4d77-8981-c9f92a1ab815","'Health for All' target vs structural health-infrastructure gaps; rising out-of-pocket health expenditure; commercialization of healthcare v","","","verified","Clean sweep + spot-check sample confirmed sound - bulk pass 2026-08-26"
"tag","5178df17-f2d2-46d2-983c-20fa240e6987","2014","ec298078-c865-4ed1-9396-6ee364f61ec8","Values and ethics in government; the family's contribution to value education; role of family/society/educational institutions in inculcatin","","","verified","Clean sweep + spot-check sample confirmed sound - bulk pass 2026-08-26"
"tag","6a0784a1-00be-4ef8-9939-75e21d334887","2014","f25643d9-50b9-411e-b57b-f7ee52bd843b","Landslide vulnerability of the Western Ghats and Himalayas: causes and mitigation strategies; institutional setups for chemical/industrial d","","","verified","Clean sweep + spot-check sample confirmed sound - bulk pass 2026-08-26"
"tag","7125c7b4-0991-484d-a39b-3a8bd6a854e7","2014","f3b73205-3dfc-4ebe-b291-106d2c6e4297","Taxila as a renowned centre of scholarship and the strategic-location factors behind its ruin","","","verified","Clean sweep + spot-check sample confirmed sound - bulk pass 2026-08-26"
"tag","31a115ab-2310-45e8-bd72-58332f201bc4","2014","f9a1a286-8d52-4e4a-90b9-1787bc9a221b","Case studies: crisis & resource-allocation dilemmas: drought-relief tanker capture by a 'tanker mafia', disaster resource-allocation triage ","","","verified","Clean sweep + spot-check sample confirmed sound - bulk pass 2026-08-26"
"tag","b21c32f8-b786-4fb6-b85d-99547be2fad1","2014","fcbca25c-a534-408b-a390-2e894b7f78ee","World War II: foundations, course, aftermath, analysis, and the decolonization phase","","","verified","Clean sweep + spot-check sample confirmed sound - bulk pass 2026-08-26"
"tag","518ff6f3-40f9-4d0e-817b-c0b95193a1e3","2014","fe28f5e5-99c3-4c9d-829c-4c38a0b6ffe3","India and Asian nations: Central Asian republics (Turkmenistan, Kazakhstan, Tajikistan; China's role; International North-South Transport Co","","","verified","Clean sweep + spot-check sample confirmed sound - bulk pass 2026-08-26"
"question","1d70240f-670e-442f-a1ca-cff5f3a83d14","2015","1","The nature of economic growth in India in recent times is often described as jobless growth. Do you agree with this view? Give arguments in ","","spot_check","verified","Clean sweep + spot-check sample confirmed sound - bulk pass 2026-08-26"
"question","95d4cb31-cd0c-45cf-8a77-35ac60dace77","2015","2","Livestock rearing has a big potential for providing non-farm employment and income in rural areas. Discuss suggesting suitable measures to p","","","verified","Clean sweep + spot-check sample confirmed sound - bulk pass 2026-08-26"
"question","25bd5ef1-e54c-454e-81a1-1ec67fd64f92","2015","3","In view of the declining average size of land holdings in India which has made agriculture non-viable for a majority of farmers, should cont","","","verified","Clean sweep + spot-check sample confirmed sound - bulk pass 2026-08-26"
"question","0cd0bb8c-1161-4fd1-960a-68fdf792ac83","2015","4","How can the 'Digital India' programme help farmers to improve farm productivity and income? What steps has the Government taken in this rega","","","verified","Clean sweep + spot-check sample confirmed sound - bulk pass 2026-08-26"
"question","f4cff9d5-1055-4110-ad5f-fe5d2b47a177","2015","5","In what way could replacement of price subsidy with Direct Benefit Transfer (DBT) change the scenario of subsidies in India? Discuss.","","","verified","Clean sweep + spot-check sample confirmed sound - bulk pass 2026-08-26"
"question","3ecb78f6-d748-4c6e-b41e-cd2ad7c4b6db","2015","6","What are the impediments in marketing and supply chain management in developing the food processing industry in India? Can e-commerce help i","","","verified","Clean sweep + spot-check sample confirmed sound - bulk pass 2026-08-26"
"question","e2cc70c0-3f54-479f-a2c0-766917c6a1f0","2015","7","Craze for gold in Indians has led to a surge in import of gold in recent years and put pressure on balance of payments and external value of","","","verified","Clean sweep + spot-check sample confirmed sound - bulk pass 2026-08-26"
"question","669ed723-2c1d-4a6c-b2d0-dbbfcd86e859","2015","8","""Success of 'Make in India' programme depends on the success of 'Skill India' programme and radical labour reforms."" Discuss with logical ar","","","verified","Clean sweep + spot-check sample confirmed sound - bulk pass 2026-08-26"
"question","68a3070c-02f4-42a7-b120-2fa5b849cc02","2015","9","To what factors can the recent dramatic fall in equipment costs and tariff of solar energy be attributed? What implications does the trend h","","","verified","Clean sweep + spot-check sample confirmed sound - bulk pass 2026-08-26"
"question","7cf1f70a-d135-4fad-ad53-2d68361b9cdc","2015","10","There is a clear acknowledgement that Special Economic Zones (SEZs) are a tool of industrial development, manufacturing and exports. Recogni","","","verified","Clean sweep + spot-check sample confirmed sound - bulk pass 2026-08-26"
"question","bc52087a-9f05-4124-b222-e1e7f520e2a7","2015","11","What do you understand by 'Standard Positioning Systems' and 'Precision Positioning Systems' in the GPS era? Discuss the advantages India pe","","","verified","Clean sweep + spot-check sample confirmed sound - bulk pass 2026-08-26"
"question","c261e56f-a4f4-4b48-b19d-c7fdd9fb4ebf","2015","12","What are the areas of prohibitive labour that can be sustainably managed by robots? Discuss the initiatives that can propel research in prem","","spot_check","verified","Clean sweep + spot-check sample confirmed sound - bulk pass 2026-08-26"
"question","d9828f63-b3ff-4ce3-a268-7488507ef022","2015","13","Discuss the advantages and security implications of cloud hosting of servers vis-a-vis in-house machine-based hosting for government busines","","","verified","Clean sweep + spot-check sample confirmed sound - bulk pass 2026-08-26"
"question","0f722fd4-f900-4b22-9457-67534958d65f","2015","14","India's Traditional Knowledge Digital Library (TKDL), which has a database containing formatted information on more than 2 million medicinal","","","verified","Clean sweep + spot-check sample confirmed sound - bulk pass 2026-08-26"
"question","80425c57-898b-4de4-baf8-f32dc61f5723","2015","15","Discuss the Namami Gange and National Mission for Clean Ganga (NMCG) programmes and causes of mixed results from the previous schemes. What ","","","verified","Clean sweep + spot-check sample confirmed sound - bulk pass 2026-08-26"
"question","fe502ede-1a50-4b6b-b073-72c813136fbd","2015","16","The frequency of earthquakes appears to have increased in the Indian subcontinent. However, India's preparedness for mitigating their impact","","","verified","Clean sweep + spot-check sample confirmed sound - bulk pass 2026-08-26"
"question","ce9cdeaf-7eab-4e35-b8f7-f6dcd391967a","2015","17","Human rights activists constantly highlight the view that the Armed Forces (Special Powers) Act, 1958 (AFSPA) is a draconian act leading to ","","","verified","Clean sweep + spot-check sample confirmed sound - bulk pass 2026-08-26"
"question","1ab1be39-c13b-4ddd-887b-03320abb096e","2015","18","Religious indoctrination via digital media has resulted in Indian youth joining the ISIS. What is ISIS and its mission? How can ISIS be dang","","","verified","Clean sweep + spot-check sample confirmed sound - bulk pass 2026-08-26"
"question","0022944e-9507-41aa-bb72-bc1b37eee6f1","2015","19","The persisting drives of the Government for development of large industries in backward areas have resulted in isolating the tribal populati","","","verified","Clean sweep + spot-check sample confirmed sound - bulk pass 2026-08-26"
"question","33e833a6-8c60-4a15-9219-6067f16a3a82","2015","20","Considering the threats cyberspace poses for the country, India needs a ""Digital Armed Force"" to prevent crimes. Critically evaluate the Nat","","","verified","Clean sweep + spot-check sample confirmed sound - bulk pass 2026-08-26"
"question","03a29684-02f9-4400-a173-637f0432c93b","2015","21","The ancient civilization in India differed from those of Egypt, Mesopotamia and Greece in that its culture and traditions have been preserve","","","verified","Clean sweep + spot-check sample confirmed sound - bulk pass 2026-08-26"
"question","2f9666b2-cbed-4886-8c91-36c1baf99952","2015","22","Mesolithic rock cut architecture of India not only reflects the cultural life of the times but also a fine aesthetic sense comparable to mod","","spot_check","verified","Clean sweep + spot-check sample confirmed sound - bulk pass 2026-08-26"
"question","511dbb3e-11c4-42b8-bce9-2ec8378b2142","2015","23","How different would have been the achievement of Indian Independence without Mahatma Gandhi? Discuss.","","","verified","Clean sweep + spot-check sample confirmed sound - bulk pass 2026-08-26"
"question","b6271163-d688-46fe-8d3f-7cb227d8442d","2015","24","Mahatma Gandhi and Subhash Chandra Bose had differing views on how to achieve Indian independence. Analyze.","","","verified","Clean sweep + spot-check sample confirmed sound - bulk pass 2026-08-26"
"question","04d8dd0a-6903-44da-86cf-78f078106386","2015","25","Why did the industrial revolution first occur in Great Britain? Discuss the quality of life of the people there during the industrialization","","","verified","Clean sweep + spot-check sample confirmed sound - bulk pass 2026-08-26"
"question","7ca87b92-dfb6-4dac-acc1-5b8f68b23290","2015","26","To what extent can the economic reforms of 1991 be linked to the changing profile of urban spaces in India?","","","verified","Clean sweep + spot-check sample confirmed sound - bulk pass 2026-08-26"
"question","d6601ce4-5660-448c-9a96-ef76b2ead8db","2015","27","Critically examine the effects of globalization on the aged population in India.","","","verified","Clean sweep + spot-check sample confirmed sound - bulk pass 2026-08-26"
"question","7c63afdf-3da3-4c99-928f-e9a80c8f630c","2015","28","How does patriarchy manifest itself in the daily lives of women in India?","","","verified","Clean sweep + spot-check sample confirmed sound - bulk pass 2026-08-26"
"question","546e838b-1169-4248-abad-9fc9b8c2ef5c","2015","29","What are the socio-economic impacts of the growing informal sector in urban India?","","","verified","Clean sweep + spot-check sample confirmed sound - bulk pass 2026-08-26"
"question","c7a7de66-85ca-47cf-bcb2-fe2c7bec261f","2015","30","Discuss the major factors responsible for the origin and intensity of tropical cyclones.","","","verified","Clean sweep + spot-check sample confirmed sound - bulk pass 2026-08-26"
"question","253b4b94-8cd9-4084-a727-939b5b6bbac0","2015","31","Explain the significance of the geological structures of India in determining its mineral resource base.","","","verified","Clean sweep + spot-check sample confirmed sound - bulk pass 2026-08-26"
"question","1f9d3cc2-bc5e-4aa2-a425-c11a53be5ea7","2015","32","What is the concept of smart cities? How can it help in managing the urban crisis in India?","","","verified","Clean sweep + spot-check sample confirmed sound - bulk pass 2026-08-26"
"question","ac31f037-3fe4-4140-8257-d213f1162e63","2015","33","Examine the geographic distribution of iron and steel industries in India. What factors are driving their location patterns?","","spot_check","verified","Clean sweep + spot-check sample confirmed sound - bulk pass 2026-08-26"
"question","81e52f32-8102-41d9-adc6-b772983a7dc2","2015","34","Describe the main climatic characteristics of the Mediterranean region and explain its agricultural importance.","","","verified","Clean sweep + spot-check sample confirmed sound - bulk pass 2026-08-26"
"question","a16df2b2-7826-43f4-8433-cee20ab76349","2015","35","What are the causes and consequences of the melting of Arctic ice on global geopolitics and climate change?","","","verified","Clean sweep + spot-check sample confirmed sound - bulk pass 2026-08-26"
"question","a3a4d908-377e-4801-8c03-fe4cdfade217","2015","36","Evaluate the role of the press in the Indian national movement from the late nineteenth century onwards.","","","verified","Clean sweep + spot-check sample confirmed sound - bulk pass 2026-08-26"
"question","edca2e76-128c-483c-b517-f4989c5f4ec1","2015","37","Discuss the geopolitical implications of the decolonization process in Asia after the Second World War.","","","verified","Clean sweep + spot-check sample confirmed sound - bulk pass 2026-08-26"
"question","9f2b7e5e-dcb6-484b-9d0c-d7b9449407f0","2015","38","How has the caste system in India adapted to the forces of modernization and secularization?","","","verified","Clean sweep + spot-check sample confirmed sound - bulk pass 2026-08-26"
"question","02c9d262-e183-47ab-8f67-6454b33848a6","2015","39","Explain the relationship between poverty and environmental degradation in the context of developing nations like India.","","","verified","Clean sweep + spot-check sample confirmed sound - bulk pass 2026-08-26"
"question","552ed140-a012-493b-b715-c76f5f276e7f","2015","40","What is El Nino? Explain its impact on the Indian monsoon and agricultural productivity.","","","verified","Clean sweep + spot-check sample confirmed sound - bulk pass 2026-08-26"
"question","ccfbcf0d-148d-4563-be4a-01f967df0952","2015","41","Discuss the power of the Governor to promulgate ordinances. Is it a circumvention of the legislative process? Examine.","","","verified","Clean sweep + spot-check sample confirmed sound - bulk pass 2026-08-26"
"question","f642980d-4a72-4a64-bef6-ee1270649bbe","2015","42","The Speaker of the Lok Sabha holds a position of great authority. Discuss the challenges to neutrality in the functioning of the Speaker.","","","verified","Clean sweep + spot-check sample confirmed sound - bulk pass 2026-08-26"
"question","8a1a49d2-a8ef-4a69-8aed-22823fa1acfa","2015","43","What are statutory bodies? Explain the role of the National Green Tribunal (NGT) in environmental governance in India.","","spot_check","verified","Clean sweep + spot-check sample confirmed sound - bulk pass 2026-08-26"
"question","eb50097a-454b-4118-bd6e-b939236ec5e3","2015","44","Examine the significance of the 14th Finance Commission recommendations in promoting fiscal federalism in India.","","","verified","Clean sweep + spot-check sample confirmed sound - bulk pass 2026-08-26"
"question","10be0d48-186d-4aa0-962f-af6f0499448a","2015","45","The Right to Education (RTE) Act has expanded access to education, but quality remains a challenge. Discuss.","","","verified","Clean sweep + spot-check sample confirmed sound - bulk pass 2026-08-26"
"question","fdb8d315-f0ed-4265-8017-81ffa8b70937","2015","46","Analyze the role of Information Technology in improving public service delivery through the Digital India initiative.","","","verified","Clean sweep + spot-check sample confirmed sound - bulk pass 2026-08-26"
"question","2ee7b2fa-949e-4eb9-a9c6-0039747d590d","2015","47","Evaluate the impact of civil society organizations on policy formulation in India with suitable examples.","","","verified","Clean sweep + spot-check sample confirmed sound - bulk pass 2026-08-26"
"question","2e0c7122-8f66-4ba9-b295-80d7857343e4","2015","48","Discuss the implications of the rising out-of-pocket expenditure on health for the poor sections of society in India.","","","verified","Clean sweep + spot-check sample confirmed sound - bulk pass 2026-08-26"
"question","0092588a-b146-4031-b79c-4a9ccfe89b36","2015","49","""India's 'Look West' policy needs a strategic reorientation in the light of current West Asian conflicts."" Discuss.","","","verified","Clean sweep + spot-check sample confirmed sound - bulk pass 2026-08-26"
"question","dc5c9c9a-0021-4bf5-9ca5-047d215f53f9","2015","50","Explain the structure and mandates of the International Court of Justice (ICJ). What are its limitations?","","","verified","Clean sweep + spot-check sample confirmed sound - bulk pass 2026-08-26"
"question","aae3f110-d4cc-42a2-8e42-c24db4aa0163","2015","51","Examine the basic structure doctrine as enunciated by the Supreme Court. How has it acted as a safety valve for the Indian Constitution?","","","verified","Clean sweep + spot-check sample confirmed sound - bulk pass 2026-08-26"
"question","9f3b04df-b8e8-4abc-bd6d-84bd7f608e60","2015","52","Discuss the constitutional safeguards available to civil servants in India under Article 311. Are they overprotective?","","","verified","Clean sweep + spot-check sample confirmed sound - bulk pass 2026-08-26"
"question","eac8ed63-ba11-4718-8004-b86594ce6552","2015","53","The system of checks and balances is essential for a vibrant democracy. Discuss the relationship between the Judiciary and the Legislature i","","","verified","Clean sweep + spot-check sample confirmed sound - bulk pass 2026-08-26"
"question","1c295c62-cb1b-41bb-9f9c-19152819dbd1","2015","54","Analyze the challenges faced by the cooperative sector in India and suggest steps to revitalize it for agrarian welfare.","","spot_check","verified","Clean sweep + spot-check sample confirmed sound - bulk pass 2026-08-26"
"question","6ce07c8c-4eaf-4eb8-8db0-57a777c046ac","2015","55","What are citizen charters? Evaluate their effectiveness in improving accountability and responsiveness in government offices.","","","verified","Clean sweep + spot-check sample confirmed sound - bulk pass 2026-08-26"
"question","6519717f-4566-4b8d-8bc2-db381184b07b","2015","56","""The performance of welfare schemes for vulnerable sections is marred by administrative inefficiencies and corruption."" Critically discuss.","","","verified","Clean sweep + spot-check sample confirmed sound - bulk pass 2026-08-26"
"question","0fb74e1c-e9f1-435e-b251-ab52bb36baf5","2015","57","Examine the role of the Central Vigilance Commission (CVC) in tackling corruption in public administration.","","","verified","Clean sweep + spot-check sample confirmed sound - bulk pass 2026-08-26"
"question","1f387c78-48f4-4dc5-8951-cb577e703b70","2015","58","Discuss the strategic importance of the India-US civil nuclear deal and its impact on India's global energy diplomacy.","","","verified","Clean sweep + spot-check sample confirmed sound - bulk pass 2026-08-26"
"question","bc90343c-3385-4e5c-bddb-d3af7c9f8533","2015","59","Analyze the role and limitations of SAARC as an regional organization for South Asian integration.","","","verified","Clean sweep + spot-check sample confirmed sound - bulk pass 2026-08-26"
"question","850bc37c-6103-4819-b6ee-edead0af9668","2015","60","What are the major structural reforms needed in the global financial institutions like the World Bank and IMF to represent developing nation","","","verified","Clean sweep + spot-check sample confirmed sound - bulk pass 2026-08-26"
"question","27e8e930-6ba8-424d-8dd1-5e82b591bf10","2015","61","What is meant by 'environmental ethics'? Why is it important to study in contemporary times? Discuss.","","","verified","Clean sweep + spot-check sample confirmed sound - bulk pass 2026-08-26"
"question","e1f385d5-f859-4eb9-9f71-5e64ddc79be9","2015","62","Differentiate between 'Value' and 'Ethics'. How do values help in shaping the ethical behavior of a human being?","","","verified","Clean sweep + spot-check sample confirmed sound - bulk pass 2026-08-26"
"question","07ac9886-411a-47c0-ac1e-1e44f2ed5773","2015","63","Public servants are the trustees of public power and financial resources. In this context, discuss the significance of 'probity in governanc","","","verified","Clean sweep + spot-check sample confirmed sound - bulk pass 2026-08-26"
"question","c8e6cef2-530f-4aca-a112-a4671a0ba60f","2015","64","What do you understand by the term 'constitutional morality'? How is it enforced in a democratic system?","","","verified","Clean sweep + spot-check sample confirmed sound - bulk pass 2026-08-26"
"question","79bd2b3d-cfde-4421-9dcd-46adb3a38a01","2015","65","""Social auditing is not just a tool for financial verification, but an instrument for ethical governance."" Elaborate.","","spot_check","verified","Clean sweep + spot-check sample confirmed sound - bulk pass 2026-08-26"
"question","32c39c85-b2bf-445e-b771-a4848823ee4b","2015","66","Discuss the components of emotional intelligence. How can a public administrator leverage emotional intelligence in conflict resolution?","","","verified","Clean sweep + spot-check sample confirmed sound - bulk pass 2026-08-26"
"question","73e19448-f010-4550-8a58-4b3f17003643","2015","67","What are the essential elements of an effective code of conduct for public officials? Distinguish it from a code of ethics.","","","verified","Clean sweep + spot-check sample confirmed sound - bulk pass 2026-08-26"
"question","00bf2cd7-1e79-4eb1-affe-c14b04ce14c6","2015","68","How does accountability differ from responsibility in public administration? Illustrate with a suitable example.","","","verified","Clean sweep + spot-check sample confirmed sound - bulk pass 2026-08-26"
"question","7a656ea2-5512-4a3d-bdd8-182d66e379f1","2015","69","""An unexamined life is not worth living."" - Socrates. What does this statement mean to you in your personal and professional sphere?","","","verified","Clean sweep + spot-check sample confirmed sound - bulk pass 2026-08-26"
"question","6a2ec896-61d7-48f9-941a-438c7717a879","2015","70","""To awaken the people, it is the women who must be awakened. Once she is on the move, the family moves, the village moves, the nation moves.","","","verified","Clean sweep + spot-check sample confirmed sound - bulk pass 2026-08-26"
"question","b2239c42-c358-46e8-adb6-f28a9528dfac","2015","71","Discuss the role of international aid in developmental ethics. What are the ethical concerns surrounding aid with political conditionalities","","","verified","Clean sweep + spot-check sample confirmed sound - bulk pass 2026-08-26"
"question","9f1f038c-90db-4395-a73b-80f91c3e8216","2015","72","Corruption is a multi-headed monster that thrives on systemic gaps and lack of moral courage. Suggest structural and behavioral measures to ","","","verified","Clean sweep + spot-check sample confirmed sound - bulk pass 2026-08-26"
"question","04f20169-7c4e-406a-967d-ad550ffec4f1","2015","73","A big corporate house is engaged in manufacturing industrial chemicals on a large scale. It proposes to set up the additional unit. Many sta","","","verified","Clean sweep + spot-check sample confirmed sound - bulk pass 2026-08-26"
"question","9eadcc3c-b8aa-44bd-a138-1b7e833dbbea","2015","74","You are a senior executive heading the human resources department of a well-reputed multi-national consultancy firm. The firm prides itself ","","","verified","Clean sweep + spot-check sample confirmed sound - bulk pass 2026-08-26"
"question","ffec4a61-ebdd-4cbe-8457-9d2ba59714fb","2015","75","A severe earthquake measuring 7.5 on the Richter scale has struck a densely populated hilly district of a state, causing widespread devastat","","spot_check","verified","Clean sweep + spot-check sample confirmed sound - bulk pass 2026-08-26"
"question","44b015f9-6b74-4c2f-b863-619f2cbb7368","2015","76","You are the head of a state-run primary school education board in an economically backward region. The state government has launched a highl","","","verified","Clean sweep + spot-check sample confirmed sound - bulk pass 2026-08-26"
"question","9ac5f8a6-0801-4985-9ad9-2db4f67f6012","2015","77","You are a young, idealistic officer belonging to the state police service and have been posted as the Additional Superintendent of Police in","","","verified","Clean sweep + spot-check sample confirmed sound - bulk pass 2026-08-26"
"question","7d81cfe8-0ae9-4cdc-be64-d9fff95cdcc1","2015","78","A central government ministry has invited global tenders for a multi-billion dollar national defense communications network project. You are","","","verified","Clean sweep + spot-check sample confirmed sound - bulk pass 2026-08-26"
"question","42f0e1a3-338d-4135-bce2-39bcec3369e0","2015","79","Lending hands to Egocentric paradox is the core of a modern bureaucrat.","","","verified","Clean sweep + spot-check sample confirmed sound - bulk pass 2026-08-26"
"question","21dd5be2-04e9-4265-9ef4-cc74091869bc","2015","80","Quick but steady wins the race.","","","verified","Clean sweep + spot-check sample confirmed sound - bulk pass 2026-08-26"
"question","aa39d2a1-2680-4a3f-be89-c27da250c42d","2015","81","Character of an institution is reflected in its leader.","","","verified","Clean sweep + spot-check sample confirmed sound - bulk pass 2026-08-26"
"question","99cadf88-af2e-4b09-a1ee-5bf66fe0977d","2015","82","Education without values, as useful as it is, seems rather to make a man a more clever devil.","","","verified","Clean sweep + spot-check sample confirmed sound - bulk pass 2026-08-26"
"question","cb9aa506-ecb3-41bc-a198-cb7e57a012bc","2015","83","Technology cannot replace manpower.","","","verified","Clean sweep + spot-check sample confirmed sound - bulk pass 2026-08-26"
"question","3a132b31-998b-4e8d-92cb-37b727bbcdc4","2015","84","Crisis faced in India ??? moral or economic.","non_ascii_suspect","flagged","needs_correction","Mojibake-corrupted punctuation (em/en-dash), confirmed 2026-08-26. Content otherwise genuine - re-type from official PDF in follow-up pass."
"question","bf7693cc-c0b9-4740-9d13-fbc72b25398d","2015","85","Dreams which should not let India sleep.","","","verified","Clean sweep + spot-check sample confirmed sound - bulk pass 2026-08-26"
"question","50036d5c-bf8c-42a3-b551-93845f704ade","2015","86","Capitalism can never bring inclusive growth.","","","verified","Clean sweep + spot-check sample confirmed sound - bulk pass 2026-08-26"
"tag","efb10768-cc79-4efa-b740-349585d8b35e","2015","005dd8c0-5f5e-4a74-8a48-49cf9de62a02","Concept of public service and the philosophical basis of governance/probity; public servants as 'trustees' of public power and financial res","","spot_check","verified","Clean sweep + spot-check sample confirmed sound - bulk pass 2026-08-26"
"tag","886bf521-56a7-4fc2-849c-dbe3f96f9be1","2015","01bc558f-a3a3-4612-8141-f6b2019d7c9f","Gandhian mass mobilization phases (Non-Cooperation, Civil Disobedience, Quit India) and the special role of women in this phase","","","verified","Clean sweep + spot-check sample confirmed sound - bulk pass 2026-08-26"
"tag","8d77d36a-b081-4ff1-aa61-a6855708248b","2015","049901d3-a4a5-41ea-a138-c0eec3f3d0c3","Case studies: public-safety & procurement dilemmas under pressure: infrastructure-safety cover-up under election-timeline pressure, defence-","","","verified","Clean sweep + spot-check sample confirmed sound - bulk pass 2026-08-26"
"tag","0400f190-c762-4cbf-afdc-7d27474395b1","2015","054aa525-7ef7-41fa-be69-d3778ce887de","Internal security challenges: social diversity as a security issue, neighbourhood-origin threats, non-state actors, global vulnerability ind","","","verified","Clean sweep + spot-check sample confirmed sound - bulk pass 2026-08-26"
"tag","95c063b8-8e2e-459e-ade4-2382b60ff1de","2015","12feeb23-16c7-4c59-b28b-f61ce53a3053","Women-related issues: hysterectomies, workforce participation gaps, gender disparities in poverty, women in corporate roles, abortion rights","","","verified","Clean sweep + spot-check sample confirmed sound - bulk pass 2026-08-26"
"tag","dbc07880-cd95-4ac1-928f-56322fbae241","2015","1e70ab73-4d51-4f6f-98a8-d7aa2e70070d","Foreign trade and international organisations: trade policy, India's Balance of Payments (current/capital account performance), exchange-rat","","","verified","Clean sweep + spot-check sample confirmed sound - bulk pass 2026-08-26"
"tag","c84012bd-0f39-4a70-82ad-f55acb533a19","2015","21b8574b-4143-4333-9d38-d916fd1035a2","The Governor, Chief Minister, Advocate-General, and State Legislature: appointment, discretionary/ordinance/pardoning powers, composition of","","","verified","Clean sweep + spot-check sample confirmed sound - bulk pass 2026-08-26"
"tag","659abc39-421b-4da9-a596-699561ecb34b","2015","31fb942c-7c86-4953-a7a9-f8621792076a","Environmental ethics: linkage between ethics and environment, relevant theories, and the role of the individual","","","verified","Clean sweep + spot-check sample confirmed sound - bulk pass 2026-08-26"
"tag","2b1df5b2-4c45-47b6-b52e-46be777db42a","2015","3e04d631-ba39-4ae4-967b-288ed3a8ddb2","Basics of cyber security: types of cyber crimes, impact and required steps, ransomware incidents, India's cyber-security infrastructure, and","","","verified","Clean sweep + spot-check sample confirmed sound - bulk pass 2026-08-26"
"tag","91ecac78-2254-4524-8f6f-76f00839e346","2015","40521038-bf2f-4cc8-93b5-6c94e4bd3999","Geology: minerals, major crustal elements, physical characteristics of minerals, rocks (igneous/sedimentary/metamorphic), rock cycle, and ro","","","verified","Clean sweep + spot-check sample confirmed sound - bulk pass 2026-08-26"
"tag","8df39c97-aecb-4a0e-a93a-3cd17b28461c","2015","41ad5c1f-7129-4d6e-b241-5c67f84cfb99","Frequently cited quotation-anchors for ethics answer-writing: Gandhi's 'Seven Sins' and 'the weak can never forgive'; Socrates' 'an unexamin","","spot_check","verified","Clean sweep + spot-check sample confirmed sound - bulk pass 2026-08-26"
"tag","158b26ac-28c4-4228-96e9-f1a94242adfc","2015","41ad5c1f-7129-4d6e-b241-5c67f84cfb99","Frequently cited quotation-anchors for ethics answer-writing: Gandhi's 'Seven Sins' and 'the weak can never forgive'; Socrates' 'an unexamin","","","verified","Clean sweep + spot-check sample confirmed sound - bulk pass 2026-08-26"
"tag","0d137aac-19c1-4c20-89d6-e72c84018fbb","2015","43116335-ee15-41c5-90bd-d56b3ef29c17","Subsidies: farm/fertiliser/power/irrigation subsidies, issues of direct/indirect subsidies and MSP, objectives, gainer-loser resource transf","","","verified","Clean sweep + spot-check sample confirmed sound - bulk pass 2026-08-26"
"tag","ae98dea4-d23d-41c7-a18f-d92d3b95a3a7","2015","445b315b-6161-494f-a586-7499b580f1ef","Tropical cyclones: formation conditions, convective cyclogenesis, path, damage, Arabian Sea cyclones, naming conventions, and early-warning ","","","verified","Clean sweep + spot-check sample confirmed sound - bulk pass 2026-08-26"
"tag","eab4739f-8cc1-4fea-b295-d478bd355c79","2015","46decb7a-a9bb-4819-b8d9-0f2ec973bd38","Major powers: Russia (strategic cooperation, Russia-China impact on India), China (economic relations, water disputes, String of Pearls, Mar","","","verified","Clean sweep + spot-check sample confirmed sound - bulk pass 2026-08-26"
"tag","1caf21d9-356c-4dd9-b0f6-83aaa806472e","2015","48c3ea7e-656b-48d8-9029-300a2560c7c7","Separation of powers: features in American/UK constitutions, checks-and-balances in the Indian scheme, judicial review, and the concept's pr","","","verified","Clean sweep + spot-check sample confirmed sound - bulk pass 2026-08-26"
"tag","d034ce0a-fb9c-49c0-9241-8938d937d996","2015","48ed83ad-4c86-4465-88ee-481f5d011d11","Colonialism and Imperialism: the age of imperialism (1870-1914), imperialism in Asia, and an analysis of colonialism","","","verified","Clean sweep + spot-check sample confirmed sound - bulk pass 2026-08-26"
"tag","5b25ae1f-2790-4f99-8eaf-b95357ba27ef","2015","48f777dc-05ca-423d-8267-33de79eb8587","Beginning of the modern age: disintegration of the feudal system, Renaissance (humanism, art, architecture, literature, science), Reformatio","","","verified","Clean sweep + spot-check sample confirmed sound - bulk pass 2026-08-26"
"tag","1d8b18de-47ca-41de-a101-14397721887c","2015","4ae26f49-1b68-4366-b3a3-becbe93c9abb","Case studies: development vs displacement/environment trade-offs: environmental clearance vs displacement/pollution trade-offs, court-ordere","","","verified","Clean sweep + spot-check sample confirmed sound - bulk pass 2026-08-26"
"tag","5a44dbcd-bea8-4376-8250-dcee2ff0507d","2015","4fba29f1-599e-4217-bedc-25e497161589","Prehistoric rock paintings and petroglyphs (Bhimbetka stylistic evolutions); socio-cultural patterns of pre-historic paintings and potteries","","","verified","Clean sweep + spot-check sample confirmed sound - bulk pass 2026-08-26"
