question_id,pyq_paper_id,year,question_number,stored_key_label,stored_key_text,upsc_key_label,upsc_key_text,solved_answer,solvable,current_correct_option_id,new_correct_option_id,applies,verdict,confidence,note
a64c17ee-f160-49af-849f-b8042d89564b,586d515e-2d3d-485d-a944-3983e4569e53,2023,73,a,Climate justice should be ingrained in detail in the rules of all the new climate compacts/agreements.,a,Climate justice should be ingrained in detail in the rules of all the new climate compacts/agreements.,not solvable: passage not present,no,afb85533-5d8a-47fe-9556-6c5876d5eb50,,no,MATCH,medium,stored key equals UPSC key by letter; not independently solvable; stem: passage not present; working: Question depends on a reading passage absent from the stem.
6c5d9dfc-d744-44d1-95dc-0684fd6d951e,586d515e-2d3d-485d-a944-3983e4569e53,2023,74,c,R < S,c,R < S,R < S,yes,fe9aa8b6-bc25-465e-841a-00c164dd8eb3,,no,MATCH,high,"working: Half-yearly compounding at R yields more than annual at R, so equal amounts need S>R -> R<S (strict, for positive rates)."
1534af12-9b7a-45dc-aabf-7438a2d6f0a3,586d515e-2d3d-485d-a944-3983e4569e53,2023,75,d,9,d,9,9,yes,4da55ae8-a0ab-48a0-9165-4033966befaa,,no,MATCH,high,"working: 1186-31=1155=3*5*7*11; divisors >31: 33,35,55,77,105,165,231,385,1155 = 9."
c348defe-f061-4866-9112-c49a3ad42143,586d515e-2d3d-485d-a944-3983e4569e53,2023,76,c,Both 1 and 2,c,Both 1 and 2,Both 1 and 2,yes,626a2e13-3777-4bb3-8bd5-c45ccc2e5fa2,,no,MATCH,high,"working: 11(p+q+r)=tt0 -> p+q+r=10 or 20 with distinct digits p<q<r: 8 triples. p in {1,2,3,4,5} (5 values), q in {2,3,4,6,7,8} (6 values). Both true."
f1da8e3a-3cbd-44c9-b79b-d375e5bee813,586d515e-2d3d-485d-a944-3983e4569e53,2023,77,a,: 7998,a,: 7998,: 7998,yes,0f1200e5-b72f-472d-a526-d878c1483016,,no,MATCH,high,"stem: options prefixed with ': ' (cosmetic); working: Numbers <2000 start with 1: permutations of 2,3,4 -> 6000 + 222*(2+3+4)*... sum = 7998 (enumerated)."
f2446c58-2254-4026-89e7-9267fca021e7,586d515e-2d3d-485d-a944-3983e4569e53,2023,78,c,12,c,12,12,yes,62a931e0-5855-4f30-9ea4-b4678419081d,,no,MATCH,high,"working: In a circle of 12, each start point gives one clockwise run of 10 consecutive -> 12."
378c3a19-2a4f-44fa-b935-6e5338c113b4,586d515e-2d3d-485d-a944-3983e4569e53,2023,79,b,Thursday,a,Wednesday,Thursday,yes,ac09a9b9-f7a6-447f-bcca-6bf658e5a41b,c6308e99-915c-49b7-9393-7faa7619ea00,yes,CORRECTION,medium,"SOLVE_VS_UPSC: solve -> (b) ""Thursday""; UPSC final key -> (a) ""Wednesday""; UPSC final key (a) against stored (b); the solve has several readings and UPSC selects one of them: UPSC governs; stem: garbled symbols: exponent flattened (10^10 printed as 1010); working: Stem '1010th' is 10^10 with superscript lost. 10^10 mod 7 = 4 -> Sunday+4 = Thursday. Inclusive count (day 1 = today) gives Wednesday (option a). Literal 1010: 1010 mod 7=2 -> Tuesday / Monday, not in options."
e90f9940-89ac-4865-9fe6-1ea60fc64856,586d515e-2d3d-485d-a944-3983e4569e53,2023,80,b,4:10 p.m.,b,4:10 p.m.,4:10 p.m.,yes,b2faddad-fbd0-4cb3-81b0-09b3007928d8,,no,MATCH,high,"working: Full cycles 50,78,120 s; LCM=7800 s = 2h10m -> 4:10 p.m."
2c4a5dba-473a-4ae7-a2a2-66cd3cc6b2e4,9e191ae4-68b9-47bf-9121-6d9d468a7bc5,2024,1,b,2 and 3 only,b,2 and 3 only,not solvable: passage not present,no,2bbb388c-f4f1-4c3f-a3ff-f6cdb6889ebd,,no,MATCH,medium,stored key equals UPSC key by letter; not independently solvable; stem: passage not present; working: Question refers to a passage that is not included in the stem; cannot be answered from the question text.
3539fbdd-6d76-4f49-8c93-4f03f73b4edc,9e191ae4-68b9-47bf-9121-6d9d468a7bc5,2024,2,a,1 only,c,Both 1 and 2,not solvable: passage not present,no,576659bc-54cf-46be-bfd9-6a397554c72c,c086ae7d-0613-4c48-8b00-757198265d50,yes,CORRECTION,medium,"UPSC final key (c) against stored (a); not independently solvable, so the target text rests on the UPSC letter mapping to the corpus label; stem: passage not present; working: Question refers to a passage that is not included in the stem; cannot be answered from the question text."
1162cc71-1661-4116-981f-484d1440bff7,9e191ae4-68b9-47bf-9121-6d9d468a7bc5,2024,3,c,Both 1 and 2,c,Both 1 and 2,not solvable: passage not present,no,ec359755-0a94-45da-b826-a7a538589993,,no,MATCH,medium,stored key equals UPSC key by letter; not independently solvable; stem: passage not present; working: Question refers to a passage that is not included in the stem; cannot be answered from the question text.
82d0955f-843e-4df2-ba94-8303096c89be,9e191ae4-68b9-47bf-9121-6d9d468a7bc5,2024,4,d,Neither 1 nor 2,d,Neither 1 nor 2,not solvable: passage not present,no,6af4de91-fd0b-40cb-976b-17cac0713438,,no,MATCH,medium,stored key equals UPSC key by letter; not independently solvable; stem: passage not present; working: Question refers to a passage that is not included in the stem; cannot be answered from the question text.
9dd12dbe-fe04-40e1-8fc3-1f36f1918482,9e191ae4-68b9-47bf-9121-6d9d468a7bc5,2024,5,b,9,b,9,9,yes,ed3b44df-d338-4b30-8154-ba86221848e2,,no,MATCH,high,working: 64 = 4x4x4; each dimension needs 3 cuts (no rearranging of pieces): 3+3+3 = 9.
6c1bde1c-2a93-40cc-b552-c869271406a3,9e191ae4-68b9-47bf-9121-6d9d468a7bc5,2024,6,d,0,d,0,0,yes,911b77a1-9d4a-4c53-9542-5d9ddf519845,,no,MATCH,high,"working: Exhaustive enumeration of 81 operator choices with each of +,-,x used <=2 times: 5-4-3+2x1 = 0 (also 0 evaluated left-to-right). Minimum non-negative = 0."
091a7301-5342-4840-b5a5-b4da570858c3,9e191ae4-68b9-47bf-9121-6d9d468a7bc5,2024,7,c,20%,c,20%,20%,yes,9229ed16-95d9-4865-940b-fa36f4d1e8bc,,no,MATCH,high,working: M*6k = M'*5k -> M' = 1.2M -> 20% increase.
41c9a42a-6989-4a6e-9287-afb11cbafe35,9e191ae4-68b9-47bf-9121-6d9d468a7bc5,2024,8,c,6 hours 45 minutes,c,6 hours 45 minutes,6 hours 45 minutes,yes,23d631af-2e33-4421-8dff-b3095373d372,,no,MATCH,high,"working: Rates X=1/6, Y=Z=1/8 per hour; brute force over hour sequences with no worker in consecutive hours: best X,Y,X,Y(or Z),X,Y,X: after 6 h done 3/6+3/8=7/8, X finishes 1/8 in 0.75 h -> 6.75 h = 6 h 45 min."
55bb81c9-d4fc-4ee2-ae00-f6f2baf3ad6c,9e191ae4-68b9-47bf-9121-6d9d468a7bc5,2024,9,d,200,d,200,200,yes,5262481d-f221-4cb0-a423-2ac0958a5358,,no,MATCH,high,"stem: garbled symbols: exponents flattened (1^2 x 2^4 ... 25^50 rendered as 12 x 24 ... 2550); working: Stem has lost superscripts: read as 1^2 x 2^4 x 3^6 x ... x 25^50 = prod k^(2k), k=1..25 (literal '12 x 24 x ... x 2550' is not an arithmetic sequence ending at 2550 since 2550/12 not integer). Factors of 5: k=5,10,15,20 give 10+20+30+40=100; k=25 gives 2*50=100; total 200; 2s exceed that -> 200 zeros."
004f4422-206c-4db1-a2fb-8133b2d0c309,9e191ae4-68b9-47bf-9121-6d9d468a7bc5,2024,10,b,"8th January, 2023",b,"8th January, 2023","8th January, 2023",yes,4a23804a-476c-4b3a-a39c-f6e8951f9afb,,no,MATCH,high,"working: Savings 1,3,5,... ; total after n days = n^2. Square and cube -> sixth power -> n a perfect cube: n=1 (Jan 1, not an option) or n=8 -> 64 = 8^2 = 4^3. Jan 8."
2f0ba23b-4ad7-43b6-b1b2-d39726ece143,9e191ae4-68b9-47bf-9121-6d9d468a7bc5,2024,11,a,Curriculum for urban planning courses should have diverse and interdisciplinary approach.,a,Curriculum for urban planning courses should have diverse and interdisciplinary approach.,not solvable: passage not present,no,f2d0571f-ea88-4bf8-8503-bd90c5e9059e,,no,MATCH,medium,stored key equals UPSC key by letter; not independently solvable; stem: passage not present; working: Question refers to a passage that is not included in the stem; cannot be answered from the question text.
302100d5-a1dc-4f70-9f27-351f76b92e9c,9e191ae4-68b9-47bf-9121-6d9d468a7bc5,2024,12,a,1 only,a,1 only,not solvable: passage not present,no,9328ea86-669a-478c-ac3c-76f89ec4f317,,no,MATCH,medium,stored key equals UPSC key by letter; not independently solvable; stem: passage not present; working: Question refers to a passage that is not included in the stem; cannot be answered from the question text.
ab58b89b-a851-4106-b45d-44161d86f9a3,9e191ae4-68b9-47bf-9121-6d9d468a7bc5,2024,13,b,Social media are not ideal or moral institutions but the products built by companies to make profits.,b,Social media are not ideal or moral institutions but the products built by companies to make profits.,not solvable: passage not present,no,7d96ace9-b22f-4300-83dc-1d01dbcd8a80,,no,MATCH,medium,stored key equals UPSC key by letter; not independently solvable; stem: passage not present; working: Question refers to a passage that is not included in the stem; cannot be answered from the question text.
39d3782b-3479-4097-b074-bf49ca0ae601,9e191ae4-68b9-47bf-9121-6d9d468a7bc5,2024,14,c,Both 1 and 2,c,Both 1 and 2,not solvable: passage not present,no,50f7271e-0029-4eb5-b342-77e6a8e184ed,,no,MATCH,medium,stored key equals UPSC key by letter; not independently solvable; stem: passage not present; working: Question refers to a passage that is not included in the stem; cannot be answered from the question text.
2c5726fa-2ab1-4748-a70a-3201e0c7aa74,9e191ae4-68b9-47bf-9121-6d9d468a7bc5,2024,15,b,3 and 37 but not 2,b,3 and 37 but not 2,3 and 37 but not 2,yes,288b12ac-76ca-4348-9a37-36cf90853d16,,no,MATCH,high,"working: 222333+333222 = 555555: odd (not div by 2), digit sum 30 div by 3, 555555 = 37*15015. (Same result if read as 222^333+333^222: mod 2 = 1, mod 3 = 0, mod 37 = 0 computed.)"
60c8c46f-ea1b-43cf-a31b-5bd74a7d71a2,9e191ae4-68b9-47bf-9121-6d9d468a7bc5,2024,16,a,20%,a,20%,20%,yes,9ca144c0-f633-49f8-b14d-4af33c5a0237,,no,MATCH,high,working: Sell mixture at honey CP with 20% gain: water/honey = 20/100 -> 20% water relative to honey.
31a8dc04-b9ad-4796-b662-d1bf7c62fa6c,9e191ae4-68b9-47bf-9121-6d9d468a7bc5,2024,17,d,9,d,9,9,yes,22e8d762-828d-4284-8042-74d040d4c919,,no,MATCH,high,"stem: garbled symbols: 30^30 rendered as 3030; working: Read '3030' as 30^30 (superscript lost) = 3^30 * 10^30; 3^30 unit digit: cycle 3,9,7,1, 30 mod 4 = 2 -> 9."
11d35f1d-a7cb-469c-86e7-8d1392cf67c4,9e191ae4-68b9-47bf-9121-6d9d468a7bc5,2024,18,c,3,c,3,3,yes,563e3a64-d7a6-4ceb-843c-3cc7e8355896,,no,MATCH,high,"working: Divisor d>1 dividing 420 and 426: gcd = 6 -> divisors 2,3,6 (d=1 gives remainder 0) -> 3 numbers."
5f3f7644-c126-4a43-b99a-2a4b44ebae8c,9e191ae4-68b9-47bf-9121-6d9d468a7bc5,2024,19,b,4,b,4,4,yes,fc89827e-f7e8-4f97-85f6-003fc439e1fa,,no,MATCH,high,"working: gcd(399,532) = 133 = 7*19 -> divisors 1,7,19,133 -> 4 bottle sizes."
6c9860e6-1584-4e10-aa4c-fc444f72ee0f,9e191ae4-68b9-47bf-9121-6d9d468a7bc5,2024,20,c,1 and 3 only,c,1 and 3 only,1 and 3 only,yes,66784d48-0bbb-4b2f-8246-defcbe9ea67f,,no,MATCH,high,"working: Primes <10: 2,3,5,7. Sums of 3 distinct: 10,12,14,15. Unit digit 0 yes, 5 yes, 9 no -> 1 and 3 only."
97c86058-851f-4e92-9ab5-a740724d6c98,9e191ae4-68b9-47bf-9121-6d9d468a7bc5,2024,21,d,Neither 1 nor 2,d,Neither 1 nor 2,not solvable: passage not present,no,87feb827-bca3-4a93-a7d2-f4ca71bda6c8,,no,MATCH,medium,stored key equals UPSC key by letter; not independently solvable; stem: passage not present; working: Question refers to a passage that is not included in the stem; cannot be answered from the question text.
0b4e9c6e-f51e-4262-92e8-460387a0b312,9e191ae4-68b9-47bf-9121-6d9d468a7bc5,2024,22,c,Public policy should ensure that competencies and achievements of young people are aligned with their expectations.,c,Public policy should ensure that competencies and achievements of young people are aligned with their expectations.,not solvable: passage not present,no,de8f817d-2c56-44e7-9f7e-b05c03620ee2,,no,MATCH,medium,stored key equals UPSC key by letter; not independently solvable; stem: passage not present; working: Question refers to a passage that is not included in the stem; cannot be answered from the question text.
87e92256-0838-4b4d-81f7-b01a430ba892,9e191ae4-68b9-47bf-9121-6d9d468a7bc5,2024,23,d,Science must pursue truth but be responsible for social welfare.,d,Science must pursue truth but be responsible for social welfare.,not solvable: passage not present,no,0d76f44f-1216-40bf-91a1-7fab1a711bc3,,no,MATCH,medium,stored key equals UPSC key by letter; not independently solvable; stem: passage not present; working: Question refers to a passage that is not included in the stem; cannot be answered from the question text.
1d1637ff-4992-40d2-a78f-9e00dfc979bb,9e191ae4-68b9-47bf-9121-6d9d468a7bc5,2024,24,c,"A, A, C, D",c,"A, A, C, D","A, A, C, D",yes,d1cfc6c5-9e10-4068-8855-7b086e770150,,no,MATCH,high,"working: Split into blocks of 5: [A_BCD][_BBCD][ABC_D][ABC_D]. Fill A,A,C,D -> AABCD ABBCD ABCCD ABCDD: each block doubles A, B, C, D in turn. Other options break the pattern."
f25d0b92-2f37-42b9-87fc-683c0739df64,9e191ae4-68b9-47bf-9121-6d9d468a7bc5,2024,25,a,"₹ 30,000",a,"₹ 30,000","₹ 30,000",yes,27000e7a-56c8-4969-a26d-35b461a59af6,,no,MATCH,high,"working: Shares 1200:800 = 3:2 = 8P:10Q -> P = 15Q/8; P = Q+14000 -> Q = 16000, P = 30000."
87467e49-6581-4340-a4c4-ab13152d1f16,9e191ae4-68b9-47bf-9121-6d9d468a7bc5,2024,26,b,56.25%,b,56.25%,56.25%,yes,72cae084-5d01-4dc3-b32b-983ac7fde858,,no,MATCH,high,working: P = 0.8*0.8R = 0.64R; R/P = 1.5625 -> 56.25% more.
5742f882-98c8-49ec-99e2-8ebeeb018097,9e191ae4-68b9-47bf-9121-6d9d468a7bc5,2024,27,d,93.75%,d,93.75%,93.75%,yes,52808f34-c628-4fbe-b463-a1860adbda43,,no,MATCH,high,"working: Correct 4x, got x/4: change = (4x - x/4)/4x = 15/16 = 93.75%."
fc21fcc9-dfef-4404-ab86-8ccae04d0222,9e191ae4-68b9-47bf-9121-6d9d468a7bc5,2024,28,b,20%,b,20%,20%,yes,f8553dfc-9a96-41d1-aeed-2a536d6138e7,,no,MATCH,high,"working: Failed Eng 20%, Hindi 30%, both 15% -> only one = 5+15 = 20%."
06774a34-5f8e-4e44-b872-502e6b6bd88b,9e191ae4-68b9-47bf-9121-6d9d468a7bc5,2024,29,a,30 years,a,30 years,30 years,yes,8c6dc27e-c321-433d-8636-ccf6aca0b58a,,no,MATCH,high,"working: F-n = S, F = 4(S-n), F+S = 130 -> n = F-S, F = 4(2S-F) -> 5F = 8S -> F = 80, S = 50, difference 30."
494a0ce1-56a7-44a7-99dc-e0c29f47e47f,9e191ae4-68b9-47bf-9121-6d9d468a7bc5,2024,30,d,"1, 2 and 3",d,"1, 2 and 3","1, 2 and 3",yes,696571c9-9034-4944-98ef-2800c2bcb4c7,,no,MATCH,high,working: 1 m^3 = 1000 L; 1 tonne = 1000 kg; 1 ha = 10000 m^2: all correct.
3af241ad-ee0c-44e1-9d70-e2c6d79fbf11,9e191ae4-68b9-47bf-9121-6d9d468a7bc5,2024,31,d,Neither 1 nor 2,d,Neither 1 nor 2,not solvable: passage not present,no,76f20d60-7d5c-4dbb-b6c1-bd0ddd5b3a45,,no,MATCH,medium,stored key equals UPSC key by letter; not independently solvable; stem: passage not present; working: Question refers to a passage that is not included in the stem; cannot be answered from the question text.
223bac19-05a5-4d01-ad50-4baaf8c3d363,9e191ae4-68b9-47bf-9121-6d9d468a7bc5,2024,32,b,2 only,b,2 only,not solvable: passage not present,no,f572879d-2711-4d57-8ec6-5bdc02e5247f,,no,MATCH,medium,stored key equals UPSC key by letter; not independently solvable; stem: passage not present; working: Question refers to a passage that is not included in the stem; cannot be answered from the question text.
6f1d95df-c160-42b1-a094-c07f8885f9fa,9e191ae4-68b9-47bf-9121-6d9d468a7bc5,2024,33,c,local values and universal values,c,local values and universal values,not solvable: passage not present,no,8b758427-60b6-44b3-bdf1-78a4fd56db29,,no,MATCH,medium,stored key equals UPSC key by letter; not independently solvable; stem: passage not present; working: Question refers to a passage that is not included in the stem; cannot be answered from the question text.
3fede841-e44b-4467-945e-d010939e0e51,9e191ae4-68b9-47bf-9121-6d9d468a7bc5,2024,34,a,1 and 2 only,a,1 and 2 only,not solvable: passage not present,no,8fb79478-a1cd-4942-adc7-85041ee39520,,no,MATCH,medium,stored key equals UPSC key by letter; not independently solvable; stem: passage not present; working: Question refers to a passage that is not included in the stem; cannot be answered from the question text.
3dac9e06-64bc-479f-8618-491407bf03b8,9e191ae4-68b9-47bf-9121-6d9d468a7bc5,2024,35,d,8,d,8,8,yes,99bb8757-c70f-43af-b624-e91ceadf8fd2,,no,MATCH,high,"working: X+Y = 11(a+b) = 99 -> a+b = 9 with both digits nonzero (Y two-digit): 18,27,36,45,54,63,72,81 -> 8."
1174a73f-8f35-4d88-bde8-e5739ce798a4,9e191ae4-68b9-47bf-9121-6d9d468a7bc5,2024,36,b,42 kg,b,42 kg,42 kg,yes,189ae177-cbb8-45a6-85d7-80a8dd5804d3,,no,MATCH,high,working: 4 women = 4*63 = 252 kg = 6 boys -> 42 kg.
79ee35f7-4345-48cc-b59a-42df424d3fe3,9e191ae4-68b9-47bf-9121-6d9d468a7bc5,2024,37,a,3 times,a,3 times,3 times,yes,cbbc9945-fa3a-42ff-bfd0-4cd9a6d6dea1,,no,MATCH,high,"working: Coincidences at 10:54 6/11, 12:00, 1:05 5/11 between 10 a.m. and 2 p.m. -> 3."
f0a7aa48-c47c-4632-b93f-6017a048b098,9e191ae4-68b9-47bf-9121-6d9d468a7bc5,2024,38,c,2031,c,2031,2031,yes,427d2308-a257-4ec7-b5d6-1826298a3447,,no,MATCH,high,working: 2025 is non-leap starting Wednesday; first later non-leap year starting Wednesday (checked via datetime) = 2031.
8c03e1ea-165f-4af3-866f-ab0814b7fc48,9e191ae4-68b9-47bf-9121-6d9d468a7bc5,2024,39,d,"1, 2 and 3",d,"1, 2 and 3","1, 2 and 3",yes,cf86c171-051d-4417-be6c-446a6b7d571d,,no,MATCH,high,"stem: garbled symbols: exponents flattened ((p-r)2 for (p-r)^2); working: Reading '2' as square (superscript lost): (p-r)^2*qs even (s even); (q-s)*q^2*s even (s even); (q+r)^2 odd * (p+s) odd = odd. All true -> 1,2,3. If '2' were a multiplier, statement 3 would be even (false) -> 'a'; square reading is the natural one."
449dfb11-ecce-4334-b07b-9237c14c3ccc,9e191ae4-68b9-47bf-9121-6d9d468a7bc5,2024,40,c,17.5°,c,17.5°,17.5°,yes,adc8b2e4-e759-49cd-badc-c1026deb074c,,no,MATCH,high,"working: Hour hand 4*30+25*0.5 = 132.5 deg, minute hand 150 deg -> 17.5 deg."
71ac5f49-795e-4779-b3a5-af66ff18d46e,9e191ae4-68b9-47bf-9121-6d9d468a7bc5,2024,41,c,Both 1 and 2,c,Both 1 and 2,not solvable: passage not present,no,49087ac3-44dd-4208-975c-366cab485705,,no,MATCH,medium,stored key equals UPSC key by letter; not independently solvable; stem: passage not present; working: Inference question on a classroom-learning passage; passage text absent from stem (only statements 1-2 present).
50d27b8e-da2c-438d-8f8f-afc821e05db4,9e191ae4-68b9-47bf-9121-6d9d468a7bc5,2024,42,d,Neither 1 nor 2,d,Neither 1 nor 2,not solvable: passage not present,no,1585faa1-a9df-4e30-af7c-7576f8474704,,no,MATCH,medium,stored key equals UPSC key by letter; not independently solvable; stem: passage not present; working: Assumption question 'based on the above passage'; passage absent.
05112a99-97f9-4ac6-8cfe-c0679059d2b1,9e191ae4-68b9-47bf-9121-6d9d468a7bc5,2024,43,a,1 only,a,1 only,not solvable: passage not present,no,de8e1148-6833-48bd-8900-eca0b56a5f1d,,no,MATCH,medium,stored key equals UPSC key by letter; not independently solvable; stem: passage not present; working: Assumption question on adolescent/parents passage; passage absent.
dc820524-583d-4e9b-a788-6499a226d08d,9e191ae4-68b9-47bf-9121-6d9d468a7bc5,2024,44,a,Parents in general may not be of much help when children are on their way to becoming adults.,a,Parents in general may not be of much help when children are on their way to becoming adults.,not solvable: passage not present,no,32d92401-48a5-4c53-a2f4-0dd1583debda,,no,MATCH,medium,stored key equals UPSC key by letter; not independently solvable; stem: passage not present; working: Central-idea question; passage absent.
7bf92855-4136-4571-ba64-86dde8d62223,9e191ae4-68b9-47bf-9121-6d9d468a7bc5,2024,45,b,56,b,56,56,yes,025622df-bd4d-41da-8428-5c534854cc5f,,no,MATCH,high,"working: Counted digit '5' in 1..260 by enumeration: units 26 + tens 30 (50-59,150-159,250-259) = 56."
72b086c3-cd7a-40ae-a9f9-f717dffb954c,9e191ae4-68b9-47bf-9121-6d9d468a7bc5,2024,46,b,84,b,84,84,yes,f29afc94-49ff-40ab-ae31-3c78aa91d8e0,,no,MATCH,high,"working: Given sequence = 1 followed by blocks (1),(2,1),(3,2,1),... First 28 terms = 1 + blocks 1..6 (21 terms, sum 56) + 7,6,5,4,3,2 (27) = 84. Reading without the leading 1 (blocks k..1, first 28 terms) also gives 84."
8f19bd3c-7d57-451b-9109-b7d003443184,9e191ae4-68b9-47bf-9121-6d9d468a7bc5,2024,47,d,"₹ 1,350",d,"₹ 1,350","₹ 1,350",yes,9f7bcaa2-0c5f-4534-86ff-c294d85764e2,,no,MATCH,high,"working: Q=x, R=1.2x, P=1.25*1.2x=1.5x; 3.7x=3330 -> x=900; P=1350."
4eae5e47-69b4-43ca-acaf-3b507273bb7f,9e191ae4-68b9-47bf-9121-6d9d468a7bc5,2024,48,a,9,a,9,9,yes,4b1f2611-47bc-4edf-b6dc-1901a8d2f42a,,no,MATCH,high,"working: Enumerated distinct digits A,B,C,D,E (A,C nonzero) with AB+CD=100+10C+E: 126 solutions, all have A=9 (needs 10A+B+D=100+E, A=9 forced)."
674838be-c1ee-42a4-a578-ea09fd4628db,9e191ae4-68b9-47bf-9121-6d9d468a7bc5,2024,50,c,Both 1 and 2,c,Both 1 and 2,Both 1 and 2,yes,48430cf7-359d-4f6c-9e1d-74cfccae5ffc,,no,MATCH,high,working: 4o+6m+8a=2(o+2m+5a) -> 2o+2m=2a -> o+m=a (stmt 2 true). (3o+5m+9a)-(4o+6m+8a)=a-o-m=0 (stmt 1 true).
b276ec10-650a-455a-ad95-d2c5cdc8c652,9e191ae4-68b9-47bf-9121-6d9d468a7bc5,2024,51,b,This can be used as one of the methods of carbon sequestration.,b,This can be used as one of the methods of carbon sequestration.,not solvable: passage not present,no,2db4bdb9-dccd-4067-a0d0-9bcb46068013,,no,MATCH,medium,stored key equals UPSC key by letter; not independently solvable; stem: passage not present; working: Suggestion implied by passage (basalt/CO2 mineralisation); passage absent.
7a273537-8a48-4ab1-9b70-811299f3f838,9e191ae4-68b9-47bf-9121-6d9d468a7bc5,2024,52,a,1 only,c,Both 1 and 2,not solvable: passage not present,no,dd8c2643-b746-420e-88b1-9b33c315eee1,7bff65ea-086a-48a9-a047-f3bc9e44e021,yes,CORRECTION,medium,"UPSC final key (c) against stored (a); not independently solvable, so the target text rests on the UPSC letter mapping to the corpus label; stem: passage not present; working: Assumption question on giant icebergs passage; passage absent."
118405c4-ba25-4d52-96da-fc66961446c2,9e191ae4-68b9-47bf-9121-6d9d468a7bc5,2024,53,c,"This finding can help in the development of organic, ecologically sustainable pesticides.",c,"This finding can help in the development of organic, ecologically sustainable pesticides.",not solvable: passage not present,no,a9a69eab-6be2-4bc4-bf92-1845896efab5,,no,MATCH,medium,stored key equals UPSC key by letter; not independently solvable; stem: passage not present; working: Message of passage on caterpillars; passage absent.
f320ce55-ea3c-4536-9f73-c268690207e1,9e191ae4-68b9-47bf-9121-6d9d468a7bc5,2024,54,c,10,c,10,3,yes,2ab51e3f-98f2-4e3a-ab3f-0845519a2134,,no,MATCH,low,"SOLVE_VS_UPSC: solve -> (a) ""3""; UPSC final key -> (c) ""10""; UPSC key and stored key agree; the independent solve disagrees (UPSC governs); stem: possible garbled superscripts ('325 + 227' may be 3^25+2^27, which matches no option); working: Literal stem 325+227=552=2^3*3*23 -> divisible by 3 only (552 mod 7=6, mod 10=2, mod 11=2). If exponents were lost (3^25+2^27), residues mod 3,7,10,11 are 2,4,1,8 -> no option divides; so literal reading used."
cc956f71-3eee-46f6-af16-1dab0df5b4b7,9e191ae4-68b9-47bf-9121-6d9d468a7bc5,2024,59,c,"The Question can be answered by using both the Statements together, but cannot be answered using either Statement alone",c,"The Question can be answered by using both the Statements together, but cannot be answered using either Statement alone","The Question can be answered by using both the Statements together, but cannot be answered using either Statement alone",yes,b8b6178d-18e0-4bbf-8f2e-f9bf6b7717a3,,no,MATCH,high,"working: I: m+n>mn -> (m-1)(n-1)<1 -> n=1 (m>n), m any >=2: not unique. II: mn=24 many pairs. Both: n=1, m=24 unique."
6af0a5f3-4f60-468c-bfb8-2e9a2a46a802,9e191ae4-68b9-47bf-9121-6d9d468a7bc5,2024,60,c,"The Question can be answered by using both the Statements together, but cannot be answered using either Statement alone",c,"The Question can be answered by using both the Statements together, but cannot be answered using either Statement alone","The Question can be answered by using both the Statements together, but cannot be answered using either Statement alone",yes,fc2ef326-5904-428c-90af-2dfd1aeb1a36,,no,MATCH,high,working: Time = size/rate needs both: 12 MB / 2.4 KB/s (5000 s taking 1 MB=1000 KB). Neither alone suffices.
b7919ccf-db7e-4123-8f6a-6362b3d221e6,9e191ae4-68b9-47bf-9121-6d9d468a7bc5,2024,61,a,Responsible media should not distort the real in an ideal democracy.,a,Responsible media should not distort the real in an ideal democracy.,not solvable: passage not present,no,ec7f11af-05f3-465c-a18d-7ada91537205,,no,MATCH,medium,stored key equals UPSC key by letter; not independently solvable; stem: passage not present; working: Crux of passage on media/fake news; passage absent.
aa3205df-0e9f-4311-a6a7-9e334919e78a,9e191ae4-68b9-47bf-9121-6d9d468a7bc5,2024,62,d,Interconnected devices can be at security risk and home users may have privacy risk.,d,Interconnected devices can be at security risk and home users may have privacy risk.,not solvable: passage not present,no,d339c265-4f3a-4cd3-820b-7731b7c369a4,,no,MATCH,medium,stored key equals UPSC key by letter; not independently solvable; stem: passage not present; working: Message of passage on interconnected devices; passage absent.
0a944097-5a35-4421-8d77-f40431e147ae,9e191ae4-68b9-47bf-9121-6d9d468a7bc5,2024,63,c,"Maintaining high environmental standards is now a prerequisite for achieving a steady, sufficient and inclusive growth.",c,"Maintaining high environmental standards is now a prerequisite for achieving a steady, sufficient and inclusive growth.",not solvable: passage not present,no,1e62f439-4433-4ad7-8ae1-50ef60699e0a,,no,MATCH,medium,stored key equals UPSC key by letter; not independently solvable; stem: passage not present; working: Crux of passage on growth/environment; passage absent.
e310b811-0ec0-485e-9add-938c54886dd8,9e191ae4-68b9-47bf-9121-6d9d468a7bc5,2024,64,c,"The Question can be answered by using both the Statements together, but cannot be answered using either Statement alone",c,"The Question can be answered by using both the Statements together, but cannot be answered using either Statement alone","The Question can be answered by using both the Statements together, but cannot be answered using either Statement alone",yes,ee9d5574-16c6-471e-aeee-a29839e17c46,,no,MATCH,high,"working: I alone: infinitely many (x=3y etc). II alone: 6 ordered pairs. Both: enumerated xy=12, x!=y, x/y odd integer -> only (6,2)."
