ref,topic_id,topic
PUBAD-P1-1999-T006,a5c78ba2-1cf1-4bb3-b2b0-c0e251104d68,Code of conduct and administrative ethics
PUBAD-P1-2009-T016,d0c26a40-0553-4329-83bf-e9df9b5d2c07,Women and development; the self-help group movement
PUBAD-P1-2008-T010,968dc256-aaaa-48e3-9fb9-c880aa2340ac,Organisation and methods; work study and work management
PUBAD-P1-1998-T006,7b2b3830-99ec-4983-9766-20278ff49566,Importance of human resource development
PUBAD-P1-1996-T006,7b2b3830-99ec-4983-9766-20278ff49566,Importance of human resource development
PUBAD-P1-1995-T004,7b2b3830-99ec-4983-9766-20278ff49566,Importance of human resource development
PUBAD-P1-1994-T007,7b2b3830-99ec-4983-9766-20278ff49566,Importance of human resource development
PUBAD-P1-2004-T002,4b3b8f5e-a8bf-4b76-ae2f-396c3bbf5fac,Recruitment and training
PUBAD-P1-1992-T004,315ff2f8-a023-4645-81d6-b6bbe699dffa,Career advancement and position classification
PUBAD-P1-1990-T002,4b3b8f5e-a8bf-4b76-ae2f-396c3bbf5fac,Recruitment and training
PUBAD-P1-2010-T002,4b3b8f5e-a8bf-4b76-ae2f-396c3bbf5fac,Recruitment and training
PUBAD-P1-2008-T004,4b3b8f5e-a8bf-4b76-ae2f-396c3bbf5fac,Recruitment and training
PUBAD-P1-2007-T005,4b3b8f5e-a8bf-4b76-ae2f-396c3bbf5fac,Recruitment and training
PUBAD-P1-2003-T010,4b3b8f5e-a8bf-4b76-ae2f-396c3bbf5fac,Recruitment and training
PUBAD-P1-2000-T001,315ff2f8-a023-4645-81d6-b6bbe699dffa,Career advancement and position classification
PUBAD-P1-2009-T005,315ff2f8-a023-4645-81d6-b6bbe699dffa,Career advancement and position classification
PUBAD-P1-2005-T001,315ff2f8-a023-4645-81d6-b6bbe699dffa,Career advancement and position classification
PUBAD-P1-1999-T003,7b2b3830-99ec-4983-9766-20278ff49566,Importance of human resource development
PUBAD-P1-2005-T008,6b98f389-f0af-4b2f-8ec1-9a17ddc79e68,"Discipline, performance appraisal and promotion"
PUBAD-P1-2001-T010,bdb0f39b-efb8-4820-9697-38abfb322f40,"Implementation, monitoring and evaluation of policy"
PUBAD-P1-1996-T010,6b98f389-f0af-4b2f-8ec1-9a17ddc79e68,"Discipline, performance appraisal and promotion"
PUBAD-P1-2010-T001,6b98f389-f0af-4b2f-8ec1-9a17ddc79e68,"Discipline, performance appraisal and promotion"
PUBAD-P1-2007-T001,426f80e2-fdc0-49f2-b578-aa6c5f5a3ad1,Pay and service conditions
PUBAD-P1-2002-T001,3ee5c60a-1d7a-4bb6-8c4e-2e8ea1e19f0f,Employer-employee relations and grievance redressal
PUBAD-P1-1987-T001,3ee5c60a-1d7a-4bb6-8c4e-2e8ea1e19f0f,Employer-employee relations and grievance redressal
PUBAD-P1-2001-T001,b58f477d-2b12-4918-ab9b-6e9f9075d0ab,Concepts of accountability and control
PUBAD-P1-1990-T001,a5c78ba2-1cf1-4bb3-b2b0-c0e251104d68,Code of conduct and administrative ethics
PUBAD-P1-2004-T003,a5c78ba2-1cf1-4bb3-b2b0-c0e251104d68,Code of conduct and administrative ethics
PUBAD-P1-2002-T005,a5c78ba2-1cf1-4bb3-b2b0-c0e251104d68,Code of conduct and administrative ethics
PUBAD-P1-1997-T006,a5c78ba2-1cf1-4bb3-b2b0-c0e251104d68,Code of conduct and administrative ethics
PUBAD-P1-1996-T003,a5c78ba2-1cf1-4bb3-b2b0-c0e251104d68,Code of conduct and administrative ethics
PUBAD-P1-1990-T005,a5c78ba2-1cf1-4bb3-b2b0-c0e251104d68,Code of conduct and administrative ethics
PUBAD-P1-2010-T015,a5c78ba2-1cf1-4bb3-b2b0-c0e251104d68,Code of conduct and administrative ethics
PUBAD-P1-2004-T010,aef30487-879a-46ea-a18f-558b9742f415,Headquarters and field relationships
PUBAD-P1-2003-T012,a5c78ba2-1cf1-4bb3-b2b0-c0e251104d68,Code of conduct and administrative ethics
PUBAD-P1-1991-T012,a5c78ba2-1cf1-4bb3-b2b0-c0e251104d68,Code of conduct and administrative ethics
PUBAD-P1-2009-T017,bc0d60a1-9a89-4d34-9fd1-42cff75a0074,Models of policy-making and their critique
PUBAD-P1-2004-T012,bc0d60a1-9a89-4d34-9fd1-42cff75a0074,Models of policy-making and their critique
PUBAD-P1-2004-T013,a7c1d9b0-8315-4514-a80d-54b029a793e1,State theories and public policy formulation
PUBAD-P1-2002-T014,bc0d60a1-9a89-4d34-9fd1-42cff75a0074,Models of policy-making and their critique
PUBAD-P1-1999-T016,bbdc47b9-fa54-4338-be76-2e7c876a3a2b,Conceptualisation and planning of public policy
PUBAD-P1-1997-T016,bdb0f39b-efb8-4820-9697-38abfb322f40,"Implementation, monitoring and evaluation of policy"
PUBAD-P1-1996-T015,bc0d60a1-9a89-4d34-9fd1-42cff75a0074,Models of policy-making and their critique
PUBAD-P1-1992-T014,bc0d60a1-9a89-4d34-9fd1-42cff75a0074,Models of policy-making and their critique
PUBAD-P1-1990-T013,bc0d60a1-9a89-4d34-9fd1-42cff75a0074,Models of policy-making and their critique
PUBAD-P1-1988-T014,bc0d60a1-9a89-4d34-9fd1-42cff75a0074,Models of policy-making and their critique
PUBAD-P1-2009-T002,bdb0f39b-efb8-4820-9697-38abfb322f40,"Implementation, monitoring and evaluation of policy"
PUBAD-P1-1993-T002,bdb0f39b-efb8-4820-9697-38abfb322f40,"Implementation, monitoring and evaluation of policy"
PUBAD-P1-1991-T003,bbdc47b9-fa54-4338-be76-2e7c876a3a2b,Conceptualisation and planning of public policy
PUBAD-P1-1991-T005,bc0d60a1-9a89-4d34-9fd1-42cff75a0074,Models of policy-making and their critique
PUBAD-P1-1989-T002,bbdc47b9-fa54-4338-be76-2e7c876a3a2b,Conceptualisation and planning of public policy
PUBAD-P1-2010-T011,7b6109f3-f355-44f0-9dd6-9f4eeff73230,"Meaning, scope and significance of Public Administration"
PUBAD-P1-2007-T011,bdb0f39b-efb8-4820-9697-38abfb322f40,"Implementation, monitoring and evaluation of policy"
PUBAD-P1-2006-T010,bdb0f39b-efb8-4820-9697-38abfb322f40,"Implementation, monitoring and evaluation of policy"
PUBAD-P1-2005-T010,bbdc47b9-fa54-4338-be76-2e7c876a3a2b,Conceptualisation and planning of public policy
PUBAD-P1-2003-T013,bbdc47b9-fa54-4338-be76-2e7c876a3a2b,Conceptualisation and planning of public policy
PUBAD-P1-1998-T012,bdb0f39b-efb8-4820-9697-38abfb322f40,"Implementation, monitoring and evaluation of policy"
PUBAD-P1-1995-T011,bdb0f39b-efb8-4820-9697-38abfb322f40,"Implementation, monitoring and evaluation of policy"
PUBAD-P1-1994-T012,bdb0f39b-efb8-4820-9697-38abfb322f40,"Implementation, monitoring and evaluation of policy"
PUBAD-P1-1994-T014,b58f477d-2b12-4918-ab9b-6e9f9075d0ab,Concepts of accountability and control
PUBAD-P1-1993-T012,bdb0f39b-efb8-4820-9697-38abfb322f40,"Implementation, monitoring and evaluation of policy"
PUBAD-P1-1987-T013,bbdc47b9-fa54-4338-be76-2e7c876a3a2b,Conceptualisation and planning of public policy
PUBAD-P1-2008-T001,bdb0f39b-efb8-4820-9697-38abfb322f40,"Implementation, monitoring and evaluation of policy"
PUBAD-P1-2010-T009,73f43f8f-cb02-4da2-b6a7-56742079ef2d,Policy review and its limitations
PUBAD-P1-1988-T004,bdb0f39b-efb8-4820-9697-38abfb322f40,"Implementation, monitoring and evaluation of policy"
PUBAD-P1-1998-T002,bc0d60a1-9a89-4d34-9fd1-42cff75a0074,Models of policy-making and their critique
PUBAD-P1-2007-T003,968dc256-aaaa-48e3-9fb9-c880aa2340ac,Organisation and methods; work study and work management
PUBAD-P1-2003-T005,968dc256-aaaa-48e3-9fb9-c880aa2340ac,Organisation and methods; work study and work management
PUBAD-P1-1997-T003,968dc256-aaaa-48e3-9fb9-c880aa2340ac,Organisation and methods; work study and work management
PUBAD-P1-1997-T005,968dc256-aaaa-48e3-9fb9-c880aa2340ac,Organisation and methods; work study and work management
PUBAD-P1-1996-T002,968dc256-aaaa-48e3-9fb9-c880aa2340ac,Organisation and methods; work study and work management
PUBAD-P1-1994-T001,8f1f9cb8-727f-40be-ba1a-d7bc15d3da6b,Bureaucracy and development
PUBAD-P1-1993-T005,968dc256-aaaa-48e3-9fb9-c880aa2340ac,Organisation and methods; work study and work management
PUBAD-P1-1992-T006,968dc256-aaaa-48e3-9fb9-c880aa2340ac,Organisation and methods; work study and work management
PUBAD-P1-1991-T011,968dc256-aaaa-48e3-9fb9-c880aa2340ac,Organisation and methods; work study and work management
PUBAD-P1-2000-T003,968dc256-aaaa-48e3-9fb9-c880aa2340ac,Organisation and methods; work study and work management
PUBAD-P1-1998-T003,968dc256-aaaa-48e3-9fb9-c880aa2340ac,Organisation and methods; work study and work management
PUBAD-P1-2010-T017,888dacb1-bfe7-4259-a002-8248a45211f8,e-Governance and information technology
PUBAD-P1-2008-T014,888dacb1-bfe7-4259-a002-8248a45211f8,e-Governance and information technology
PUBAD-P1-2006-T014,888dacb1-bfe7-4259-a002-8248a45211f8,e-Governance and information technology
PUBAD-P1-2005-T014,888dacb1-bfe7-4259-a002-8248a45211f8,e-Governance and information technology
PUBAD-P1-2004-T014,888dacb1-bfe7-4259-a002-8248a45211f8,e-Governance and information technology
PUBAD-P1-2003-T016,888dacb1-bfe7-4259-a002-8248a45211f8,e-Governance and information technology
PUBAD-P1-1989-T014,888dacb1-bfe7-4259-a002-8248a45211f8,e-Governance and information technology
PUBAD-P1-1988-T002,7b2b3830-99ec-4983-9766-20278ff49566,Importance of human resource development
PUBAD-P1-2009-T008,4e208852-ee87-47b8-b8d8-4423985619fa,PERT and CPM
PUBAD-P1-1988-T003,968dc256-aaaa-48e3-9fb9-c880aa2340ac,Organisation and methods; work study and work management
PUBAD-P1-2001-T007,4d78dae3-c798-4d8f-8cf3-8c68270d3dce,Monetary and fiscal policies
PUBAD-P1-1997-T007,4d78dae3-c798-4d8f-8cf3-8c68270d3dce,Monetary and fiscal policies
PUBAD-P1-2010-T016,7faf8b15-96d7-4578-b34e-caa7e9eea5b4,Budgets: types and forms
PUBAD-P1-2007-T014,7faf8b15-96d7-4578-b34e-caa7e9eea5b4,Budgets: types and forms
PUBAD-P1-2006-T013,14c291b5-bce0-4077-8040-17f5359fbaa8,The budgetary process
PUBAD-P1-2005-T012,14c291b5-bce0-4077-8040-17f5359fbaa8,The budgetary process
PUBAD-P1-2005-T013,14c291b5-bce0-4077-8040-17f5359fbaa8,The budgetary process
PUBAD-P1-2002-T013,14c291b5-bce0-4077-8040-17f5359fbaa8,The budgetary process
PUBAD-P1-2001-T014,14c291b5-bce0-4077-8040-17f5359fbaa8,The budgetary process
PUBAD-P1-2000-T013,7faf8b15-96d7-4578-b34e-caa7e9eea5b4,Budgets: types and forms
PUBAD-P1-2000-T014,14c291b5-bce0-4077-8040-17f5359fbaa8,The budgetary process
PUBAD-P1-1998-T016,7faf8b15-96d7-4578-b34e-caa7e9eea5b4,Budgets: types and forms
PUBAD-P1-1996-T016,14c291b5-bce0-4077-8040-17f5359fbaa8,The budgetary process
PUBAD-P1-1995-T016,7faf8b15-96d7-4578-b34e-caa7e9eea5b4,Budgets: types and forms
PUBAD-P1-1994-T016,14c291b5-bce0-4077-8040-17f5359fbaa8,The budgetary process
PUBAD-P1-1993-T016,14c291b5-bce0-4077-8040-17f5359fbaa8,The budgetary process
PUBAD-P1-1992-T015,7faf8b15-96d7-4578-b34e-caa7e9eea5b4,Budgets: types and forms
PUBAD-P1-1992-T016,2b08ae11-8630-406c-be5a-54415799ca79,Financial accountability
PUBAD-P1-1990-T015,14c291b5-bce0-4077-8040-17f5359fbaa8,The budgetary process
PUBAD-P1-1988-T016,14c291b5-bce0-4077-8040-17f5359fbaa8,The budgetary process
PUBAD-P1-1987-T016,7faf8b15-96d7-4578-b34e-caa7e9eea5b4,Budgets: types and forms
PUBAD-P1-2008-T005,14c291b5-bce0-4077-8040-17f5359fbaa8,The budgetary process
PUBAD-P1-1989-T003,2a5e2fb7-4efc-4026-911b-d976bc965ceb,Legislative control over administration
PUBAD-P1-2003-T006,2a5e2fb7-4efc-4026-911b-d976bc965ceb,Legislative control over administration
PUBAD-P1-1995-T001,2a5e2fb7-4efc-4026-911b-d976bc965ceb,Legislative control over administration
PUBAD-P1-1991-T008,2a5e2fb7-4efc-4026-911b-d976bc965ceb,Legislative control over administration
PUBAD-P1-2006-T004,366e513e-57d5-43f5-814b-8a0fe72be77d,Accounts and audit
PUBAD-P1-2002-T007,366e513e-57d5-43f5-814b-8a0fe72be77d,Accounts and audit
PUBAD-P1-2001-T008,366e513e-57d5-43f5-814b-8a0fe72be77d,Accounts and audit
PUBAD-P1-1993-T006,33986515-597b-4675-89be-3d3243dc033f,Concept of development
PUBAD-P1-1991-T010,366e513e-57d5-43f5-814b-8a0fe72be77d,Accounts and audit
PUBAD-P1-1990-T009,366e513e-57d5-43f5-814b-8a0fe72be77d,Accounts and audit
PUBAD-P1-1989-T006,366e513e-57d5-43f5-814b-8a0fe72be77d,Accounts and audit
PUBAD-P1-1987-T006,2b08ae11-8630-406c-be5a-54415799ca79,Financial accountability
