source,file,year,paper,question_number,paper_local_number,global_number,en_len,verdict,best_score,best_other_score,best_other_year,best_other_paper,ocr_derived,scoring_pass
db,UPSCCSEMains2023ALL.json,2023,GS2,28,8,28,185,unverifiable,,56.7,2017,GS4,true,phase3
db,UPSCCSEMains2023ALL.json,2023,GS2,29,9,29,148,unverifiable,,55.6,2021,GS4,true,phase3
db,UPSCCSEMains2023ALL.json,2023,GS2,30,10,30,107,unverifiable,,55.2,2018,GS3,true,phase3
db,UPSCCSEMains2023ALL.json,2023,GS2,31,11,31,246,unverifiable,,49.4,2026,GS4,true,phase3
db,UPSCCSEMains2023ALL.json,2023,GS2,32,12,32,124,unverifiable,,56.9,2018,GS2,true,phase3
db,UPSCCSEMains2023ALL.json,2023,GS2,33,13,33,144,unverifiable,,56.6,2014,GS4,true,phase3
db,UPSCCSEMains2023ALL.json,2023,GS2,34,14,34,150,unverifiable,,52.3,2014,GS2,true,phase3
db,UPSCCSEMains2023ALL.json,2023,GS2,35,15,35,138,unverifiable,,56.6,2016,GS2,true,phase3
db,UPSCCSEMains2023ALL.json,2023,GS2,36,16,36,155,unverifiable,,52.3,2022,GS4,true,phase3
db,UPSCCSEMains2023ALL.json,2023,GS2,37,17,37,144,unverifiable,,53.3,2023,GS4,true,phase3
db,UPSCCSEMains2023ALL.json,2023,GS2,38,18,38,190,unverifiable,,50.3,2014,GS4,true,phase3
db,UPSCCSEMains2023ALL.json,2023,GS2,39,19,39,202,unverifiable,,51.3,2018,GS4,true,phase3
db,UPSCCSEMains2023ALL.json,2023,GS2,40,20,40,218,unverifiable,,54.2,2014,GS3,true,phase3
db,UPSCCSEMains2023ALL.json,2023,GS3,41,1,41,172,exact,100.0,54.4,2014,GS3,true,phase3
db,UPSCCSEMains2023ALL.json,2023,GS3,42,2,42,127,exact,100.0,56.0,2017,GS3,true,phase3
db,UPSCCSEMains2023ALL.json,2023,GS3,43,3,43,99,exact,100.0,55.7,2026,GS3,true,phase3
db,UPSCCSEMains2023ALL.json,2023,GS3,44,4,44,172,exact,100.0,50.6,2013,GS1,true,phase3
db,UPSCCSEMains2023ALL.json,2023,GS3,45,5,45,183,exact,97.2,50.6,2026,GS4,true,phase3
db,UPSCCSEMains2023ALL.json,2023,GS3,46,6,46,91,exact,100.0,53.3,2014,GS3,true,phase3
db,UPSCCSEMains2023ALL.json,2023,GS3,47,7,47,208,exact,100.0,48.8,2023,GS4,true,phase3
db,UPSCCSEMains2023ALL.json,2023,GS3,48,8,48,144,exact,100.0,51.1,2023,GS4,true,phase3
db,UPSCCSEMains2023ALL.json,2023,GS3,49,9,49,240,exact,100.0,51.3,2016,GS3,true,phase3
db,UPSCCSEMains2023ALL.json,2023,GS3,50,10,50,225,exact,100.0,50.7,2022,GS4,true,phase3
db,UPSCCSEMains2023ALL.json,2023,GS3,51,11,51,155,exact,100.0,51.6,2026,GS3,true,phase3
db,UPSCCSEMains2023ALL.json,2023,GS3,52,12,52,141,exact,100.0,49.6,2018,GS4,true,phase3
db,UPSCCSEMains2023ALL.json,2023,GS3,53,13,53,123,exact,100.0,59.0,2018,GS3,true,phase3
db,UPSCCSEMains2023ALL.json,2023,GS3,54,14,54,179,exact,100.0,54.9,2013,GS3,true,phase3
db,UPSCCSEMains2023ALL.json,2023,GS3,55,15,55,221,exact,100.0,48.9,2023,GS4,true,phase3
db,UPSCCSEMains2023ALL.json,2023,GS3,56,16,56,361,exact,100.0,48.0,2023,GS4,true,phase3
db,UPSCCSEMains2023ALL.json,2023,GS3,57,17,57,181,exact,100.0,51.7,2026,GS3,true,phase3
db,UPSCCSEMains2023ALL.json,2023,GS3,58,18,58,207,exact,100.0,51.2,2021,GS4,true,phase3
db,UPSCCSEMains2023ALL.json,2023,GS3,59,19,59,164,exact,100.0,53.1,2013,GS3,true,phase3
db,UPSCCSEMains2023ALL.json,2023,GS3,60,20,60,251,exact,98.4,55.3,2026,GS3,true,phase3
db,UPSCCSEMains2023ALL.json,2023,GS4,61,1,61,396,orphan,70.5,53.4,2022,GS4,true,phase3
db,UPSCCSEMains2023ALL.json,2023,GS4,62,2,62,340,orphan,74.8,52.3,2018,GS4,true,phase3
db,UPSCCSEMains2023ALL.json,2023,GS4,63,3,63,681,orphan,71.1,53.2,2013,GS4,true,phase3
db,UPSCCSEMains2023ALL.json,2023,GS4,64,4,64,417,orphan,83.2,49.6,2019,GS3,true,phase3
db,UPSCCSEMains2023ALL.json,2023,GS4,65,5,65,292,orphan,71.5,52.3,2022,GS4,true,phase3
db,UPSCCSEMains2023ALL.json,2023,GS4,66,6,66,223,orphan,71.1,54.0,2026,GS4,true,phase3
db,UPSCCSEMains2023ALL.json,2023,GS4,67,1,61,1202,exact,98.5,48.5,2026,GS4,true,phase3
db,UPSCCSEMains2023ALL.json,2023,GS4,68,2,62,1549,exact,99.3,47.9,2021,GS4,true,phase3
db,UPSCCSEMains2023ALL.json,2023,GS4,69,3,63,1622,exact,98.9,46.6,2016,GS4,true,phase3
db,UPSCCSEMains2023ALL.json,2023,GS4,70,4,64,1796,exact,99.0,47.4,2022,GS4,true,phase3
db,UPSCCSEMains2023ALL.json,2023,GS4,71,5,65,1993,exact,99.1,47.5,2022,GS4,true,phase3
db,UPSCCSEMains2023ALL.json,2023,GS4,72,6,66,2368,exact,99.4,47.0,2022,GS4,true,phase3
db,UPSCCSEMainsGS1-2017.json,2017,GS1,1,1,1,125,unverifiable,,53.2,2018,GS2,true,phase3
db,UPSCCSEMainsGS1-2017.json,2017,GS1,2,2,2,91,unverifiable,,52.2,2013,GS2,true,phase3
db,UPSCCSEMainsGS1-2017.json,2017,GS1,3,3,3,150,unverifiable,,50.3,2019,GS4,true,phase3
db,UPSCCSEMainsGS1-2017.json,2017,GS1,4,4,4,76,unverifiable,,56.0,2013,GS1,true,phase3
db,UPSCCSEMainsGS1-2017.json,2017,GS1,5,5,5,91,unverifiable,,60.0,2026,GS2,true,phase3
db,UPSCCSEMainsGS1-2017.json,2017,GS1,6,6,6,102,unverifiable,,56.7,2014,GS3,true,phase3
db,UPSCCSEMainsGS1-2017.json,2017,GS1,7,7,7,154,unverifiable,,51.0,2016,GS2,true,phase3
db,UPSCCSEMainsGS1-2017.json,2017,GS1,8,8,8,46,unverifiable,,60.0,2013,GS1,true,phase3
db,UPSCCSEMainsGS1-2017.json,2017,GS1,9,9,9,140,unverifiable,,52.9,2018,GS2,true,phase3
db,UPSCCSEMainsGS1-2017.json,2017,GS1,10,10,10,136,unverifiable,,56.3,2016,GS2,true,phase3
db,UPSCCSEMainsGS1-2017.json,2017,GS1,11,11,11,176,unverifiable,,50.9,2016,GS3,true,phase3
db,UPSCCSEMainsGS1-2017.json,2017,GS1,12,12,12,103,unverifiable,,55.9,2026,GS2,true,phase3
db,UPSCCSEMainsGS1-2017.json,2017,GS1,13,13,13,138,unverifiable,,53.3,2026,GS2,true,phase3
db,UPSCCSEMainsGS1-2017.json,2017,GS1,14,14,14,85,unverifiable,,53.6,2016,GS4,true,phase3
db,UPSCCSEMainsGS1-2017.json,2017,GS1,15,15,15,160,unverifiable,,51.0,2013,GS3,true,phase3
db,UPSCCSEMainsGS1-2017.json,2017,GS1,16,16,16,124,unverifiable,,54.5,2020,GS4,true,phase3
db,UPSCCSEMainsGS1-2017.json,2017,GS1,17,17,17,88,unverifiable,,57.5,2017,GS3,true,phase3
db,UPSCCSEMainsGS1-2017.json,2017,GS1,18,18,18,117,unverifiable,,57.1,2014,GS2,true,phase3
db,UPSCCSEMainsGS1-2017.json,2017,GS1,19,19,19,156,unverifiable,,51.0,2018,GS4,true,phase3
db,UPSCCSEMainsGS1-2017.json,2017,GS1,20,20,20,149,unverifiable,,52.8,2023,GS4,true,phase3
db,UPSCCSEMainsGS2-2017.json,2017,GS2,1,1,21,182,unverifiable,,58.4,2015,GS2,true,phase3
db,UPSCCSEMainsGS2-2017.json,2017,GS2,2,2,22,130,unverifiable,,56.0,2016,GS2,true,phase3
db,UPSCCSEMainsGS2-2017.json,2017,GS2,3,3,23,202,unverifiable,,52.5,2016,GS2,true,phase3
db,UPSCCSEMainsGS2-2017.json,2017,GS2,4,4,24,151,unverifiable,,52.3,2018,GS2,true,phase3
db,UPSCCSEMainsGS2-2017.json,2017,GS2,5,5,25,109,unverifiable,,57.4,2014,GS2,true,phase3
db,UPSCCSEMainsGS2-2017.json,2017,GS2,6,6,26,259,unverifiable,,49.8,2020,GS4,true,phase3
db,UPSCCSEMainsGS2-2017.json,2017,GS2,7,7,27,140,unverifiable,,52.6,2017,GS3,true,phase3
db,UPSCCSEMainsGS2-2017.json,2017,GS2,8,8,28,152,unverifiable,,50.7,2020,GS2,true,phase3
db,UPSCCSEMainsGS2-2017.json,2017,GS2,9,9,29,205,unverifiable,,52.5,2026,GS2,true,phase3
db,UPSCCSEMainsGS2-2017.json,2017,GS2,10,10,30,144,unverifiable,,53.6,2026,GS2,true,phase3
db,UPSCCSEMainsGS2-2017.json,2017,GS2,11,11,31,232,unverifiable,,50.7,2016,GS2,true,phase3
db,UPSCCSEMainsGS2-2017.json,2017,GS2,12,12,32,118,unverifiable,,56.4,2026,GS2,true,phase3
db,UPSCCSEMainsGS2-2017.json,2017,GS2,13,13,33,218,unverifiable,,52.1,2026,GS4,true,phase3
db,UPSCCSEMainsGS2-2017.json,2017,GS2,14,14,34,211,unverifiable,,51.7,2026,GS2,true,phase3
db,UPSCCSEMainsGS2-2017.json,2017,GS2,15,15,35,171,unverifiable,,56.2,2023,GS4,true,phase3
db,UPSCCSEMainsGS2-2017.json,2017,GS2,16,16,36,187,unverifiable,,52.2,2023,GS3,true,phase3
db,UPSCCSEMainsGS2-2017.json,2017,GS2,17,17,37,215,unverifiable,,100.0,2015,GS2,true,phase3
db,UPSCCSEMainsGS2-2017.json,2017,GS2,18,18,38,140,unverifiable,,92.8,2016,GS2,true,phase3
db,UPSCCSEMainsGS2-2017.json,2017,GS2,19,19,39,188,unverifiable,,52.2,2026,GS2,true,phase3
db,UPSCCSEMainsGS2-2017.json,2017,GS2,20,20,40,161,unverifiable,,57.3,2015,GS2,true,phase3
db,UPSCCSEMainsGS3 2016.json,2016,GS3,1,1,41,176,exact,100.0,53.4,2017,GS4,true,phase3
db,UPSCCSEMainsGS3 2016.json,2016,GS3,2,2,42,130,exact,100.0,53.9,2026,GS2,true,phase3
db,UPSCCSEMainsGS3 2016.json,2016,GS3,3,3,43,240,exact,100.0,48.9,2020,GS4,true,phase3
db,UPSCCSEMainsGS3 2016.json,2016,GS3,4,4,44,199,exact,100.0,50.8,2016,GS2,true,phase3
db,UPSCCSEMainsGS3 2016.json,2016,GS3,5,5,45,193,exact,100.0,50.0,2026,GS4,true,phase3
db,UPSCCSEMainsGS3 2016.json,2016,GS3,6,6,46,171,exact,100.0,54.4,2017,GS3,true,phase3
db,UPSCCSEMainsGS3 2016.json,2016,GS3,7,7,47,107,exact,99.0,54.3,2019,GS4,true,phase3
db,UPSCCSEMainsGS3 2016.json,2016,GS3,8,8,48,89,exact,96.6,52.9,2019,GS3,true,phase3
db,UPSCCSEMainsGS3 2016.json,2016,GS3,9,9,49,146,exact,100.0,54.9,2023,GS4,true,phase3
db,UPSCCSEMainsGS3 2016.json,2016,GS3,10,10,50,188,exact,100.0,52.7,2026,GS3,true,phase3
db,UPSCCSEMainsGS3 2016.json,2016,GS3,11,11,51,210,exact,100.0,52.4,2016,GS2,true,phase3
db,UPSCCSEMainsGS3 2016.json,2016,GS3,12,12,52,165,exact,100.0,53.4,2013,GS4,true,phase3
db,UPSCCSEMainsGS3 2016.json,2016,GS3,13,13,53,237,exact,100.0,49.8,2016,GS4,true,phase3
db,UPSCCSEMainsGS3 2016.json,2016,GS3,14,14,54,253,exact,100.0,50.6,2020,GS4,true,phase3
db,UPSCCSEMainsGS3 2016.json,2016,GS3,15,15,55,212,exact,100.0,60.8,2017,GS3,true,phase3
db,UPSCCSEMainsGS3 2016.json,2016,GS3,16,16,56,203,exact,100.0,59.8,2014,GS3,true,phase3
db,UPSCCSEMainsGS3 2016.json,2016,GS3,17,17,57,166,exact,100.0,53.1,2021,GS4,true,phase3
db,UPSCCSEMainsGS3 2016.json,2016,GS3,18,18,58,105,exact,100.0,57.4,2017,GS4,true,phase3
db,UPSCCSEMainsGS3 2016.json,2016,GS3,19,19,59,176,exact,100.0,51.6,2013,GS3,true,phase3
db,UPSCCSEMainsGS3 2016.json,2016,GS3,20,20,60,210,exact,100.0,50.7,2022,GS4,true,phase3
db,UPSCCSEMainsGS3 2017.json,2017,GS3,1,1,41,164,exact,100.0,52.5,2022,GS4,true,phase3
db,UPSCCSEMainsGS3 2017.json,2017,GS3,2,2,42,180,exact,100.0,51.7,2016,GS3,true,phase3
db,UPSCCSEMainsGS3 2017.json,2017,GS3,3,3,43,178,exact,100.0,51.7,2018,GS2,true,phase3
db,UPSCCSEMainsGS3 2017.json,2017,GS3,4,4,44,177,exact,98.9,50.0,2018,GS4,true,phase3
db,UPSCCSEMainsGS3 2017.json,2017,GS3,5,5,45,179,exact,100.0,49.7,2014,GS3,true,phase3
db,UPSCCSEMainsGS3 2017.json,2017,GS3,6,6,46,254,exact,99.2,48.0,2018,GS4,true,phase3
db,UPSCCSEMainsGS3 2017.json,2017,GS3,7,7,47,296,exact,100.0,49.1,2023,GS3,true,phase3
db,UPSCCSEMainsGS3 2017.json,2017,GS3,8,8,48,176,exact,100.0,53.8,2015,GS3,true,phase3
db,UPSCCSEMainsGS3 2017.json,2017,GS3,9,9,49,87,exact,100.0,55.8,2016,GS3,true,phase3
db,UPSCCSEMainsGS3 2017.json,2017,GS3,10,10,50,165,exact,100.0,54.6,2014,GS3,true,phase3
db,UPSCCSEMainsGS3 2017.json,2017,GS3,11,11,51,181,exact,100.0,50.6,2018,GS4,true,phase3
db,UPSCCSEMainsGS3 2017.json,2017,GS3,12,12,52,239,exact,100.0,50.4,2022,GS4,true,phase3
db,UPSCCSEMainsGS3 2017.json,2017,GS3,13,13,53,154,exact,100.0,57.0,2016,GS3,true,phase3
db,UPSCCSEMainsGS3 2017.json,2017,GS3,14,14,54,172,exact,98.8,52.4,2016,GS4,true,phase3
db,UPSCCSEMainsGS3 2017.json,2017,GS3,15,15,55,202,exact,100.0,49.5,2013,GS3,true,phase3
db,UPSCCSEMainsGS3 2017.json,2017,GS3,16,16,56,155,exact,100.0,51.6,2016,GS3,true,phase3
db,UPSCCSEMainsGS3 2017.json,2017,GS3,17,17,57,161,exact,100.0,51.3,2021,GS4,true,phase3
db,UPSCCSEMainsGS3 2017.json,2017,GS3,18,18,58,295,exact,100.0,53.6,2016,GS3,true,phase3
db,UPSCCSEMainsGS3 2017.json,2017,GS3,19,19,59,152,exact,100.0,51.0,2016,GS4,true,phase3
db,UPSCCSEMainsGS3 2017.json,2017,GS3,20,20,60,175,exact,100.0,54.1,2026,GS3,true,phase3
db,UPSCCSEMainsGS3-2017.json,2017,GS3,1,1,41,164,exact,100.0,52.5,2022,GS4,true,phase3
db,UPSCCSEMainsGS3-2017.json,2017,GS3,2,2,42,179,exact,98.9,52.0,2016,GS3,true,phase3
db,UPSCCSEMainsGS3-2017.json,2017,GS3,3,3,43,99,orphan,52.0,56.1,2019,GS3,true,phase3
db,UPSCCSEMainsGS3-2017.json,2017,GS3,4,4,44,187,variant,92.4,50.5,2014,GS3,true,phase3
db,UPSCCSEMainsGS3-2017.json,2017,GS3,5,5,45,179,exact,100.0,49.7,2014,GS3,true,phase3
db,UPSCCSEMainsGS3-2017.json,2017,GS3,6,6,46,255,exact,98.4,48.6,2022,GS4,true,phase3
db,UPSCCSEMainsGS3-2017.json,2017,GS3,7,7,47,226,orphan,84.2,48.6,2023,GS3,true,phase3
db,UPSCCSEMainsGS3-2017.json,2017,GS3,8,8,48,196,orphan,81.2,52.9,2015,GS3,true,phase3
db,UPSCCSEMainsGS3-2017.json,2017,GS3,9,9,49,161,orphan,49.7,51.6,2013,GS3,true,phase3
db,UPSCCSEMainsGS3-2017.json,2017,GS3,10,10,50,189,orphan,49.2,83.6,2016,GS3,true,phase3
db,UPSCCSEMainsGS3-2017.json,2017,GS3,11,11,51,177,exact,97.1,48.8,2023,GS4,true,phase3
db,UPSCCSEMainsGS3-2017.json,2017,GS3,12,12,52,237,exact,99.6,50.0,2022,GS4,true,phase3
db,UPSCCSEMainsGS3-2017.json,2017,GS3,13,13,53,172,exact,98.2,51.8,2016,GS4,true,phase3
db,UPSCCSEMainsGS3-2017.json,2017,GS3,14,14,54,188,orphan,49.5,100.0,2016,GS3,true,phase3
db,UPSCCSEMainsGS3-2017.json,2017,GS3,15,15,55,155,exact,100.0,51.6,2016,GS3,true,phase3
db,UPSCCSEMainsGS3-2017.json,2017,GS3,16,16,56,159,exact,100.0,51.3,2021,GS4,true,phase3
db,UPSCCSEMainsGS3-2017.json,2017,GS3,17,17,57,266,variant,89.2,50.8,2014,GS3,true,phase3
db,UPSCCSEMainsGS3-2017.json,2017,GS3,18,18,58,216,orphan,49.1,50.5,2016,GS2,true,phase3
db,UPSCCSEMainsGS3-2017.json,2017,GS3,19,19,59,165,exact,100.0,54.6,2014,GS3,true,phase3
db,UPSCCSEMainsGS3-2017.json,2017,GS3,20,20,60,211,orphan,48.8,56.6,2018,GS3,true,phase3
db,UPSCCSEMainsGS4 2016.json,2016,GS4,21,1,61,62,exact,100.0,59.0,2023,GS3,true,phase3
db,UPSCCSEMainsGS4 2016.json,2016,GS4,22,1,61,194,exact,100.0,58.6,2021,GS4,true,phase3
db,UPSCCSEMainsGS4 2016.json,2016,GS4,23,2,62,93,exact,100.0,71.8,2022,GS4,true,phase3
db,UPSCCSEMainsGS4 2016.json,2016,GS4,24,2,62,47,exact,100.0,60.9,2018,GS2,true,phase3
db,UPSCCSEMainsGS4 2016.json,2016,GS4,25,3,63,69,exact,100.0,61.8,2014,GS2,true,phase3
db,UPSCCSEMainsGS4 2016.json,2016,GS4,26,3,63,93,exact,98.9,54.3,2020,GS4,true,phase3
db,UPSCCSEMainsGS4 2016.json,2016,GS4,27,4,64,157,exact,100.0,53.3,2016,GS2,true,phase3
db,UPSCCSEMainsGS4 2016.json,2016,GS4,28,4,64,93,exact,100.0,54.3,2023,GS3,true,phase3
db,UPSCCSEMainsGS4 2016.json,2016,GS4,29,5,65,248,exact,100.0,49.2,2022,GS4,true,phase3
db,UPSCCSEMainsGS4 2016.json,2016,GS4,30,6,66,548,exact,100.0,46.8,2019,GS4,true,phase3
db,UPSCCSEMainsGS4 2016.json,2016,GS4,31,7,67,205,exact,100.0,52.3,2026,GS4,true,phase3
db,UPSCCSEMainsGS4 2016.json,2016,GS4,32,8,68,296,exact,100.0,49.5,2014,GS4,true,phase3
db,UPSCCSEMainsGS4 2016.json,2016,GS4,33,9,69,1210,exact,99.7,47.6,2022,GS4,true,phase3
db,UPSCCSEMainsGS4 2016.json,2016,GS4,34,10,70,950,exact,100.0,46.2,2017,GS4,true,phase3
db,UPSCCSEMainsGS4 2016.json,2016,GS4,35,11,71,738,exact,100.0,47.4,2017,GS4,true,phase3
db,UPSCCSEMainsGS4 2016.json,2016,GS4,36,12,72,1533,exact,98.6,47.7,2023,GS4,true,phase3
db,UPSCCSEMainsGS4 2016.json,2016,GS4,37,13,73,1465,exact,100.0,46.5,2021,GS4,true,phase3
db,UPSCCSEMainsGS4 2016.json,2016,GS4,38,14,74,978,exact,100.0,46.6,2023,GS4,true,phase3
db,UPSCCSEMainsGS4 2017 (1).json,2017,GS4,21,1,61,241,exact,100.0,49.6,2018,GS4,true,phase3
db,UPSCCSEMainsGS4 2017 (1).json,2017,GS4,22,2,62,180,variant,94.1,55.6,2013,GS4,true,phase3
db,UPSCCSEMainsGS4 2017 (1).json,2017,GS4,23,3,63,138,exact,100.0,50.7,2017,GS3,true,phase3
db,UPSCCSEMainsGS4 2017 (1).json,2017,GS4,24,4,64,115,exact,100.0,54.9,2015,GS2,true,phase3
db,UPSCCSEMainsGS4 2017 (1).json,2017,GS4,25,4,64,89,exact,100.0,62.1,2022,GS4,true,phase3
db,UPSCCSEMainsGS4 2017 (1).json,2017,GS4,26,5,65,323,exact,97.4,48.9,2026,GS4,true,phase3
db,UPSCCSEMainsGS4 2017 (1).json,2017,GS4,27,5,65,239,exact,100.0,93.4,2022,GS4,true,phase3
db,UPSCCSEMainsGS4 2017 (1).json,2017,GS4,28,6,66,70,exact,100.0,62.3,2023,GS3,true,phase3
db,UPSCCSEMainsGS4 2017 (1).json,2017,GS4,29,6,66,100,exact,100.0,57.7,2026,GS4,true,phase3
db,UPSCCSEMainsGS4 2017 (1).json,2017,GS4,30,7,67,104,exact,100.0,55.9,2026,GS4,true,phase3
db,UPSCCSEMainsGS4 2017 (1).json,2017,GS4,31,7,67,206,exact,100.0,51.2,2016,GS4,true,phase3
db,UPSCCSEMainsGS4 2017 (1).json,2017,GS4,32,8,68,136,exact,100.0,54.5,2022,GS4,true,phase3
db,UPSCCSEMainsGS4 2017 (1).json,2017,GS4,33,8,68,266,exact,100.0,55.4,2014,GS4,true,phase3
db,UPSCCSEMainsGS4 2017 (1).json,2017,GS4,34,9,69,700,exact,100.0,49.6,2014,GS4,true,phase3
db,UPSCCSEMainsGS4 2017 (1).json,2017,GS4,35,10,70,381,exact,100.0,49.3,2013,GS4,true,phase3
db,UPSCCSEMainsGS4 2017 (1).json,2017,GS4,36,11,71,572,exact,100.0,49.2,2021,GS4,true,phase3
db,UPSCCSEMainsGS4 2017 (1).json,2017,GS4,37,12,72,939,exact,100.0,47.7,2014,GS4,true,phase3
db,UPSCCSEMainsGS4 2017 (1).json,2017,GS4,38,13,73,452,exact,99.5,48.1,2020,GS4,true,phase3
db,UPSCCSEMainsGS4 2017 (1).json,2017,GS4,39,14,74,960,exact,100.0,48.3,2022,GS4,true,phase3
db,UPSCCSEMainsGS4 2017.json,2017,GS4,21,1,61,241,exact,100.0,49.6,2018,GS4,true,phase3
db,UPSCCSEMainsGS4 2017.json,2017,GS4,22,2,62,180,variant,94.1,55.6,2013,GS4,true,phase3
db,UPSCCSEMainsGS4 2017.json,2017,GS4,23,3,63,138,exact,100.0,50.7,2017,GS3,true,phase3
db,UPSCCSEMainsGS4 2017.json,2017,GS4,24,4,64,115,exact,100.0,54.9,2015,GS2,true,phase3
db,UPSCCSEMainsGS4 2017.json,2017,GS4,25,4,64,89,exact,100.0,62.1,2022,GS4,true,phase3
db,UPSCCSEMainsGS4 2017.json,2017,GS4,26,5,65,323,exact,97.4,48.9,2026,GS4,true,phase3
db,UPSCCSEMainsGS4 2017.json,2017,GS4,27,5,65,239,exact,100.0,93.4,2022,GS4,true,phase3
db,UPSCCSEMainsGS4 2017.json,2017,GS4,28,6,66,70,exact,100.0,62.3,2023,GS3,true,phase3
db,UPSCCSEMainsGS4 2017.json,2017,GS4,29,6,66,100,exact,100.0,57.7,2026,GS4,true,phase3
db,UPSCCSEMainsGS4 2017.json,2017,GS4,30,7,67,104,exact,100.0,55.9,2026,GS4,true,phase3
db,UPSCCSEMainsGS4 2017.json,2017,GS4,31,7,67,206,exact,100.0,51.2,2016,GS4,true,phase3
db,UPSCCSEMainsGS4 2017.json,2017,GS4,32,8,68,136,exact,100.0,54.5,2022,GS4,true,phase3
db,UPSCCSEMainsGS4 2017.json,2017,GS4,33,8,68,266,exact,100.0,55.4,2014,GS4,true,phase3
db,UPSCCSEMainsGS4 2017.json,2017,GS4,34,9,69,700,exact,100.0,49.6,2014,GS4,true,phase3
db,UPSCCSEMainsGS4 2017.json,2017,GS4,35,10,70,381,exact,100.0,49.3,2013,GS4,true,phase3
db,UPSCCSEMainsGS4 2017.json,2017,GS4,36,11,71,572,exact,100.0,49.2,2021,GS4,true,phase3
db,UPSCCSEMainsGS4 2017.json,2017,GS4,37,12,72,939,exact,100.0,47.7,2014,GS4,true,phase3
db,UPSCCSEMainsGS4 2017.json,2017,GS4,38,13,73,452,exact,99.5,48.1,2020,GS4,true,phase3
db,UPSCCSEMainsGS4 2017.json,2017,GS4,39,14,74,960,exact,100.0,48.3,2022,GS4,true,phase3
db,UPSCCSEMainsGS4-2017.json,2017,GS4,1a,1a,,228,exact,97.3,50.0,2016,GS2,true,phase3
db,UPSCCSEMainsGS4-2017.json,2017,GS4,1b,1b,,159,variant,93.3,53.7,2018,GS4,true,phase3
db,UPSCCSEMainsGS4-2017.json,2017,GS4,2a,2a,,138,exact,100.0,50.7,2017,GS3,true,phase3
db,UPSCCSEMainsGS4-2017.json,2017,GS4,2b,2b,,115,exact,100.0,54.9,2015,GS2,true,phase3
db,UPSCCSEMainsGS4-2017.json,2017,GS4,3a,3a,,89,exact,100.0,62.1,2022,GS4,true,phase3
db,UPSCCSEMainsGS4-2017.json,2017,GS4,3b,3b,,288,orphan,81.7,48.4,2016,GS4,true,phase3
db,UPSCCSEMainsGS4-2017.json,2017,GS4,4a,4a,,239,exact,100.0,93.4,2022,GS4,true,phase3
db,UPSCCSEMainsGS4-2017.json,2017,GS4,4b,4b,,190,orphan,46.5,49.7,2018,GS4,true,phase3
db,UPSCCSEMainsGS4-2017.json,2017,GS4,5a,5a,,127,orphan,57.6,52.8,2015,GS3,true,phase3
db,UPSCCSEMainsGS4-2017.json,2017,GS4,5b,5b,,571,orphan,60.0,57.9,2013,GS4,true,phase3
db,UPSCCSEMainsGS4-2017.json,2017,GS4,6,6,66,225,orphan,46.6,55.7,2021,GS4,true,phase3
db,UPSCCSEMainsGS4-2017.json,2017,GS4,7,7,67,420,orphan,46.3,48.3,2022,GS4,true,phase3
db,UPSCCSEMainsGS4-2017.json,2017,GS4,8,8,68,207,orphan,52.3,50.3,2021,GS4,true,phase3
db,UPSCCSEMainsGS4-2017.json,2017,GS4,9,9,69,303,orphan,46.4,48.5,2026,GS4,true,phase3
db,UPSCCSEMainsGS4-2017.json,2017,GS4,10,10,70,347,orphan,46.2,51.2,2014,GS4,true,phase3
db,UPSCCSEMainsGS4-2017.json,2017,GS4,11,11,71,351,orphan,45.3,48.8,2016,GS4,true,phase3
db,UPSCCSEMainsGS4-2017.json,2017,GS4,12,12,72,267,orphan,46.5,49.2,2018,GS4,true,phase3
unlockias,upsc-mains-2016.json,2016,GS1,Q1,1,1,118,unverifiable,,48.7,2023,GS4,true,phase3
unlockias,upsc-mains-2016.json,2016,GS1,Q2,2,2,152,unverifiable,,49.3,2018,GS4,true,phase3
unlockias,upsc-mains-2016.json,2016,GS1,Q3,3,3,128,unverifiable,,52.0,2026,GS4,true,phase3
unlockias,upsc-mains-2016.json,2016,GS1,Q4,4,4,112,unverifiable,,54.1,2013,GS1,true,phase3
unlockias,upsc-mains-2016.json,2016,GS1,Q5,5,5,88,unverifiable,,58.1,2026,GS2,true,phase3
unlockias,upsc-mains-2016.json,2016,GS1,Q6,6,6,78,unverifiable,,57.1,2022,GS4,true,phase3
unlockias,upsc-mains-2016.json,2016,GS1,Q7,7,7,107,unverifiable,,51.4,2017,GS3,true,phase3
unlockias,upsc-mains-2016.json,2016,GS1,Q8,8,8,158,unverifiable,,53.2,2016,GS2,true,phase3
unlockias,upsc-mains-2016.json,2016,GS1,Q9,9,9,154,unverifiable,,60.0,2018,GS4,true,phase3
unlockias,upsc-mains-2016.json,2016,GS1,Q10,10,10,127,unverifiable,,52.8,2019,GS3,true,phase3
unlockias,upsc-mains-2016.json,2016,GS1,Q11,11,11,93,unverifiable,,56.0,2016,GS3,true,phase3
unlockias,upsc-mains-2016.json,2016,GS1,Q12,12,12,169,unverifiable,,51.8,2016,GS4,true,phase3
unlockias,upsc-mains-2016.json,2016,GS1,Q13,13,13,105,unverifiable,,54.4,2016,GS3,true,phase3
unlockias,upsc-mains-2016.json,2016,GS1,Q14,14,14,72,unverifiable,,62.0,2023,GS3,true,phase3
