year,paper,section_id,db_question_number,db_source_question_ref,extract_paper_local_number,extract_source_question_ref,db_text,unlockias_text,score,action,has_tag,source_confidence,phase3_db_verdict,phase3_db_score,phase3_unlockias_verdict,phase3_unlockias_score,regate_db_verdict,regate_db_score,regate_unlockias_verdict,regate_unlockias_score,gate_relaxed,apply_eligible,late_db_verdict,late_db_score,late_unlockias_verdict,late_unlockias_score,phase2_db_verdict,phase2_db_score,phase2_unlockias_verdict,phase2_unlockias_score
2015,GS1,daca2e9f-012e-46fc-8b10-b6df340b4200,23,GS1-Q3,3,GS1-Q3,How different would have been the achievement of Indian Independence without Mahatma Gandhi? Discuss.,How different would have been the achievement of Indian independence without Mahatma Gandhi? Discuss.,100.0,keep,true,aggregator,,,,,,,,,,,,,,,,,,
2015,GS1,daca2e9f-012e-46fc-8b10-b6df340b4200,24,GS1-Q4,,,Mahatma Gandhi and Subhash Chandra Bose had differing views on how to achieve Indian independence. Analyze.,,57.3,delete,true,aggregator,,,,,,,,,,,,,,,,,,
2015,GS1,daca2e9f-012e-46fc-8b10-b6df340b4200,25,GS1-Q5,7,GS1-Q7,Why did the industrial revolution first occur in Great Britain? Discuss the quality of life of the people there during the industrialization.,Why did the industrial revolution first occur in England? Discuss the quality of life of the people there during the industrialization. How does it compare with that in India at present?,94.9,keep,true,aggregator,,,,,,,,,,,,,,,,,,
2015,GS1,daca2e9f-012e-46fc-8b10-b6df340b4200,26,GS1-Q6,,,To what extent can the economic reforms of 1991 be linked to the changing profile of urban spaces in India?,,52.4,delete,true,aggregator,,,,,,,,,,,,,,,,,,
2015,GS1,daca2e9f-012e-46fc-8b10-b6df340b4200,27,GS1-Q7,10,GS1-Q10,Critically examine the effects of globalization on the aged population in India.,Critically examine whether growing population is the cause of poverty or poverty is the main cause of population increase in India.,65.6,review,true,aggregator,,,,,,,,,,,,,,,,,,
2015,GS1,daca2e9f-012e-46fc-8b10-b6df340b4200,28,GS1-Q8,,,How does patriarchy manifest itself in the daily lives of women in India?,,51.8,delete,true,aggregator,,,,,,,,,,,,,,,,,,
2015,GS1,daca2e9f-012e-46fc-8b10-b6df340b4200,29,GS1-Q9,20,GS1-Q20,What are the socio-economic impacts of the growing informal sector in urban India?,What are the economic significances of discovery of oil in Arctic Sea and its possible environmental consequences?,60.3,review,true,aggregator,,,,,,,,,,,,,,,,,,
2015,GS1,daca2e9f-012e-46fc-8b10-b6df340b4200,30,GS1-Q10,19,GS1-Q19,Discuss the major factors responsible for the origin and intensity of tropical cyclones.,"Explain the factors responsible for the origin of ocean currents. How do they influence regional climates, fishing, and navigation?",68.1,review,true,aggregator,,,,,,,,,,,,,,,,,,
2015,GS1,daca2e9f-012e-46fc-8b10-b6df340b4200,31,GS1-Q11,,,Explain the significance of the geological structures of India in determining its mineral resource base.,,53.6,delete,true,aggregator,,,,,,,,,,,,,,,,,,
2015,GS1,daca2e9f-012e-46fc-8b10-b6df340b4200,32,GS1-Q12,,,What is the concept of smart cities? How can it help in managing the urban crisis in India?,,55.2,delete,true,aggregator,,,,,,,,,,,,,,,,,,
2015,GS1,daca2e9f-012e-46fc-8b10-b6df340b4200,33,GS1-Q13,,,Examine the geographic distribution of iron and steel industries in India. What factors are driving their location patterns?,,51.6,delete,true,aggregator,,,,,,,,,,,,,,,,,,
2015,GS1,daca2e9f-012e-46fc-8b10-b6df340b4200,34,GS1-Q14,,,Describe the main climatic characteristics of the Mediterranean region and explain its agricultural importance.,,49.3,delete,true,aggregator,,,,,,,,,,,,,,,,,,
2015,GS1,daca2e9f-012e-46fc-8b10-b6df340b4200,35,GS1-Q15,,,What are the causes and consequences of the melting of Arctic ice on global geopolitics and climate change?,,53.3,delete,true,aggregator,,,,,,,,,,,,,,,,,,
2015,GS1,daca2e9f-012e-46fc-8b10-b6df340b4200,36,GS1-Q16,,,Evaluate the role of the press in the Indian national movement from the late nineteenth century onwards.,,56.3,delete,true,aggregator,,,,,,,,,,,,,,,,,,
2015,GS1,daca2e9f-012e-46fc-8b10-b6df340b4200,37,GS1-Q17,,,Discuss the geopolitical implications of the decolonization process in Asia after the Second World War.,,59.6,delete,true,aggregator,,,,,,,,,,,,,,,,,,
2015,GS1,daca2e9f-012e-46fc-8b10-b6df340b4200,38,GS1-Q18,,,How has the caste system in India adapted to the forces of modernization and secularization?,,56.0,delete,true,aggregator,,,,,,,,,,,,,,,,,,
2015,GS1,daca2e9f-012e-46fc-8b10-b6df340b4200,39,GS1-Q19,,,Explain the relationship between poverty and environmental degradation in the context of developing nations like India.,,54.2,delete,true,aggregator,,,,,,,,,,,,,,,,,,
2015,GS1,daca2e9f-012e-46fc-8b10-b6df340b4200,40,GS1-Q20,,,What is El Nino? Explain its impact on the Indian monsoon and agricultural productivity.,,51.5,delete,true,aggregator,,,,,,,,,,,,,,,,,,
2015,GS1,daca2e9f-012e-46fc-8b10-b6df340b4200,,,4,GS1-Q4,,"Mahatma Gandhi and Dr. B. R. Ambedkar, despite having divergent approaches and strategies, had a common goal of amelioration of the downtrodden. Elucidate.",54.8,insert,,aggregator,,,,,,,,,,,,,,,,,,
2015,GS1,daca2e9f-012e-46fc-8b10-b6df340b4200,,,5,GS1-Q5,,"It would have been difficult for the Constituent Assembly to complete its historic task of drafting the Constitution for Independent India in just three years but for the experience gained with the Government of India Act, 1935. Discuss.",50.9,insert,,aggregator,,,,,,,,,,,,,,,,,,
2015,GS1,daca2e9f-012e-46fc-8b10-b6df340b4200,,,6,GS1-Q6,,To what extent can Germany be held responsible for causing the two World Wars? Discuss critically.,51.1,insert,,aggregator,,,,,,,,,,,,,,,,,,
2015,GS1,daca2e9f-012e-46fc-8b10-b6df340b4200,,,8,GS1-Q8,,Describe any four cultural elements of diversity in India and rate their relative significance in building a national identity.,49.6,insert,,aggregator,,,,,,,,,,,,,,,,,,
2015,GS1,daca2e9f-012e-46fc-8b10-b6df340b4200,,,9,GS1-Q9,,Debate the issue of whether and how contemporary movements for assertion of Dalit identity work towards annihilation of caste.,56.3,insert,,aggregator,,,,,,,,,,,,,,,,,,
2015,GS1,daca2e9f-012e-46fc-8b10-b6df340b4200,,,11,GS1-Q11,,"Mumbai, Delhi and Kolkata are the three mega cities of the country but the air pollution is much more serious problem in Delhi as compared to the other two. Why is this so?",50.6,insert,,aggregator,,,,,,,,,,,,,,,,,,
2015,GS1,daca2e9f-012e-46fc-8b10-b6df340b4200,,,12,GS1-Q12,,Smart cities in India cannot sustain without smart villages. Discuss this statement in the backdrop of rural-urban integration.,49.3,insert,,aggregator,,,,,,,,,,,,,,,,,,
2015,GS1,daca2e9f-012e-46fc-8b10-b6df340b4200,,,13,GS1-Q13,,Discuss the changes in the trends of labour migration within and outside India in the last four decades.,54.8,insert,,aggregator,,,,,,,,,,,,,,,,,,
2015,GS1,daca2e9f-012e-46fc-8b10-b6df340b4200,,,14,GS1-Q14,,Discuss the positive and negative effects of globalization on women in India.,64.9,insert,,aggregator,,,,,,,,,,,,,,,,,,
2015,GS1,daca2e9f-012e-46fc-8b10-b6df340b4200,,,15,GS1-Q15,,How do you explain the statistics that show that the sex ratio in Tribes in India is more favourable to women than the sex ratio among Scheduled Castes?,56.0,insert,,aggregator,,,,,,,,,,,,,,,,,,
2015,GS1,daca2e9f-012e-46fc-8b10-b6df340b4200,,,16,GS1-Q16,,"The states of Jammu and Kashmir, Himachal Pradesh, and Uttarakhand are reaching the limits of their ecological carrying capacity due to tourism. Critically evaluate.",53.6,insert,,aggregator,,,,,,,,,,,,,,,,,,
2015,GS1,daca2e9f-012e-46fc-8b10-b6df340b4200,,,17,GS1-Q17,,How far do you agree that the behaviour of the Indian monsoon has been changing due to humanizing landscapes? Discuss.,52.4,insert,,aggregator,,,,,,,,,,,,,,,,,,
2015,GS1,daca2e9f-012e-46fc-8b10-b6df340b4200,,,18,GS1-Q18,,India is well endowed with fresh water resources. Critically examine why it still suffers from water scarcity.,49.3,insert,,aggregator,,,,,,,,,,,,,,,,,,
2015,GS2,d332fcad-6750-4542-af0a-3f203f819096,41,GS2-Q1,,,Discuss the power of the Governor to promulgate ordinances. Is it a circumvention of the legislative process? Examine.,,58.3,delete,true,aggregator,,,,,,,,,,,,,,,,,,
2015,GS2,d332fcad-6750-4542-af0a-3f203f819096,42,GS2-Q2,,,The Speaker of the Lok Sabha holds a position of great authority. Discuss the challenges to neutrality in the functioning of the Speaker.,,48.7,delete,true,aggregator,,,,,,,,,,,,,,,,,,
2015,GS2,d332fcad-6750-4542-af0a-3f203f819096,43,GS2-Q3,,,What are statutory bodies? Explain the role of the National Green Tribunal (NGT) in environmental governance in India.,,51.8,delete,true,aggregator,,,,,,,,,,,,,,,,,,
2015,GS2,d332fcad-6750-4542-af0a-3f203f819096,44,GS2-Q4,,,Examine the significance of the 14th Finance Commission recommendations in promoting fiscal federalism in India.,,49.8,delete,true,aggregator,,,,,,,,,,,,,,,,,,
2015,GS2,d332fcad-6750-4542-af0a-3f203f819096,45,GS2-Q5,,,"The Right to Education (RTE) Act has expanded access to education, but quality remains a challenge. Discuss.",,51.7,delete,true,aggregator,,,,,,,,,,,,,,,,,,
2015,GS2,d332fcad-6750-4542-af0a-3f203f819096,46,GS2-Q6,,,Analyze the role of Information Technology in improving public service delivery through the Digital India initiative.,,48.3,delete,true,aggregator,,,,,,,,,,,,,,,,,,
2015,GS2,d332fcad-6750-4542-af0a-3f203f819096,47,GS2-Q7,,,Evaluate the impact of civil society organizations on policy formulation in India with suitable examples.,,55.3,delete,true,aggregator,,,,,,,,,,,,,,,,,,
2015,GS2,d332fcad-6750-4542-af0a-3f203f819096,48,GS2-Q8,,,Discuss the implications of the rising out-of-pocket expenditure on health for the poor sections of society in India.,,54.2,delete,true,aggregator,,,,,,,,,,,,,,,,,,
2015,GS2,d332fcad-6750-4542-af0a-3f203f819096,49,GS2-Q9,,,"""India's 'Look West' policy needs a strategic reorientation in the light of current West Asian conflicts."" Discuss.",,50.5,delete,true,aggregator,,,,,,,,,,,,,,,,,,
2015,GS2,d332fcad-6750-4542-af0a-3f203f819096,50,GS2-Q10,,,Explain the structure and mandates of the International Court of Justice (ICJ). What are its limitations?,,50.5,delete,true,aggregator,,,,,,,,,,,,,,,,,,
2015,GS2,d332fcad-6750-4542-af0a-3f203f819096,51,GS2-Q11,,,Examine the basic structure doctrine as enunciated by the Supreme Court. How has it acted as a safety valve for the Indian Constitution?,,53.0,delete,true,aggregator,,,,,,,,,,,,,,,,,,
2015,GS2,d332fcad-6750-4542-af0a-3f203f819096,52,GS2-Q12,,,Discuss the constitutional safeguards available to civil servants in India under Article 311. Are they overprotective?,,51.0,delete,true,aggregator,,,,,,,,,,,,,,,,,,
2015,GS2,d332fcad-6750-4542-af0a-3f203f819096,53,GS2-Q13,,,The system of checks and balances is essential for a vibrant democracy. Discuss the relationship between the Judiciary and the Legislature in India in this regard.,,54.0,delete,true,aggregator,,,,,,,,,,,,,,,,,,
2015,GS2,d332fcad-6750-4542-af0a-3f203f819096,54,GS2-Q14,,,Analyze the challenges faced by the cooperative sector in India and suggest steps to revitalize it for agrarian welfare.,,52.9,delete,true,aggregator,,,,,,,,,,,,,,,,,,
2015,GS2,d332fcad-6750-4542-af0a-3f203f819096,55,GS2-Q15,,,What are citizen charters? Evaluate their effectiveness in improving accountability and responsiveness in government offices.,,48.0,delete,true,aggregator,,,,,,,,,,,,,,,,,,
2015,GS2,d332fcad-6750-4542-af0a-3f203f819096,56,GS2-Q16,,,"""The performance of welfare schemes for vulnerable sections is marred by administrative inefficiencies and corruption."" Critically discuss.",,53.2,delete,true,aggregator,,,,,,,,,,,,,,,,,,
2015,GS2,d332fcad-6750-4542-af0a-3f203f819096,57,GS2-Q17,,,Examine the role of the Central Vigilance Commission (CVC) in tackling corruption in public administration.,,51.0,delete,true,aggregator,,,,,,,,,,,,,,,,,,
2015,GS2,d332fcad-6750-4542-af0a-3f203f819096,58,GS2-Q18,,,Discuss the strategic importance of the India-US civil nuclear deal and its impact on India's global energy diplomacy.,,51.9,delete,true,aggregator,,,,,,,,,,,,,,,,,,
2015,GS2,d332fcad-6750-4542-af0a-3f203f819096,59,GS2-Q19,,,Analyze the role and limitations of SAARC as an regional organization for South Asian integration.,,51.5,delete,true,aggregator,,,,,,,,,,,,,,,,,,
2015,GS2,d332fcad-6750-4542-af0a-3f203f819096,60,GS2-Q20,,,What are the major structural reforms needed in the global financial institutions like the World Bank and IMF to represent developing nations effectively?,,51.7,delete,true,aggregator,,,,,,,,,,,,,,,,,,
2015,GS2,d332fcad-6750-4542-af0a-3f203f819096,,,1,GS2-Q1,,Discuss the possible factors that inhibit India from enacting for its citizen a uniform civil code as provided for in the Directive Principles of State Policy.,52.8,insert,,aggregator,,,,,,,,,,,,,,,,,,
2015,GS2,d332fcad-6750-4542-af0a-3f203f819096,,,2,GS2-Q2,,Does the right to clean environment entail legal regulations on burning crackers during Diwali? Discuss in the light of Article 21 of the Indian Constitution and Judgement(s) of the Apex Court in this regard.,51.7,insert,,aggregator,,,,,,,,,,,,,,,,,,
2015,GS2,d332fcad-6750-4542-af0a-3f203f819096,,,3,GS2-Q3,,The concept of cooperative federalism has been increasingly emphasized in recent years. Highlight the drawbacks in the existing structure and the extent to which cooperative federalism would answer the shortcomings.,50.0,insert,,aggregator,,,,,,,,,,,,,,,,,,
2015,GS2,d332fcad-6750-4542-af0a-3f203f819096,,,4,GS2-Q4,,"In absence of a well-educated and organized local level government system, 'Panchayats' and 'Samitis' have remained mainly political institutions and not effective instruments of governance. Critically discuss.",51.8,insert,,aggregator,,,,,,,,,,,,,,,,,,
2015,GS2,d332fcad-6750-4542-af0a-3f203f819096,,,5,GS2-Q5,,"Resorting to ordinances has always raised concern on violation of the spirit of separation of powers doctrine. While noting the rationales justifying the power to promulgate ordinances, analyze whether the decisions of the Supreme Court on the issue have further facilitated resorting to this power. Should the power to promulgate ordinances be repealed?",58.3,insert,,aggregator,,,,,,,,,,,,,,,,,,
2015,GS2,d332fcad-6750-4542-af0a-3f203f819096,,,6,GS2-Q6,,"“If amendment bill to the Whistleblowers Act, 2011 tabled in the Parliament is passed, there may be no one left to protect.” Critically evaluate.",47.1,insert,,aggregator,,,,,,,,,,,,,,,,,,
2015,GS2,d332fcad-6750-4542-af0a-3f203f819096,,,7,GS2-Q7,,"Khap Panchayats have been in the news for functioning as extra-constitutional authorities, often delivering pronouncements amounting to human rights violations. Discuss critically the actions taken by the legislative, executive and the judiciary to set the things right in this regard.",54.0,insert,,aggregator,,,,,,,,,,,,,,,,,,
2015,GS2,d332fcad-6750-4542-af0a-3f203f819096,,,8,GS2-Q8,,"What are the major changes brought in the Arbitration and Conciliation Act, 1996 through the recent Ordinance promulgated by the President? How far will it improve India’s dispute resolution mechanism? Discuss.",51.7,insert,,aggregator,,,,,,,,,,,,,,,,,,
2015,GS2,d332fcad-6750-4542-af0a-3f203f819096,,,9,GS2-Q9,,"For achieving the desired objectives, it is necessary to ensure that regulatory institutions remain independent and autonomous. Discuss in the light of experiences in recent past.",50.5,insert,,aggregator,,,,,,,,,,,,,,,,,,
2015,GS2,d332fcad-6750-4542-af0a-3f203f819096,,,10,GS2-Q10,,"Examine critically the recent changes in the rule governing foreign funding of NGOs under the Foreign Contribution (Regulation) Act (FCRA), 1976.",50.0,insert,,aggregator,,,,,,,,,,,,,,,,,,
2015,GS2,d332fcad-6750-4542-af0a-3f203f819096,,,11,GS2-Q11,,"The Self-Help Group (SHG) Bank Linkage Program (SBLP), which is India’s own innovation, has proved to be one of the most effective poverty alleviation and women empowerment programmes. Elucidate.",48.0,insert,,aggregator,,,,,,,,,,,,,,,,,,
2015,GS2,d332fcad-6750-4542-af0a-3f203f819096,,,12,GS2-Q12,,"How can the role of NGOs be strengthened in India for development works relating to the protection of the environment? Discuss, throwing light on the major constraints.",51.7,insert,,aggregator,,,,,,,,,,,,,,,,,,
2015,GS2,d332fcad-6750-4542-af0a-3f203f819096,,,13,GS2-Q13,,The quality of higher education in India requires major improvements to make it internationally competitive. Do you think that the entry of foreign educational institutions would help improve the quality of higher and technical education in the country? Discuss.,51.5,insert,,aggregator,,,,,,,,,,,,,,,,,,
2015,GS2,d332fcad-6750-4542-af0a-3f203f819096,,,14,GS2-Q14,,Public health system has limitations in providing universal health coverage. Do you think that the private sector could help in bridging the gap? What other viable alternatives would you suggest?,50.9,insert,,aggregator,,,,,,,,,,,,,,,,,,
2015,GS2,d332fcad-6750-4542-af0a-3f203f819096,,,15,GS2-Q15,,"In the light of the Satyam Scandal (2009), discuss the changes brought in corporate governance to ensure transparency and accountability.",48.3,insert,,aggregator,,,,,,,,,,,,,,,,,,
2015,GS2,d332fcad-6750-4542-af0a-3f203f819096,,,16,GS2-Q16,,Project 'Mausam' is considered a unique foreign policy initiative of the Indian Government to improve relationship with its neighbours. Does the project have a strategic dimension? Discuss.,49.4,insert,,aggregator,,,,,,,,,,,,,,,,,,
2015,GS2,d332fcad-6750-4542-af0a-3f203f819096,,,17,GS2-Q17,,Terrorist activities and mutual distrust have clouded India-Pakistan relations. To what extent the use of soft power like sports and cultural exchanges could help generate goodwill between the two countries? Discuss with suitable examples.,55.3,insert,,aggregator,,,,,,,,,,,,,,,,,,
2015,GS2,d332fcad-6750-4542-af0a-3f203f819096,,,18,GS2-Q18,,Discuss the impediments India is facing in its pursuit of a permanent seat in UN Security Council.,54.2,insert,,aggregator,,,,,,,,,,,,,,,,,,
2015,GS2,d332fcad-6750-4542-af0a-3f203f819096,,,19,GS2-Q19,,"Though there have been several different estimates of poverty in India, all indicate reduction in poverty levels over time. Do you agree? Critically examine with reference to urban and rural poverty indicators.",50.0,insert,,aggregator,,,,,,,,,,,,,,,,,,
2015,GS2,d332fcad-6750-4542-af0a-3f203f819096,,,20,GS2-Q20,,Increasing interest of India in Africa has its pros and cons. Critically examine.,53.2,insert,,aggregator,,,,,,,,,,,,,,,,,,
2015,GS3,b5cbb735-b687-4de5-90cb-3978f48a71a1,1,GS3-Q1,1,GS3-Q1,The nature of economic growth in India in recent times is often described as jobless growth. Do you agree with this view? Give arguments in favour of your answer.,The nature of economic growth in India in recent times is often described as jobless growth. Do you agree with this view? Give arguments in favour of your answer.,100.0,keep,true,aggregator,,,,,,,,,,,,,,,,,,
2015,GS3,b5cbb735-b687-4de5-90cb-3978f48a71a1,2,GS3-Q2,4,GS3-Q4,Livestock rearing has a big potential for providing non-farm employment and income in rural areas. Discuss suggesting suitable measures to promote this sector in India.,"Livestock rearing has a big potential for providing non-farm employment and income in rural areas. Discuss, suggesting suitable measures to promote this sector in India.",100.0,keep,true,aggregator,,,,,,,,,,,,,,,,,,
2015,GS3,b5cbb735-b687-4de5-90cb-3978f48a71a1,3,GS3-Q3,3,GS3-Q3,"In view of the declining average size of land holdings in India which has made agriculture non-viable for a majority of farmers, should contract farming and land leasing be promoted in agriculture? Critically evaluate the pros and cons.","In view of the declining average size of land holdings in India, which has made agriculture non–viable for a majority of farmers, should contract farming and land leasing be promoted in agriculture? Critically evaluate the pros and cons.",99.6,keep,true,aggregator,,,,,,,,,,,,,,,,,,
2015,GS3,b5cbb735-b687-4de5-90cb-3978f48a71a1,4,GS3-Q4,5,GS3-Q5,How can the 'Digital India' programme help farmers to improve farm productivity and income? What steps has the Government taken in this regard?,How can the ‘Digital India’ programme help farmers to improve farm productivity and income? What steps has the Government taken in this regard?,100.0,keep,true,aggregator,,,,,,,,,,,,,,,,,,
2015,GS3,b5cbb735-b687-4de5-90cb-3978f48a71a1,5,GS3-Q5,6,GS3-Q6,In what way could replacement of price subsidy with Direct Benefit Transfer (DBT) change the scenario of subsidies in India? Discuss.,In what way could replacement of price subsidy with Direct Benefit Transfer (DBT) change the scenario of subsidies in India? Discuss.,100.0,keep,true,aggregator,,,,,,,,,,,,,,,,,,
2015,GS3,b5cbb735-b687-4de5-90cb-3978f48a71a1,6,GS3-Q6,19,GS3-Q19,What are the impediments in marketing and supply chain management in developing the food processing industry in India? Can e-commerce help in overcoming these bottlenecks?,What are the impediments in marketing and supply chain management in developing the food processing industry in India? Can e-commerce help in overcoming these bottlenecks?,100.0,keep,true,aggregator,,,,,,,,,,,,,,,,,,
2015,GS3,b5cbb735-b687-4de5-90cb-3978f48a71a1,7,GS3-Q7,2,GS3-Q2,"Craze for gold in Indians has led to a surge in import of gold in recent years and put pressure on balance of payments and external value of rupee. In view of this, examine the merits of the Gold Monetization Scheme.","Craze for gold in Indians has led to a surge in import of gold in recent years and put pressure on balance of payments and external value of rupee. In view of this, examine the merits of the Gold Monetization Scheme.",100.0,keep,true,aggregator,,,,,,,,,,,,,,,,,,
2015,GS3,b5cbb735-b687-4de5-90cb-3978f48a71a1,8,GS3-Q8,7,GS3-Q7,"""Success of 'Make in India' programme depends on the success of 'Skill India' programme and radical labour reforms."" Discuss with logical arguments.",“Success of ‘Make in India’ programme depends on the success of ‘Skill India’ programme and radical labour reforms.” Discuss with logical arguments.,100.0,keep,true,aggregator,,,,,,,,,,,,,,,,,,
2015,GS3,b5cbb735-b687-4de5-90cb-3978f48a71a1,9,GS3-Q9,9,GS3-Q9,To what factors can the recent dramatic fall in equipment costs and tariff of solar energy be attributed? What implications does the trend have for the thermal power producers and the related industry?,To what factors can the recent dramatic fall in equipment costs and tariff of solar energy be attributed? What implications does the trend have for the thermal power producers and the related industry?,100.0,keep,true,aggregator,,,,,,,,,,,,,,,,,,
2015,GS3,b5cbb735-b687-4de5-90cb-3978f48a71a1,10,GS3-Q10,8,GS3-Q8,"There is a clear acknowledgement that Special Economic Zones (SEZs) are a tool of industrial development, manufacturing and exports. Recognizing this potential, the whole instrumentality of SEZs requires augmentation. Discuss the issues plaguing the success of SEZs with respect to taxation, governing laws and administration.","There is a clear acknowledgement that Special Economic Zones (SEZs) are a tool of industrial development, manufacturing and exports. Recognizing this potential, the whole instrumentality of SEZs requires augmentation. Discuss the issues plaguing the success of SEZs with respect to taxation, governing laws and administration.",100.0,keep,true,aggregator,,,,,,,,,,,,,,,,,,
2015,GS3,b5cbb735-b687-4de5-90cb-3978f48a71a1,11,GS3-Q11,11,GS3-Q11,What do you understand by 'Standard Positioning Systems' and 'Precision Positioning Systems' in the GPS era? Discuss the advantages India perceives from its ambitious IRNSS programme employing just seven satellites.,What do you understand by ‘Standard Positioning Systems’ and ‘Precision Positioning Systems’ in the GPS era? Discuss the advantages India perceives from its ambitious IRNSS programme employing just seven satellites.,100.0,keep,true,aggregator,,,,,,,,,,,,,,,,,,
2015,GS3,b5cbb735-b687-4de5-90cb-3978f48a71a1,12,GS3-Q12,12,GS3-Q12,What are the areas of prohibitive labour that can be sustainably managed by robots? Discuss the initiatives that can propel research in premier research institutes for substantive and gainful innovation.,What are the areas of prohibitive labour that can be sustainably managed by robots? Discuss the initiatives that can propel research in premier research institutes for substantive and gainful innovation.,100.0,keep,true,aggregator,,,,,,,,,,,,,,,,,,
2015,GS3,b5cbb735-b687-4de5-90cb-3978f48a71a1,13,GS3-Q13,13,GS3-Q13,Discuss the advantages and security implications of cloud hosting of servers vis-a-vis in-house machine-based hosting for government businesses.,Discuss the advantages and security implications of cloud hosting of servers vis-a-vis in-house machine-based hosting for government businesses.,100.0,keep,true,aggregator,,,,,,,,,,,,,,,,,,
2015,GS3,b5cbb735-b687-4de5-90cb-3978f48a71a1,14,GS3-Q14,10,GS3-Q10,"India's Traditional Knowledge Digital Library (TKDL), which has a database containing formatted information on more than 2 million medicinal formulations is proving a powerful weapon in the country's fight against erroneous patents. Discuss the pros and cons of making this database publicly available under open-source licensing.","India’s Traditional Knowledge Digital Library (TKDL), which has a database containing formatted information on more than 2 million medicinal formulations, is proving a powerful weapon in the country’s fight against erroneous patents. Discuss the pros and cons of making the database publicly available under open-source licensing.",98.8,keep,true,aggregator,,,,,,,,,,,,,,,,,,
2015,GS3,b5cbb735-b687-4de5-90cb-3978f48a71a1,15,GS3-Q15,14,GS3-Q14,Discuss the Namami Gange and National Mission for Clean Ganga (NMCG) programmes and causes of mixed results from the previous schemes. What quantum leaps can help preserve the river Ganga better than incremental inputs?,Discuss the Namami Gange and National Mission for Clean Ganga (NMCG) programmes and causes of mixed results from the previous schemes. What quantum leaps can help preserve the river Ganga better than incremental inputs?,100.0,keep,true,aggregator,,,,,,,,,,,,,,,,,,
2015,GS3,b5cbb735-b687-4de5-90cb-3978f48a71a1,16,GS3-Q16,15,GS3-Q15,"The frequency of earthquakes appears to have increased in the Indian subcontinent. However, India's preparedness for mitigating their impact has significant gaps. Discuss various aspects.","The frequency of earthquakes appears to have increased in the Indian subcontinent. However, India’s preparedness for mitigating their impact has significant gaps. Discuss various aspects.",99.5,keep,true,aggregator,,,,,,,,,,,,,,,,,,
2015,GS3,b5cbb735-b687-4de5-90cb-3978f48a71a1,17,GS3-Q17,20,GS3-Q20,"Human rights activists constantly highlight the view that the Armed Forces (Special Powers) Act, 1958 (AFSPA) is a draconian act leading to cases of human rights abuses by the security forces. What sections of AFSPA are opposed by the activists? Critically evaluate the requirement with reference to the view held by the Apex Court.","Human rights activists constantly highlight the view that the Armed Forces (Special Powers) Act, 1958 (AFSPA) is a draconian act leading to cases of human rights abuses by the security forces. What sections of AFSPA are opposed by the activists? Critically evaluate the requirement with reference to the view held by the Apex Court.",100.0,keep,true,aggregator,,,,,,,,,,,,,,,,,,
2015,GS3,b5cbb735-b687-4de5-90cb-3978f48a71a1,18,GS3-Q18,18,GS3-Q18,Religious indoctrination via digital media has resulted in Indian youth joining the ISIS. What is ISIS and its mission? How can ISIS be dangerous for the internal security of our country?,Religious indoctrination via digital media has resulted in Indian youth joining the ISIS. What is ISIS and its mission? How can ISIS be dangerous for the internal security of our country?,100.0,keep,true,aggregator,,,,,,,,,,,,,,,,,,
2015,GS3,b5cbb735-b687-4de5-90cb-3978f48a71a1,19,GS3-Q19,16,GS3-Q16,"The persisting drives of the Government for development of large industries in backward areas have resulted in isolating the tribal population and the farmers who face multiple displacements. With Malkangiri and Naxalbari foci, discuss the corrective strategies needed to win the Left Wing Extremism (LWE) doctrine affected citizens back into the mainstream of social and economic growth.","The persisting drives of the Government for development of large industries in backward areas have resulted in isolating the tribal population and the farmers who face multiple displacements. With Malkangiri and Naxalbari foci, discuss the corrective strategies needed to win the Left Wing Extremism (LWE) doctrine affected citizens back into the mainstream of social and economic growth.",100.0,keep,true,aggregator,,,,,,,,,,,,,,,,,,
2015,GS3,b5cbb735-b687-4de5-90cb-3978f48a71a1,20,GS3-Q20,17,GS3-Q17,"Considering the threats cyberspace poses for the country, India needs a ""Digital Armed Force"" to prevent crimes. Critically evaluate the National Cyber Security Policy, 2013 outlining the challenges perceived in its effective implementation.","Considering the threats cyberspace poses for the country, India needs a “Digital Armed Force” to prevent crimes. Critically evaluate the National Cyber Security Policy, 2013 outlining the challenges perceived in its effective implementation.",100.0,keep,true,aggregator,,,,,,,,,,,,,,,,,,
2015,GS4,dee30326-920a-40cf-bee0-a5b4c76760f7,61,GS4-Q1a,1,GS4-A-Q1,What is meant by 'environmental ethics'? Why is it important to study in contemporary times? Discuss.,(a) What is meant by 'environmental ethics'? Why is it important to study? Discuss any one environmental issue from the viewpoint of environmental ethics. (b) Differentiate between the following: (i) Law and Ethics (ii) Ethical management and Management of ethics (iii) Discrimination and Preferential treatment (iv) Personal ethics and Professional ethics,86.0,keep,true,aggregator,,,,,,,,,,,,,,,,,,
2015,GS4,dee30326-920a-40cf-bee0-a5b4c76760f7,62,GS4-Q1b,,,Differentiate between 'Value' and 'Ethics'. How do values help in shaping the ethical behavior of a human being?,,53.8,review,true,aggregator,,,,,,,,,,,,,,,,,,
